gene_id	TCGA-BH-A0E1-01A-11R-A056-07	gene_id	TCGA-BH-A0E1-11A-13R-A089-07
removed	removed	LOC100272228	13.2288
LOC100286793	127.8851	LOC100286793	220.4802
LOC100286844	5.543	LOC100286844	23.9784
removed	removed	LOC100287227	14.7477
LOC100288778	149.2059	LOC100288778	457.9569
LOC100289341	26.9232	LOC100289341	57.3248
LOC100302401	21.0436	LOC100302401	43.3023
LOC100302650	9.1064	LOC100302650	13.268
LOC100303728	16.2331	LOC100303728	21.0681
LOC113230	328.6211	LOC113230	92.6017
LOC115110	79.5184	LOC115110	39.4072
removed	removed	LOC121838	32.827
LOC134466	5.1471	LOC134466	88.1921
LOC143188	7.1267	LOC143188	25.4777
LOC143666	28.111	LOC143666	37.7266
LOC144438	650.1155	LOC144438	772.6605
removed	removed	LOC144486	18.6183
LOC144571	12.2976	LOC144571	47.1387
LOC145783	25.5731	LOC145783	36.4478
LOC145820	5.543	LOC145820	9.3092
LOC145837	85.9166	LOC145837	26.4576
LOC146880	133.2816	LOC146880	184.6546
LOC147727	332.1845	LOC147727	1029.3974
LOC147804	60.5771	LOC147804	92.1117
LOC148189	31.6743	LOC148189	56.8349
LOC148413	314.043	LOC148413	333.9539
LOC148709	8.7104	removed	removed
LOC149837	19.4005	LOC149837	36.2567
LOC150381	66.8724	LOC150381	61.7197
LOC150776	262.105	LOC150776	296.4233
LOC150786	98.1904	LOC150786	51.4454
LOC151009	18.6087	LOC151009	72.5135
LOC151162	1955.0977	LOC151162	1339.0495
LOC151534	214.4946	LOC151534	132.9887
LOC152217	168.6658	LOC152217	400.7839
LOC153328	105.3171	removed	removed
removed	removed	LOC153684	19.5982
LOC154761	21.9266	LOC154761	134.6007
LOC154822	14.5702	LOC154822	35.218
removed	removed	LOC157381	9.3092
LOC158376	15.4412	LOC158376	87.7021
LOC158572	20.9842	LOC158572	49.9755
removed	removed	LOC158696	6.8594
LOC162632	14.8236	LOC162632	194.6987
removed	removed	LOC168474	5.3895
LOC200030	426.0197	LOC200030	604.6056
LOC202181	35.2377	LOC202181	44.586
LOC202781	130.6566	LOC202781	326.8006
LOC219347	51.2926	LOC219347	61.465
LOC220429	5.543	removed	removed
LOC220594	5.9389	LOC220594	17.6384
LOC220729	59.7853	LOC220729	109.2602
LOC220930	42.7603	LOC220930	89.2406
removed	removed	LOC221442	24.9927
LOC221710	287.0486	LOC221710	270.4557
LOC222699	32.8621	LOC222699	47.0358
LOC253039	270.8155	LOC253039	689.8579
LOC253724	11.086	LOC253724	11.269
LOC254559	32.4662	LOC254559	216.0706
removed	removed	LOC255167	6.8594
LOC25845	215.3775	LOC25845	432.342
LOC282997	31.2784	LOC282997	67.124
LOC283050	14.2534	LOC283050	56.8349
LOC283070	77.998	LOC283070	96.5213
LOC283174	28.9028	LOC283174	175.8942
LOC283267	155.996	LOC283267	144.047
LOC283314	13.5012	LOC283314	35.3944
LOC283663	13.8575	LOC283663	19.5982
removed	removed	LOC283731	7.3493
LOC283867	21.7761	removed	removed
LOC283922	20.9842	LOC283922	149.9265
LOC284023	112.4439	LOC284023	274.8653
LOC284232	14.2534	LOC284232	15.1886
removed	removed	LOC284233	5.3895
LOC284276	11.086	LOC284276	14.2087
LOC284440	41.5726	LOC284440	119.5492
LOC284441	89.8759	LOC284441	68.5938
removed	removed	LOC284578	87.2122
LOC284749	10.6901	removed	removed
LOC284837	43.1563	LOC284837	34.7869
LOC284900	88.5179	LOC284900	171.1171
LOC285033	23.1658	LOC285033	39.3827
LOC285074	87.8963	LOC285074	173.9343
LOC285359	65.3283	LOC285359	59.7746
LOC285548	9.1064	LOC285548	10.779
removed	removed	LOC285593	12.2489
LOC285830	38.8604	LOC285830	67.5453
LOC286002	7.1267	LOC286002	113.9294
LOC286367	6.3349	LOC286367	68.1039
removed	removed	LOC286467	18.6183
LOC338651	94.2311	LOC338651	25.4777
LOC338758	10.6901	LOC338758	55.855
LOC338799	47.1156	LOC338799	106.8104
LOC339047	356.3362	LOC339047	925.5267
LOC339290	413.7459	LOC339290	814.1793
LOC339524	24.9435	LOC339524	82.8025
LOC339535	9.1064	LOC339535	39.1965
LOC339674	7.5227	removed	removed
LOC341056	12.6697	LOC341056	6.8594
removed	removed	LOC342346	7.3493
LOC344595	98.1904	LOC344595	208.2313
LOC348926	102.9416	LOC348926	106.8104
LOC349114	40.7807	LOC349114	54.3851
LOC349196	5.741	LOC349196	6.8594
LOC374443	63.7446	LOC374443	147.9667
LOC375190	41.5726	LOC375190	82.8025
LOC387646	13.4616	LOC387646	74.9633
LOC387647	351.4227	LOC387647	525.5316
LOC388152	151.2449	LOC388152	342.9691
LOC388242	7.9186	LOC388242	45.0759
LOC388588	86.3125	LOC388588	55.855
LOC388692	231.6185	LOC388692	395.8844
LOC388789	390.782	LOC388789	1121.0191
LOC388796	133.0322	LOC388796	411.563
LOC388955	284.673	LOC388955	251.3474
LOC389033	85.9166	LOC389033	13.2288
LOC389333	47.9074	LOC389333	25.9677
LOC389458	9.6844	removed	removed
LOC389493	187.2744	LOC389493	53.8951
removed	removed	LOC389705	5.8795
removed	removed	LOC390595	11.7589
LOC399744	57.4097	LOC399744	114.6497
LOC399815	13.4616	LOC399815	6.3694
LOC399959	100.566	LOC399959	502.2048
LOC400027	115.2154	LOC400027	392.9446
LOC400043	127.8851	LOC400043	255.267
LOC400657	115.2154	LOC400657	351.2984
LOC400752	11.086	LOC400752	64.1842
removed	removed	LOC400759	7.8393
LOC400927	5.25	LOC400927	15.8795
LOC400931	13.4616	LOC400931	17.1485
LOC401010	16.2331	LOC401010	26.9476
LOC401052	48.6993	LOC401052	74.4733
LOC401093	28.9939	LOC401093	139.853
removed	removed	LOC401127	8.3293
LOC401397	424.4359	LOC401397	528.1725
LOC401431	26.5431	LOC401431	39.804
LOC401588	47.5115	LOC401588	103.8707
LOC402377	5.1471	LOC402377	6.8594
LOC407835	54.6382	LOC407835	58.7947
LOC440354	50.6789	LOC440354	260.9456
LOC440905	298.9264	LOC440905	50.4655
LOC440944	72.455	LOC440944	165.6051
LOC440957	139.367	LOC440957	169.0348
removed	removed	LOC441046	11.269
LOC441089	89.48	LOC441089	115.6296
LOC441204	19.0046	LOC441204	28.9074
LOC441208	32.8621	LOC441208	47.0358
LOC441294	38.801	LOC441294	56.3449
removed	removed	LOC441455	6.3694
LOC441666	36.8214	LOC441666	42.1362
LOC441869	152.8286	LOC441869	291.5238
removed	removed	LOC442421	11.269
LOC442454	117.9869	LOC442454	167.075
LOC493754	456.5062	LOC493754	679.0789
LOC541471	249.8312	LOC541471	54.8751
removed	removed	LOC541473	7.7854
LOC550112	195.589	LOC550112	394.4145
LOC550643	349.2094	LOC550643	344.439
LOC554202	7.1267	LOC554202	34.7869
removed	removed	LOC572558	6.3694
LOC595101	28.9028	LOC595101	121.9892
LOC606724	7.1267	LOC606724	8.8192
removed	removed	LOC613037	29.3974
removed	removed	LOC619207	11.269
LOC641298	53.8939	LOC641298	95.5708
LOC642587	57.0138	LOC642587	1134.7379
LOC642826	29.762	LOC642826	108.8731
LOC642846	66.5161	LOC642846	139.6374
LOC642852	124.3217	LOC642852	196.4723
LOC643008	5.1471	LOC643008	5.3895
LOC643387	33.654	LOC643387	21.5581
removed	removed	LOC643719	7.3493
removed	removed	LOC643763	20.0882
LOC643837	85.5207	LOC643837	109.7501
removed	removed	LOC644165	5.8599
LOC644172	13.4616	removed	removed
LOC644538	57.8056	LOC644538	121.999
LOC644936	9.1064	LOC644936	9.7991
LOC645166	87.8963	LOC645166	78.3929
LOC645332	100.1701	LOC645332	146.9868
LOC645431	68.1394	LOC645431	17.7511
LOC645676	18.6918	LOC645676	34.2822
LOC646214	97.3985	LOC646214	75.9432
LOC646471	17.1398	LOC646471	39.7256
LOC646762	372.5692	LOC646762	267.5159
LOC646851	50.6789	LOC646851	73.9833
LOC646999	6.7308	LOC646999	16.1685
LOC647121	128.6769	LOC647121	23.5179
LOC647946	34.0499	LOC647946	21.0681
LOC647979	8426.1622	LOC647979	10543.3611
removed	removed	LOC648740	5.4532
LOC649330	7.5227	LOC649330	19.1083
LOC650368	18.6087	LOC650368	16.1685
LOC650623	21.3802	LOC650623	74.9633
LOC651250	823.5324	LOC651250	1455.659
LOC652276	17.4209	LOC652276	33.317
LOC653113	76.0184	LOC653113	133.268
LOC653501	261.7091	LOC653501	373.8364
LOC653566	1907.9821	LOC653566	1750.1225
LOC653653	64.5364	LOC653653	53.8951
LOC654342	232.0144	LOC654342	376.2861
LOC654433	18.6087	LOC654433	97.0701
LOC678655	182.7094	LOC678655	289.8726
LOC723972	7.1267	LOC723972	12.2489
LOC727896	21.7761	LOC727896	15.1886
LOC728024	13.8575	LOC728024	33.317
LOC728190	66.5161	LOC728190	87.2122
LOC728264	29.6947	LOC728264	1039.6864
LOC728323	15.0453	LOC728323	44.096
LOC728392	50.283	LOC728392	138.6575
LOC728554	300.9061	LOC728554	257.7168
LOC728606	568.9501	LOC728606	8.8192
LOC728613	116.4031	LOC728613	155.316
LOC728640	28.5069	LOC728640	45.0759
LOC728643	60.1812	LOC728643	107.7903
LOC728723	7.9186	LOC728723	25.9677
LOC728743	90.6678	LOC728743	165.6051
LOC728758	51.4708	LOC728758	51.4454
LOC728819	6.3349	LOC728819	40.1764
LOC728855	147.3648	LOC728855	281.9598
LOC728875	96.9234	LOC728875	70.3185
removed	removed	LOC728989	5.3895
LOC729020	20.5883	LOC729020	17.6384
LOC729082	542.5535	LOC729082	366.9623
LOC729176	31.2784	LOC729176	36.2567
LOC729234	26.5272	LOC729234	136.2077
LOC729375	24.9435	LOC729375	88.1921
LOC729603	6.7308	LOC729603	15.6786
LOC729678	490.2433	LOC729678	485.7668
removed	removed	LOC729799	11.269
LOC729991-MEF2B	13.0934	LOC729991-MEF2B	91.7834
LOC729991	303.1748	LOC729991	213.4787
LOC730101	66.5161	LOC730101	81.8226
LOC80054	20.5883	LOC80054	71.0436
LOC80154	190.4419	LOC80154	424.3018
LOC81691	355.5443	LOC81691	138.1676
LOC84740	12.3134	removed	removed
LOC84856	29.6947	LOC84856	106.3204
LOC84989	11.8977	LOC84989	35.5659
LOC90110	189.2541	LOC90110	281.2347
LOC90246	5.9389	removed	removed
LOC90784	294.1753	LOC90784	243.998
removed	removed	LOC90834	10.779
LOC91316	41.5488	LOC91316	202.3273
LOC92249	437.5016	LOC92249	905.9285
LOC92659	206.675	LOC92659	134.7379
LOC92973	37.2173	LOC92973	72.5135
removed	removed	LOC93432	15.6786
LOC93622	317.931	LOC93622	465.4581
LOC96610	2402.1808	LOC96610	27724.3753
LOH12CR1	142.5345	LOH12CR1	94.5615
LOH12CR2	10.6901	LOH12CR2	41.1563
LOH3CR2A	21.3802	LOH3CR2A	48.9956
LONP1	1379.4168	LONP1	1509.5541
LONP2	1379.4168	LONP2	1748.1627
LONRF1	481.8457	LONRF1	586.4772
LONRF2	930.0374	LONRF2	491.4258
LONRF3	13.8575	LONRF3	34.7869
LOXHD1	5.543	removed	removed
LOXL1	1062.6657	LOXL1	142.5772
LOXL2	1069.7409	LOXL2	681.0289
LOXL3	167.28	LOXL3	27.2122
LOXL4	57.8056	LOXL4	1779.5198
LOX	562.6152	LOX	226.3596
LPAR1	311.9921	LPAR1	412.0529
LPAR2	393.9494	LPAR2	382.6556
LPAR3	150.0571	LPAR3	35.7668
LPAR4	6.7308	removed	removed
LPAR5	43.9481	LPAR5	45.0759
LPAR6	301.302	LPAR6	1135.2278
LPCAT1	2104.7589	LPCAT1	871.6316
LPCAT2	192.8175	LPCAT2	1301.3229
LPCAT3	1463.7497	LPCAT3	1529.6423
LPCAT4	207.4668	LPCAT4	326.8006
LPGAT1	3195.9394	LPGAT1	1470.8476
LPHN1	1514.8087	LPHN1	905.8795
LPHN2	719.799	LPHN2	1414.0127
LPHN3	23.3598	LPHN3	44.586
LPIN1	370.5896	LPIN1	2161.6854
LPIN2	1191.3505	LPIN2	573.7384
LPIN3	218.4974	LPIN3	525.4581
LPL	804.1319	LPL	1601.1759
removed	removed	LPO	6.8594
LPPR1	5.1471	LPPR1	145.5169
LPPR2	1223.8167	LPPR2	464.9682
LPPR3	73.2469	LPPR3	184.7134
LPPR4	81.5614	LPPR4	56.3449
LPP	515.4996	LPP	376.7761
LPXN	187.2744	LPXN	191.0828
LQK1	55.4301	LQK1	41.1563
LRAT	43.5522	LRAT	134.7379
LRBA	3618.7916	LRBA	2784.9094
LRCH1	677.0387	LRCH1	1162.6654
LRCH2	19.7965	LRCH2	33.317
LRCH3	293.7794	LRCH3	357.6678
LRCH4	624.7761	LRCH4	838.3146
LRDD	237.1615	LRDD	139.6374
LRFN1	77.6021	LRFN1	115.1396
LRFN2	11.4819	removed	removed
LRFN3	296.1549	LRFN3	234.1989
LRFN4	264.4806	LRFN4	171.9745
LRFN5	19.7965	LRFN5	67.6139
LRG1	227.2633	LRG1	106.3204
LRGUK	10.6901	removed	removed
LRIG1	7302.0087	LRIG1	7111.2004
LRIG2	110.0683	LRIG2	269.4757
LRIG3	156.7879	LRIG3	1316.0216
LRMP	53.4504	LRMP	66.634
LRP10	4932.4842	LRP10	4735.9138
LRP11	1444.1869	LRP11	664.782
LRP12	137.7833	LRP12	321.901
LRP1B	11.8779	LRP1B	10.779
LRP1	3860.7042	LRP1	5703.0867
LRP2BP	36.0295	LRP2BP	59.2847
LRP2	4106.9721	LRP2	4839.2945
LRP3	886.8613	LRP3	876.4821
LRP4	82.3532	LRP4	334.6399
LRP5L	50.283	LRP5L	55.855
LRP5	2136.0373	LRP5	3006.3694
LRP6	1075.3433	LRP6	2258.6967
LRP8	185.2948	LRP8	25.9677
LRPAP1	5961.1079	LRPAP1	1878.9809
LRPPRC	3322.2407	LRPPRC	4707.4963
LRRC10B	122.738	LRRC10B	16.1685
LRRC14	537.3589	LRRC14	703.2974
LRRC15	1403.9644	LRRC15	7.8393
LRRC16A	389.9901	LRRC16A	578.6379
removed	removed	LRRC16B	7.8393
LRRC17	329.8089	LRRC17	188.1431
LRRC1	789.4825	LRRC1	916.7075
LRRC20	273.9829	LRRC20	124.9388
LRRC23	220.9284	LRRC23	217.5404
LRRC24	38.7179	LRRC24	15.9579
LRRC25	57.8056	LRRC25	63.2043
LRRC26	289.0282	LRRC26	160.2156
LRRC27	239.933	LRRC27	282.2146
LRRC28	40.3848	LRRC28	189.6129
LRRC29	28.5069	LRRC29	64.1842
LRRC2	7.1267	LRRC2	74.4733
LRRC31	151.6408	removed	removed
LRRC32	873.4195	LRRC32	278.7849
LRRC33	105.3171	LRRC33	53.4052
LRRC34	18.2127	LRRC34	38.7065
LRRC37A2	67.5336	LRRC37A2	144.5566
LRRC37A3	65.7242	LRRC37A3	64.6742
LRRC37A4	78.7899	LRRC37A4	324.7771
LRRC37A	279.13	LRRC37A	345.4189
LRRC37B2	594.2895	LRRC37B2	564.9192
LRRC37B	83.1451	LRRC37B	205.7815
removed	removed	LRRC3B	38.2166
LRRC3	30.8825	LRRC3	47.5257
LRRC40	300.9061	LRRC40	342.4792
LRRC41	2450.4049	LRRC41	2268.9858
LRRC42	966.4628	LRRC42	551.2004
LRRC43	30.0906	LRRC43	6.3694
LRRC45	691.2921	LRRC45	335.6198
LRRC46	133.824	LRRC46	20.5781
LRRC47	1154.9251	LRRC47	1537.4816
LRRC48	127.699	LRRC48	119.5492
LRRC49	88.2922	LRRC49	93.5816
LRRC4B	8.3145	LRRC4B	16.6585
LRRC4C	88.6881	LRRC4C	73.4934
LRRC4	23.3598	LRRC4	22.048
LRRC50	15.0453	LRRC50	9.7991
LRRC55	19.7965	LRRC55	7.3493
LRRC56	171.8332	LRRC56	51.9353
LRRC57	300.5102	LRRC57	432.6311
LRRC58	1169.1785	LRRC58	1359.6276
LRRC59	4705.5179	LRRC59	2382.8564
LRRC61	318.327	LRRC61	326.3106
LRRC66	18.6087	removed	removed
LRRC69	8.7104	removed	removed
LRRC6	451.7551	LRRC6	45.0759
LRRC70	35.6336	LRRC70	83.2631
LRRC8A	1377.4372	LRRC8A	1965.2131
LRRC8B	460.8614	LRRC8B	534.5419
LRRC8C	252.6027	LRRC8C	424.3018
LRRC8D	547.5699	LRRC8D	1109.7501
LRRC8E	560.6355	LRRC8E	560.9995
LRRCC1	561.4274	LRRCC1	344.929
LRRFIP1	3929.9918	LRRFIP1	2243.998
LRRFIP2	1092.7642	LRRFIP2	900.049
removed	removed	LRRIQ1	18.1284
LRRIQ3	19.7965	LRRIQ3	12.2489
LRRK1	405.0354	LRRK1	394.4145
LRRK2	89.48	LRRK2	98.4811
LRRN1	146.8897	LRRN1	790.7888
LRRN2	1466.1253	LRRN2	210.681
LRRN3	19.0046	LRRN3	52.9152
removed	removed	LRRN4CL	68.1039
LRRTM2	9.5023	LRRTM2	34.7869
LRSAM1	519.8549	LRSAM1	507.5943
LRTOMT	362.8136	LRTOMT	297.7805
LRWD1	376.9245	LRWD1	224.8898
LSAMP	21.3802	LSAMP	7.8393
LSG1	933.6007	LSG1	1115.6296
LSM10	525.3979	LSM10	330.2303
LSM11	199.5482	LSM11	294.4635
LSM12	1244.0091	LSM12	891.2298
LSM14A	2783.7772	LSM14A	3550.7104
LSM14B	1192.1424	LSM14B	978.4419
LSM1	533.7124	LSM1	480.6467
LSM2	608.9389	LSM2	728.5644
LSM3	987.0511	LSM3	853.5032
LSM4	1550.4582	LSM4	1194.5125
LSM5	462.0492	LSM5	615.8746
LSM6	148.0775	LSM6	251.3474
LSM7	385.6349	LSM7	492.8956
LSMD1	697.627	LSMD1	417.4424
LSP1	392.7616	LSP1	673.6894
LSR	3467.1508	LSR	1513.4738
LSS	656.8463	LSS	779.5198
LST1	53.0545	LST1	87.7021
LTA4H	1552.8338	LTA4H	3277.315
LTB4R2	34.7942	LTB4R2	51.1955
LTB4R	89.282	LTB4R	189.2259
LTBP1	803.736	LTBP1	708.4762
LTBP2	2574.3307	LTBP2	7106.3204
LTBP3	5294.7593	LTBP3	3198.7065
LTBP4	627.5476	LTBP4	1818.7163
LTBR	2070.313	LTBR	1904.4586
LTB	22.568	LTB	21.0681
LTC4S	28.7603	LTC4S	60.8182
LTF	3381.6301	LTF	35497.7952
removed	removed	LTK	16.6585
LTV1	594.2895	LTV1	694.2675
LUC7L2	2164.5956	LUC7L2	2245.0269
LUC7L3	1615.7865	LUC7L3	1894.6595
LUC7L	489.7642	LUC7L	409.6031
LUM	10978.3209	LUM	2677.1191
LUZP1	800.1726	LUZP1	922.587
LUZP2	17.0249	LUZP2	17.6384
LUZP6	3207.4213	LUZP6	3539.9314
LXN	529.3571	LXN	318.4713
LY6D	10.2942	LY6D	161.1955
LY6E	24401.5037	LY6E	4506.6144
LY6G5B	5.1788	LY6G5B	28.5448
LY6G5C	36.8214	LY6G5C	30.8672
LY6G6C	23.7557	LY6G6C	6.8594
LY6K	14.6494	LY6K	83.2925
LY75	214.0472	LY75	1943.3905
LY86	44.74	LY86	67.124
LY96	58.9934	LY96	53.8951
removed	removed	LY9	36.7467
LYAR	305.2613	LYAR	343.949
LYL1	45.5318	LYL1	34.2969
LYNX1	321.4944	LYNX1	628.1235
LYN	263.6888	LYN	605.0955
LYPD1	48.9645	LYPD1	16.389
LYPD3	975.9651	LYPD3	517.3934
LYPD5	106.109	LYPD5	72.0235
LYPD6B	365.0466	LYPD6B	169.5247
LYPD6	408.5988	LYPD6	640.8623
LYPLA1	1268.1608	LYPLA1	993.1406
LYPLA2P1	62.9527	LYPLA2P1	53.4052
LYPLA2	1244.801	LYPLA2	998.5301
LYPLAL1	500.4543	LYPLAL1	289.5639
LYRM1	593.4977	LYRM1	824.1058
LYRM2	947.1811	LYRM2	990.7251
LYRM4	267.648	LYRM4	579.1279
LYRM5	296.5509	LYRM5	370.4067
LYRM7	152.0368	LYRM7	362.5674
LYSMD1	440.2731	LYSMD1	234.6889
LYSMD2	311.9921	LYSMD2	198.9221
LYSMD3	582.0157	LYSMD3	508.5742
LYSMD4	73.0925	LYSMD4	186.4625
LYST	696.8351	LYST	640.3724
LYVE1	69.6835	LYVE1	87.2122
LYZ	635.4661	LYZ	467.4179
LZIC	409.3906	LZIC	345.4189
LZTFL1	877.7747	LZTFL1	956.8839
LZTR1	398.7006	LZTR1	470.3577
LZTS1	486.9927	LZTS1	566.879
LZTS2	1932.5297	LZTS2	1302.7927
M6PR	2876.4484	M6PR	3516.1489
MAB21L1	46.7196	MAB21L1	147.9667
MACC1	835.4103	MACC1	515.4336
MACF1	11913.5053	MACF1	5694.7575
MACROD1	138.1792	MACROD1	350.8084
MACROD2	89.48	MACROD2	167.075
MAD1L1	423.2482	MAD1L1	494.8555
MAD2L1BP	551.5292	MAD2L1BP	336.5997
MAD2L1	438.2935	MAD2L1	137.6776
MAD2L2	509.9566	MAD2L2	333.17
MADCAM1	5.543	removed	removed
MADD	1504.5304	MADD	1326.3106
MAEA	1094.3479	MAEA	1234.1989
MAF1	2056.8515	MAF1	2356.6879
MAFB	527.3775	MAFB	984.3214
MAFF	536.8798	MAFF	2054.8751
MAFG	553.1129	MAFG	582.0676
MAFK	544.0778	MAFK	673.6992
MAF	235.1819	MAF	442.4302
removed	removed	MAGEB4	8.3293
MAGED1	13738.7383	MAGED1	3052.9152
MAGED2	18633.2133	MAGED2	8525.7227
MAGED4B	130.9575	MAGED4B	567.8736
MAGED4	21.0793	MAGED4	196.4576
MAGEE1	168.6658	MAGEE1	189.6129
MAGEF1	1140.6716	MAGEF1	1138.6575
MAGEH1	487.3887	MAGEH1	409.6031
MAGEL2	18.6087	MAGEL2	14.6987
MAGI1	551.9251	MAGI1	1611.9549
MAGI2	94.627	MAGI2	274.8653
MAGI3	783.9395	MAGI3	672.2195
MAGIX	126.3014	MAGIX	108.2803
MAGOHB	257.7498	MAGOHB	271.9255
MAGOH	417.3092	MAGOH	455.169
MAGT1	1828.7963	MAGT1	2231.2592
MAG	155.2042	removed	removed
MAK16	399.3261	MAK16	592.3812
MAK	9.8982	MAK	25.4777
MAL2	3376.483	MAL2	2285.1543
MALAT1	538.1587	MALAT1	1569.1475
MALL	309.2206	MALL	376.2861
MALT1	485.805	MALT1	517.3934
removed	removed	MAL	16.6585
MAMDC2	102.4862	MAMDC2	959.6766
MAMDC4	53.0545	MAMDC4	37.2366
MAML1	1447.2632	MAML1	1344.3753
MAML2	218.5528	MAML2	1841.2543
MAML3	297.3427	MAML3	834.8849
MAMLD1	85.1247	MAMLD1	137.6776
MAMSTR	15.8372	MAMSTR	11.7589
MAN1A1	594.2895	MAN1A1	638.9025
MAN1A2	789.8785	MAN1A2	657.5208
MAN1B1	2196.2185	MAN1B1	1938.7555
MAN1C1	424.04	MAN1C1	163.6453
MAN2A1	766.9146	MAN2A1	424.3018
MAN2A2	865.105	MAN2A2	1238.1186
MAN2B1	2891.074	MAN2B1	1536.9917
MAN2B2	4536.9511	MAN2B2	1126.8986
MAN2C1	476.3027	MAN2C1	944.145
MANBAL	902.7183	MANBAL	1356.6879
MANBA	1715.9565	MANBA	922.097
MANEAL	249.0394	MANEAL	328.2705
MANEA	395.1372	MANEA	346.8888
MANF	2668.1659	MANF	808.4272
MANSC1	2064.3741	MANSC1	1135.2278
MAOA	284.673	MAOA	1366.977
MAOB	899.5508	MAOB	2384.1254
MAP1A	420.4767	MAP1A	276.3351
MAP1B	1127.606	MAP1B	1085.7423
MAP1D	30.0906	MAP1D	100.9309
MAP1LC3A	443.8365	MAP1LC3A	215.5806
MAP1LC3B2	185.6907	MAP1LC3B2	291.5238
MAP1LC3B	1402.7767	MAP1LC3B	2266.536
MAP1LC3C	5.9389	MAP1LC3C	28.9074
MAP1S	1233.7149	MAP1S	1170.0147
MAP2K1	999.321	MAP2K1	862.1264
MAP2K2	1886.602	MAP2K2	2036.7467
MAP2K3	956.5646	MAP2K3	1299.3631
MAP2K4	4182.1986	MAP2K4	951.4944
MAP2K5	313.9717	MAP2K5	524.7428
MAP2K6	37.6133	MAP2K6	497.3052
MAP2K7	696.4392	MAP2K7	1074.9633
MAP2	191.6297	MAP2	487.0162
MAP3K10	281.5056	MAP3K10	128.8584
MAP3K11	1247.9684	MAP3K11	1142.5772
MAP3K12	264.0966	MAP3K12	115.8599
MAP3K13	12.7727	MAP3K13	25.5806
MAP3K14	149.6612	MAP3K14	599.2161
MAP3K15	5.4559	removed	removed
MAP3K1	1967.7674	MAP3K1	1798.6281
MAP3K2	654.8667	MAP3K2	430.6712
MAP3K3	624.3564	MAP3K3	856.1391
MAP3K4	635.4661	MAP3K4	815.7766
MAP3K5	551.5292	MAP3K5	449.2896
MAP3K6	699.2107	MAP3K6	894.1695
MAP3K7	715.8397	MAP3K7	905.9285
MAP3K8	92.2515	MAP3K8	130.3283
MAP3K9	82.7492	MAP3K9	114.1597
MAP4K1	26.9232	MAP4K1	38.2166
MAP4K2	503.6218	MAP4K2	243.5081
MAP4K3	648.9277	MAP4K3	747.6727
MAP4K4	2415.9591	MAP4K4	1360.6075
MAP4K5	854.019	MAP4K5	1087.2122
MAP4	5198.5485	MAP4	4698.6771
MAP6D1	92.6474	MAP6D1	58.3048
MAP6	41.5726	MAP6	89.172
MAP7D1	1719.124	MAP7D1	1698.1872
MAP7D2	5.1471	removed	removed
MAP7D3	87.5003	MAP7D3	214.6007
MAP7	2254.0241	MAP7	1234.1989
MAP9	521.8345	MAP9	267.026
MAPK10	16.2331	MAPK10	28.4174
MAPK11	116.0072	MAPK11	124.9388
MAPK12	105.0123	MAPK12	93.1798
MAPK13	1725.0629	MAPK13	1007.3493
MAPK14	1157.3006	MAPK14	1447.3297
MAPK15	224.8877	MAPK15	37.7266
MAPK1IP1L	1625.6847	MAPK1IP1L	2540.4214
MAPK1	3082.7036	MAPK1	3256.2469
removed	removed	MAPK3	1501.3964
MAPK4	7.1267	MAPK4	205.7815
MAPK6	1510.0734	MAPK6	887.3101
MAPK7	264.5915	MAPK7	358.1578
MAPK8IP1	557.864	MAPK8IP1	300.8329
MAPK8IP2	774.0413	MAPK8IP2	133.268
MAPK8IP3	160.7472	MAPK8IP3	461.0485
MAPK8	373.3611	MAPK8	502.2048
MAPK9	2137.621	MAPK9	975.9922
MAPKAP1	2048.9329	MAPKAP1	1695.2474
MAPKAPK2	11417.8022	MAPKAPK2	2600.196
MAPKAPK3	1272.1201	MAPKAPK3	771.6805
MAPKAPK5	438.9665	MAPKAPK5	545.6296
MAPKBP1	505.2055	MAPKBP1	965.2131
MAPKSP1	949.042	MAPKSP1	1224.3998
MAPRE1	2741.8087	MAPRE1	2946.1049
MAPRE2	1042.0853	MAPRE2	1047.5257
MAPRE3	386.0308	MAPRE3	372.3665
MAPT	1740.1082	MAPT	2761.8814
MARCH10	10.5832	removed	removed
MARCH1	16.629	MARCH1	8.3293
MARCH2	488.5765	MARCH2	346.3988
MARCH3	348.0216	MARCH3	81.8226
MARCH5	1148.1943	MARCH5	1452.2293
MARCH6	1354.4733	MARCH6	1759.4317
MARCH7	1595.1982	MARCH7	2046.5458
MARCH8	205.4872	MARCH8	463.9882
MARCH9	355.1484	MARCH9	219.0103
MARCKSL1	6963.9962	MARCKSL1	4492.8956
MARCKS	1190.1627	MARCKS	4610.4851
removed	removed	MARCO	15.1886
MARK1	202.7157	MARK1	146.9868
MARK2	1467.709	MARK2	1885.3503
MARK3	1168.3866	MARK3	1116.6095
MARK4	919.7432	MARK4	890.7398
MARS2	164.7065	MARS2	336.5997
MARS	1429.7711	MARS	1264.8751
MARVELD1	760.8885	MARVELD1	1077.609
MARVELD2	416.5174	MARVELD2	408.6232
MARVELD3	263.1107	MARVELD3	694.3851
MASP1	68.8917	MASP1	8.8192
MASP2	6.7308	MASP2	35.7668
MAST1	5.9389	MAST1	12.2489
MAST2	1676.3636	MAST2	1052.9152
MAST3	324.2659	MAST3	189.123
