gene_id	TCGA-BH-A0E1-01A-11R-A056-07	gene_id	TCGA-BH-A0E1-11A-13R-A089-07
ANO7	13.0657	ANO7	13.7188
ANO8	273.587	ANO8	392.9446
ANO9	216.5732	ANO9	112.1999
ANP32A	3204.6498	ANP32A	2805.9775
ANP32B	3121.9006	ANP32B	3418.9123
ANP32E	1114.5403	ANP32E	980.4018
ANPEP	7798.2187	ANPEP	6322.391
ANTXR1	2392.9952	ANTXR1	2571.2886
ANTXR2	508.7688	ANTXR2	778.05
ANUBL1	214.1976	ANUBL1	226.3596
ANXA11	6178.4729	ANXA11	3563.9392
removed	removed	ANXA13	6.3694
ANXA1	1480.7747	ANXA1	7945.6149
ANXA2P1	58.5975	ANXA2P1	45.0759
ANXA2P2	3145.6564	ANXA2P2	2510.5341
ANXA2	11208.7516	ANXA2	9290.0539
ANXA3	187.6704	ANXA3	1135.2278
ANXA4	1168.3866	ANXA4	1437.0407
ANXA5	9181.1989	ANXA5	5289.5639
ANXA6	6109.1854	ANXA6	4666.34
ANXA7	3459.6281	ANXA7	3023.0279
ANXA8L2	37.6133	ANXA8L2	518.8633
ANXA8	45.9278	ANXA8	1255.267
ANXA9	1244.0091	ANXA9	191.0828
AOAH	30.4865	AOAH	96.5213
removed	removed	AOC2	14.2087
AOC3	745.9303	AOC3	1055.365
AOX1	73.6428	AOX1	168.0549
AP1AR	672.2875	AP1AR	550.2205
AP1B1	3245.4305	AP1B1	2922.587
AP1G1	1808.9999	AP1G1	2648.2117
AP1G2	1379.6979	AP1G2	804.145
AP1M1	893.6119	AP1M1	774.6203
AP1M2	2860.5874	AP1M2	1432.1411
AP1S1	798.5889	AP1S1	781.9696
AP1S2	188.0663	AP1S2	222.9299
AP1S3	157.9757	AP1S3	77.903
AP2A1	2205.5743	AP2A1	1485.3209
AP2A2	2265.1101	AP2A2	1524.2528
AP2B1	8406.3657	AP2B1	6997.0603
AP2M1	5921.9109	AP2M1	5073.4934
AP2S1	1639.1463	AP2S1	990.6908
AP3B1	2047.3492	AP3B1	1399.3141
AP3B2	20.9842	AP3B2	186.6732
AP3D1	4004.0306	AP3D1	2859.3827
AP3M1	1405.9441	AP3M1	1320.9211
AP3M2	524.606	AP3M2	494.3655
AP3S1	460.4655	AP3S1	629.5933
AP3S2	1330.7809	AP3S2	1647.4228
AP4B1	260.5332	AP4B1	286.7075
AP4E1	410.5784	AP4E1	340.0294
AP4M1	365.3119	AP4M1	356.1195
AP4S1	65.3283	AP4S1	76.9231
APAF1	260.5213	APAF1	425.2817
APBA1	245.0801	APBA1	740.3234
APBA2	79.9777	APBA2	223.9098
APBA3	239.933	APBA3	213.1308
APBB1IP	118.7787	APBB1IP	217.0505
APBB1	476.6986	APBB1	804.5076
APBB2	1615.3906	APBB2	1156.7859
APBB3	133.0322	APBB3	357.1779
APC2	5.5786	removed	removed
APCDD1L	163.9146	APCDD1L	2520.8231
APCDD1	400.6802	APCDD1	1438.5105
APC	703.9619	APC	839.2945
APEH	2885.531	APEH	1865.2621
APEX1	2699.0484	APEX1	4329.2504
APEX2	488.9724	APEX2	433.611
APH1A	6282.2064	APH1A	5489.9559
APH1B	679.8102	APH1B	665.8501
API5	2441.2986	API5	2942.1852
APIP	544.0382	APIP	447.5208
APITD1	396.7684	APITD1	178.8339
APLF	46.7196	APLF	83.2925
APLNR	1490.6729	APLNR	265.5561
APLN	95.8148	APLN	615.8746
APLP1	650.1155	APLP1	30.8672
APLP2	9663.0446	APLP2	15868.2019
APOA1BP	7878.5923	APOA1BP	1420.8721
APOA1	5.9389	removed	removed
APOB48R	190.8378	APOB48R	110.73
APOBEC3A	14.6494	APOBEC3A	8.8192
APOBEC3B	389.5942	APOBEC3B	60.7545
APOBEC3C	89.084	APOBEC3C	338.5595
APOBEC3D	31.2784	APOBEC3D	49.4855
APOBEC3F	140.9507	APOBEC3F	161.6854
APOBEC3G	150.0571	APOBEC3G	353.7482
APOBEC3H	5.543	removed	removed
APOC1	306.845	APOC1	233.219
APOC2	34.4458	APOC2	14.6987
APOD	1299.4392	APOD	21307.2024
APOE	1744.4634	APOE	1782.9495
removed	removed	APOF	14.2087
APOL1	1111.3729	APOL1	657.5208
APOL2	713.4642	APOL2	664.8702
APOL3	513.52	APOL3	711.416
APOL4	566.5745	APOL4	169.5247
APOL6	1455.4352	APOL6	889.27
APOLD1	2102.3833	APOLD1	2457.6188
APOM	45.1359	APOM	80.3528
APOOL	110.8601	APOOL	183.2435
APOO	321.0985	APOO	159.2357
APPBP2	1244.0091	APPBP2	1433.611
APPL1	1708.4339	APPL1	1857.9128
APPL2	1230.9434	APPL2	1269.9657
APP	20013.0261	APP	49769.2308
APRT	1165.2192	APRT	2264.5762
APTX	623.1923	APTX	587.4571
AQP11	35.6336	AQP11	14.2087
AQP1	3627.502	AQP1	8072.4939
removed	removed	AQP2	5.8795
AQP3	5980.5084	AQP3	2016.1685
AQP4	5.543	AQP4	83.7825
AQP5	265.2725	AQP5	2357.1779
AQP6	7.5227	AQP6	33.807
removed	removed	AQP7P1	54.8751
removed	removed	AQP7	68.1039
AQP9	5.543	removed	removed
AQR	1333.0931	AQR	1246.4478
ARAF	1141.4635	ARAF	1000
ARAP1	1820.8579	ARAP1	2048.9956
ARAP2	433.5423	ARAP2	281.7246
ARAP3	318.7229	ARAP3	279.7648
ARCN1	8033.4006	ARCN1	4756.002
ARC	16.2331	ARC	120.0392
AREG	1166.8029	AREG	851.5434
ARF1	19565.6262	ARF1	9389.025
ARF3	5757.2044	ARF3	4575.2082
ARF4	5956.3567	ARF4	3540.4214
ARF5	2311.7506	ARF5	2550.1862
ARF6	3301.2565	ARF6	3892.2097
ARFGAP1	1077.323	ARFGAP1	991.1808
ARFGAP2	2034.6794	ARFGAP2	2530.1323
ARFGAP3	1957.4733	ARFGAP3	1791.2788
ARFGEF1	2356.5697	ARFGEF1	1623.9294
ARFGEF2	1838.6945	ARFGEF2	1936.7957
ARFIP1	1069.0085	ARFIP1	1072.0235
ARFIP2	2614.7155	ARFIP2	2147.9667
ARFRP1	471.1556	ARFRP1	725.1347
ARG2	246.7153	ARG2	305.5218
ARGLU1	554.3007	ARGLU1	1104.3606
ARHGAP10	229.6389	ARHGAP10	371.8765
ARHGAP11A	797.7971	ARHGAP11A	38.7065
ARHGAP11B	26.9232	removed	removed
ARHGAP12	639.0295	ARHGAP12	1189.6129
ARHGAP15	32.4662	ARHGAP15	46.0559
ARHGAP17	998.929	ARHGAP17	763.3513
ARHGAP18	635.0702	ARHGAP18	695.2474
ARHGAP19	564.5948	ARHGAP19	1109.2602
removed	removed	ARHGAP1	2830.4753
ARHGAP20	24.9435	ARHGAP20	118.0794
ARHGAP21	1056.7347	ARHGAP21	1630.0833
ARHGAP22	30.8825	ARHGAP22	70.0637
ARHGAP23	583.9954	ARHGAP23	680.0588
ARHGAP24	146.0978	ARHGAP24	251.3474
ARHGAP25	77.2062	ARHGAP25	286.6242
ARHGAP26	376.1326	ARHGAP26	839.7844
ARHGAP27	179.7518	ARHGAP27	482.1166
ARHGAP28	65.7242	ARHGAP28	121.999
ARHGAP29	523.4182	ARHGAP29	1440.9603
ARHGAP30	170.6454	ARHGAP30	208.2313
ARHGAP31	730.4891	ARHGAP31	851.0534
ARHGAP32	1298.2514	ARHGAP32	1215.0906
ARHGAP33	77.6021	ARHGAP33	103.3807
ARHGAP36	1974.8941	ARHGAP36	310.1421
ARHGAP39	354.7524	ARHGAP39	278.295
ARHGAP42	264.0451	ARHGAP42	98.4811
ARHGAP4	211.0302	ARHGAP4	230.7692
ARHGAP5	1188.975	ARHGAP5	2370.4067
ARHGAP6	115.2154	ARHGAP6	70.5537
ARHGAP8	203.2383	ARHGAP8	353.2925
ARHGAP9	57.8056	ARHGAP9	58.7947
ARHGDIA	6264.3895	ARHGDIA	4175.4042
ARHGDIB	4133.8953	ARHGDIB	3461.5385
ARHGEF10L	456.1103	ARHGEF10L	1325.3307
ARHGEF10	510.7485	ARHGEF10	825.0857
ARHGEF11	2528.403	ARHGEF11	1078.3929
ARHGEF12	5099.1703	ARHGEF12	4729.5443
ARHGEF15	336.5397	ARHGEF15	304.2626
ARHGEF16	749.0978	ARHGEF16	258.2068
ARHGEF17	1200.8528	ARHGEF17	1312.5919
ARHGEF18	793.8378	ARHGEF18	805.4875
ARHGEF19	346.8339	ARHGEF19	560.0196
ARHGEF1	1183.8279	ARHGEF1	965.7031
ARHGEF2	1875.5159	ARHGEF2	1334.6399
ARHGEF35	521.0426	ARHGEF35	950.0245
ARHGEF37	299.7183	ARHGEF37	2231.7491
ARHGEF38	50.283	ARHGEF38	53.8951
ARHGEF3	920.5351	ARHGEF3	730.5243
ARHGEF4	37.6133	ARHGEF4	186.6732
ARHGEF5	495.3073	ARHGEF5	995.1004
ARHGEF6	423.6441	ARHGEF6	2735.9138
ARHGEF7	1182.6401	ARHGEF7	1409.1132
ARHGEF9	424.4359	ARHGEF9	941.6952
ARID1A	3272.3537	ARID1A	2640.3724
ARID1B	1799.8935	ARID1B	2446.3498
ARID2	1048.0242	ARID2	731.5042
ARID3A	81.9573	ARID3A	12.2489
ARID3B	74.8306	ARID3B	105.3405
ARID4A	580.8279	ARID4A	603.6257
ARID4B	1742.171	ARID4B	1078.5987
ARID5A	953.7931	ARID5A	1859.8726
ARID5B	1033.7708	ARID5B	8698.1872
ARIH1	1741.296	ARIH1	2104.3606
ARIH2	1214.2788	ARIH2	1777.3199
ARL10	28.5069	ARL10	40.1764
ARL11	34.4458	ARL11	34.7869
ARL13B	198.7564	ARL13B	308.6722
ARL15	342.0827	ARL15	400.7839
ARL16	292.5916	ARL16	555.61
ARL17A	72.6371	ARL17A	100.7839
removed	removed	ARL17B	5.512
ARL1	3386.7772	ARL1	2523.7629
ARL2BP	1109.7891	ARL2BP	1414.5027
ARL2	759.3919	ARL2	972.0725
ARL3	1489.881	ARL3	699.1671
ARL4A	291.4038	ARL4A	1157.7658
ARL4C	411.7662	ARL4C	2638.9025
ARL4D	51.4708	ARL4D	165.6051
ARL5A	626.7557	ARL5A	653.1112
ARL5B	260.5213	ARL5B	123.4689
ARL6IP1	10165.8745	ARL6IP1	4181.2837
ARL6IP4	1840.2783	ARL6IP4	2459.5786
ARL6IP5	2722.0123	ARL6IP5	4279.2749
ARL6IP6	206.279	ARL6IP6	246.4478
ARL6	53.8464	ARL6	64.1842
ARL8A	1959.8488	ARL8A	1218.5203
ARL8B	1763.0721	ARL8B	1977.952
ARL9	7.9186	ARL9	18.1284
ARMC10	700.4896	ARMC10	838.0892
ARMC1	637.0499	ARMC1	716.8055
ARMC2	42.3644	ARMC2	45.5659
ARMC4	103.7334	ARMC4	5.8795
ARMC5	258.1457	ARMC5	373.3464
ARMC6	595.0695	ARMC6	705.9873
ARMC7	304.8654	ARMC7	362.5674
ARMC8	633.4865	ARMC8	788.339
ARMC9	460.8614	ARMC9	224.8898
ARMCX1	673.4753	ARMCX1	953.4542
ARMCX2	1114.9362	ARMCX2	1053.8951
ARMCX3	1573.4221	ARMCX3	1841.7442
ARMCX5	311.9921	ARMCX5	518.3733
ARMCX6	182.1274	ARMCX6	355.708
ARNT2	2197.0103	ARNT2	386.0853
ARNTL2	28.5069	ARNTL2	24.9878
ARNTL	235.9737	ARNTL	430.1813
ARNT	2137.2251	ARNT	1386.5752
ARPC1A	2336.2705	ARPC1A	2400.294
ARPC1B	2859.9025	ARPC1B	918.1774
ARPC2	4098.2617	ARPC2	3183.2435
ARPC3	4195.2643	ARPC3	2725.1347
ARPC4	2804.0488	ARPC4	2912.0333
ARPC5L	1014.7662	ARPC5L	622.244
ARPC5	4362.7423	ARPC5	2732.974
ARPM1	23.7557	ARPM1	52.9152
ARPP19	4528.2406	ARPP19	3406.1734
ARRB1	505.2055	ARRB1	1179.8138
ARRB2	650.9074	ARRB2	568.3488
ARRDC1	867.8765	ARRDC1	875.5512
ARRDC2	898.759	ARRDC2	1843.7041
ARRDC3	799.7767	ARRDC3	13116.6095
ARRDC4	357.5239	ARRDC4	1287.1142
ARSA	1710.8095	ARSA	642.3322
ARSB	453.3388	ARSB	147.9667
ARSD	2794.8632	ARSD	3257.2268
ARSE	16.629	ARSE	66.634
ARSG	1055.9428	ARSG	238.1186
removed	removed	ARSH	6.3694
ARSI	43.1563	ARSI	19.1083
ARSJ	56.6179	ARSJ	123.4689
ARSK	71.2672	ARSK	211.661
removed	removed	ART3	7.8393
removed	removed	ART5	17.1485
ARTN	208.2587	ARTN	5.8795
ARV1	1131.1693	ARV1	460.5585
ARVCF	338.5193	ARVCF	769.2308
AR	668.7242	AR	192.0627
AS3MT	885.4439	AS3MT	283.6845
ASAH1	13185.2295	ASAH1	2887.3101
ASAH2	15.0453	removed	removed
ASAM	170.6454	ASAM	270.4557
ASAP1	1112.1647	ASAP1	627.6335
ASAP2	1081.2823	ASAP2	494.3655
ASAP3	1111.3729	ASAP3	884.3704
ASB13	2438.923	ASB13	1126.8986
ASB14	5.9389	ASB14	14.6987
ASB16	52.5596	ASB16	10.4508
ASB1	305.5107	ASB1	632.6948
removed	removed	ASB2	27.4375
ASB3	250.2272	ASB3	419.4023
ASB6	627.5357	ASB6	973.4248
ASB7	428.7912	ASB7	550.7104
ASB8	687.7288	ASB8	852.5233
ASB9	16.629	ASB9	18.6183
ASCC1	493.7235	ASCC1	540.9113
ASCC2	1244.0091	ASCC2	1234.6889
ASCC3	1602.7208	ASCC3	1185.2033
ASCL1	11.086	removed	removed
ASCL2	5.1471	ASCL2	7.3493
ASF1A	538.8594	ASF1A	522.7829
ASF1B	876.9829	ASF1B	63.2043
ASGR1	20.1924	ASGR1	17.6384
ASH1L	3270.6868	ASH1L	2550.2352
ASH2L	1689.4293	ASH2L	1519.3533
ASL	449.7754	ASL	515.4336
ASMTL	713.8561	ASMTL	977.462
ASNA1	1686.6578	ASNA1	1078.3929
ASNSD1	1100.2869	ASNSD1	1429.2014
ASNS	508.3729	ASNS	373.8364
ASPA	8.3145	ASPA	10.2891
ASPHD1	6.3349	ASPHD1	63.2043
ASPHD2	317.931	ASPHD2	35.2768
ASPH	5787.1644	ASPH	3429.5198
ASPM	1361.2041	ASPM	17.6384
ASPN	866.2928	ASPN	100.441
ASPRV1	72.2254	ASPRV1	88.3733
ASPSCR1	478.2823	ASPSCR1	365.0171
ASRGL1	413.7459	ASRGL1	148.4566
ASS1	1535.017	ASS1	1535.0318
ASTE1	192.5839	ASTE1	258.7653
ASTN1	11.8779	ASTN1	23.0279
ASTN2	465.6126	ASTN2	437.0407
ASXL1	1257.8666	ASXL1	1946.1049
ASXL2	674.2672	ASXL2	555.12
removed	removed	ASXL3	23.0279
ATAD1	952.6053	ATAD1	1181.2837
ATAD2B	344.8542	ATAD2B	352.2783
ATAD2	2265.1101	ATAD2	573.2484
ATAD3A	770.8739	ATAD3A	565.4091
ATAD3B	88.6881	ATAD3B	195.0024
ATAD3C	25.3395	ATAD3C	193.5326
ATAD5	97.3985	ATAD5	50.9554
ATE1	326.2455	ATE1	294.9535
ATF1	437.8975	ATF1	507.5943
ATF2	548.7577	ATF2	556.1
ATF3	771.6657	ATF3	2245.4679
ATF4	5364.0469	ATF4	7177.364
ATF5	697.2311	ATF5	696.7173
ATF6B	2682.8153	ATF6B	2315.3601
ATF6	2561.2651	ATF6	1630.5732
ATF7IP2	65.7242	ATF7IP2	68.1039
ATF7IP	741.5751	ATF7IP	936.7957
ATF7	1268.042	ATF7	2772.2244
ATG10	110.4642	ATG10	103.3807
ATG12	409.7866	ATG12	463.0083
ATG16L1	833.4307	ATG16L1	684.4684
ATG16L2	136.8806	ATG16L2	189.8334
ATG2A	957.7524	ATG2A	868.6918
ATG2B	884.9014	ATG2B	1088.682
ATG3	738.4077	ATG3	797.6482
ATG4A	355.1484	ATG4A	228.8094
ATG4B	615.6697	ATG4B	831.9451
ATG4C	125.1136	ATG4C	185.6933
ATG4D	444.2522	ATG4D	244.8408
ATG5	633.4865	ATG5	922.097
ATG7	677.2485	ATG7	747.315
ATG9A	1204.2459	ATG9A	1359.5394
ATG9B	17.9435	ATG9B	13.5375
ATHL1	402.6599	ATHL1	1002.9397
ATIC	2623.8219	ATIC	1705.0465
ATL1	352.3769	ATL1	839.7844
ATL2	921.3269	ATL2	3128.3684
ATL3	673.4753	ATL3	414.9927
ATMIN	1107.4136	ATMIN	1875.0612
ATM	953.7931	ATM	1088.1921
ATN1	4334.2354	ATN1	6387.5551
ATOH8	55.0341	ATOH8	370.8966
ATOX1	744.3466	ATOX1	423.3219
ATP10A	634.2784	ATP10A	170.5047
ATP10D	349.2094	ATP10D	526.7026
ATP11A	679.0183	ATP11A	590.8868
ATP11B	572.5134	ATP11B	1235.6688
ATP11C	260.5213	ATP11C	465.9481
ATP13A1	1912.3373	ATP13A1	1238.1186
ATP13A2	2954.4226	ATP13A2	1073.9833
ATP13A3	2787.3406	ATP13A3	1176.8741
ATP13A4	122.738	ATP13A4	496.3253
ATP13A5	12.6697	ATP13A5	715.3356
ATP1A1	14613.7178	ATP1A1	26864.1989
ATP1A2	41.5726	ATP1A2	280.7447
ATP1A3	41.1766	removed	removed
ATP1A4	17.8168	removed	removed
ATP1B1	13685.4898	ATP1B1	5155.8158
ATP1B2	106.109	ATP1B2	148.4566
ATP1B3	2334.7937	ATP1B3	876.5311
ATP2A1	6.3349	removed	removed
ATP2A2	7947.8799	ATP2A2	5211.171
ATP2A3	2715.2815	ATP2A3	726.1146
ATP2B1	599.4366	ATP2B1	1732.4841
ATP2B2	8.3145	ATP2B2	13.7188
ATP2B4	3065.6787	ATP2B4	2259.6766
ATP2C1	2969.3056	ATP2C1	2648.633
ATP2C2	409.7866	ATP2C2	202.8417
ATP5A1	13765.2655	ATP5A1	12536.5017
ATP5B	11448.2887	ATP5B	12024.9878
ATP5C1	3775.1836	ATP5C1	2992.6507
ATP5D	1230.1516	ATP5D	1347.8687
ATP5EP2	28.5069	ATP5EP2	17.6384
ATP5E	5181.5236	ATP5E	3100.441
ATP5F1	2763.1889	ATP5F1	2849.0936
ATP5G1	733.6565	ATP5G1	766.781
ATP5G2	5971.402	ATP5G2	9054.3851
ATP5G3	2609.5684	ATP5G3	2277.315
ATP5H	2275.8002	ATP5H	1864.2822
ATP5I	1480.1016	ATP5I	1111.7099
ATP5J2	1185.0157	ATP5J2	1489.3239
ATP5J	1830.1544	ATP5J	1387.1093
ATP5L	2971.4476	ATP5L	3260.6565
ATP5O	2657.4758	ATP5O	3477.2171
ATP5SL	835.4103	ATP5SL	1030.3773
ATP5S	115.2154	ATP5S	152.3763
ATP6AP1L	27.3191	ATP6AP1L	61.7344
ATP6AP1	10305.6374	ATP6AP1	3427.2415
ATP6AP2	10085.8968	ATP6AP2	3057.8148
ATP6V0A1	994.1779	ATP6V0A1	1307.2024
ATP6V0A2	339.3112	ATP6V0A2	355.708
ATP6V0A4	25.3395	ATP6V0A4	401.4013
ATP6V0B	3694.414	ATP6V0B	1565.4091
ATP6V0C	3202.6701	ATP6V0C	2074.4733
ATP6V0D1	1284.7898	ATP6V0D1	1840.7643
ATP6V0D2	224.0958	removed	removed
ATP6V0E1	3871.3943	ATP6V0E1	2730.0343
ATP6V0E2	1198.4614	ATP6V0E2	954.3165
ATP6V1A	2060.4148	ATP6V1A	1722.685
ATP6V1B1	1215.5022	ATP6V1B1	1836.3547
ATP6V1B2	3220.8829	ATP6V1B2	1746.6928
ATP6V1C1	1717.5403	ATP6V1C1	1370.4067
ATP6V1C2	100.6848	ATP6V1C2	46.8251
ATP6V1D	1384.9598	ATP6V1D	939.2455
ATP6V1E1	2528.7989	ATP6V1E1	2124.4488
ATP6V1E2	61.7649	ATP6V1E2	116.1195
ATP6V1F	1650.2323	ATP6V1F	1371.8765
ATP6V1G1	3138.1337	ATP6V1G1	2759.9216
ATP6V1G2	38.0092	ATP6V1G2	32.827
ATP6V1H	1405.9441	ATP6V1H	1288.0941
ATP7A	373.757	ATP7A	608.0353
ATP7B	345.6461	ATP7B	214.6007
ATP8A1	100.1701	ATP8A1	264.0862
ATP8B1	3502.9467	ATP8B1	1375.904
ATP8B2	417.3092	ATP8B2	588.437
ATP8B3	121.5502	ATP8B3	11.7589
ATP8B4	19.7965	ATP8B4	38.7065
ATP8B5P	14.2534	ATP8B5P	15.1886
ATP9A	1884.6223	ATP9A	2580.1078
ATP9B	337.3316	ATP9B	609.5051
ATPAF1	1718.2648	ATPAF1	993.1406
ATPAF2	362.4612	ATPAF2	287.1142
ATPBD4	77.6021	ATPBD4	245.9579
ATPIF1	2018.8423	ATPIF1	1282.2146
ATRIP	494.6104	ATRIP	353.4395
ATRNL1	38.0092	ATRNL1	6.3694
ATRN	1078.9067	ATRN	2248.8976
ATRX	1857.3032	ATRX	1859.3827
ATR	701.1904	ATR	875.0612
ATXN10	3100.1245	ATXN10	2817.2464
ATXN1L	616.0656	ATXN1L	1747.6727
ATXN1	747.1181	ATXN1	601.1759
ATXN2L	2110.6978	ATXN2L	2232.2391
ATXN2	939.9356	ATXN2	669.2798
ATXN3	321.0985	ATXN3	306.7124
ATXN7L1	197.1727	ATXN7L1	330.7202
ATXN7L2	51.0748	ATXN7L2	62.7144
ATXN7L3B	2181.1732	ATXN7L3B	3928.9564
ATXN7L3	1346.9507	ATXN7L3	1215.5806
ATXN7	499.6625	ATXN7	782.9495
AUH	222.5121	AUH	344.929
AUP1	3316.5789	AUP1	2010.5292
AURKAIP1	1297.4595	AURKAIP1	1082.8025
AURKAPS1	8.7104	AURKAPS1	6.8594
AURKA	692.084	AURKA	46.0559
AURKB	272.7951	AURKB	21.0681
AURKC	9.1064	AURKC	13.2288
AUTS2	643.3847	AUTS2	2088.682
AVEN	216.9691	AVEN	191.0828
AVIL	15.0453	AVIL	12.2489
AVL9	486.2009	AVL9	332.1901
AVPI1	184.107	AVPI1	188.1431
AVPR1A	89.084	AVPR1A	76.9231
AVPR2	23.7557	AVPR2	44.586
AXIN1	861.9376	AXIN1	782.4596
AXIN2	180.5437	AXIN2	220.9701
AXL	572.1175	AXL	851.5434
AZGP1	37766.0891	AZGP1	38825.0857
AZI1	459.6736	AZI1	361.0975
AZI2	987.843	AZI2	974.5223
AZIN1	4771.737	AZIN1	4813.8168
AZU1	9.8982	AZU1	34.7869
B2M	63258.3774	B2M	21402.7438
B3GALNT1	812.4464	B3GALNT1	537.9716
B3GALNT2	1150.9658	B3GALNT2	417.9275
removed	removed	B3GALT1	30.3773
B3GALT4	317.1392	B3GALT4	158.7457
B3GALT5	26.5272	B3GALT5	144.537
B3GALT6	663.973	B3GALT6	791.7687
B3GALTL	358.7117	B3GALTL	425.2817
B3GAT1	8.7104	B3GAT1	70.0637
removed	removed	B3GAT2	12.3077
B3GAT3	766.5187	B3GAT3	596.2763
B3GNT1	517.8752	B3GNT1	658.0108
B3GNT2	534.5042	B3GNT2	1463.4983
B3GNT3	188.4622	B3GNT3	598.2362
removed	removed	B3GNT4	6.8594
B3GNT5	119.5706	B3GNT5	390.9848
B3GNT7	33.258	B3GNT7	79.3729
B3GNT8	131.4484	B3GNT8	40.1764
B3GNT9	459.3252	B3GNT9	229.9706
B3GNTL1	38.9159	B3GNTL1	57.9814
B4GALNT1	22.0335	B4GALNT1	12.4988
B4GALNT2	49.0952	B4GALNT2	7.8393
B4GALNT3	81.9573	B4GALNT3	71.0436
B4GALNT4	439.0853	B4GALNT4	222.44
B4GALT1	13671.0344	B4GALT1	13513.4738
B4GALT2	1202.8325	B4GALT2	845.1739
B4GALT3	2160.1889	B4GALT3	1146.4968
B4GALT4	551.5292	B4GALT4	450.2695
B4GALT5	950.6257	B4GALT5	1754.5321
B4GALT6	51.0748	B4GALT6	65.1641
B4GALT7	465.2166	B4GALT7	449.2896
B9D1	267.5372	B9D1	158.7457
B9D2	120.7584	B9D2	113.6404
BAALC	11.8779	BAALC	40.6663
BACE1	807.2993	BACE1	1100.9309
BACE2	3505.1599	BACE2	1438.5105
BACH1	557.0722	BACH1	936.7957
BACH2	40.7807	BACH2	356.1979
BAD	1000.8928	BAD	768.6526
BAG1	8521.6761	BAG1	1700.0196
BAG2	143.3263	BAG2	63.2043
BAG3	1999.0458	BAG3	1135.2278
BAG4	228.847	BAG4	243.5081
BAG5	1268.5567	BAG5	1981.3817
BAHCC1	484.2212	BAHCC1	471.3376
BAHD1	672.2875	BAHD1	746.6928
BAI1	7.5227	BAI1	30.8672
BAI2	1020.3092	BAI2	151.8863
removed	removed	BAI3	5.8795
BAIAP2L1	732.0728	BAIAP2L1	699.1671
removed	removed	BAIAP2L2	5.3895
BAIAP2	955.7727	BAIAP2	1447.8197
BAIAP3	231.0761	BAIAP3	250.8133
BAK1	475.9067	BAK1	305.7325
BAMBI	75.6224	BAMBI	526.2126
BANF1	1591.6348	BANF1	2275.3552
removed	removed	BANK1	14.2087
BANP	236.7656	BANP	328.2705
BAP1	1497.0078	BAP1	1630.0833
BARD1	236.3696	BARD1	123.9588
removed	removed	BARX1	15.6786
BARX2	51.4708	BARX2	1789.319
BASP1	1129.1897	BASP1	195.0024
BAT1	3838.5322	BAT1	6088.682
BAT2L1	3868.3853	BAT2L1	6050.343
BAT2L2	6361.3922	BAT2L2	4117.5894
BAT2	6068.8006	BAT2	6006.8594
BAT3	4725.8092	BAT3	4357.1779
BAT4	400.2882	BAT4	493.3856
BAT5	1081.2823	BAT5	764.3312
BATF2	49.4911	BATF2	51.9353
BATF3	99.7741	BATF3	19.1083
BATF	274.3788	BATF	212.1509
BAX	578.0564	BAX	376.7761
BAZ1A	1603.9086	BAZ1A	839.2945
BAZ1B	2866.5264	BAZ1B	1880.4508
BAZ2A	2950.5069	BAZ2A	2345.2376
BAZ2B	687.123	BAZ2B	921.8765
BBC3	199.5482	BBC3	119.0593
BBOX1	113.6316	BBOX1	1379.7158
BBS10	243.8923	BBS10	866.242
BBS12	93.0433	BBS12	190.1029
BBS1	817.1976	BBS1	1279.7648
BBS2	511.1444	BBS2	1151.3964
BBS4	561.0315	BBS4	382.1656
BBS5	178.7857	BBS5	218.927
BBS7	238.3493	BBS7	292.5037
BBS9	206.279	BBS9	390.0049
BBX	1052.7754	BBX	2000.49
BCAM	9098.4497	BCAM	6241.0583
BCAN	21.7761	BCAN	19.5982
BCAP29	1715.5606	BCAP29	786.8692
BCAP31	6477.3994	BCAP31	4359.1377
BCAR1	1050.0039	BCAR1	990.2009
BCAR3	527.7734	BCAR3	760.4116
BCAS1	652.4911	BCAS1	62.2244
BCAS2	634.8049	BCAS2	830.2891
BCAS3	432.7505	BCAS3	742.7732
BCAS4	801.3604	BCAS4	496.8153
BCAT1	211.4261	BCAT1	36.7467
BCAT2	804.5278	BCAT2	657.5208
BCCIP	1413.2411	BCCIP	1191.1906
BCDIN3D	328.2252	BCDIN3D	254.3165
removed	removed	BCHE	15.1886
BCKDHA	933.4503	BCKDHA	1163.7727
BCKDHB	520.6467	BCKDHB	488.976
BCKDK	1228.5679	BCKDK	985.7913
BCL10	457.2981	BCL10	391.9647
BCL11A	26.1313	BCL11A	410.583
BCL11B	10.2942	BCL11B	146.9868
removed	removed	BCL2A1	8.8192
removed	removed	BCL2L10	13.2288
BCL2L11	1090.3886	BCL2L11	1231.2592
BCL2L12	273.4009	BCL2L12	227.173
BCL2L13	1372.2901	BCL2L13	1821.1661
BCL2L14	5.1471	BCL2L14	48.9956
BCL2L1	2467.4299	BCL2L1	3510.0441
BCL2L2	1046.1396	BCL2L2	1189.8236
BCL2	3001.1423	BCL2	2188.633
BCL3	751.8693	BCL3	225.3797
BCL6B	390.3861	BCL6B	114.1597
BCL6	696.4392	BCL6	2188.633
BCL7A	455.7143	BCL7A	850.5634
BCL7B	827.8877	BCL7B	699.1671
BCL7C	644.9684	BCL7C	747.6727
BCL8	6.7308	BCL8	5.8795
