gene_id	TCGA-AC-A2FB-01A-11R-A17B-07	gene_id	TCGA-AC-A2FB-11A-13R-A17B-07
TEKT2	11.3461	TEKT2	9.6218
TEKT3	6.8077	TEKT3	7.5171
TEKT4	8.7527	removed	removed
TEK	677.5265	TEK	1060.2072
TELO2	437.6368	TELO2	360.5186
TENC1	1489.91	TENC1	4532.7917
TEP1	956.6415	TEP1	776.062
removed	removed	TEPP	12.328
TERF1	494.3675	TERF1	558.0671
TERF2IP	1271.0917	TERF2IP	1989.0161
TERF2	535.2136	TERF2	703.8982
TESC	245.4008	TESC	149.1386
TESK1	531.6476	TESK1	911.3693
TESK2	398.4115	TESK2	267.7399
TES	1610.4482	TES	2276.4627
TET1	39.8736	TET1	52.3188
TET2	887.268	TET2	652.7821
TET3	820.8121	TET3	428.1722
TEX10	357.2413	TEX10	389.0834
TEX14	7.1319	TEX14	6.0137
TEX15	12.3187	removed	removed
TEX261	2507.8207	TEX261	2750.044
TEX264	1140.7732	TEX264	852.7361
TEX2	4470.7027	TEX2	2242.7923
TEX9	95.6317	TEX9	79.9816
TFAM	592.2684	TFAM	500.9374
TFAP2A	2554.7873	TFAP2A	832.5904
TFAP2B	2893.2653	TFAP2B	464.8555
TFAP2C	696.0045	TFAP2C	1553.3268
TFAP2E	10.3736	TFAP2E	16.8382
TFAP4	128.6976	TFAP4	186.724
TFB1M	132.5877	TFB1M	133.5031
TFB2M	445.0928	TFB2M	252.2728
TFCP2L1	839.6142	TFCP2L1	1976.3874
TFCP2	741.0649	TFCP2	669.3197
TFDP1	1821.2173	TFDP1	1344.0517
TFDP2	259.6645	TFDP2	292.8649
TFE3	1185.8335	TFE3	2035.6219
TFEB	317.6919	TFEB	390.8875
TFEC	398.7357	TFEC	119.6717
TFF1	369.8841	TFF1	597.4565
removed	removed	TFF2	12.6287
TFF3	323.2029	TFF3	1271.5871
TFG	1497.6903	TFG	1613.1627
TFIP11	844.1948	TFIP11	913.3778
TFPI2	910.2845	TFPI2	1317.5916
TFPI	635.7079	TFPI	2694.7184
TFPT	166.2015	TFPT	166.4128
TFR2	14.5879	TFR2	5.4123
TFRC	4496.9609	TFRC	908.9638
TF	129.6702	TF	1362.0926
TGDS	183.1591	TGDS	227.0154
TGFA	142.9613	TGFA	296.1725
TGFB1I1	318.9886	TGFB1I1	1811.6133
TGFB1	1439.3387	TGFB1	963.0867
TGFB2	228.8678	TGFB2	650.3767
TGFB3	1916.5248	TGFB3	956.7724
TGFBI	1705.4867	TGFBI	4148.2185
TGFBR1	2001.4588	TGFBR1	1867.5403
TGFBR2	5416.9706	TGFBR2	13723.7598
TGFBR3	1450.0365	TGFBR3	7654.1788
TGFBRAP1	415.917	TGFBRAP1	368.3363
TGIF1	1804.036	TGIF1	1146.5031
TGIF2	534.3123	TGIF2	579.8485
TGM1	12.3187	TGM1	49.6126
TGM2	1654.5911	TGM2	1047.5785
removed	removed	TGM5	23.7539
TGOLN2	9639.3549	TGOLN2	8868.6362
TGS1	616.2574	TGS1	581.5203
TG	5.1868	removed	removed
TH1L	1569.6572	TH1L	1510.0285
THADA	1111.9215	THADA	1007.287
THAP10	49.2747	THAP10	58.6331
THAP11	483.3455	THAP11	737.5747
THAP1	238.2689	THAP1	263.398
THAP2	99.1977	THAP2	130.1956
THAP3	199.3225	THAP3	294.8194
THAP4	727.1254	THAP4	853.6382
THAP5	717.0759	THAP5	686.4586
THAP6	325.4721	THAP6	247.4619
THAP7	245.7606	THAP7	279.0335
THAP8	86.879	THAP8	88.1
THAP9	125.4559	THAP9	103.1342
THBD	1127.1578	THBD	1591.5135
THBS1	9626.3879	THBS1	6749.7253
THBS2	2301.6452	THBS2	5597.8098
THBS3	412.0269	THBS3	1040.9665
THBS4	3758.4861	THBS4	951.0564
THEM4	464.2191	THEM4	270.9151
THEM5	9.0769	THEM5	6.9157
THEMIS	241.5107	THEMIS	43.8997
THG1L	192.236	THG1L	172.8926
THNSL1	169.8679	THNSL1	206.8697
THNSL2	1287.3004	THNSL2	1295.6418
THOC1	299.8622	THOC1	331.0517
THOC2	1789.7723	THOC2	1144.9997
THOC3	317.6919	THOC3	379.1609
THOC4	580.5981	THOC4	518.377
THOC5	407.8126	THOC5	615.7982
THOC6	234.4112	THOC6	296.4822
THOC7	737.1748	THOC7	910.4672
THOP1	431.4774	THOP1	407.1244
THPO	6.4835	THPO	12.9294
THRAP3	4385.4445	THRAP3	3617.2129
THRA	1363.057	THRA	1491.0675
THRB	1107.0589	THRB	1452.5981
THRSP	312.5051	THRSP	1066.8222
THSD1P1	128.5906	THSD1P1	151.8448
THSD1	141.6646	THSD1	352.7008
THSD4	3562.0391	THSD4	1752.6795
THSD7A	164.0327	THSD7A	138.6147
THSD7B	60.6208	THSD7B	106.4417
THTPA	396.1423	THTPA	386.3773
THUMPD1	1458.7892	THUMPD1	1839.8774
THUMPD2	146.8514	THUMPD2	178.0042
THUMPD3	1003.9711	THUMPD3	768.8457
THY1	2110.3817	THY1	3122.2892
THYN1	397.7632	THYN1	794.7044
TH	16.2088	removed	removed
TIA1	1084.0425	TIA1	927.0048
TIAF1	294.7856	TIAF1	417.522
TIAL1	1346.6245	TIAL1	1293.537
TIAM1	639.9222	TIAM1	419.4524
TIAM2	111.7433	TIAM2	141.6065
TICAM1	445.0928	TICAM1	348.4912
TICAM2	80.1588	TICAM2	153.288
TIE1	651.9167	TIE1	1261.0632
TIFAB	62.2417	TIFAB	5.1116
TIFA	714.4825	TIFA	454.3316
TIGD1	66.456	TIGD1	74.5693
TIGD2	218.4942	TIGD2	221.9038
TIGD3	12.967	removed	removed
TIGD4	14.5879	TIGD4	13.23
TIGD5	88.4999	TIGD5	85.9953
TIGD6	330.6589	TIGD6	186.724
TIGD7	177.1586	TIGD7	235.2602
TIGIT	495.9883	TIGIT	21.3485
TIMD4	22.6923	TIMD4	10.8246
TIMELESS	730.3671	TIMELESS	354.8056
TIMM10	409.4335	TIMM10	377.0561
TIMM13	685.6309	TIMM13	548.4452
TIMM16	81.0568	TIMM16	94.6248
TIMM17A	1428.6409	TIMM17A	694.8777
TIMM17B	435.6917	TIMM17B	383.3704
TIMM22	318.6644	TIMM22	487.7073
TIMM44	325.7963	TIMM44	321.1291
TIMM50	559.8509	TIMM50	557.165
TIMM8A	90.7691	TIMM8A	96.5191
TIMM8B	546.2355	TIMM8B	361.7213
TIMM9	408.1368	TIMM9	608.8825
TIMP1	4035.0109	TIMP1	5470.0197
TIMP2	5981.0357	TIMP2	25432.3441
TIMP3	14245.5628	TIMP3	44034.6807
TIMP4	22.0439	TIMP4	702.9962
TINAGL1	707.6749	TINAGL1	2303.2295
TINF2	1299.6191	TINF2	1350.0653
TIPARP	1217.9204	TIPARP	2711.5385
TIPIN	71.6428	TIPIN	85.6946
TIPRL	1033.7953	TIPRL	830.1849
TIRAP	187.3734	TIRAP	168.3823
TJAP1	431.4774	TJAP1	623.9166
TJP1	2075.695	TJP1	2676.076
TJP2	1524.5968	TJP2	1784.2511
TJP3	1072.3722	TJP3	246.8605
TK1	661.6419	TK1	133.8038
TK2	764.4055	TK2	1706.0736
TKT	3516.0062	TKT	4110.0318
TLCD1	497.9334	TLCD1	33.9771
TLE1	432.45	TLE1	1032.8451
TLE2	1255.8554	TLE2	1213.2547
TLE3	2679.3095	TLE3	1328.4162
TLE4	413.3236	TLE4	882.203
TLE6	219.4667	TLE6	21.6492
TLK1	2046.8433	TLK1	1504.0149
TLK2	736.5265	TLK2	641.6569
TLL1	263.5546	TLL1	382.4684
removed	removed	TLL2	8.7198
TLN1	8942.702	TLN1	14749.3885
TLN2	552.719	TLN2	2511.5996
TLR10	140.3679	TLR10	40.2915
TLR1	316.7193	TLR1	263.398
TLR2	544.6146	TLR2	491.3155
TLR3	326.7688	TLR3	348.1906
TLR4	653.8617	TLR4	1261.6646
TLR5	759.8671	TLR5	438.3954
TLR6	58.3516	TLR6	42.9976
TLR7	682.065	TLR7	243.553
TLR8	131.291	TLR8	91.1069
TLR9	165.0377	TLR9	24.2651
TM2D1	340.7083	TM2D1	352.0994
TM2D2	873.9768	TM2D2	957.6744
TM2D3	676.8782	TM2D3	933.9205
TM4SF18	270.0381	TM4SF18	377.9582
TM4SF1	7667.7202	TM4SF1	5011.7792
TM6SF1	225.3019	TM6SF1	264.3001
TM7SF2	701.5155	TM7SF2	514.4681
TM7SF3	1327.4982	TM7SF3	1399.678
TM7SF4	5.8352	removed	removed
TM9SF1	2320.9401	TM9SF1	1704.05
TM9SF2	6380.744	TM9SF2	4365.6121
TM9SF3	6436.178	TM9SF3	6247.8858
TM9SF4	2350.5957	TM9SF4	2033.8178
TMBIM1	2755.1665	TMBIM1	7119.2643
TMBIM4	1723.4363	TMBIM4	1495.9656
TMBIM6	29377.7454	TMBIM6	20878.204
removed	removed	TMC2	9.3212
removed	removed	TMC3	15.9362
TMC4	1873.4095	TMC4	1117.3369
TMC5	911.9053	TMC5	265.5028
TMC6	619.175	TMC6	425.466
TMC7	63.5384	TMC7	61.9406
TMC8	696.0045	TMC8	267.9083
TMCC1	919.3614	TMCC1	868.3716
TMCC2	46.6813	TMCC2	75.772
TMCC3	911.9053	TMCC3	588.7367
TMCO1	3421.0228	TMCO1	1924.0686
TMCO3	1773.2393	TMCO3	1398.7759
TMCO4	635.7079	TMCO4	747.7979
TMCO6	184.1316	TMCO6	221.0018
TMCO7	263.8788	TMCO7	408.0264
TMED10P1	47.6538	TMED10P1	33.9771
TMED10	8805.9	TMED10	8486.7692
TMED1	344.4558	TMED1	426.353
TMED2	6763.9193	TMED2	5371.6964
TMED3	3330.2537	TMED3	1666.9849
TMED4	869.1142	TMED4	1015.7062
TMED5	1852.9767	TMED5	1336.2249
TMED7-TICAM2	119.9481	TMED7-TICAM2	66.2705
TMED7	2759.6142	TMED7	2226.1946
TMED8	482.373	TMED8	371.6438
TMED9	2489.9911	TMED9	2978.8635
TMEFF1	33.8698	TMEFF1	56.7388
TMEM100	94.335	TMEM100	356.6097
TMEM101	1028.2843	TMEM101	796.2078
TMEM102	141.9888	TMEM102	168.3823
TMEM104	597.131	TMEM104	397.5025
TMEM105	6.1593	TMEM105	6.615
TMEM106A	140.3679	TMEM106A	201.4574
TMEM106B	2673.7985	TMEM106B	1410.5025
TMEM106C	1486.0199	TMEM106C	1455.0036
TMEM107	184.1316	TMEM107	282.3411
TMEM108	151.0657	TMEM108	88.4007
TMEM109	3430.0997	TMEM109	4488.2907
TMEM110	236.9722	TMEM110	173.073
TMEM111	1302.2125	TMEM111	1163.642
TMEM115	1170.5973	TMEM115	1202.7308
TMEM116	303.7523	TMEM116	194.8424
TMEM117	74.8845	TMEM117	157.5577
TMEM119	1082.7458	TMEM119	1061.1092
TMEM11	242.4832	TMEM11	420.9558
TMEM120A	601.6695	TMEM120A	713.52
TMEM120B	550.2747	TMEM120B	405.8224
TMEM121	43.7637	TMEM121	32.7744
TMEM123	5869.8436	TMEM123	6227.1387
TMEM125	465.1917	TMEM125	265.8035
TMEM126A	180.2415	TMEM126A	263.398
TMEM126B	336.1699	TMEM126B	501.5387
TMEM127	3748.4399	TMEM127	2718.1716
TMEM128	659.0485	TMEM128	678.0395
TMEM129	627.2794	TMEM129	795.3057
TMEM130	106.0053	TMEM130	39.3894
TMEM131	2150.2553	TMEM131	1599.3313
removed	removed	TMEM132A	214.9881
TMEM132B	5.511	removed	removed
TMEM132C	63.2142	TMEM132C	787.7887
removed	removed	TMEM132E	8.1184
TMEM133	58.0274	TMEM133	120.5738
TMEM134	279.7634	TMEM134	346.3865
TMEM135	551.4223	TMEM135	684.0531
TMEM136	126.1042	TMEM136	154.8516
TMEM138	511.8729	TMEM138	411.6346
TMEM139	77.8021	TMEM139	362.3227
TMEM140	885.511	TMEM140	1100.4175
TMEM141	785.4769	TMEM141	530.1036
TMEM143	84.6098	TMEM143	125.6854
TMEM144	558.23	TMEM144	381.2657
TMEM145	46.0329	removed	removed
TMEM147	964.4218	TMEM147	953.1642
TMEM149	352.2781	TMEM149	147.3255
TMEM14A	364.3731	TMEM14A	426.3681
TMEM14B	838.3175	TMEM14B	755.6156
TMEM14C	1556.0418	TMEM14C	2068.9977
TMEM150A	326.4446	TMEM150A	353.6029
TMEM150B	6.4835	TMEM150B	20.7471
TMEM150C	5638.7065	TMEM150C	353.3022
TMEM151B	11.6898	TMEM151B	8.4221
TMEM154	245.0766	TMEM154	111.2526
TMEM156	76.8296	TMEM156	50.214
TMEM158	10.6978	TMEM158	96.2185
TMEM159	840.2626	TMEM159	1288.1247
TMEM160	32.0934	TMEM160	52.6195
TMEM161A	310.2358	TMEM161A	337.6667
TMEM161B	363.7248	TMEM161B	163.5714
TMEM163	54.1373	TMEM163	28.2642
TMEM164	2555.4745	TMEM164	745.9938
TMEM165	1343.0586	TMEM165	930.9136
TMEM167A	2000.8104	TMEM167A	1895.2031
TMEM167B	1605.6407	TMEM167B	1735.5405
TMEM168	807.1967	TMEM168	773.3559
TMEM169	19.4505	TMEM169	24.0546
TMEM170A	474.2686	TMEM170A	546.6411
TMEM170B	286.8952	TMEM170B	355.7076
TMEM171	34.6868	removed	removed
TMEM173	1016.614	TMEM173	1314.8854
removed	removed	TMEM175	405.0196
TMEM176A	538.7795	TMEM176A	1226.1841
TMEM176B	1479.8606	TMEM176B	2638.4907
TMEM177	207.7964	TMEM177	154.2502
TMEM178	31.7692	TMEM178	178.0042
TMEM179B	1106.4106	TMEM179B	1062.0113
TMEM17	46.3571	TMEM17	65.2481
TMEM180	65.4834	TMEM180	69.4577
TMEM181	1462.6793	TMEM181	1344.653
TMEM182	163.0602	TMEM182	121.1751
TMEM183A	1205.6082	TMEM183A	976.3167
TMEM184A	236.2979	TMEM184A	149.7069
TMEM184B	2064.4461	TMEM184B	1641.5411
TMEM184C	723.8836	TMEM184C	620.0077
TMEM185A	840.5868	TMEM185A	684.9552
TMEM185B	667.1529	TMEM185B	532.5091
TMEM186	185.4283	TMEM186	241.4482
TMEM187	284.626	TMEM187	255.2796
TMEM188	181.8624	TMEM188	327.4435
TMEM189	450.928	TMEM189	637.3421
TMEM18	592.5894	TMEM18	764.3354
TMEM191A	12.967	TMEM191A	10.8246
TMEM192	592.2684	TMEM192	601.9668
TMEM194A	645.4332	TMEM194A	382.4684
TMEM194B	116.7031	TMEM194B	129.5942
TMEM195	8.4286	TMEM195	21.3485
TMEM198	45.0604	TMEM198	42.6969
TMEM199	466.0799	TMEM199	387.8807
TMEM19	887.5922	TMEM19	900.5447
TMEM200A	258.0436	TMEM200A	255.2796
TMEM200B	40.402	TMEM200B	217.129
TMEM200C	15.5604	TMEM200C	21.9498
TMEM201	366.9665	TMEM201	277.8308
TMEM203	849.6637	TMEM203	873.7839
TMEM204	424.0214	TMEM204	638.3494
TMEM205	1259.4213	TMEM205	1090.8768
TMEM206	174.0822	TMEM206	99.8267
TMEM208	376.6918	TMEM208	461.2473
TMEM209	910.6086	TMEM209	588.7367
TMEM20	100.1702	TMEM20	104.9383
TMEM213	30.6184	TMEM213	58.6331
TMEM214	2663.7491	TMEM214	2593.3883
TMEM215	22.0439	removed	removed
TMEM216	210.3898	TMEM216	338.8694
TMEM217	17.5995	TMEM217	13.5488
TMEM218	195.8019	TMEM218	329.5482
TMEM219	1964.827	TMEM219	2062.6833
TMEM220	84.6098	TMEM220	257.6851
TMEM222	998.4602	TMEM222	920.3897
TMEM223	306.0216	TMEM223	189.7308
TMEM229B	991.3283	TMEM229B	256.783
TMEM22	73.912	TMEM22	215.8902
TMEM231	212.6331	TMEM231	360.7681
TMEM232	46.0329	TMEM232	18.041
TMEM233	11.6703	TMEM233	6.3143
TMEM25	825.6747	TMEM25	854.8409
TMEM26	412.6104	TMEM26	187.1088
TMEM27	18.8022	TMEM27	31.8724
TMEM2	2084.4477	TMEM2	1121.5465
TMEM30A	4981.603	TMEM30A	4950.1393
TMEM30B	2168.4091	TMEM30B	1155.8243
TMEM33	2061.7554	TMEM33	1226.7854
TMEM35	14.9121	TMEM35	107.6444
TMEM37	107.6262	TMEM37	1406.8944
TMEM38A	93.6867	TMEM38A	48.7106
TMEM38B	95.6317	TMEM38B	96.2185
TMEM39A	469.4059	TMEM39A	576.4087
TMEM39B	257.0711	TMEM39B	391.4889
TMEM40	59.6483	TMEM40	46.6058
TMEM41A	601.3453	TMEM41A	575.8074
TMEM41B	898.9383	TMEM41B	473.2746
TMEM42	123.1866	TMEM42	239.9448
TMEM43	2190.453	TMEM43	5139.5694
TMEM44	133.8844	TMEM44	233.6305
TMEM45A	137.4504	TMEM45A	322.0312
TMEM45B	287.8677	TMEM45B	84.7925
TMEM47	481.0763	TMEM47	1968.8703
TMEM48	526.1366	TMEM48	287.4527
TMEM49	2615.1228	TMEM49	1367.5049
TMEM50A	3620.0665	TMEM50A	2984.8772
TMEM50B	1092.1469	TMEM50B	1087.87
TMEM51	498.2576	TMEM51	193.339
TMEM52	7.7802	TMEM52	19.2437
TMEM53	215.6479	TMEM53	169.5069
TMEM54	861.334	TMEM54	541.8302
TMEM55A	139.7196	TMEM55A	392.6916
TMEM55B	483.3455	TMEM55B	503.3428
TMEM56	139.3954	TMEM56	352.0994
TMEM57	1013.0481	TMEM57	867.1689
TMEM59L	19.7747	TMEM59L	6.615
TMEM59	6281.2221	TMEM59	7269.9063
TMEM5	379.6094	TMEM5	333.7578
TMEM60	284.626	TMEM60	295.8718
TMEM61	30.4725	TMEM61	75.772
TMEM62	896.0207	TMEM62	409.5298
TMEM63A	1299.9433	TMEM63A	1077.6468
TMEM63B	1556.0418	TMEM63B	633.8391
TMEM63C	933.6251	TMEM63C	100.1273
TMEM64	707.3507	TMEM64	900.244
TMEM65	339.0874	TMEM65	424.2633
TMEM66	9252.6137	TMEM66	7294.2616
TMEM67	211.3623	TMEM67	228.8195
TMEM68	346.8677	TMEM68	327.1428
TMEM69	529.7026	TMEM69	523.1879
TMEM70	317.3677	TMEM70	391.4889
TMEM71	101.4669	TMEM71	122.9792
removed	removed	TMEM74	7.8178
TMEM79	354.6479	TMEM79	199.954
TMEM80	326.1204	TMEM80	436.2906
TMEM81	41.4944	TMEM81	39.6901
TMEM84	523.2191	TMEM84	48.1092
TMEM85	1169.1839	TMEM85	1406.1306
TMEM86A	494.0076	TMEM86A	233.6515
TMEM86B	43.7637	TMEM86B	42.9976
TMEM87A	3831.753	TMEM87A	2596.9965
TMEM87B	2520.4636	TMEM87B	1083.3598
TMEM88	49.5988	TMEM88	110.0499
TMEM8A	1012.0755	TMEM8A	574.304
TMEM8B	659.6969	TMEM8B	683.4518
removed	removed	TMEM90A	8.1184
TMEM90B	13.2912	TMEM90B	45.7038
TMEM91	57.379	TMEM91	129.4259
TMEM93	144.9388	TMEM93	167.4863
TMEM97	640.0519	TMEM97	274.1505
TMEM98	728.0979	TMEM98	1692.5429
TMEM99	666.1804	TMEM99	292.5643
TMEM9B	1737.58	TMEM9B	1428.5435
TMEM9	1888.9699	TMEM9	1592.7163
TMF1	1606.6132	TMF1	1138.9861
TMIE	5.511	TMIE	18.3416
TMIGD2	19.4505	removed	removed
TMLHE	222.7085	TMLHE	206.2683
TMOD1	117.8896	TMOD1	701.5709
TMOD2	419.8071	TMOD2	964.2894
TMOD3	1706.7834	TMOD3	1456.507
TMPO	1289.5956	TMPO	1061.9241
TMPPE	65.4834	TMPPE	35.1799
TMPRSS13	262.2579	TMPRSS13	363.8261
TMPRSS2	811.411	TMPRSS2	854.8409
TMPRSS3	1830.6184	TMPRSS3	390.2861
TMPRSS4	142.9613	removed	removed
removed	removed	TMPRSS5	8.4191
TMPRSS6	17.5055	TMPRSS6	61.3393
TMSB10	14944.485	TMSB10	13132.9183
removed	removed	TMSB15A	13.8314
TMSB15B	18.7341	TMSB15B	37.6966
TMSL3	33773.5635	TMSL3	33858.0748
TMTC1	3087.7705	TMTC1	2325.7807
TMTC2	589.0267	TMTC2	273.9219
TMTC3	1768.0525	TMTC3	621.2105
TMTC4	327.4171	TMTC4	322.6325
TMUB1	412.6753	TMUB1	323.2339
TMUB2	1089.2293	TMUB2	771.8525
TMX1	1295.4048	TMX1	961.884
TMX2	2110.7059	TMX2	1706.675
removed	removed	TMX3	1233.7011
TMX4	1121.3226	TMX4	1089.6741
TNC	4613.3398	TNC	6490.5368
TNFAIP1	1910.3461	TNFAIP1	1712.1595
TNFAIP2	2098.0631	TNFAIP2	2055.1663
TNFAIP3	3472.2425	TNFAIP3	1007.8884
TNFAIP6	101.1427	TNFAIP6	93.5123
TNFAIP8L1	193.5327	TNFAIP8L1	143.4256
TNFAIP8L2	181.214	TNFAIP8L2	104.0362
TNFAIP8L3	85.5823	TNFAIP8L3	143.7263
TNFAIP8	768.944	TNFAIP8	520.4818
TNFRSF10A	150.0932	TNFRSF10A	96.2185
TNFRSF10B	772.8341	TNFRSF10B	954.3669
TNFRSF10C	37.2802	TNFRSF10C	53.8222
TNFRSF10D	56.7307	TNFRSF10D	254.0769
TNFRSF11A	179.269	TNFRSF11A	132.6011
TNFRSF11B	69.0494	TNFRSF11B	64.6468
TNFRSF12A	214.2799	TNFRSF12A	200.2547
TNFRSF13B	30.4725	TNFRSF13B	10.5239
TNFRSF13C	17.5055	removed	removed
TNFRSF14	868.4237	TNFRSF14	875.0408
TNFRSF17	62.2417	TNFRSF17	137.7127
TNFRSF18	156.2525	TNFRSF18	42.0956
TNFRSF19	340.3841	TNFRSF19	200.2547
TNFRSF1A	2356.755	TNFRSF1A	3594.361
TNFRSF1B	2199.5299	TNFRSF1B	1788.7614
TNFRSF21	967.0152	TNFRSF21	1558.4384
TNFRSF25	38.2527	TNFRSF25	52.9202
TNFRSF4	67.4285	TNFRSF4	24.656
TNFRSF6B	45.1479	TNFRSF6B	32.7654
TNFRSF8	51.5439	TNFRSF8	75.4714
TNFRSF9	63.8625	removed	removed
TNFSF10	8324.8237	TNFSF10	3828.2921
TNFSF11	17.8296	removed	removed
TNFSF12-TNFSF13	191.1565	TNFSF12-TNFSF13	230.5635
TNFSF12	533.2231	TNFSF12	1268.46
TNFSF13B	225.6261	TNFSF13B	103.4348
TNFSF13	1009.9554	TNFSF13	895.3098
TNFSF14	15.2362	TNFSF14	10.2232
TNFSF15	23.3406	TNFSF15	17.4396
TNFSF4	129.0218	TNFSF4	61.0386
TNFSF8	213.6316	TNFSF8	74.87
TNFSF9	17.5055	TNFSF9	13.5307
TNF	16.5329	TNF	21.9498
TNIK	593.5651	TNIK	269.7124
TNIP1	3100.4133	TNIP1	3619.3177
TNIP2	425.3181	TNIP2	489.8121
TNIP3	30.4725	removed	removed
TNK1	253.8293	TNK1	370.7418
TNK2	876.1553	TNK2	864.4387
TNKS1BP1	3032.6607	TNKS1BP1	3903.7635
TNKS2	2160.9531	TNKS2	1871.1484
TNKS	1700.2642	TNKS	1375.7887
removed	removed	TNMD	303.6895
TNNC1	17.5055	TNNC1	14.1321
removed	removed	TNNC2	16.8382
TNNI1	34.3626	TNNI1	25.2573
TNNI2	6.8077	TNNI2	11.1253
TNNI3K	170.2083	TNNI3K	53.0855
TNNT1	31.1208	TNNT1	6.3143
TNNT2	5.8352	TNNT2	6.0137
TNNT3	11.022	TNNT3	361.4206
TNN	525.1641	TNN	642.2582
TNPO1	3296.2153	TNPO1	2275.5667
TNPO2	1320.6905	TNPO2	1671.1944
TNPO3	1315.1795	TNPO3	1047.8792
TNRC18	2358.7001	TNRC18	2145.0704
TNRC6A	1254.5587	TNRC6A	1411.1039
TNRC6B	1450.0365	TNRC6B	1122.1478
TNRC6C	818.867	TNRC6C	775.6651
TNS1	5864.981	TNS1	20937.1378
TNS3	3894.3188	TNS3	3592.8576
TNS4	4739.1199	TNS4	1810.7112
TNXB	1730.7205	TNXB	20508.0365
TOB1	4401.783	TOB1	2582.6659
TOB2	2971.3915	TOB2	2361.2612
TOE1	295.4145	TOE1	268.8284
TOLLIP	1298.6466	TOLLIP	1317.8923
TOM1L1	1072.3073	TOM1L1	469.4709
TOM1L2	1443.553	TOM1L2	1870.8478
TOM1	1052.5975	TOM1	1113.1274
TOMM20	7142.8803	TOMM20	6628.8508
TOMM22	1180.3226	TOMM22	1126.3574
TOMM34	620.4717	TOMM34	639.2514
TOMM40L	401.1087	TOMM40L	372.1219
TOMM40	609.4497	TOMM40	462.7507
TOMM5	731.975	TOMM5	736.0322
TOMM6	1739.7066	TOMM6	1551.5678
TOMM70A	1944.6438	TOMM70A	1882.2226
TOMM7	1896.426	TOMM7	3399.2179
TOP1MT	233.7304	TOP1MT	349.9947
TOP1P1	73.5878	TOP1P1	63.7447
TOP1	2636.1942	TOP1	1882.5744
TOP2A	5910.3655	TOP2A	181.3117
TOP2B	4928.4383	TOP2B	4210.4598
TOP3A	345.8951	TOP3A	379.4616
TOP3B	128.3735	TOP3B	165.9769
TOPBP1	919.6855	TOPBP1	645.8664
TOPORS	796.8231	TOPORS	687.6613
TOR1AIP1	2269.5518	TOR1AIP1	2460.4865
TOR1AIP2	838.6417	TOR1AIP2	404.1175
TOR1A	990.68	TOR1A	900.5447
TOR1B	573.7904	TOR1B	522.8872
TOR2A	267.4447	TOR2A	149.1356
TOR3A	1765.4591	TOR3A	857.8477
TOX2	82.9889	TOX2	56.2277
TOX3	200.6646	TOX3	171.0885
TOX4	1847.2615	TOX4	1909.3382
TOX	225.9502	TOX	116.3642
TP53AIP1	23.0165	TP53AIP1	116.3642
TP53BP1	1533.9979	TP53BP1	1031.6423
TP53BP2	1071.3996	TP53BP2	929.4102
TP53I11	5436.0969	TP53I11	2042.2369
TP53I13	218.8184	TP53I13	355.1063
TP53I3	143.2855	TP53I3	291.3615
TP53INP1	2810.2764	TP53INP1	1051.7881
TP53INP2	1189.0753	TP53INP2	564.3814
TP53RK	566.0102	TP53RK	448.0172
TP53TG1	353.3512	TP53TG1	230.3229
removed	removed	TP53TG3B	15.9362
TP53TG5	9.2811	removed	removed
TP53	1280.1686	TP53	1560.8439
TP63	1352.7839	TP63	1840.7795
TP73	26.5824	TP73	78.1775
TPBG	1011.7514	TPBG	894.2304
TPCN1	2260.7991	TPCN1	1864.2327
TPCN2	270.6475	TPCN2	352.0754
TPD52L1	1194.9104	TPD52L1	1115.8335
TPD52L2	1926.5743	TPD52L2	2701.3334
TPD52	5024.1738	TPD52	1568.6165
TPH1	5.511	TPH1	5.4123
TPI1P2	21.7198	TPI1P2	13.23
TPI1	6175.8651	TPI1	4151.8267
TPK1	131.9394	TPK1	124.182
TPM1	3079.3127	TPM1	10870.6839
TPM2	851.9329	TPM2	6982.4537
TPM3	11799.3354	TPM3	5314.8674
TPM4	8407.4885	TPM4	13742.4021
TPMT	1088.2567	TPMT	472.6732
TPO	30.7967	TPO	144.027
TPP1	4493.7191	TPP1	4204.4462
TPP2	1319.718	TPP2	931.2143
TPPP3	128.3735	TPPP3	1430.3476
TPPP	72.6153	TPPP	424.8647
TPRA1	483.6697	TPRA1	662.404
TPRG1L	1505.4705	TPRG1L	2515.5115
TPRG1	392.5764	TPRG1	262.7967
TPRKB	282.3568	TPRKB	307.8991
TPRN	461.3016	TPRN	190.6328
removed	removed	TPRXL	7.5171
TPR	4317.1829	TPR	3468.9613
TPSAB1	2135.3432	TPSAB1	800.4173
TPSB2	5474.998	TPSB2	2112.8973
TPSD1	146.8514	TPSD1	62.2413
TPSG1	58.6757	removed	removed
TPST1	217.1975	TPST1	620.3084
TPST2	308.9391	TPST2	744.791
TPT1	61448.7398	TPT1	67175.522
TPTE2P1	8.4286	TPTE2P1	19.5444
TPX2	621.12	TPX2	96.2185
TRA2A	1059.4051	TRA2A	1042.7676
TRA2B	2274.0903	TRA2B	2314.3547
TRABD	489.5048	TRABD	324.7373
TRADD	245.4008	TRADD	297.3752
TRAF1	712.8617	TRAF1	170.7878
TRAF2	441.2027	TRAF2	212.282
