gene_id	TCGA-BH-A18R-01A-11R-A12D-07	gene_id	TCGA-BH-A18R-11A-42R-A12D-07
IFNAR1	1970.5795	IFNAR1	2216.1648
IFNAR2	204.6449	IFNAR2	425.0111
IFNGR1	2465.0817	IFNGR1	2944.5325
IFNGR2	1902.8232	IFNGR2	1715.3724
IFRD1	417.8306	IFRD1	940.729
IFRD2	569.0936	IFRD2	656.599
IFT122	2022.5854	IFT122	987.3217
IFT140	745.9138	IFT140	747.7021
IFT172	362.5557	IFT172	767.6704
IFT20	173.688	IFT20	257.2964
IFT27	286.7756	IFT27	400
IFT46	413.0758	IFT46	605.0713
IFT52	582.7637	IFT52	749.9208
IFT57	872.8083	IFT57	676.3867
IFT74	389.5988	IFT74	365.1347
IFT80	443.1828	IFT80	602.6688
IFT81	229.4205	IFT81	361.0143
IFT88	330.1634	IFT88	330.5864
IGBP1	1161.0698	IGBP1	1709.9842
IGDCC3	89.7474	IGDCC3	113.1537
IGDCC4	51.1144	IGDCC4	218.0666
IGF1R	840.416	IGF1R	4488.748
IGF1	214.2645	IGF1	1908.7163
removed	removed	IGF2AS	7.2488
IGF2BP1	42.1991	removed	removed
IGF2BP2	18.1278	IGF2BP2	151.8225
IGF2BP3	17.8306	removed	removed
IGF2R	2216.0475	IGF2R	4668.4628
IGF2	540.7459	IGF2	8611.0935
IGFALS	54.0862	IGFALS	10.4596
removed	removed	IGFBP1	53.8827
IGFBP2	1350.9658	IGFBP2	928.3677
IGFBP3	1726.003	IGFBP3	3287.7971
IGFBP4	3088.8559	IGFBP4	11364.5008
IGFBP5	7802.0802	IGFBP5	18404.1204
IGFBP6	46.3596	IGFBP6	1837.401
IGFBP7	2612.7786	IGFBP7	2827.5753
IGFL2	21.6939	removed	removed
IGHMBP2	151.8574	IGHMBP2	311.5689
IGJ	7082.6152	IGJ	49615.5309
IGSF10	117.0877	IGSF10	1802.5357
IGSF11	49.0342	IGSF11	6.0222
IGSF1	8.321	IGSF1	25.3566
IGSF21	15.4532	IGSF21	271.3154
removed	removed	IGSF22	17.1537
IGSF3	4306.3893	IGSF3	1092.8685
IGSF5	13.0758	IGSF5	17.1157
IGSF6	91.2333	IGSF6	32.9635
IGSF8	1399.7028	IGSF8	939.4612
IGSF9B	24.0713	IGSF9B	65.6101
IGSF9	843.0906	IGSF9	268.7797
IKBIP	263.2987	IKBIP	252.2979
IKBKAP	1383.9525	IKBKAP	1371.7908
IKBKB	1005.3492	IKBKB	1462.1236
IKBKE	651.4116	IKBKE	140.412
IKBKG	198.5141	IKBKG	255.4675
IKZF1	274.8886	IKZF1	374.9604
IKZF2	234.7697	IKZF2	364.8177
IKZF3	36.2556	IKZF3	30.7448
IKZF4	294.2051	IKZF4	358.4786
IKZF5	531.3522	IKZF5	954.9921
IK	1715.6018	IK	1906.4976
IL10RA	340.2675	IL10RA	321.0777
IL10RB	485.4978	IL10RB	709.6672
IL10	17.5334	removed	removed
IL11RA	87.9643	IL11RA	562.2821
IL11	15.7504	removed	removed
removed	removed	IL12A	18.7005
IL12RB1	22.2883	IL12RB1	29.477
IL12RB2	21.9911	IL12RB2	14.58
IL13RA1	3298.0684	IL13RA1	3221.2361
IL15RA	62.11	IL15RA	357.8447
IL15	41.6048	IL15	50.0792
IL16	379.792	IL16	943.8986
removed	removed	IL17B	27.2583
IL17D	15.6553	IL17D	19.0713
IL17RA	257.9495	IL17RA	403.4865
IL17RB	95.6909	IL17RB	235.1823
IL17RC	1065.9733	IL17RC	861.4897
IL17RD	374.4428	IL17RD	2931.2203
IL17REL	406.5379	removed	removed
IL17RE	523.9227	IL17RE	408.8748
IL18BP	131.7296	IL18BP	215.5563
IL18R1	56.4636	IL18R1	94.1363
IL18RAP	5.9435	IL18RAP	32.6466
IL18	123.3284	IL18	52.2979
IL1B	79.049	IL1B	121.0777
IL1R1	1008.6181	IL1R1	2724.8811
IL1R2	9.2125	IL1R2	7.9239
IL1RAPL2	8.6181	IL1RAPL2	38.9857
IL1RAP	89.4502	IL1RAP	313.7876
IL1RL1	8.321	IL1RL1	31.6957
removed	removed	IL1RL2	42.4723
IL1RN	118.5736	IL1RN	43.4231
IL20RA	1731.055	IL20RA	1162.599
IL20RB	9.5097	IL20RB	8.5578
IL20	5.9435	removed	removed
IL21R	50.0208	IL21R	7.7369
IL22RA1	8.9153	IL22RA1	41.5214
IL22RA2	12.4814	IL22RA2	111.8859
IL23A	19.9108	IL23A	7.29
removed	removed	IL23R	12.3613
IL27RA	377.4146	IL27RA	336.2916
IL28RA	104.9034	IL28RA	180.3487
IL2RA	54.9777	IL2RA	12.6783
IL2RB	221.9911	IL2RB	172.7417
IL2RG	318.5736	IL2RG	361.9651
IL32	389.5988	IL32	332.4881
IL33	213.373	IL33	1113.4707
IL34	41.6048	IL34	234.2314
IL3RA	74.5914	IL3RA	115.6894
IL4I1	54.7845	IL4I1	31.1284
IL4R	671.3224	IL4R	1090.3328
removed	removed	IL5RA	7.607
IL6R	106.9837	IL6R	439.9366
IL6ST	1118.5736	IL6ST	5412.3613
IL6	65.4532	IL6	66.878
IL7R	118.5736	IL7R	349.9208
IL7	10.9955	IL7	57.6862
IL8	52.3031	IL8	13.6292
IL9R	6.5379	removed	removed
ILDR1	392.2734	ILDR1	134.7068
ILF2	6466.8648	ILF2	2426.6244
ILF3	6113.8187	ILF3	4632.0127
ILKAP	450.2229	ILKAP	314.7385
ILK	2190.1932	ILK	2182.8843
ILVBL	1600	ILVBL	798.0983
IMMP1L	93.367	IMMP1L	65.1379
IMMP2L	108.7667	IMMP2L	182.8843
IMMT	4063.5958	IMMT	1675.4358
IMP3	1063.0015	IMP3	794.2948
IMP4	1227.6374	IMP4	447.8605
IMPA1	134.3239	IMPA1	341.9968
IMPA2	513.5215	IMPA2	324.5642
IMPACT	1258.841	IMPACT	1274.168
IMPAD1	1844.2793	IMPAD1	3090.9667
IMPDH1	1827.0431	IMPDH1	806.0222
IMPDH2	12640.1189	IMPDH2	4344.8494
IMPG1	7.7266	IMPG1	7.607
IMPG2	6.2407	removed	removed
INADL	2035.9584	INADL	2382.5674
INCA1	13.373	INCA1	19.9683
INCENP	439.8217	INCENP	262.1236
INE1	14.8588	INE1	32.3296
INE2	16.627	removed	removed
INF2	1928.6776	INF2	1491.9176
ING1	325.8633	ING1	414.4913
ING2	119.4651	ING2	171.1569
ING3	296.5825	ING3	353.7242
ING4	277.5632	ING4	812.0444
ING5	520.3566	ING5	689.3819
INHA	18.7221	INHA	10.7765
INHBA	280.2377	INHBA	33.5975
INHBB	140.8618	INHBB	1415.2139
INMT	47.2511	INMT	309.4453
INO80B	152.0624	INO80B	117.4168
INO80C	160.4755	INO80C	151.1886
INO80D	807.4948	INO80D	859.607
INO80E	511.3967	INO80E	497.9017
INO80	1574.74	INO80	1207.29
INPP1	118.5736	INPP1	351.8225
INPP4A	522.4368	INPP4A	825.0396
INPP4B	1254.9777	INPP4B	940.0951
INPP5A	400	INPP5A	607.607
INPP5B	358.9896	INPP5B	771.1569
INPP5D	297.474	INPP5D	849.4453
INPP5E	580.9807	INPP5E	275.7528
INPP5F	559.584	INPP5F	659.271
INPP5J	1915.0074	INPP5J	962.599
INPP5K	1000	INPP5K	1190.8082
INPPL1	2731.3522	INPPL1	1669.4136
removed	removed	INS-IGF2	15.2552
INSIG1	1312.63	INSIG1	1384.4691
INSIG2	471.9168	INSIG2	737.2425
removed	removed	INSRR	10.1426
INSR	1739.3759	INSR	3608.5578
INTS10	1168.7964	INTS10	1148.336
INTS12	522.734	INTS12	508.7163
INTS1	2117.682	INTS1	1966.4025
INTS2	1169.3908	INTS2	419.3344
INTS3	2977.7117	INTS3	2430.1109
INTS4L1	181.575	INTS4L1	48.8114
INTS4L2	52.8975	INTS4L2	6.9731
INTS4	3099.3967	INTS4	541.9968
INTS5	606.2407	INTS5	717.2742
INTS6	1468.3507	INTS6	902.0602
INTS7	1309.0639	INTS7	363.233
INTS8	1376.3626	INTS8	741.7052
INTS9	437.1471	INTS9	349.9208
INTU	110.2526	INTU	289.6989
INVS	383.3581	INVS	368.9382
IP6K1	854.0862	IP6K1	1695.4041
IP6K2	1674.8886	IP6K2	1651.664
IPCEF1	40.7132	IPCEF1	50.3962
IPMK	112.9272	IPMK	84.9445
IPO11	1047.0669	IPO11	694.3265
IPO13	748.2912	IPO13	628.5261
IPO4	3396.0743	IPO4	848.5483
IPO5	5250.2229	IPO5	4651.664
IPO7	7459.7325	IPO7	3938.5103
IPO8	1725.1114	IPO8	1718.542
IPO9	3881.1293	IPO9	1920.4437
IPPK	679.5721	IPPK	356.355
IPP	297.1768	IPP	385.103
IPW	492.2496	IPW	735.3122
IQCA1	40.416	IQCA1	154.9921
IQCB1	1065.9733	IQCB1	724.8811
IQCC	92.422	IQCC	92.8685
IQCD	71.6196	IQCD	25.0396
IQCE	1246.9539	IQCE	733.439
IQCG	143.2392	IQCG	321.3946
IQCH	82.2912	IQCH	71.7559
IQCK	295.0966	IQCK	367.3534
IQGAP1	7235.6612	IQGAP1	8607.607
IQGAP2	798.8113	IQGAP2	2692.5515
IQGAP3	1476.6716	IQGAP3	13.6292
IQSEC1	2163.7444	IQSEC1	3142.6307
IQSEC2	263.0015	IQSEC2	409.1918
removed	removed	IQSEC3	105.5468
IQUB	55.2749	IQUB	17.1157
IRAK1BP1	36.1337	IRAK1BP1	68.4406
IRAK1	1975.9287	IRAK1	1372.4247
IRAK2	139.3759	IRAK2	229.794
IRAK3	133.4324	IRAK3	948.6529
IRAK4	453.1947	IRAK4	499.8415
IREB2	2507.2808	IREB2	2051.0301
IRF1	661.6761	IRF1	541.9176
IRF2BP1	491.2333	IRF2BP1	452.9319
IRF2BP2	7863.0015	IRF2BP2	5709.3502
IRF2	511.4413	IRF2	1054.5166
IRF3	487.153	IRF3	473.6387
IRF4	150.0743	IRF4	421.87
IRF5	125.4086	IRF5	97.9398
IRF6	1453.1947	IRF6	1270.9984
IRF7	255.8692	IRF7	167.9873
IRF8	426.1516	IRF8	258.954
IRF9	1073.4027	IRF9	558.7956
IRGQ	616.9391	IRGQ	511.252
IRS1	339.3759	IRS1	2479.8732
IRS2	349.1828	IRS2	2184.1521
removed	removed	IRS4	15.2139
IRX1	65.6761	IRX1	601.9017
IRX2	435.0669	IRX2	969.2552
IRX3	1573.5513	IRX3	910.6181
IRX4	31.7979	IRX4	44.374
IRX5	2014.8588	IRX5	469.4136
removed	removed	IRX6	200.317
ISCA1P1	82.0208	ISCA1P1	76.3867
ISCA1	796.1367	ISCA1	932.3835
ISCA2	350.3715	ISCA2	236.4501
ISCU	1083.2095	ISCU	1654.8336
ISG15	320.3566	ISG15	93.8193
ISG20L2	1912.9272	ISG20L2	684.6276
ISG20	113.2244	ISG20	153.4073
ISL2	6.2407	removed	removed
ISLR2	17.5334	ISLR2	90.9667
ISLR	1334.6211	ISLR	4021.87
ISM1	208.0238	ISM1	1109.9842
ISOC1	2068.3507	ISOC1	868.1458
ISOC2	741.4562	ISOC2	326.4659
ISPD	78.7519	ISPD	64.3423
ISY1	637.0401	ISY1	569.6862
ISYNA1	2688.5587	ISYNA1	574.6434
ITCH	1412.7786	ITCH	1714.4216
ITFG1	1134.0267	ITFG1	955.9429
ITFG2	334.6211	ITFG2	630.7448
ITFG3	2141.2363	ITFG3	1648.1173
ITGA10	71.0253	ITGA10	234.8653
ITGA11	604.7548	ITGA11	699.5246
ITGA1	585.1857	ITGA1	1609.7147
ITGA2B	11.2927	ITGA2B	8.2409
ITGA2	964.9331	ITGA2	1652.2979
ITGA3	2720.0594	ITGA3	2272.2662
ITGA4	1223.6939	ITGA4	421.6799
ITGA5	1074.5914	ITGA5	1489.3819
ITGA6	1449.9257	ITGA6	5785.7369
ITGA7	71.9168	ITGA7	2935.6577
ITGA8	24.9629	ITGA8	182.5674
ITGA9	142.9421	ITGA9	705.8637
ITGAE	265.9733	ITGAE	210.4596
ITGAL	292.1248	ITGAL	299.8415
ITGAM	610.4012	ITGAM	176.5452
ITGAV	2328.6776	ITGAV	3482.7258
ITGAX	190.7875	ITGAX	100.4754
ITGB1BP1	666.8648	ITGB1BP1	2089.3819
ITGB1	10284.6954	ITGB1	16317.2742
ITGB2	711.1441	ITGB2	486.2124
ITGB3BP	236.5527	ITGB3BP	284.9445
ITGB3	59.7325	ITGB3	311.8859
ITGB4	3139.9703	ITGB4	3511.5689
ITGB5	2409.5097	ITGB5	3816.4818
ITGB6	2661.8128	ITGB6	2802.8526
ITGB7	90.3418	ITGB7	143.8986
ITGB8	218.1278	ITGB8	1166.4025
ITGBL1	260.9212	ITGBL1	499.2076
removed	removed	ITIH3	27.8922
ITIH4	8.0238	ITIH4	90.168
ITIH5L	60.9212	ITIH5L	55.7845
ITIH5	244.5765	ITIH5	4024.4057
ITK	79.3462	ITK	64.0254
removed	removed	ITLN1	5.3883
ITM2A	368.2021	ITM2A	2020.6022
ITM2B	8201.7831	ITM2B	14506.4976
ITM2C	673.1055	ITM2C	1614.897
ITPA	424.6657	ITPA	323.9303
ITPK1	1898.3655	ITPK1	1550.8716
ITPKA	64.4874	removed	removed
ITPKB	892.7192	ITPKB	1690.0158
ITPKC	647.5483	ITPKC	739.1442
ITPR1	6732.2437	ITPR1	8350.2377
ITPR2	1166.1218	ITPR2	4018.7005
ITPR3	7259.9703	ITPR3	1348.7448
ITPRIPL1	28.2318	ITPRIPL1	204.7544
ITPRIPL2	1932.838	ITPRIPL2	1915.6894
ITPRIP	395.2452	ITPRIP	607.607
ITSN1	742.6449	ITSN1	2510.3011
ITSN2	1347.9941	ITSN2	1450.0792
IVD	5279.6434	IVD	1651.664
IVNS1ABP	3034.1753	IVNS1ABP	2142.9477
IWS1	1035.6612	IWS1	1015.5309
IYD	32.3923	removed	removed
JAG1	802.6746	JAG1	2349.6038
JAG2	682.0208	JAG2	874.168
JAGN1	1060.6241	JAGN1	617.4326
JAK1	3225.8544	JAK1	7024.4057
JAK2	280.2377	JAK2	623.7718
JAK3	188.7073	JAK3	123.6133
JAKMIP1	5.052	JAKMIP1	6.0222
removed	removed	JAKMIP2	6.9731
JAKMIP3	49.0342	JAKMIP3	65.9271
JAM2	137.89	JAM2	488.1141
JAM3	408.6181	JAM3	1467.8288
JARID2	402.3774	JARID2	611.0935
JAZF1	145.9138	JAZF1	520.7607
JDP2	257.3551	JDP2	505.8637
JHDM1D	585.7355	JHDM1D	1072.9002
JKAMP	1048.4398	JKAMP	865.2932
JMJD1C	1267.688	JMJD1C	3232.3708
JMJD4	896.6835	JMJD4	457.9873
JMJD5	74.2942	JMJD5	82.7258
JMJD6	822.5854	JMJD6	419.6513
JMJD7-PLA2G4B	298.6627	JMJD7-PLA2G4B	596.5135
JMJD8	1006.2467	JMJD8	1081.6609
JMY	797.9198	JMY	1079.5563
JOSD1	1395.2452	JOSD1	1631.6957
JOSD2	52.8975	JOSD2	75.7528
JPH1	65.9733	JPH1	66.2441
JPH2	48.737	JPH2	526.149
JPH3	6.5379	JPH3	7.9239
removed	removed	JPH4	32.3296
JRKL	183.0609	JRKL	549.2868
JRK	378.6033	JRK	733.439
JSRP1	20.5052	removed	removed
JTB	2936.7013	JTB	1373.6926
JUB	267.162	JUB	694.1363
JUNB	1538.7816	JUNB	4161.9651
JUND	1210.4012	JUND	2771.7908
JUN	6558.0981	JUN	11948.9699
JUP	4982.4666	JUP	5719.1759
KAL1	1127.786	KAL1	717.2742
KALRN	1012.7786	KALRN	728.6846
KANK1	545.0223	KANK1	3419.0174
KANK2	1210.104	KANK2	3204.1204
KANK3	53.4918	KANK3	354.9921
KANK4	151.263	KANK4	602.8526
KARS	3279.049	KARS	2589.8574
KAT2A	468.945	KAT2A	1057.6862
KAT2B	638.0386	KAT2B	1009.1918
KAT5	1265.4562	KAT5	1024.1521
KATNA1	331.3522	KATNA1	336.6086
KATNAL1	253.1947	KATNAL1	779.7147
KATNAL2	80.2377	KATNAL2	91.2837
KATNB1	790.4903	KATNB1	368.9382
KAZALD1	168.0654	KAZALD1	71.141
KAZ	314.8707	KAZ	758.9128
KBTBD10	11.3848	KBTBD10	49.5087
KBTBD11	112.0357	KBTBD11	505.8637
removed	removed	KBTBD12	11.0935
KBTBD2	1215.156	KBTBD2	1301.7433
KBTBD3	233.8782	KBTBD3	193.0269
KBTBD4	611.2125	KBTBD4	535.7274
KBTBD6	564.9331	KBTBD6	855.4675
KBTBD7	331.3522	KBTBD7	334.3899
KBTBD8	30.9064	KBTBD8	41.5214
removed	removed	KC6	5.3883
KCMF1	1362.2585	KCMF1	1154.0412
KCNA1	16.6419	KCNA1	24.4057
KCNA3	30.312	KCNA3	106.8146
removed	removed	KCNA4	10.4596
removed	removed	KCNA5	16.7987
KCNA6	13.6701	KCNA6	52.6149
KCNAB1	62.4071	KCNAB1	177.496
KCNAB2	140.5646	KCNAB2	156.8938
removed	removed	KCNAB3	12.0444
KCNB1	6.5379	KCNB1	178.4469
removed	removed	KCNB2	5.0713
KCNC1	6.5379	KCNC1	19.9683
KCNC2	7.1322	KCNC2	52.9319
KCNC3	423.1798	KCNC3	148.019
KCNC4	70.1337	KCNC4	317.2742
KCND1	46.0624	KCND1	78.6054
KCND2	28.8262	KCND2	200.6339
removed	removed	KCND3	56.4184
removed	removed	KCNE1L	14.897
KCNE1	12.1842	KCNE1	417.1157
KCNE2	8.6181	KCNE2	12.3613
KCNE3	38.0386	KCNE3	134.3899
KCNE4	784.5468	KCNE4	127.4168
removed	removed	KCNF1	20.6022
removed	removed	KCNG1	17.7496
KCNH1	6.5379	KCNH1	18.3835
KCNH2	285.2897	KCNH2	16.1648
KCNH3	49.0342	KCNH3	37.401
KCNH6	5.9435	removed	removed
KCNH8	10.104	KCNH8	33.2805
removed	removed	KCNIP1	18.0666
KCNIP2	14.5617	KCNIP2	3409.1918
KCNIP3	84.101	KCNIP3	101.1094
KCNIP4	28.529	KCNIP4	39.6197
KCNJ10	10.9955	KCNJ10	5.3883
KCNJ11	222.5854	KCNJ11	120.7607
KCNJ12	31.7979	KCNJ12	85.5784
KCNJ13	134.6211	KCNJ13	5.7052
KCNJ14	29.4205	KCNJ14	50.0792
KCNJ15	10.9955	KCNJ15	13.6292
KCNJ16	16.3447	KCNJ16	110.6181
KCNJ2	46.3596	KCNJ2	208.5578
KCNJ3	14.5617	KCNJ3	5.3883
KCNJ5	34.7697	KCNJ5	23.7718
KCNJ8	380.9807	KCNJ8	635.1823
KCNK13	14.2645	KCNK13	8.2409
removed	removed	KCNK15	6.0222
KCNK17	8.6181	KCNK17	10.7765
KCNK1	908.7667	KCNK1	126.149
KCNK2	47.8455	KCNK2	244.374
KCNK3	12.4814	KCNK3	195.5626
KCNK5	70.4309	KCNK5	297.6228
KCNK6	178.0089	KCNK6	145.4834
removed	removed	KCNK7	5.3883
KCNMA1	813.373	KCNMA1	926.7829
KCNMB1	94.5022	KCNMB1	1037.084
removed	removed	KCNMB2	41.5214
KCNMB3	83.5067	KCNMB3	70.0475
KCNMB4	205.052	KCNMB4	123.9303
KCNN1	5.052	KCNN1	5.3883
KCNN2	10.4012	KCNN2	8.2409
KCNN3	14.5617	KCNN3	66.2441
KCNN4	82.0208	KCNN4	653.2488
KCNQ1OT1	65.6761	KCNQ1OT1	109.6799
KCNQ1	128.3804	KCNQ1	131.8415
removed	removed	KCNQ3	9.5087
KCNQ4	13.6701	KCNQ4	26.3074
KCNQ5	12.1842	KCNQ5	18.3835
removed	removed	KCNRG	8.7639
KCNS1	8.0238	KCNS1	112.2029
KCNS3	224.0713	KCNS3	349.2868
KCNT2	7.1322	KCNT2	91.2837
KCNV1	6.2407	removed	removed
KCTD10	2659.1382	KCTD10	2029.1601
KCTD11	316.4933	KCTD11	473.5341
KCTD12	1537.89	KCTD12	6058.0032
KCTD13	434.7697	KCTD13	180.9826
KCTD14	411.2927	KCTD14	457.3693
KCTD15	1003.2689	KCTD15	490.6498
removed	removed	KCTD16	6.6561
KCTD17	73.997	KCTD17	106.8146
KCTD18	388.4101	KCTD18	555.309
KCTD1	328.0832	KCTD1	600
KCTD20	2062.4071	KCTD20	2299.8415
KCTD21	1438.9302	KCTD21	436.1331
KCTD2	2117.0877	KCTD2	1448.4945
KCTD3	9789.0045	KCTD3	3318.859
removed	removed	KCTD4	12.9952
KCTD5	874.2942	KCTD5	395.5626
KCTD6	157.8009	KCTD6	261.8067
KCTD7	139.6077	KCTD7	612.3391
KCTD8	5.6464	KCTD8	8.2409
KCTD9	638.633	KCTD9	1163.5499
KDELC1	123.6256	KDELC1	124.5642
KDELC2	634.1753	KDELC2	1978.4469
KDELR1	3568.2021	KDELR1	2637.7179
KDELR2	5688.5587	KDELR2	3747.7021
KDELR3	352.4517	KDELR3	258.954
KDM1A	1170.2823	KDM1A	1549.2868
KDM1B	756.315	KDM1B	517.9081
KDM2A	3704.9034	KDM2A	3947.0681
KDM2B	1129.9584	KDM2B	658.168
KDM3A	2405.6464	KDM3A	1734.7068
KDM3B	3216.6419	KDM3B	3369.5721
KDM4A	2378.3061	KDM4A	1254.5166
KDM4B	1616.9391	KDM4B	1425.3566
KDM4C	597.0282	KDM4C	770.8399
KDM4D	31.2036	KDM4D	52.6149
KDM5A	2477.5632	KDM5A	2260.5388
KDM5B	4464.1902	KDM5B	2075.7528
KDM5C	3358.0981	KDM5C	2486.5293
KDM6A	1524.2199	KDM6A	1240.2536
KDM6B	1184.844	KDM6B	1149.9208
KDR	535.5126	KDR	2609.5087
KDSR	1312.63	KDSR	2389.5404
KEAP1	2079.049	KEAP1	1110.6181
removed	removed	KEL	13.3122
KERA	11.5899	KERA	25.0396
removed	removed	KGFLP1	6.3391
KGFLP2	50.9866	KGFLP2	113.7845
KHDC1	5.2719	KHDC1	16.748
KHDRBS1	2903.7147	KHDRBS1	3640.2536
KHDRBS3	77.5632	KHDRBS3	206.6561
KHK	148.1664	KHK	127.8288
KHNYN	2530.7845	KHNYN	2527.6767
KHSRP	2646.9539	KHSRP	1764.1838
KIAA0020	825.8544	KIAA0020	654.8336
KIAA0040	2290.9361	KIAA0040	1878.6054
removed	removed	KIAA0087	6.9731
KIAA0090	852.0059	KIAA0090	1234.5483
KIAA0100	4465.1976	KIAA0100	5933.1791
KIAA0101	460.9212	KIAA0101	10.7765
KIAA0114	684.3982	KIAA0114	601.2678
KIAA0125	18.1278	KIAA0125	111.8859
KIAA0141	1089.4502	KIAA0141	1533.122
KIAA0146	1139.9703	KIAA0146	986.6878
KIAA0174	2607.4294	KIAA0174	3011.0935
KIAA0182	5568.7964	KIAA0182	2522.9794
KIAA0195	3127.6077	KIAA0195	1975.233
KIAA0196	3205.3492	KIAA0196	1546.1173
KIAA0226	868.3507	KIAA0226	748.019
KIAA0232	2167.6077	KIAA0232	2245.3249
KIAA0240	1194.0565	KIAA0240	1683.9937
KIAA0247	3309.9554	KIAA0247	2006.6561
KIAA0284	922.734	KIAA0284	812.0444
KIAA0317	1246.9539	KIAA0317	824.0887
KIAA0319L	3171.1768	KIAA0319L	2182.8843
KIAA0319	5.3492	KIAA0319	7.29
KIAA0355	490.9361	KIAA0355	1259.588
KIAA0368	4771.471	KIAA0368	4287.4802
KIAA0391	1177.9108	KIAA0391	502.6371
KIAA0406	793.4621	KIAA0406	575.5943
removed	removed	KIAA0408	511.9239
KIAA0415	316.7905	KIAA0415	343.5816
KIAA0427	578.9004	KIAA0427	1966.4025
KIAA0430	2097.474	KIAA0430	4073.2171
KIAA0467	684.3418	KIAA0467	1484.5769
KIAA0494	3992.1634	KIAA0494	5794.149
KIAA0495	289.4502	KIAA0495	925.1981
KIAA0513	284.3982	KIAA0513	393.3439
KIAA0528	1485.2897	KIAA0528	1523.2964
KIAA0556	628.8262	KIAA0556	625.9905
KIAA0562	444.2793	KIAA0562	942.9477
KIAA0564	1052.3031	KIAA0564	1400.317
KIAA0586	601.7831	KIAA0586	574.6434
KIAA0649	639.8217	KIAA0649	573.3756
KIAA0652	1879.049	KIAA0652	1966.7195
KIAA0664P3	56.4636	KIAA0664P3	78.6054
KIAA0664	3397.3254	KIAA0664	1853.5658
KIAA0748	24.9629	KIAA0748	64.9762
KIAA0753	605.3492	KIAA0753	477.0206
KIAA0754	177.7117	KIAA0754	476.7036
KIAA0776	904.6062	KIAA0776	1293.8193
KIAA0802	483.2095	KIAA0802	194.9287
KIAA0831	539.6731	KIAA0831	935.0238
KIAA0892	1549.4799	KIAA0892	1535.9746
KIAA0895L	95.9881	KIAA0895L	213.0016
KIAA0895	239.2273	KIAA0895	200
KIAA0907	681.7236	KIAA0907	800
KIAA0913	936.7013	KIAA0913	1824.0887
KIAA0922	3481.7236	KIAA0922	805.0713
KIAA0947	1382.1694	KIAA0947	1940.412
KIAA1009	150.6686	KIAA1009	370.523
KIAA1012	1337.89	KIAA1012	1390.1743
KIAA1024	58.2467	KIAA1024	29.794
KIAA1033	2224.6657	KIAA1033	1648.4945
KIAA1045	13.0758	KIAA1045	73.851
KIAA1107	251.4116	KIAA1107	322.0285
KIAA1109	2331.6493	KIAA1109	5576.5452
KIAA1143	836.8499	KIAA1143	1168.3043
KIAA1147	1456.1664	KIAA1147	1950.8716
KIAA1161	775.9287	KIAA1161	335.3407
KIAA1191	2027.3403	KIAA1191	2580.9826
KIAA1199	42.7935	KIAA1199	29.794
removed	removed	KIAA1210	44.0571
KIAA1211	276.6716	KIAA1211	10.4596
KIAA1217	3939.3759	KIAA1217	4966.13
removed	removed	KIAA1239	56.1014
KIAA1244	1594.3536	KIAA1244	1110.3011
KIAA1257	54.0475	KIAA1257	12.3613
KIAA1267	687.37	KIAA1267	1883.0428
KIAA1274	202.3774	KIAA1274	407.607
KIAA1279	975.9287	KIAA1279	662.4406
KIAA1310	1903.4175	KIAA1310	2365.7686
KIAA1324L	700.1486	KIAA1324L	488.4311
KIAA1324	3143.5364	KIAA1324	8302.6941
KIAA1328	96.8796	KIAA1328	230.4279
KIAA1370	1054.9777	KIAA1370	2097.9398
KIAA1377	313.2244	KIAA1377	675.1189
KIAA1383	133.4324	KIAA1383	175.2773
KIAA1407	174.4428	KIAA1407	273.851
removed	removed	KIAA1409	8.8748
KIAA1429	4761.367	KIAA1429	2157.8447
KIAA1430	1108.1724	KIAA1430	1673.2171
KIAA1432	864.9629	KIAA1432	1166.4532
KIAA1462	578.6033	KIAA1462	1727.0998
KIAA1467	2005.6464	KIAA1467	1197.7813
KIAA1468	1020.8024	KIAA1468	920.7607
KIAA1522	3548.8856	KIAA1522	3834.5483
KIAA1524	853.4918	KIAA1524	64.0254
KIAA1529	45.1709	KIAA1529	224.4057
KIAA1530	166.419	KIAA1530	283.0428
KIAA1539	308.7667	KIAA1539	418.0666
KIAA1543	900.1486	KIAA1543	408.2409
KIAA1549	513.8187	KIAA1549	476.7036
KIAA1586	207.7266	KIAA1586	191.7591
KIAA1598	1619.0193	KIAA1598	791.7591
KIAA1609	408.6181	KIAA1609	407.29
KIAA1614	19.3224	KIAA1614	178.3962
KIAA1632	1244.5765	KIAA1632	1476.3867
KIAA1644	16.3447	KIAA1644	46.5927
KIAA1671	2343.5364	KIAA1671	4626.3074
KIAA1683	92.1248	KIAA1683	292.2345
KIAA1704	454.9094	KIAA1704	465.0111
KIAA1712	151.3938	KIAA1712	484.599
KIAA1715	849.9257	KIAA1715	1077.9715
KIAA1731	481.7236	KIAA1731	567.0365
KIAA1737	1133.1352	KIAA1737	1306.4976
KIAA1755	36.5527	KIAA1755	103.962
KIAA1797	688.8559	KIAA1797	930.2694
KIAA1804	167.9049	KIAA1804	284.9445
KIAA1826	594.3536	KIAA1826	409.5087
KIAA1841	223.477	KIAA1841	178.13
KIAA1875	9.2125	KIAA1875	19.0174
KIAA1908	58.2467	KIAA1908	333.122
KIAA1919	64.1902	KIAA1919	91.9176
KIAA1949	646.9539	KIAA1949	1012.9952
