gene_id	TCGA-BH-A18R-01A-11R-A12D-07	gene_id	TCGA-BH-A18R-11A-42R-A12D-07
CDCA2	514.4131	CDCA2	12.9952
CDCA3	439.9227	CDCA3	20.9097
CDCA4	409.8068	CDCA4	178.4469
CDCA5	1038.9302	CDCA5	49.1284
CDCA7L	897.1204	CDCA7L	840.1458
CDCA7	258.841	CDCA7	129.0016
CDCA8	759.8811	CDCA8	54.5166
CDCP1	1115.6018	CDCP1	685.2615
removed	removed	CDCP2	6.0222
CDH10	74.5914	removed	removed
CDH11	1879.3462	CDH11	961.9651
CDH12	7.7266	CDH12	15.8479
CDH13	305.2006	CDH13	629.477
CDH19	14.8588	CDH19	21.5531
CDH1	27623.477	CDH1	7488.1141
removed	removed	CDH20	49.1284
removed	removed	CDH22	9.1918
CDH23	51.2719	CDH23	410.5198
CDH24	124.8143	CDH24	75.4358
CDH26	5.6464	CDH26	9.5087
CDH2	41.3076	CDH2	7.29
CDH3	1261.2184	CDH3	1386.6878
removed	removed	CDH4	15.8479
CDH5	511.4413	CDH5	2103.962
CDH6	32.3923	CDH6	132.4881
CDH7	11.2927	CDH7	20.9192
CDH8	5.052	CDH8	68.7797
CDHR1	7.1322	CDHR1	6.9731
CDHR3	6.318	CDHR3	38.336
CDIPT	2241.9019	CDIPT	1774.3265
CDK10	455.5721	CDK10	499.2076
CDK11A	98.4814	CDK11A	285.9144
CDK11B	390.6716	CDK11B	715.9873
CDK12	10295.0966	CDK12	1537.2425
CDK13	1347.3997	CDK13	1261.1727
CDK14	213.6701	CDK14	787.9556
CDK15	19.6137	CDK15	16.4818
CDK16	2243.685	CDK16	1468.7797
CDK17	1323.9227	CDK17	851.981
CDK18	408.6181	CDK18	298.2567
CDK19	1233.7355	CDK19	934.8526
CDK1	1826.1516	CDK1	57.6862
CDK20	137.5929	CDK20	167.3534
CDK2AP1	3067.7563	CDK2AP1	1812.6783
CDK2AP2	372.0654	CDK2AP2	435.1823
CDK2	1134.9183	CDK2	449.7623
CDK3	116.948	CDK3	130.6466
CDK4	3780.6835	CDK4	1619.9683
CDK5R1	54.0862	CDK5R1	35.1823
CDK5RAP1	610.6984	CDK5RAP1	404.7544
CDK5RAP2	1632.0951	CDK5RAP2	2015.2139
CDK5RAP3	837.4443	CDK5RAP3	1759.7464
CDK5	288.8559	CDK5	100.1585
CDK6	279.3462	CDK6	1074.168
CDK7	692.1248	CDK7	358.1616
CDK8	328.6776	CDK8	160.0634
CDK9	1068.0535	CDK9	1097.3059
CDKAL1	173.2541	CDKAL1	316.3233
CDKL1	9.5097	CDKL1	48.1775
CDKL2	22.5854	CDKL2	37.7179
CDKL3	12.6092	CDKL3	38.3803
CDKL5	30.6092	CDKL5	168.3043
CDKN1A	2408.321	CDKN1A	1182.5674
CDKN1B	2060.9212	CDKN1B	1984.7861
CDKN1C	117.3848	CDKN1C	837.084
CDKN2AIPNL	301.9316	CDKN2AIPNL	250.3962
CDKN2AIP	326.8945	CDKN2AIP	645.0079
CDKN2A	91.5305	CDKN2A	9.8257
CDKN2BAS	16.3447	removed	removed
CDKN2B	304.3091	CDKN2B	610.1426
CDKN2C	277.266	CDKN2C	1305.8637
CDKN2D	105.7949	CDKN2D	101.4263
CDKN3	384.844	CDKN3	6.9731
CDNF	35.0669	CDNF	99.8415
CDO1	36.2556	CDO1	1131.8542
CDON	95.3938	CDON	1039.9366
CDR1	6.2645	CDR1	101.065
CDR2L	691.2333	CDR2L	331.5372
CDR2	371.471	CDR2	437.084
CDRT4	259.5423	CDRT4	282.9319
CDS1	1496.2853	CDS1	508.7163
CDS2	434.7697	CDS2	1053.5658
CDSN	123.0312	CDSN	34.2314
CDT1	528.0832	CDT1	26.9414
CDV3	9886.4785	CDV3	4305.8637
CDX1	5.6464	CDX1	7.29
CDYL2	136.4042	CDYL2	104.5959
CDYL	608.6181	CDYL	642.1553
CEACAM19	173.5513	CEACAM19	54.8336
CEACAM1	82.6152	CEACAM1	592.393
CEACAM21	9.8068	CEACAM21	22.8209
CEACAM5	12.4814	removed	removed
CEACAM6	407.1322	CEACAM6	36.1331
CEACAM7	13.9673	removed	removed
CEBPA	662.4071	CEBPA	3116.3233
CEBPB	416.6419	CEBPB	745.8003
CEBPD	226.4487	CEBPD	342.9477
CEBPG	983.9525	CEBPG	1076.7036
CEBPZ	1701.0401	CEBPZ	1554.9921
CECR1	790.7875	CECR1	726.7829
CECR2	289.7474	CECR2	62.1236
CECR5	693.6107	CECR5	464.3423
CECR6	28.8262	CECR6	25.3566
CECR7	37.4443	CECR7	330.9033
CELF1	2071.3224	CELF1	2180.6656
CELF2	388.4101	CELF2	2395.8796
removed	removed	CELF4	10.1426
CELF5	23.7741	CELF5	59.271
CELF6	13.052	CELF6	94.7036
CELSR1	4288.2615	CELSR1	1975.9113
CELSR2	1001.4859	CELSR2	1528.6846
CELSR3	179.2779	CELSR3	58.8716
CEL	8.321	CEL	16.4818
CEMP1	80.9272	CEMP1	119.6038
CENPA	183.3581	CENPA	9.5087
CENPBD1	338.7816	CENPBD1	335.6577
CENPB	846.3596	CENPB	1602.8526
CENPC1	472.214	CENPC1	643.4231
CENPE	924.2199	CENPE	37.7179
CENPF	6180.0892	CENPF	229.794
CENPH	162.5557	CENPH	110.3011
CENPI	158.9896	CENPI	10.7765
CENPJ	321.2481	CENPJ	309.3502
CENPK	187.2214	CENPK	23.1379
CENPL	418.425	CENPL	95.0872
CENPM	290.3418	CENPM	12.6783
CENPN	871.7325	CENPN	103.1189
CENPO	266.6954	CENPO	67.3154
CENPP	85.9554	CENPP	64.8811
CENPQ	179.4948	CENPQ	129.3185
CENPT	322.1397	CENPT	533.439
CENPV	197.9198	CENPV	174.9604
CENPW	187.2214	CENPW	34.2314
CEP110	511.1441	CEP110	785.42
CEP120	779.1976	CEP120	1000
CEP135	325.7058	CEP135	283.9937
CEP152	181.8722	CEP152	171.4739
CEP164	321.5453	CEP164	634.5483
CEP170	680.5349	CEP170	1092.5515
CEP192	1136.7013	CEP192	1080.5071
CEP250	701.3373	CEP250	639.3027
CEP290	875.156	CEP290	854.6498
CEP350	2926.5973	CEP350	2265.6101
CEP55	1447.8455	CEP55	16.1648
CEP57	985.1412	CEP57	1114.7385
CEP63	555.7236	CEP63	796.691
CEP68	668.3923	CEP68	2015.3122
CEP70	651.7088	CEP70	296.9889
CEP72	83.5067	CEP72	75.1189
CEP76	346.211	CEP76	159.4295
CEP78	381.575	CEP78	270.3645
CEP97	320.6538	CEP97	201.5848
CEPT1	534.0267	CEPT1	916.9572
CERCAM	2207.7266	CERCAM	767.6704
CERKL	211.6701	CERKL	46.149
CERK	991.679	CERK	1056.4184
CES1	113.2244	CES1	1530.2694
CES2	1255.5721	CES2	1449.4453
CES3	106.9837	CES3	138.5103
removed	removed	CES4	42.4723
CES8	77.5632	CES8	108.0824
CETN2	1098.6627	CETN2	844.374
CETN3	250.5201	CETN3	329.3185
removed	removed	CETN4P	5.7052
CETP	5.9435	CETP	14.2631
CFB	41785.688	CFB	631.9113
CFDP1	681.1293	CFDP1	760.3803
CFD	167.6077	CFD	3673.2171
removed	removed	CFHR3	13.3122
CFH	694.2051	CFH	5223.7718
CFI	162.5557	CFI	427.5753
CFL1	19549.7771	CFL1	5865.9271
CFL2	384.844	CFL2	1235.4992
CFLAR	677.8603	CFLAR	1507.7655
removed	removed	CFLP1	8.8748
CFP	45.7652	CFP	30.7448
CG030	31.2036	CG030	66.878
CGA	15.4532	removed	removed
removed	removed	CGB7	9.0872
CGGBP1	2391.9762	CGGBP1	2783.8352
CGNL1	312.0357	CGNL1	2167.3534
CGN	3527.786	CGN	1411.7274
CGREF1	276.2021	CGREF1	125.103
CGRRF1	184.2496	CGRRF1	299.5246
CH25H	78.1575	CH25H	69.0967
CHAC1	72.8083	CHAC1	11.4105
CHAC2	78.4547	CHAC2	25.0396
CHADL	25.5602	CHADL	85.8954
CHAD	13.6701	CHAD	215.2139
CHAF1A	617.2363	CHAF1A	188.9065
CHAF1B	500.1486	CHAF1B	143.2647
CHCHD10	471.0253	CHCHD10	494.7702
CHCHD1	279.049	CHCHD1	292.5515
CHCHD2	4707.8752	CHCHD2	2144.2155
CHCHD3	1120.3566	CHCHD3	703.962
CHCHD4	552.1545	CHCHD4	212.0444
CHCHD5	302.2288	CHCHD5	164.5008
CHCHD6	244.8737	CHCHD6	116.0063
CHCHD7	147.6969	CHCHD7	501.7433
CHCHD8	1945.0223	CHCHD8	443.1062
CHD1L	991.0847	CHD1L	722.9794
CHD1	2084.3982	CHD1	1300.4754
CHD2	2442.1991	CHD2	3764.8177
CHD3	7648.737	CHD3	4648.4945
CHD4	12248.7964	CHD4	5017.2266
removed	removed	CHD5	8.8748
CHD6	2574.4428	CHD6	2885.2615
CHD7	600.5944	CHD7	662.1236
CHD8	2947.1025	CHD8	2541.6799
CHD9	1391.679	CHD9	2778.7639
CHDH	176.523	CHDH	767.9873
CHEK1	236.2556	CHEK1	82.0919
CHEK2	279.6434	CHEK2	111.5689
CHERP	1217.266	CHERP	1109.8732
CHFR	863.2987	CHFR	271.9493
removed	removed	CHGA	10.1426
CHI3L1	184.5468	CHI3L1	569.8891
CHI3L2	90.9361	CHI3L2	254.1997
CHIC1	273.1055	CHIC1	400
CHIC2	119.7623	CHIC2	198.0983
CHID1	1096.2853	CHID1	1114.7385
CHIT1	18.1278	CHIT1	29.1601
CHKA	1422.5854	CHKA	865.2932
CHKB-CPT1B	132.425	CHKB-CPT1B	413.6894
CHKB	214.0654	CHKB	251.1442
CHL1	311.1441	CHL1	3184.4691
CHML	1679.3462	CHML	659.271
CHMP1A	2290.6389	CHMP1A	1356.5769
CHMP1B	1394.948	CHMP1B	1523.9303
CHMP2A	1497.474	CHMP2A	1236.4501
CHMP2B	1368.2021	CHMP2B	968.9382
CHMP4A	805.0282	CHMP4A	673.141
CHMP4B	1732.5409	CHMP4B	2308.0824
CHMP4C	224.3685	CHMP4C	502.3772
CHMP5	1699.9822	CHMP5	1178.2441
CHMP6	542.0505	CHMP6	340.729
CHMP7	1613.9673	CHMP7	994.2948
CHM	566.1218	CHM	794.6117
CHN1	520.3566	CHN1	202.5357
CHN2	50.5201	CHN2	137.2425
CHODL	10.9955	CHODL	21.2361
CHORDC1	896.8796	CHORDC1	343.8986
CHPF2	1244.2793	CHPF2	783.2013
CHPF	1201.4859	CHPF	731.8542
CHPT1	1229.7177	CHPT1	2490.9319
CHP	3026.7459	CHP	3365.7686
CHRAC1	760.1783	CHRAC1	544.2155
CHRDL1	239.2273	CHRDL1	7189.5404
CHRD	283.8039	CHRD	198.7322
CHRFAM7A	17.3581	CHRFAM7A	30.7448
CHRM1	122.1397	CHRM1	239.9366
removed	removed	CHRM3	44.691
CHRNA10	7.1322	CHRNA10	12.0444
removed	removed	CHRNA2	20.9192
removed	removed	CHRNA3	5.3883
CHRNA5	85.8841	CHRNA5	32.0127
CHRNA7	6.2407	CHRNA7	5.0713
CHRNB1	184.5468	CHRNB1	210.6434
CHRNB2	63.2987	CHRNB2	45.6418
CHRNE	8.4606	CHRNE	17.8637
CHST10	331.6493	CHST10	252.6149
CHST11	89.4502	CHST11	64.9762
CHST12	165.8247	CHST12	193.6609
CHST14	390.4903	CHST14	528.0507
CHST15	2419.0193	CHST15	1073.2171
CHST1	42.4963	CHST1	70.9984
CHST2	75.7801	CHST2	158.4786
CHST3	199.4056	CHST3	1000.9509
CHST5	5.37	CHST5	7.645
CHST6	298.3655	CHST6	5.0713
CHST7	16.9391	CHST7	90.3328
CHST8	39.2273	CHST8	8.8748
CHST9	44.8737	CHST9	306.1807
CHSY1	1219.6137	CHSY1	1401.2678
CHSY3	65.3789	CHSY3	45.6418
CHTF18	240.7132	CHTF18	134.7068
CHTF8	1942.0505	CHTF8	2421.4295
CHUK	1314.1159	CHUK	498.5737
CHURC1	1163.3551	CHURC1	1651.8352
CIAO1	2947.9941	CIAO1	1685.5784
CIAPIN1	1334.6211	CIAPIN1	540.0951
CIB1	1000	CIB1	870.3645
CIB2	44.2793	CIB2	178.7639
CIC	1406.8351	CIC	1571.7908
removed	removed	CIDEA	1985.103
CIDEB	314.1159	CIDEB	476.7163
CIDECP	113.7266	CIDECP	113.9556
CIDEC	7.8187	CIDEC	6331.3693
CIITA	217.2363	CIITA	202.2187
CILP2	172.3626	CILP2	12.3613
CILP	1034.1753	CILP	4072.5832
CINP	525.4086	CINP	414.897
CIR1	741.4562	CIR1	1057.3693
CIRBP	3658.5438	CIRBP	7863.3914
CIRH1A	1265.6761	CIRH1A	994.6117
CISD1	331.6493	CISD1	293.1854
CISD2	419.6137	CISD2	345.1664
CISD3	532.9837	CISD3	541.2583
CISH	218.425	CISH	200.317
CITED1	27.0431	CITED1	85.5784
CITED2	4013.9673	CITED2	2995.5626
CITED4	309.6582	CITED4	767.6704
CIT	1220.8024	CIT	59.271
CIZ1	1434.1753	CIZ1	2238.3518
CKAP2L	567.9049	CKAP2L	8.5578
CKAP2	2128.3804	CKAP2	279.8732
CKAP4	4085.5869	CKAP4	1289.6989
CKAP5	5994.948	CKAP5	2243.4231
CKB	205.052	CKB	688.4311
CKLF	231.2036	CKLF	215.5309
CKMT1A	1451.4116	CKMT1A	67.1949
CKMT1B	2511.1441	CKMT1B	187.9556
removed	removed	CKMT2	93.1854
CKS1B	1084.6954	CKS1B	540.729
CKS2	975.9287	CKS2	81.141
CLASP1	1415.156	CLASP1	2132.1712
CLASP2	1860.0297	CLASP2	1629.794
CLCA2	658.841	CLCA2	540.0951
removed	removed	CLCA4	33.5975
CLCC1	853.3938	CLCC1	1029.6228
CLCF1	36.8499	CLCF1	72.2662
CLCN1	5.052	CLCN1	10.4596
CLCN2	194.0565	CLCN2	61.4897
CLCN3	1528.0832	CLCN3	2020.2853
CLCN4	84.101	CLCN4	237.401
CLCN5	258.5438	CLCN5	140.412
CLCN6	161.9614	CLCN6	995.8796
CLCN7	811.8871	CLCN7	1095.7211
CLCNKA	5.052	CLCNKA	15.5309
removed	removed	CLCNKB	10.4596
removed	removed	CLDN10	23.252
CLDN11	138.4844	CLDN11	669.0967
CLDN12	915.899	CLDN12	1066.561
CLDN15	80.8321	CLDN15	150.2377
CLDN19	24.3685	CLDN19	271.6323
CLDN1	100.1486	CLDN1	365.7686
CLDN23	58.841	CLDN23	127.0998
removed	removed	CLDN2	35.2456
CLDN3	595.5423	CLDN3	326.7829
CLDN4	3523.6256	CLDN4	2864.9762
CLDN5	51.7088	CLDN5	575.2773
CLDN6	391.9762	removed	removed
CLDN7	2246.9539	CLDN7	550.8716
CLDN8	189.5988	CLDN8	901.7433
CLDN9	84.101	removed	removed
CLDND1	1518.5736	CLDND1	1387.6387
CLDND2	5.6464	CLDND2	14.2631
CLEC10A	151.263	CLEC10A	101.1094
CLEC11A	88.5587	CLEC11A	70.0475
CLEC12A	13.0758	CLEC12A	26.3074
CLEC14A	162.5557	CLEC14A	707.4485
CLEC16A	371.1738	CLEC16A	640.2536
CLEC18A	5.2868	removed	removed
CLEC1A	27.0431	CLEC1A	120.1268
CLEC2B	134.0267	CLEC2B	420.2853
CLEC2D	609.8068	CLEC2D	381.2995
CLEC3B	72.8083	CLEC3B	2105.8637
CLEC4A	53.4918	CLEC4A	22.187
CLEC4C	5.6464	removed	removed
CLEC4E	10.6984	removed	removed
removed	removed	CLEC4F	25.0396
removed	removed	CLEC4GP1	7.607
removed	removed	CLEC4G	6.6561
CLEC5A	39.5245	CLEC5A	18.0666
CLEC7A	99.2571	CLEC7A	58.954
CLEC9A	5.052	CLEC9A	14.58
CLECL1	10.9955	CLECL1	10.7765
CLGN	76.6716	CLGN	100.7924
CLIC1	6942.9421	CLIC1	3162.916
CLIC2	205.3492	CLIC2	683.9937
removed	removed	CLIC3	9.5087
CLIC4	3360.1783	CLIC4	4769.2552
CLIC5	51.4116	CLIC5	376.2282
CLIC6	68.3507	CLIC6	401.9017
CLINT1	2659.7325	CLINT1	1651.664
CLIP1	2220.208	CLIP1	2146.4342
CLIP2	182.1694	CLIP2	502.0602
CLIP3	214.5617	CLIP3	666.878
CLIP4	140.5646	CLIP4	1198.4152
CLK1	1083.5067	CLK1	2570.206
CLK2P	13.0758	CLK2P	11.0935
CLK2	802.0802	CLK2	633.5975
CLK3	670.4309	CLK3	827.2583
CLK4	402.9718	CLK4	683.3597
CLMN	1008.6181	CLMN	3229.477
CLN3	953.3432	CLN3	913.4707
CLN5	613.0758	CLN5	823.7718
CLN6	1036.5527	CLN6	513.1537
CLN8	689.4502	CLN8	436.4501
CLNS1A	10356.9094	CLNS1A	1165.7686
CLOCK	887.0728	CLOCK	592.71
CLP1	419.3165	CLP1	232.0127
CLPB	652.6003	CLPB	260.2219
CLPP	921.2481	CLPP	354.9921
CLPTM1L	2300.4458	CLPTM1L	1574.3265
CLPTM1	2796.1367	CLPTM1	2170.206
CLPX	1564.9331	CLPX	937.5594
CLSPN	288.8559	removed	removed
CLSTN1	3161.367	CLSTN1	5453.8827
CLSTN2	6642.1991	CLSTN2	1043.7401
CLSTN3	2520.6538	CLSTN3	1166.7195
CLTA	1789.3016	CLTA	1423.4548
CLTB	477.5632	CLTB	530.5864
CLTCL1	134.6211	CLTCL1	110.6181
CLTC	329727.786	CLTC	8599.3661
CLUAP1	471.6196	CLUAP1	582.1458
CLUL1	15.7504	CLUL1	78.2884
CLU	14309.0639	CLU	13097.6228
removed	removed	CLVS1	14.412
CLYBL	31.2036	CLYBL	123.9303
CMA1	11.2927	CMA1	139.1442
CMAH	88.5587	CMAH	259.9049
CMAS	1404.1605	CMAS	621.2361
CMBL	1958.3952	CMBL	1062.4406
CMC1	207.4294	CMC1	94.4532
CMIP	1021.6939	CMIP	1110.3011
CMKLR1	222.2883	CMKLR1	393.6609
CMPK1	2899.2571	CMPK1	3767.9873
CMPK2	110.2526	CMPK2	129.6355
CMTM1	82.0208	CMTM1	110.6181
CMTM3	550.0743	CMTM3	839.9366
CMTM4	2457.3551	CMTM4	1589.8574
removed	removed	CMTM5	14.58
CMTM6	3951.263	CMTM6	2255.4675
CMTM7	185.7355	CMTM7	808.2409
CMTM8	319.7623	CMTM8	145.1664
CMYA5	1242.4963	CMYA5	1397.1474
CN5H6.4	7.4294	CN5H6.4	11.0935
CNBP	10690.9361	CNBP	8740.729
CNDP1	15.4532	removed	removed
CNDP2	5738.4844	CNDP2	2458.954
CNFN	14.8588	CNFN	22.187
CNGA1	5.052	CNGA1	22.187
CNGA3	29.1233	removed	removed
CNIH2	158.0981	removed	removed
CNIH3	47.8455	CNIH3	52.9319
CNIH4	1358.3952	CNIH4	696.9889
CNIH	1482.318	CNIH	906.8146
CNKSR1	322.734	CNKSR1	335.6577
removed	removed	CNKSR2	73.5341
CNKSR3	109.3611	CNKSR3	203.8035
CNN1	235.364	CNN1	2819.3344
CNN2	1216.6419	CNN2	2476.0697
CNN3	2427.3403	CNN3	4222.504
CNNM1	7.4294	CNNM1	102.0602
CNNM2	105.7949	CNNM2	176.5452
CNNM3	1320.3566	CNNM3	1067.8288
CNNM4	2771.471	CNNM4	895.0872
CNOT10	1066.8648	CNOT10	531.2203
CNOT1	8688.1724	CNOT1	5353.6323
CNOT2	2129.8663	CNOT2	1522.3455
CNOT3	987.8158	CNOT3	843.1062
CNOT4	619.9108	CNOT4	643.1062
CNOT6L	1355.1263	CNOT6L	1688.748
CNOT6	1894.2051	CNOT6	1058.6371
CNOT7	2170.5795	CNOT7	1742.9477
CNOT8	945.6166	CNOT8	1548.6529
CNO	247.2511	CNO	227.8922
CNPY2	1236.8499	CNPY2	793.0269
CNPY3	844.5765	CNPY3	647.8605
CNPY4	164.0416	CNPY4	237.084
CNP	1054.7489	CNP	1587.9461
CNR1	18.425	CNR1	146.4342
CNR2	5.6464	removed	removed
CNRIP1	104.0119	CNRIP1	503.645
CNST	1316.4933	CNST	867.1949
CNTD1	19.4591	CNTD1	57.3312
removed	removed	CNTD2	10.7765
CNTFR	18.7221	CNTFR	736.2916
CNTF	20.1605	CNTF	11.7274
CNTLN	99.8514	CNTLN	277.9715
CNTN1	100.4458	CNTN1	717.5911
CNTN2	7.7266	CNTN2	23.4548
CNTN3	42.4963	CNTN3	153.4073
CNTN4	24.6657	CNTN4	200.317
removed	removed	CNTN6	6.0222
CNTNAP1	65.0817	CNTNAP1	173.0586
CNTNAP2	1991.0847	removed	removed
CNTNAP3	21.0996	CNTNAP3	216.7987
removed	removed	CNTNAP5	8.2409
CNTROB	989.896	CNTROB	714.7385
COASY	1002.9718	COASY	1187.9556
COBLL1	797.6226	COBLL1	1723.6133
COBL	1773.8484	COBL	2676.7036
COBRA1	2366.7162	COBRA1	1159.7464
COCH	27.6434	COCH	27.7623
COG1	1186.2377	COG1	921.477
COG2	1863.893	COG2	736.2916
COG3	1035.9584	COG3	994.9287
COG4	1938.1872	COG4	1101.1094
COG5	1053.6731	COG5	1152.1965
COG6	781.2779	COG6	784.4691
COG7	837.1471	COG7	607.9239
COG8	802.841	COG8	445.775
COIL	1086.1813	COIL	560.3803
COL10A1	1224.0713	removed	removed
COL11A1	831.7979	COL11A1	77.9715
COL11A2	8.321	COL11A2	28.2092
COL12A1	8515.899	COL12A1	4567.6704
COL13A1	13.373	COL13A1	37.401
COL14A1	671.3224	COL14A1	5472.9002
COL15A1	1371.7682	COL15A1	5076.0697
COL16A1	734.0267	COL16A1	1986.6878
COL17A1	601.4859	COL17A1	5662.7575
COL18A1	1448.1426	COL18A1	2342.3138
removed	removed	COL19A1	7.29
COL1A1	60645.1709	COL1A1	9825.9905
COL1A2	51143.8336	COL1A2	18426.3074
COL21A1	27.9346	COL21A1	44.691
COL22A1	5.052	COL22A1	5.3883
COL23A1	19.0193	COL23A1	59.271
COL24A1	50.5201	COL24A1	22.8209
COL25A1	8.0238	COL25A1	69.4136
COL27A1	56.1664	COL27A1	476.0697
COL28A1	7.1322	COL28A1	68.1458
COL2A1	56.1664	COL2A1	109.9842
COL3A1	48813.9673	COL3A1	11244.374
COL4A1	4769.0936	COL4A1	8141.6799
COL4A2	3841.0104	COL4A2	9504.9128
COL4A3BP	1379.4948	COL4A3BP	2092.2345
COL4A3	10.104	COL4A3	118.225
COL4A4	25.5572	COL4A4	206.6561
COL4A5	820.5052	COL4A5	776.5452
COL4A6	54.3834	COL4A6	314.4216
COL5A1	6259.7325	COL5A1	1586.0539
COL5A2	5786.627	COL5A2	1763.233
COL5A3	338.7816	COL5A3	700.7924
COL6A1	6400	COL6A1	7596.8304
COL6A2	6084.101	COL6A2	10612.6783
COL6A3	21496.2853	COL6A3	13510.3011
COL6A6	60.0297	COL6A6	902.3772
COL7A1	260.3269	COL7A1	533.122
COL8A1	214.5617	COL8A1	211.4105
COL8A2	400.5944	COL8A2	779.3978
COL9A2	317.0877	COL9A2	341.046
removed	removed	COL9A3	27.8922
COLEC12	2548.8856	COLEC12	1268.1458
COLQ	34.9183	COLQ	44.7322
COMMD10	498.3655	COMMD10	309.6672
COMMD1	286.7756	COMMD1	230.1109
COMMD2	761.0698	COMMD2	930.2694
COMMD3	758.9866	COMMD3	624.2314
COMMD4	842.1991	COMMD4	520.1268
COMMD5	752.5379	COMMD5	331.1125
COMMD6	714.4131	COMMD6	1479.8732
COMMD7	1563.1501	COMMD7	794.9287
COMMD8	181.8722	COMMD8	184.4691
COMMD9	585.7355	COMMD9	645.0079
COMP	56.4636	COMP	5.3883
COMTD1	79.6434	COMTD1	25.0396
COMT	3796.1367	COMT	1456.4184
COPA	8878.6597	COPA	5956.6751
COPB1	3886.6241	COPB1	3002.038
COPB2	6669.5394	COPB2	2888.1141
COPE	1576.8202	COPE	881.775
COPG2	600.8915	COPG2	624.7227
COPG	7188.4101	COPG	2713.4707
COPS2	2479.3462	COPS2	2265.6101
COPS3	1621.3967	COPS3	794.9287
COPS4	989.0045	COPS4	839.3027
COPS5	599.7028	COPS5	996.5135
COPS6	1809.2125	COPS6	1260.5388
COPS7A	1956.9094	COPS7A	1296.6719
COPS7B	568.2021	COPS7B	670.0475
COPS8	1345.3135	COPS8	854.7258
COPZ1	5646.9539	COPZ1	2890.6498
COPZ2	119.1679	COPZ2	309.3502
COQ10A	112.63	COQ10A	158.7956
COQ10B	669.5394	COQ10B	529.0016
COQ2	224.9629	COQ2	98.2567
COQ3	108.4695	COQ3	133.122
COQ4	906.0921	COQ4	603.8035
COQ5	904.6062	COQ5	483.0428
COQ6	543.5334	COQ6	357.271
COQ7	419.9108	COQ7	511.5689
COQ9	1181.575	COQ9	706.1807
CORIN	17.2363	CORIN	8.8748
CORO1A	449.9257	CORO1A	364.1838
CORO1B	2191.0847	CORO1B	982.2504
CORO1C	2088.2615	CORO1C	2259.9049
CORO2A	1119.7623	CORO2A	507.7655
CORO2B	50.8172	CORO2B	530.5864
CORO6	17.8306	CORO6	58.3201
CORO7	642.6746	CORO7	292.6878
COTL1	1203.5661	COTL1	861.4897
COX10	525.7058	COX10	304.9128
COX11	2006.3507	COX11	823.5119
COX15	2673.3016	COX15	1179.0428
COX16	1331.055	COX16	596.1965
COX17	758.3952	COX17	262.7575
COX18	392.8678	COX18	375.5943
COX19	250.318	COX19	273.7718
COX4I1	4495.9881	COX4I1	3473.851
removed	removed	COX4I2	45.9588
COX4NB	578.6033	COX4NB	270.9984
COX5A	1652.8975	COX5A	869.4136
COX5B	1597.0282	COX5B	836.1331
COX6A1	4025.5572	COX6A1	1143.5816
COX6B1	2450.5201	COX6B1	1692.8685
removed	removed	COX6B2	6.6561
COX6C	6844.2793	COX6C	1176.2282
COX7A1	31.7979	COX7A1	382.8843
COX7A2L	1480.5349	COX7A2L	1479.2393
COX7A2	2176.8202	COX7A2	860.5388
COX7B	1695.0966	COX7B	981.6165
COX7C	3771.1738	COX7C	2216.4818
COX8A	1117.3848	COX8A	979.7147
CP110	843.685	CP110	955.9429
removed	removed	CPA1	33.5975
removed	removed	CPA2	10.1426
CPA3	436.5527	CPA3	995.5626
CPA4	23.7741	CPA4	51.664
CPAMD8	764.636	CPAMD8	584.1521
CPB1	19396.1367	CPB1	25.3566
CPD	3026.1516	CPD	3813.6292
CPEB1	6.5379	CPEB1	90.3328
CPEB2	890.0446	CPEB2	1093.8193
CPEB3	366.7162	CPEB3	299.5246
CPEB4	842.4963	CPEB4	1114.4216
CPE	2115.6018	CPE	4577.813
CPLX1	30.0149	CPLX1	65.2932
CPLX2	6.5379	removed	removed
CPM	197.3254	CPM	2357.8447
CPNE1	1076.6241	CPNE1	1100.8811
CPNE2	353.3432	CPNE2	804.4374
CPNE3	4276.3744	CPNE3	3847.5436
CPNE4	23.7741	removed	removed
CPNE5	55.5721	CPNE5	123.9303
CPNE7	281.4264	CPNE7	41.8384
CPNE8	80.2377	CPNE8	304.2789
CPOX	822.2883	CPOX	325.832
CPPED1	156.315	CPPED1	529.3185
CPS1	393.4621	CPS1	176.2282
CPSF1	2405.6464	CPSF1	1305.5468
CPSF2	1669.5394	CPSF2	1013.9461
CPSF3L	836.948	CPSF3L	1225.9905
CPSF3	811.5899	CPSF3	636.1331
CPSF4	489.4502	CPSF4	367.0365
CPSF6	2651.7088	CPSF6	1864.0254
CPSF7	1302.8232	CPSF7	2448.1775
CPT1A	2595.8395	CPT1A	2984.1521
CPT1B	123.6315	CPT1B	367.8447
CPT1C	24.9629	CPT1C	45.0079
CPT2	1451.1144	CPT2	594.2948
CPVL	183.0609	CPVL	432.3296
CPXM1	369.0936	CPXM1	275.7528
CPXM2	266.5676	CPXM2	1016.1648
CPZ	227.1322	CPZ	152.4564
CP	18.9896	CP	188.6593
CR1	25.26	CR1	19.9683
CR2	8.6181	CR2	16.7987
CRABP1	18.1278	CRABP1	369.2552
CRABP2	14014.5617	CRABP2	2052.6149
CRADD	234.4725	CRADD	156.5769
