gene_id	TCGA-BH-A18V-01A-11R-A12D-07	gene_id	TCGA-BH-A18V-11A-52R-A12D-07
HRH1	160.0795	HRH1	181.5319
HRH2	42.0913	HRH2	12.2326
removed	removed	HRNR	14.1898
HRSP12	349.6561	HRSP12	348.874
HR	2452.233	HR	606.2482
HS1BP3	446.7644	HS1BP3	653.7107
HS2ST1	585.964	HS2ST1	596.9514
HS3ST1	158.091	HS3ST1	192.2966
HS3ST2	5.3028	HS3ST2	52.8449
HS3ST3A1	59.657	HS3ST3A1	5.3823
HS3ST3B1	32.1485	removed	removed
removed	removed	HS3ST4	242.695
HS3ST6	10.2743	HS3ST6	5.3823
HS6ST1	2379.9818	HS6ST1	1459.5951
HS6ST2	291.3249	HS6ST2	84.6497
removed	removed	HS6ST3	8.8075
HSBP1L1	57.337	HSBP1L1	315.6013
HSBP1	2724.0036	HSBP1	2780.717
HSCB	58.6627	HSCB	489.7937
HSD11B1L	162.3995	HSD11B1L	228.5052
HSD11B1	33.1428	HSD11B1	231.441
HSD11B2	107.3826	HSD11B2	210.4009
HSD17B10	1020.1342	HSD17B10	1888.2257
HSD17B11	292.3192	HSD17B11	682.5797
HSD17B12	2641.8096	HSD17B12	1217.8787
removed	removed	HSD17B13	64.5882
HSD17B14	46.0684	HSD17B14	222.6335
HSD17B1	11.9148	HSD17B1	97.4205
HSD17B2	320.1591	HSD17B2	441.8419
removed	removed	HSD17B3	22.0187
HSD17B4	1165.9624	HSD17B4	2156.3646
HSD17B6	46.0684	HSD17B6	8.3182
HSD17B7P2	28.5028	HSD17B7P2	54.8021
HSD17B7	249.8964	HSD17B7	287.2217
HSD17B8	129.5882	HSD17B8	563.6787
removed	removed	HSD3B2	40.6123
HSD3B7	528.9585	HSD3B7	659.093
HSDL1	582.9812	HSDL1	751.5716
HSDL2	495.8157	HSDL2	1268.277
HSF1	2507.8532	HSF1	2056.1501
HSF2BP	164.3881	HSF2BP	16.147
HSF2	303.2563	HSF2	297.9864
HSF4	74.263	HSF4	327.33
HSFX2	11.6	HSFX2	54.3128
HSH2D	94.7883	HSH2D	124.2833
HSN2	44.0799	removed	removed
HSP90AA1	76750.0207	HSP90AA1	19948.4518
HSP90AB1	52550.8327	HSP90AB1	33323.588
HSP90AB2P	120.3082	HSP90AB2P	23.4866
removed	removed	HSP90AB4P	5.3823
HSP90B1	13793.0234	HSP90B1	11140.9723
HSPA12A	86.1712	HSPA12A	274.4998
HSPA12B	67.6112	HSPA12B	780.4405
HSPA13	1035.7113	HSPA13	327.3447
HSPA14	859.7233	HSPA14	160.0025
HSPA1A	15640.928	HSPA1A	16730.0226
HSPA1B	4143.1767	HSPA1B	2564.9338
HSPA1L	57.9998	HSPA1L	94.4504
HSPA2	423.5645	HSPA2	494.1975
HSPA4L	113.6797	HSPA4L	81.7138
HSPA4	2410.1417	HSPA4	1669.0174
HSPA5	19927.0859	HSPA5	13291.9545
HSPA6	262.4907	HSPA6	161.9598
HSPA7	88.4912	HSPA7	157.0667
HSPA8	32756.6493	HSPA8	21885.1187
HSPA9	6120.4739	HSPA9	4718.8518
HSPB11	250.8907	HSPB11	427.6521
HSPB1	2993.1229	HSPB1	6325.7275
HSPB2	171.6663	HSPB2	614.5663
HSPB3	477.5872	removed	removed
HSPB6	73.2455	HSPB6	4758.4855
HSPB7	18.2285	HSPB7	1469.3812
HSPB8	183.6109	HSPB8	1478.1886
HSPBAP1	143.1767	HSPBAP1	226.0586
HSPBP1	400.696	HSPBP1	858.2399
HSPC157	249.2336	HSPC157	534.3204
HSPC159	614.1354	HSPC159	394.8687
HSPD1	15865.4404	HSPD1	8106.7956
HSPE1	2749.5236	HSPE1	941.911
HSPG2	5098.2086	HSPG2	3978.0107
HSPH1	7874.7204	HSPH1	1912.691
HTATIP2	905.4603	HTATIP2	597.4407
HTATSF1	2002.4857	HTATSF1	2756.2518
HTR1D	42.4227	removed	removed
HTR2B	7.6228	HTR2B	31.8048
HTR7P1	96.7769	HTR7P1	178.1068
HTR7	11.2685	HTR7	22.0187
HTRA1	1654.8181	HTRA1	10588.0583
HTRA2	416.2168	HTRA2	1031.4244
HTRA3	1399.6189	HTRA3	4470.2852
HTRA4	10.2743	removed	removed
HTT	1907.6974	HTT	1393.539
HUNK	44.0799	HUNK	411.505
HUS1	423.8959	HUS1	184.4678
HUWE1	14304.0848	HUWE1	3209.3477
HVCN1	103.7368	HVCN1	122.8154
HYAL1	146.8224	HYAL1	208.933
HYAL2	816.9691	HYAL2	994.2666
HYAL3	225.0626	HYAL3	80.3683
HYAL4	14.2514	removed	removed
HYDIN	6.96	HYDIN	29.8476
HYI	66.1695	HYI	850.9102
HYLS1	197.1994	HYLS1	100.3074
HYOU1	4110.034	HYOU1	1936.1776
IAH1	423.8959	IAH1	624.8417
IARS2	4160.0795	IARS2	2195.5089
IARS	5332.0076	IARS	1104.3601
IBSP	43.0856	removed	removed
IBTK	1349.2419	IBTK	759.8898
ICA1L	19.8857	ICA1L	106.6684
ICA1	283.3706	ICA1	1090.6595
ICAM1	9537.1613	ICAM1	706.5556
ICAM2	161.107	ICAM2	776.9616
ICAM3	206.4794	ICAM3	493.2189
ICAM4	20.8799	ICAM4	17.1257
ICAM5	307.2334	ICAM5	33.762
ICK	1071.5055	ICK	561.7215
ICMT	2832.3805	ICMT	1341.6727
ICOSLG	787.1406	ICOSLG	288.2003
ICOS	67.9427	removed	removed
ICT1	381.1418	ICT1	538.2349
ID1	86.834	ID1	662.5182
removed	removed	ID2B	6.361
ID2	522.6614	ID2	1207.114
ID3	362.9132	ID3	966.8655
ID4	1053.277	ID4	2766.5272
IDE	975.7229	IDE	91.0106
IDH1	2631.5353	IDH1	2640.7759
IDH2	10970.5858	IDH2	2718.086
IDH3A	609.8268	IDH3A	752.5502
IDH3B	584.3069	IDH3B	2306.581
IDH3G	765.9292	IDH3G	1578.9854
IDI1	3023.5479	IDI1	1192.3272
IDI2	56.6741	IDI2	134.0694
IDO1	929.6545	IDO1	45.016
IDS	1586.9152	IDS	2051.5164
IDUA	55.0037	IDUA	384.5786
IER2	1497.39	IER2	11499.1431
IER3IP1	1105.6426	IER3IP1	1006.0099
IER3	1296.2134	IER3	3944.2829
IER5L	152.4567	IER5L	209.4223
IER5	1072.8312	IER5	854.8148
IFFO1	115.0054	IFFO1	272.0533
IFFO2	1959.0687	IFFO2	2438.2039
IFI16	1931.2288	IFI16	2040.3994
IFI27L1	89.8169	IFI27L1	122.8154
IFI27L2	298.2849	IFI27L2	573.9541
IFI27	876.9575	IFI27	1125.4002
IFI30	5031.0515	IFI30	1438.0657
IFI35	384.456	IFI35	705.0877
IFI44L	739.415	IFI44L	179.0854
IFI44	419.9188	IFI44	252.4811
IFI6	1056.5913	IFI6	729.5529
IFIH1	2891.3746	IFIH1	344.9596
IFIT1	594.5812	IFIT1	452.6066
IFIT2	539.2327	IFIT2	180.5533
IFIT3	1023.7799	IFIT3	307.7725
IFIT5	626.7296	IFIT5	349.8527
IFITM1	2361.7533	IFITM1	3295.4652
IFITM2	745.7122	IFITM2	4270.649
IFITM3	3798.8234	IFITM3	11640.0628
IFNAR1	1424.1445	IFNAR1	1999.7872
IFNAR2	616.0709	IFNAR2	393.2491
removed	removed	IFNE	8.3182
IFNGR1	1279.3106	IFNGR1	2351.1077
IFNGR2	1917.3088	IFNGR2	2144.132
IFNG	8.9485	removed	removed
IFRD1	1736.3493	IFRD1	1421.9186
IFRD2	1213.91	IFRD2	964.9083
IFT122	821.9405	IFT122	1113.6569
IFT140	384.1246	IFT140	712.9165
IFT172	422.5702	IFT172	858.7293
IFT20	312.4169	IFT20	618.8575
IFT27	177.3138	IFT27	710.47
IFT46	237.6336	IFT46	939.4645
IFT52	784.1578	IFT52	639.5209
IFT57	270.4449	IFT57	992.3094
IFT74	246.2507	IFT74	401.2296
IFT80	765.8961	IFT80	348.9572
IFT81	145.4967	IFT81	202.572
IFT88	108.7083	IFT88	440.8633
IGBP1	631.0382	IGBP1	2928.4869
removed	removed	IGDCC3	36.2085
IGDCC4	476.5929	IGDCC4	72.4171
IGF1R	3337.1448	IGF1R	2268.9046
IGF1	222.3879	IGF1	1068.6408
removed	removed	IGF2AS	18.1043
IGF2BP1	184.2738	removed	removed
IGF2BP2	1462.9215	IGF2BP2	153.6416
IGF2BP3	773.5521	removed	removed
IGF2R	3340.7905	IGF2R	1753.1777
IGF2	323.238	IGF2	7726.5229
removed	removed	IGFALS	24.4652
removed	removed	IGFBP1	90.032
IGFBP2	54.0227	IGFBP2	4425.7585
IGFBP3	6427.3759	IGFBP3	4259.395
IGFBP4	4669.4838	IGFBP4	31962.8324
IGFBP5	6088.6569	IGFBP5	8289.3061
IGFBP6	51.7027	IGFBP6	3592.9623
IGFBP7	4731.4608	IGFBP7	3944.2829
IGFBPL1	7.6228	removed	removed
IGFL1	13.2571	removed	removed
removed	removed	IGFN1	15.6577
IGHMBP2	330.1019	IGHMBP2	479.5183
IGJ	795.4263	IGJ	20699.5341
IGLON5	8.2857	removed	removed
IGSF10	33.4742	IGSF10	327.3447
IGSF11	25.5199	removed	removed
IGSF1	141.851	IGSF1	656.6465
IGSF21	41.4285	IGSF21	141.8983
IGSF22	5.0046	IGSF22	43.4796
IGSF3	1153.6996	IGSF3	1028.5179
removed	removed	IGSF5	18.5936
IGSF6	110.034	IGSF6	45.9946
IGSF8	709.918	IGSF8	1445.4052
IGSF9B	10.9371	removed	removed
IGSF9	1088.4083	IGSF9	282.3286
IKBIP	518.3528	IKBIP	481.9649
IKBKAP	1672.7152	IKBKAP	793.6518
IKBKB	533.267	IKBKB	1401.8572
IKBKE	939.9287	IKBKE	272.5426
IKBKG	404.3417	IKBKG	471.6895
IKZF1	508.0785	IKZF1	162.4491
IKZF2	298.9477	IKZF2	116.4545
IKZF3	47.7256	removed	removed
IKZF4	157.7595	IKZF4	156.0881
IKZF5	290.662	IKZF5	435.4809
IK	1058.5798	IK	2714.1716
IL10RA	791.1177	IL10RA	491.7509
IL10RB	1213.2306	IL10RB	1023.8352
IL10	16.5714	IL10	6.361
IL11RA	111.6911	IL11RA	974.2051
IL11	19.8857	IL11	11.254
IL12A	5.3028	IL12A	31.8048
IL12B	7.6228	removed	removed
IL12RB1	93.794	IL12RB1	26.4224
IL12RB2	94.1254	IL12RB2	10.2754
IL13RA1	2193.7194	IL13RA1	2656.4337
IL15RA	660.8667	IL15RA	359.1494
IL15	88.4912	IL15	61.6524
IL16	308.5591	IL16	518.6627
removed	removed	IL17B	115.9651
IL17D	11.0597	IL17D	37.9847
IL17RA	395.0617	IL17RA	199.6362
IL17RB	283.0392	IL17RB	654.2
IL17RC	584.9698	IL17RC	1156.2263
IL17RD	518.6842	IL17RD	1321.1219
IL17REL	43.7484	removed	removed
IL17RE	123.9539	IL17RE	473.1574
IL18BP	502.9182	IL18BP	274.3089
IL18R1	64.297	IL18R1	47.4625
IL18RAP	16.5714	IL18RAP	18.5936
IL18	190.5709	IL18	113.0293
IL1B	171.0167	IL1B	122.8154
IL1F5	11.9314	removed	removed
IL1F9	7.9543	removed	removed
IL1R1	991.3	IL1R1	1328.4615
IL1R2	38.1142	IL1R2	25.9331
IL1RAP	402.0217	IL1RAP	91.9892
IL1RL2	44.4113	IL1RL2	39.1444
IL1RN	321.1534	IL1RN	118.4117
IL20RA	90.8112	IL20RA	993.288
IL20RB	102.7426	IL20RB	24.4652
removed	removed	IL20	15.1684
removed	removed	IL21R	12.8002
IL22RA1	39.1085	IL22RA1	42.0802
removed	removed	IL22RA2	30.3369
IL23A	7.6228	IL23A	10.7647
IL27RA	2068.7712	IL27RA	724.6598
IL28RA	208.1365	IL28RA	148.7485
IL2RA	93.4626	IL2RA	13.7005
IL2RB	526.9699	IL2RB	125.7512
IL2RG	605.5183	IL2RG	409.5478
IL32	5483.1386	IL32	670.8364
IL33	84.514	IL33	684.0476
IL34	920.3745	IL34	841.1143
IL3RA	192.228	IL3RA	210.4009
IL4I1	477.2591	IL4I1	72.3486
IL4R	742.7293	IL4R	1829.9985
IL6R	133.2339	IL6R	87.0962
IL6ST	825.9176	IL6ST	26.9117
IL6	98.434	IL6	996.2238
IL7R	301.9306	IL7R	9.2968
IL7	93.4626	IL7	18.5936
IL8	374.1818	IL8	25.9331
IL9R	5.6343	removed	removed
ILDR1	176.3195	ILDR1	174.6817
ILDR2	6.2971	removed	removed
ILF2	15097.1912	ILF2	3769.1119
ILF3	7308.3105	ILF3	4174.7453
ILKAP	259.1764	ILKAP	695.7909
ILK	4382.4675	ILK	3426.5988
ILVBL	618.1125	ILVBL	1517.333
IMMP1L	83.7551	IMMP1L	96.6523
IMMP2L	46.3999	IMMP2L	275.4784
IMMT	3129.0082	IMMT	1853.9744
IMP3	757.3121	IMP3	1349.5016
IMP4	863.369	IMP4	637.5637
IMPA1	370.2047	IMPA1	182.0212
IMPA2	345.0162	IMPA2	583.2509
IMPACT	575.6898	IMPACT	652.2428
IMPAD1	3632.7782	IMPAD1	1390.1138
removed	removed	IMPDH1	1028.5179
IMPDH2	3053.1113	IMPDH2	10040.0373
INADL	2788.9635	INADL	1457.6379
INA	192.8909	removed	removed
INCA1	16.24	INCA1	31.3155
INCENP	1284.282	INCENP	89.0534
INE1	23.1999	INE1	25.9331
removed	removed	INE2	70.0195
INF2	2838.3462	INF2	2063.886
ING1	597.0735	ING1	360.451
ING2	99.7597	ING2	348.874
ING3	255.1993	ING3	255.4169
ING4	642.3067	ING4	1409.1967
ING5	237.3022	ING5	894.4485
INHA	38.4456	INHA	19.5722
INHBA	828.2376	INHBA	10.7647
INHBB	490.5129	INHBB	2174.4688
INHBE	23.5314	removed	removed
INMT	16.24	INMT	501.537
INO80B	118.2401	INO80B	395.5243
INO80C	81.1998	INO80C	332.2377
INO80D	793.978	INO80D	586.3433
INO80E	422.9016	INO80E	1052.9195
INO80	1460.6015	INO80	647.3497
INPP1	144.5024	INPP1	661.5396
INPP4A	784.1578	INPP4A	382.6361
INPP4B	32.1485	INPP4B	191.8073
INPP5A	639.6553	INPP5A	592.5476
INPP5B	922.3631	INPP5B	769.1865
INPP5D	511.0614	INPP5D	639.0316
INPP5E	335.7362	INPP5E	454.5638
INPP5F	329.4391	INPP5F	459.4568
INPP5J	49.3827	INPP5J	413.4622
INPP5K	654.5696	INPP5K	1804.0654
INPPL1	2529.4556	INPPL1	2005.6588
INSIG1	1032.7285	INSIG1	1004.542
INSIG2	613.4725	INSIG2	632.6706
removed	removed	INSL3	12.2326
INSL6	23.8628	removed	removed
INSR	4854.7518	INSR	2033.0599
INTS10	956.5001	INTS10	962.9511
INTS12	581.6555	INTS12	644.4139
INTS1	1782.7492	INTS1	2061.9288
INTS2	344.3533	INTS2	210.8902
INTS3	4297.622	INTS3	2659.3695
INTS4L1	21.2114	INTS4L1	21.0401
INTS4L2	10.2743	INTS4L2	6.8503
INTS4	725.4951	INTS4	589.1225
INTS5	758.3064	INTS5	790.2266
INTS6	1578.2583	INTS6	516.2162
INTS7	1032.0656	INTS7	170.2779
INTS8	931.769	INTS8	625.331
INTS9	303.9191	INTS9	418.8446
INTU	45.4056	INTU	153.6416
INVS	282.3763	INVS	120.8582
IP6K1	1406.2474	IP6K1	1124.9109
IP6K2	1078.4655	IP6K2	3182.4359
IPCEF1	67.9427	IPCEF1	80.2459
IPMK	82.8569	removed	removed
IPO11	572.3788	IPO11	456.1247
IPO13	711.5751	IPO13	757.4432
IPO4	743.0872	IPO4	1234.1725
IPO5	8590.604	IPO5	2905.9789
IPO7	3884.9946	IPO7	1473.2956
IPO8	2097.6054	IPO8	1132.7397
IPO9	2531.4442	IPO9	988.3949
IPPK	344.3666	IPPK	432.2026
IPP	259.8393	IPP	111.0721
IPW	62.9779	IPW	395.1231
IQCA1	61.977	IQCA1	182.9999
IQCB1	967.4372	IQCB1	671.3257
IQCC	75.5655	IQCC	159.5132
IQCD	9.9428	IQCD	24.4652
IQCE	300.2734	IQCE	814.2026
IQCG	1708.178	IQCG	312.1762
IQCH	55.9085	IQCH	26.9117
IQCK	383.7932	IQCK	458.9675
IQGAP1	25182.8652	IQGAP1	3903.6706
IQGAP2	291.3249	IQGAP2	925.764
IQGAP3	4594.9126	IQGAP3	6.361
IQSEC1	1024.7742	IQSEC1	1637.7019
IQSEC2	363.2447	IQSEC2	423.7376
IQSEC3	17.5657	IQSEC3	25.4438
removed	removed	IQUB	17.615
IRAK1BP1	42.8735	IRAK1BP1	29.6421
IRAK1	9301.8477	IRAK1	1983.6401
IRAK2	172.0109	IRAK2	77.3101
IRAK3	190.2395	IRAK3	156.5774
IRAK4	323.8048	IRAK4	441.3526
IREB2	1927.2516	IREB2	834.7533
IRF1	2401.0075	IRF1	946.7747
IRF2BP1	349.9876	IRF2BP1	919.8923
IRF2BP2	4230.3422	IRF2BP2	7056.7483
IRF2	853.0947	IRF2	806.863
IRF3	627.303	IRF3	1865.3948
IRF4	107.0511	IRF4	171.7459
IRF5	1017.4828	IRF5	215.2939
IRF6	3731.2122	IRF6	913.5313
IRF7	302.5934	IRF7	513.2803
IRF8	409.6445	IRF8	328.3233
IRF9	915.3733	IRF9	801.4806
IRGQ	731.4608	IRGQ	975.1837
IRS1	431.5188	IRS1	1688.1002
IRS2	1159.0024	IRS2	1950.8567
IRX1	5.6343	IRX1	1210.5391
IRX2	423.2331	IRX2	1973.3647
IRX3	581.6555	IRX3	1800.6403
IRX4	54.6856	IRX4	134.0694
IRX5	259.5078	IRX5	866.5581
IRX6	10.6057	IRX6	162.4491
ISCA1P1	31.4856	ISCA1P1	58.2272
ISCA1	308.5591	ISCA1	770.6545
ISCA2	231.0051	ISCA2	395.8473
ISCU	474.6044	ISCU	2304.6238
ISG15	855.7461	ISG15	425.2055
ISG20L2	2388.5989	ISG20L2	712.9165
ISG20	265.4735	ISG20	381.1681
ISL1	5.3028	removed	removed
ISLR2	8.2857	ISLR2	147.2806
ISLR	5321.7334	ISLR	5727.3082
ISM1	23.5314	ISM1	1147.9082
ISOC1	360.9247	ISOC1	608.6947
ISOC2	314.1934	ISOC2	663.0075
ISPD	52.697	ISPD	40.123
ISY1	1228.2708	ISY1	852.3977
ISYNA1	851.769	ISYNA1	1205.6461
ITCH	1531.1956	ITCH	579.8257
ITFG1	1074.1569	ITFG1	753.5288
ITFG2	390.4217	ITFG2	507.898
ITFG3	1457.3304	ITFG3	2384.904
ITGA10	12.2628	ITGA10	314.6227
ITGA11	515.7014	ITGA11	417.866
ITGA1	588.284	ITGA1	160.0025
removed	removed	ITGA2B	10.7647
ITGA2	527.3014	ITGA2	523.0664
ITGA3	370.5361	ITGA3	2778.2705
ITGA4	494.6027	ITGA4	68.4977
ITGA5	2766.4264	ITGA5	2052.1427
ITGA6	960.1458	ITGA6	2275.7548
ITGA7	68.6055	ITGA7	1630.3623
ITGA8	6.2971	removed	removed
ITGA9	747.7007	ITGA9	50.3984
ITGAE	256.1936	ITGAE	334.6842
ITGAL	397.3817	ITGAL	241.7164
ITGAM	887.5632	ITGAM	228.5052
ITGAV	17070.8427	ITGAV	678.1759
ITGAX	572.0441	ITGAX	175.171
ITGB1BP1	573.3698	ITGB1BP1	1712.0762
ITGB1	11922.7774	ITGB1	7186.9033
ITGB2	3558.9328	ITGB2	1301.5497
ITGB3BP	331.7591	ITGB3BP	341.5345
ITGB3	233.325	ITGB3	37.8819
ITGB4	289.9992	ITGB4	5273.723
ITGB5	3073.9912	ITGB5	4663.0711
ITGB6	1321.0705	ITGB6	1204.1782
ITGB7	282.3763	ITGB7	111.0721
ITGB8	893.8603	ITGB8	461.4141
ITGBL1	166.0452	ITGBL1	404.6548
removed	removed	ITIH2	342.0238
removed	removed	ITIH3	37.1871
ITIH4	24.8571	ITIH4	136.5159
removed	removed	ITIH5L	33.2727
ITIH5	155.1081	ITIH5	3971.684
ITK	99.7597	ITK	33.2727
removed	removed	ITLN1	46.4839
ITM2A	118.6511	ITM2A	1170.4162
ITM2B	6763.775	ITM2B	16824.2431
ITM2C	2364.0732	ITM2C	2157.8325
ITPA	266.7992	ITPA	1153.2905
ITPK1	795.7577	ITPK1	1963.5786
ITPKB	553.1527	ITPKB	1530.5442
ITPKC	1272.6821	ITPKC	1533.48
ITPR1	558.787	ITPR1	990.3521
ITPR2	14164.5538	ITPR2	1585.3463
ITPR3	7218.0098	ITPR3	647.4085
ITPRIPL1	296.6277	ITPRIPL1	69.4812
ITPRIPL2	1052.6141	ITPRIPL2	895.4271
ITPRIP	1163.311	ITPRIP	895.9164
ITSN1	295.302	ITSN1	1057.8761
ITSN2	1621.0125	ITSN2	599.8872
IVD	857.7347	IVD	1807.4905
IVL	6.6286	removed	removed
IVNS1ABP	2534.0956	IVNS1ABP	2096.6694
IWS1	1686.3038	IWS1	1187.0525
removed	removed	IYD	8.8075
JAG1	3474.6872	JAG1	1186.0739
JAG2	616.124	JAG2	1286.3813
JAGN1	441.1302	JAGN1	1059.8334
JAK1	3032.5628	JAK1	4030.4005
JAK2	556.7984	JAK2	188.8715
JAK3	401.3589	JAK3	233.8875
JAKMIP1	5.9657	JAKMIP1	7.8289
JAKMIP2	8.806	removed	removed
JAKMIP3	19.5542	JAKMIP3	36.2085
JAM2	62.3084	JAM2	460.4355
JAM3	197.1994	JAM3	1240.876
JARID2	440.4673	JARID2	615.545
JAZF1	353.3018	JAZF1	490.7723
JDP2	1247.1622	JDP2	1178.7343
JHDM1D	1395.6417	JHDM1D	619.9487
JKAMP	486.5358	JKAMP	673.7722
JMJD1C	2266.7992	JMJD1C	1141.0579
JMJD4	710.2129	JMJD4	640.5827
JMJD5	40.7656	JMJD5	117.4331
JMJD6	419.5874	JMJD6	956.1008
JMJD7-PLA2G4B	436.4902	JMJD7-PLA2G4B	867.5367
JMJD8	1132.1303	JMJD8	2345.926
JMY	475.5986	JMY	469.7322
JOSD1	3957.5773	JOSD1	1489.4426
JOSD2	72.9141	JOSD2	241.7164
JPH1	191.2337	JPH1	56.27
JPH2	593.2554	JPH2	296.5185
removed	removed	JPH3	11.7433
removed	removed	JPH4	46.9732
JRKL	469.3015	JRKL	239.7592
JRK	847.129	JRK	510.3445
removed	removed	JSRP1	72.4171
JTB	5879.8575	JTB	3066.9601
JUB	302.9248	JUB	423.2483
JUNB	1787.3892	JUNB	9873.1845
JUND	627.0611	JUND	11103.7851
JUN	3330.1848	JUN	18756.5062
JUP	14638.4953	JUP	10751.486
KAAG1	8.7066	removed	removed
KAL1	450.4101	KAL1	214.8046
KALRN	97.4397	KALRN	313.6441
KANK1	1593.504	KANK1	1307.9107
KANK2	419.2559	KANK2	1766.8783
KANK3	22.5371	KANK3	491.7509
KANK4	463.3358	KANK4	257.8634
KARS	6017.7314	KARS	3961.4086
KAT2A	860.3861	KAT2A	1822.659
KAT2B	257.8507	KAT2B	415.4195
KAT5	774.0558	KAT5	1685.4384
KATNA1	295.6334	KATNA1	585.2081
KATNAL1	211.4508	KATNAL1	332.2377
KATNAL2	55.6798	KATNAL2	86.1176
KATNB1	432.1816	KATNB1	302.3901
KAZALD1	60.6844	KAZALD1	91.0644
KAZ	689.28	KAZ	737.8075
removed	removed	KBTBD10	24.9545
KBTBD11	58.9941	KBTBD11	97.3716
removed	removed	KBTBD12	6.8503
KBTBD2	1364.4875	KBTBD2	1015.3067
KBTBD3	18.2285	KBTBD3	188.8715
KBTBD4	319.6387	KBTBD4	192.1988
KBTBD6	514.0442	KBTBD6	516.7055
KBTBD7	314.8562	KBTBD7	44.0374
KBTBD8	59.657	KBTBD8	13.2112
KCMF1	2717.7065	KCMF1	1125.4002
KCNA1	5.9657	KCNA1	102.7539
KCNA3	20.8799	KCNA3	21.5294
removed	removed	KCNA5	8.3182
removed	removed	KCNA6	63.6096
KCNAB1	39.4399	KCNAB1	126.2405
KCNAB2	404.0103	KCNAB2	101.7753
removed	removed	KCNAB3	14.1898
KCNB1	8.6171	KCNB1	11.254
removed	removed	KCNB2	19.5722
removed	removed	KCNC2	70.4598
KCNC3	595.9069	KCNC3	114.4972
KCNC4	140.1939	KCNC4	389.9756
KCND1	50.0456	KCND1	101.7753
KCND2	44.4113	KCND2	28.869
KCND3	12.9257	KCND3	6.361
KCNE1L	17.5657	KCNE1L	9.7861
removed	removed	KCNE1	233.8875
KCNE2	9.6114	KCNE2	12.7219
KCNE3	137.211	KCNE3	97.3716
KCNE4	95.1197	KCNE4	132.6015
removed	removed	KCNF1	41.1016
KCNG1	197.8623	KCNG1	30.8262
KCNG3	16.24	removed	removed
KCNH2	607.8383	KCNH2	31.8048
removed	removed	KCNH3	129.6657
KCNH8	30.4913	KCNH8	61.1631
removed	removed	KCNIP1	35.7192
KCNIP2	29.1656	KCNIP2	1711.0975
KCNIP3	266.4678	KCNIP3	162.4491
KCNIP4	8.9485	KCNIP4	16.147
KCNJ10	91.1426	removed	removed
KCNJ11	9.6114	KCNJ11	180.064
KCNJ12	20.5485	KCNJ12	79.2673
removed	removed	KCNJ13	7.8289
KCNJ14	32.1485	KCNJ14	73.885
KCNJ15	87.4969	KCNJ15	41.5909
removed	removed	KCNJ16	140.4304
KCNJ2	114.0111	KCNJ2	121.8368
KCNJ5	54.6856	KCNJ5	20.5508
KCNJ6	6.2971	removed	removed
KCNJ8	175.6566	KCNJ8	339.5773
KCNK13	54.0227	KCNK13	61.6524
KCNK15	6.2971	KCNK15	15.1684
KCNK17	38.777	KCNK17	36.2085
KCNK1	582.6498	KCNK1	182.9999
KCNK2	39.7713	KCNK2	168.3207
KCNK3	10.2743	KCNK3	116.9438
KCNK5	2332.5876	KCNK5	201.5934
KCNK6	343.359	KCNK6	530.406
KCNK7	28.5028	KCNK7	24.9545
KCNK9	16.5714	removed	removed
KCNMA1	135.5539	KCNMA1	555.8498
KCNMB1	660.2038	KCNMB1	1075.9804
KCNMB2	5.6343	KCNMB2	16.147
KCNMB3	134.2282	KCNMB3	91.0106
KCNMB4	12.9257	KCNMB4	129.1764
removed	removed	KCNN1	7.3396
KCNN2	6.2971	KCNN2	19.5722
KCNN3	31.4856	KCNN3	29.3583
KCNN4	358.9361	KCNN4	3027.8157
KCNQ1OT1	14.9142	KCNQ1OT1	135.5373
KCNQ1	40.4342	KCNQ1	301.9008
KCNQ3	7.9543	KCNQ3	6.361
KCNQ4	26.8456	KCNQ4	6.361
KCNQ5	28.5028	KCNQ5	19.0829
KCNRG	8.3553	KCNRG	5.5683
KCNS1	35.4628	KCNS1	43.0588
KCNS3	121.3025	KCNS3	338.1094
KCNT1	6.2971	removed	removed
KCNT2	48.3884	KCNT2	9.2968
KCNV1	11.6	removed	removed
KCTD10	1348.9104	KCTD10	1812.8729
KCTD11	428.8673	KCTD11	706.0663
KCTD12	1998.5086	KCTD12	3131.5483
KCTD13	188.5823	KCTD13	457.4996
KCTD14	53.0284	KCTD14	1103.3815
KCTD15	231.3365	KCTD15	531.3846
KCTD17	126.2739	KCTD17	224.1014
KCTD18	652.2496	KCTD18	386.5505
KCTD19	6.6286	removed	removed
KCTD1	611.484	KCTD1	974.6944
KCTD20	4378.8218	KCTD20	715.3631
KCTD21	255.8621	KCTD21	366.9783
KCTD2	842.8204	KCTD2	1675.8676
KCTD3	1588.864	KCTD3	1869.6322
KCTD5	1404.5903	KCTD5	616.0343
KCTD6	110.6968	KCTD6	273.0319
KCTD7	676.6029	KCTD7	450.1601
KCTD9	2469.4672	KCTD9	988.3949
KDELC1	325.7934	KDELC1	142.3876
KDELC2	1073.1626	KDELC2	564.168
KDELR1	3197.9451	KDELR1	5220.8781
KDELR2	8777.5292	KDELR2	4183.0635
KDELR3	2363.4104	KDELR3	294.072
KDM1A	2149.3081	KDM1A	1550.6057
KDM1B	893.5289	KDM1B	346.9168
KDM2A	5578.5898	KDM2A	3106.1044
KDM2B	1120.1326	KDM2B	617.6832
