gene_id	TCGA-BH-A18V-01A-11R-A12D-07	gene_id	TCGA-BH-A18V-11A-52R-A12D-07
EEF2	20634.021	EEF2	79783.5317
EEFSEC	452.2794	EEFSEC	588.095
EEPD1	77.8855	EEPD1	818.117
EFCAB10	6.4595	EFCAB10	5.4411
removed	removed	EFCAB1	150.7058
EFCAB2	32.4799	EFCAB2	107.647
EFCAB4A	276.4106	EFCAB4A	3337.5454
EFCAB4B	141.851	EFCAB4B	123.794
removed	removed	EFCAB5	8.3182
removed	removed	EFCAB6	86.1176
EFCAB7	101.4169	EFCAB7	149.7272
EFEMP1	2763.775	EFEMP1	3625.7457
EFEMP2	1368.4647	EFEMP2	2356.9794
EFHA1	705.9408	EFHA1	1036.3468
EFHA2	32.4799	EFHA2	49.4197
removed	removed	EFHB	16.147
EFHC1	251.5536	EFHC1	590.1011
EFHC2	79.2112	removed	removed
EFHD1	8260.5021	EFHD1	6412.8237
EFHD2	944.9002	EFHD2	1172.8627
EFNA1	5456.6244	EFNA1	2761.6341
EFNA3	727.4836	EFNA3	303.858
EFNA4	1040.6827	EFNA4	497.6226
EFNA5	1929.5716	EFNA5	694.8123
EFNB1	439.8045	EFNB1	862.1544
EFNB2	1004.5571	EFNB2	1054.451
EFNB3	14.9142	EFNB3	497.1333
EFR3A	4020.5485	EFR3A	656.1572
EFR3B	68.9369	EFR3B	82.6924
EFS	835.529	EFS	1211.5177
EFTUD1	850.4433	EFTUD1	590.5904
EFTUD2	2818.7919	EFTUD2	1694.7107
EGFL6	196.5366	EGFL6	54.8021
EGFL7	241.9422	EGFL7	1515.3758
EGFL8	19.2957	EGFL8	367.5312
EGFLAM	97.1083	EGFLAM	473.6467
EGFR	4101.3705	EGFR	262.2672
EGF	49.0513	EGF	567.5931
EGLN1	1026.7628	EGLN1	539.2135
EGLN2	1173.5852	EGLN2	2155.0288
EGLN3	219.0737	EGLN3	322.4516
EGOT	35.1313	EGOT	34.7406
EGR1	1409.8931	EGR1	54198.7824
EGR2	280.0563	EGR2	3452.532
EGR3	127.5996	EGR3	3406.048
removed	removed	EGR4	7.8289
EHBP1L1	2767.7521	EHBP1L1	953.6543
EHBP1	940.9031	EHBP1	1019.2211
EHD1	2869.1689	EHD1	1162.098
EHD2	880.2718	EHD2	5383.8165
EHD3	201.8394	EHD3	341.0452
EHD4	1791.6977	EHD4	1012.3708
EHF	3845.2233	EHF	522.5771
EHHADH	464.6615	EHHADH	177.6175
EHMT1	1284.9449	EHMT1	1057.3868
EHMT2	1979.2858	EHMT2	1851.5279
EI24	2321.9819	EI24	2504.26
EID1	1489.4357	EID1	2982.7997
EID2B	9.6114	EID2B	78.778
EID2	183.9423	EID2	411.0157
EID3	18.8914	EID3	66.0561
EIF1AD	924.0202	EIF1AD	614.5663
EIF1AX	1858.9775	EIF1AX	2163.7041
EIF1B	557.7927	EIF1B	1521.2474
EIF1	9976.3029	EIF1	25468.2949
EIF2AK1	3980.4093	EIF2AK1	3211.0651
EIF2AK2	824.5919	EIF2AK2	112.54
EIF2AK3	1736.3493	EIF2AK3	520.6199
EIF2AK4	2514.5414	EIF2AK4	1034.3895
EIF2A	3480.6529	EIF2A	1458.6165
EIF2B1	520.0099	EIF2B1	1769.8141
EIF2B2	424.5588	EIF2B2	539.2135
EIF2B3	555.8041	EIF2B3	800.502
EIF2B4	616.4554	EIF2B4	1476.2314
EIF2B5	1565.6641	EIF2B5	1766.8783
EIF2C1	2102.9083	EIF2C1	674.7508
EIF2C2	1341.2876	EIF2C2	46.4839
EIF2C3	384.1246	EIF2C3	76.3315
EIF2C4	1201.0937	EIF2C4	174.1924
EIF2S1	1742.9779	EIF2S1	1333.8438
EIF2S2	2052.8627	EIF2S2	2005.1695
EIF2S3	5211.0365	EIF2S3	7535.288
EIF3A	5994.2	EIF3A	3770.5798
EIF3B	3805.7834	EIF3B	5135.7392
EIF3CL	14508.8143	EIF3CL	17239.6625
EIF3C	968.8557	removed	removed
EIF3D	2565.9127	EIF3D	12634.8187
EIF3E	12053.0284	EIF3E	12141.5998
EIF3F	3298.3677	EIF3F	6126.0913
EIF3G	2033.2024	EIF3G	6085.4105
EIF3H	8145.8282	EIF3H	5720.4579
EIF3I	2541.4235	EIF3I	5806.0862
EIF3J	5727.4008	EIF3J	1630.3623
EIF3K	2398.8731	EIF3K	7242.1947
EIF3L	3610.904	EIF3L	17136.4193
EIF3M	2837.9617	EIF3M	5971.7892
EIF4A1	9801.6638	EIF4A1	14387.512
EIF4A2	7970.9007	EIF4A2	9500.3346
EIF4A3	1590.8526	EIF4A3	2095.2015
EIF4B	4467.2699	EIF4B	12966.3762
EIF4E2	1755.2407	EIF4E2	1486.5068
EIF4E3	2089.9826	EIF4E3	977.1409
EIF4EBP1	1036.7056	EIF4EBP1	756.4646
EIF4EBP2	3632.4468	EIF4EBP2	4756.0389
EIF4EBP3	223.2099	EIF4EBP3	1109.5565
EIF4ENIF1	554.4784	EIF4ENIF1	700.6839
EIF4E	959.8144	EIF4E	416.3981
EIF4G1	19317.5905	EIF4G1	4729.1272
EIF4G2	18913.5802	EIF4G2	10837.6035
EIF4G3	882.9232	EIF4G3	861.1758
EIF4H	6247.4107	EIF4H	5852.5701
EIF5A2	188.2509	EIF5A2	91.9892
EIF5AL1	1605.4354	EIF5AL1	1154.7584
EIF5A	6503.9357	EIF5A	5222.8353
EIF5B	4624.4096	EIF5B	4243.7372
EIF5	5829.8119	EIF5	3140.8451
EIF6	1019.4714	EIF6	3478.9544
ELAC1	135.4114	ELAC1	195.7218
ELAC2	1450.3273	ELAC2	2062.4181
removed	removed	ELANE	7.3396
ELAVL1	2159.251	ELAVL1	1547.1806
ELAVL2	335.7362	ELAVL2	10.2754
ELF1	1866.6004	ELF1	598.9086
ELF2	646.9467	ELF2	448.2028
ELF3	7287.762	ELF3	8342.151
ELF4	1299.1963	ELF4	316.0907
ELF5	1886.1546	ELF5	2889.8319
ELFN1	24.5256	ELFN1	34.7406
ELK1	784.1578	ELK1	437.9275
ELK3	304.582	ELK3	82.6924
ELK4	251.1923	ELK4	35.7192
ELL2	752.6721	ELL2	1049.0687
ELL3	420.1409	ELL3	327.834
ELL	481.8958	ELL	604.291
ELMO1	387.1075	ELMO1	455.0531
ELMO2	969.7572	ELMO2	777.0154
ELMO3	383.1303	ELMO3	1025.0928
ELMOD2	145.8282	ELMOD2	115.9651
ELMOD3	281.3821	ELMOD3	942.8896
ELN	67.6112	ELN	2056.5465
ELOF1	556.7984	ELOF1	1684.1858
ELOVL1	1638.9096	ELOVL1	1826.0841
ELOVL2	37.7827	ELOVL2	262.2672
ELOVL3	21.8742	ELOVL3	27.401
ELOVL4	27.8399	ELOVL4	35.7192
ELOVL5	5419.8359	ELOVL5	1599.0468
ELOVL6	974.0658	ELOVL6	79.2673
ELOVL7	213.108	ELOVL7	133.0908
ELP2P	16.9028	ELP2P	18.5936
ELP2	919.7117	ELP2	2486.1557
ELP3	396.3874	ELP3	960.5046
ELP4	292.6506	ELP4	200.6148
ELTD1	475.2672	ELTD1	806.3737
EMB	502.1129	EMB	361.596
EMCN	150.7996	EMCN	721.2347
EMD	1057.2541	EMD	1416.047
EME1	258.898	EME1	20.9667
EME2	14.5828	removed	removed
EMG1	635.3004	EMG1	745.6657
EMID1	20.8799	EMID1	215.2939
EMILIN1	797.4149	EMILIN1	972.7372
EMILIN2	663.8495	EMILIN2	944.3575
EMILIN3	43.354	EMILIN3	273.5016
EML1	814.9805	EML1	197.679
EML2	446.1248	EML2	1085.9231
EML3	623.7468	EML3	1273.1701
EML4	1757.8921	EML4	865.0902
EML5	35.4628	EML5	49.9091
removed	removed	EML6	33.2727
EMP1	6795.2606	EMP1	7830.3386
EMP2	5044.6599	EMP2	4375.3601
EMP3	462.3415	EMP3	947.2934
EMR1	15.2457	EMR1	13.7005
EMR2	358.9361	EMR2	107.647
EMX2OS	29.8285	EMX2OS	50.3984
EMX2	12.2628	EMX2	27.8904
EN1	2037.2856	EN1	62.631
removed	removed	EN2	8.3182
ENAH	4767.5864	ENAH	1394.0283
ENC1	855.9914	ENC1	406.1227
ENDOD1	2274.9192	ENDOD1	1798.1937
ENDOG	142.1725	ENDOG	325.9991
removed	removed	ENDOU	15.1684
ENGASE	227.3594	ENGASE	563.6787
ENG	2820.4491	ENG	4176.6976
ENHO	54.3541	ENHO	113.0293
ENKUR	7.2914	removed	removed
ENO1	26895.3517	ENO1	19684.7167
ENO2	252.5478	ENO2	547.0423
ENO3	48.7199	ENO3	34.7406
ENOPH1	1007.8714	ENOPH1	671.3257
ENOSF1	132.2993	ENOSF1	715.593
ENOX1	47.3942	ENOX1	49.9091
ENOX2	447.0959	ENOX2	206.9758
ENPEP	418.5931	ENPEP	201.1041
ENPP1	263.8164	ENPP1	634.6278
ENPP2	10922.8602	ENPP2	1416.5363
removed	removed	ENPP3	47.4625
ENPP4	395.7246	ENPP4	253.949
ENPP5	186.9252	ENPP5	341.0452
ENPP6	18.2285	ENPP6	80.2459
ENSA	6150.9653	ENSA	4577.9321
ENTHD1	7.2914	removed	removed
ENTPD1	1576.2665	ENTPD1	1031.4537
removed	removed	ENTPD2	443.3098
ENTPD3	12.5942	ENTPD3	28.3797
ENTPD4	572.3755	ENTPD4	192.7859
ENTPD5	182.2786	ENTPD5	81.3713
ENTPD6	842.1576	ENTPD6	2729.8293
ENTPD7	796.2681	ENTPD7	81.7432
removed	removed	ENTPD8	30.3369
ENY2	1547.1042	ENY2	612.1198
EOMES	17.8971	EOMES	9.7861
EP300	3537.6585	EP300	636.585
removed	removed	EP400NL	72.9064
EP400	704.9466	EP400	1132.7397
EPAS1	1934.8745	EPAS1	5330.9716
EPB41L1	861.3804	EPB41L1	2141.6854
EPB41L2	2704.118	EPB41L2	1466.4453
EPB41L3	699.3123	EPB41L3	729.5529
EPB41L4A	78.2169	EPB41L4A	611.1412
EPB41L4B	1145.0824	EPB41L4B	806.863
EPB41L5	932.6373	EPB41L5	330.2805
EPB41	1536.3427	EPB41	935.3152
removed	removed	EPB42	9.2968
EPB49	566.7412	EPB49	1019.2211
EPC1	424.2274	EPC1	225.5693
EPC2	769.2435	EPC2	402.2082
EPCAM	5757.8921	EPCAM	4835.7956
EPDR1	748.0321	EPDR1	391.4435
EPHA10	23.5314	EPHA10	99.3288
EPHA1	131.2453	EPHA1	344.4703
EPHA2	720.5237	EPHA2	1141.0579
EPHA3	50.377	EPHA3	21.5294
EPHA4	1196.4703	EPHA4	267.1602
EPHA6	6.2971	removed	removed
removed	removed	EPHA7	40.6123
EPHB1	276.0792	EPHB1	282.3286
EPHB2	246.2507	EPHB2	80.2459
EPHB3	2382.6332	EPHB3	2679.431
EPHB4	2674.6209	EPHB4	2305.1131
EPHB6	224.3765	EPHB6	319.0265
EPHX1	395.0617	EPHX1	4756.0389
EPHX2	407.3246	EPHX2	1372.0096
EPHX3	1114.9225	EPHX3	19.5722
EPHX4	8.6171	EPHX4	22.0187
EPM2AIP1	740.7407	EPM2AIP1	1026.5607
EPM2A	65.6227	EPM2A	147.7699
EPN1	1482.4758	EPN1	2404.9312
EPN2	649.5981	EPN2	1125.4002
EPN3	321.1534	EPN3	335.6041
EPOR	26.5142	EPOR	244.3586
EPPK1	626.0668	EPPK1	156.5774
EPR1	494.7684	EPR1	9.7714
EPRS	10833.7062	EPRS	2239.5463
EPS15L1	1281.6306	EPS15L1	803.9272
EPS15	1465.2415	EPS15	1642.5949
EPS8L1	120.9711	EPS8L1	937.018
EPS8L2	1101.0026	EPS8L2	2293.8591
EPS8	368.2161	EPS8	1030.4751
EPSTI1	654.2381	EPSTI1	31.8048
EPT1	1705.4967	EPT1	333.2163
EPYC	26.1828	removed	removed
ERAL1	800.0663	ERAL1	1262.8947
ERAP1	1465.6061	ERAP1	630.3366
ERAP2	1402.6017	ERAP2	869.0046
removed	removed	ERAS	5.3823
ERBB2IP	1600.464	ERBB2IP	1215.4322
ERBB2	5209.048	ERBB2	6542.9787
ERBB3	1853.0118	ERBB3	4366.0633
removed	removed	ERBB4	319.0265
ERC1	1726.4065	ERC1	669.3684
ERC2	8.2857	ERC2	11.7433
ERCC1	1201.4251	ERCC1	1667.9898
ERCC2	320.1591	ERCC2	572.0066
ERCC3	1449.6644	ERCC3	1432.194
ERCC4	366.559	ERCC4	137.0052
ERCC5	2114.8397	ERCC5	2111.3486
ERCC6L	403.6788	removed	removed
ERCC6	580.406	ERCC6	128.8241
ERCC8	162.3995	ERCC8	67.524
EREG	28.5028	EREG	80.2459
ERF	704.2837	ERF	1043.6863
ERGIC1	2191.3995	ERGIC1	4007.8925
ERGIC2	1546.4413	ERGIC2	583.2509
ERGIC3	1971.9944	ERGIC3	6861.0265
ERG	132.2396	ERG	542.1493
ERH	1429.1159	ERH	1594.6431
ERI1	442.4559	ERI1	238.7806
ERI2	607.4273	ERI2	330.2854
ERI3	910.7631	ERI3	1003.5634
ERICH1	228.3536	ERICH1	390.4649
ERLEC1	1890.1317	ERLEC1	1686.6323
ERLIN1	1526.5556	ERLIN1	757.4432
ERLIN2	568.7298	ERLIN2	1182.6488
ERMAP	127.2682	ERMAP	229.4838
ERMN	32.1485	removed	removed
ERMP1	2248.4779	ERMP1	733.526
ERN1	153.451	ERN1	13.2112
ERN2	12.5942	removed	removed
ERO1LB	92.4683	ERO1LB	293.0933
ERO1L	1110.9454	ERO1L	214.3153
ERP27	391.416	ERP27	49.9091
ERP29	1734.3608	ERP29	5901.0113
ERP44	2482.3929	ERP44	1861.314
ERRFI1	2750.8493	ERRFI1	2106.9448
removed	removed	ERVFRDE1	11.254
ESAM	352.3076	ESAM	1139.59
ESCO1	518.0214	ESCO1	375.7858
ESCO2	244.5936	removed	removed
ESD	1641.561	ESD	3145.7381
ESF1	410.6388	ESF1	270.096
ESM1	200.8451	ESM1	24.4652
ESPL1	653.9067	ESPL1	19.0829
removed	removed	ESPNL	22.9973
ESPN	607.1754	ESPN	108.1363
ESR1	154.1138	ESR1	1729.6911
removed	removed	ESR2	10.7647
ESRP1	3267.5449	ESRP1	1364.1807
ESRP2	886.2375	ESRP2	1021.1783
ESRRA	442.4559	ESRRA	839.1571
removed	removed	ESRRB	7.8289
ESRRG	5.9657	ESRRG	67.0347
ESYT1	1290.5792	ESYT1	4098.4138
ESYT2	4461.3473	ESYT2	2315.8778
ESYT3	129.9196	ESYT3	40.123
ETAA1	248.2393	ETAA1	287.2217
ETF1	2865.5232	ETF1	3577.3046
ETFA	1457.9501	ETFA	1248.7049
ETFB	267.1307	ETFB	3112.4654
ETFDH	449.7473	ETFDH	573.9541
ETHE1	215.0965	ETHE1	1038.304
removed	removed	ETNK1	770.6545
ETNK2	78.2169	ETNK2	385.5719
ETS1	3202.9166	ETS1	1418.0042
ETS2	780.8435	ETS2	2564.9338
ETV1	133.5653	ETV1	438.9061
removed	removed	ETV2	19.5722
ETV3L	59.657	ETV3L	56.27
ETV3	1906.7031	ETV3	23.4866
ETV4	297.9534	ETV4	493.7082
ETV5	644.2953	ETV5	1016.2853
ETV6	5546.7727	ETV6	3453.9999
ETV7	663.8495	ETV7	25.9331
EVC2	324.4676	EVC2	236.8233
EVC	619.4316	EVC	463.4691
EVI2A	269.4507	EVI2A	192.2966
EVI2B	406.6617	EVI2B	188.8715
EVI5L	153.451	EVI5L	349.3634
EVI5	214.4337	EVI5	249.0559
EVL	967.1058	EVL	3308.6765
removed	removed	EVPLL	8.3182
EVPL	1115.9168	EVPL	580.8043
EWSR1	2377.3304	EWSR1	4895.4907
EXD2	521.9985	EXD2	692.8551
EXD3	230.0108	EXD3	389.4863
EXO1	570.3869	removed	removed
EXOC1	486.5358	EXOC1	965.3976
EXOC2	543.2099	EXOC2	536.7669
EXOC3L2	42.7542	EXOC3L2	67.524
EXOC3L	32.4799	EXOC3L	100.2193
EXOC3	1131.4939	EXOC3	1861.314
EXOC4	2627.5582	EXOC4	1449.809
EXOC5	1465.9044	EXOC5	587.1653
EXOC6B	138.5367	EXOC6B	14.6791
EXOC6	169.6909	EXOC6	359.1494
EXOC7	1418.4406	EXOC7	3355.1604
EXOC8	516.0328	EXOC8	345.4489
EXOG	133.2339	EXOG	102.2646
EXOSC10	1049.2999	EXOSC10	1935.199
EXOSC1	429.5302	EXOSC1	512.791
EXOSC2	692.3523	EXOSC2	456.0317
EXOSC3	433.5073	EXOSC3	339.5773
EXOSC4	318.8334	EXOSC4	499.5798
EXOSC5	475.9301	EXOSC5	652.7321
EXOSC6	447.0959	EXOSC6	474.136
EXOSC7	507.0843	EXOSC7	952.1864
EXOSC8	449.9163	EXOSC8	521.0505
EXOSC9	272.3473	EXOSC9	643.0145
EXPH5	96.4454	EXPH5	247.588
EXT1	2232.8279	EXT1	1046.1328
EXT2	2471.1244	EXT2	1845.6563
removed	removed	EXTL1	54.8021
EXTL2	99.7597	EXTL2	313.6441
EXTL3	796.4206	EXTL3	849.4325
removed	removed	EYA1	6.8503
EYA2	56.6741	EYA2	1589.7501
EYA3	261.4964	EYA3	13.2112
EYA4	18.8914	removed	removed
EYS	8.2857	EYS	17.615
EZH1	408.9817	EZH1	1913.6696
EZH2	480.5701	EZH2	101.286
EZR	4700.9694	EZR	3420.2379
F10	6.2971	F10	347.8954
F11R	16591.6215	F11R	3646.7858
F12	51.7027	F12	41.5909
F13A1	359.599	F13A1	1167.4803
F2RL1	213.4394	F2RL1	321.9623
F2RL2	49.7141	F2RL2	228.0159
F2RL3	46.7313	F2RL3	31.8048
F2R	800.7291	F2R	547.5316
F3	167.371	F3	1044.6649
F5	219.7365	F5	6.361
removed	removed	F7	72.9064
F8A1	106.7197	F8A1	102.7539
F8	320.8219	F8	425.6948
FA2H	7.6228	FA2H	199.1469
FAAH2	193.8852	FAAH2	233.8875
FAAH	209.4623	FAAH	772.1224
FABP3	24.5256	FABP3	195.2325
FABP4	360.9247	FABP4	28443.7551
FABP5	236.9708	FABP5	222.6335
removed	removed	FABP7	158.0453
FADD	562.7641	FADD	661.5396
FADS1	1889.4689	FADS1	159.0239
FADS2	7904.5488	FADS2	287.711
FADS3	183.6109	FADS3	883.6838
FAF1	1795.3434	FAF1	1193.4135
FAF2	1481.8129	FAF2	1186.5632
FAHD1	358.9361	FAHD1	516.2162
FAHD2A	564.4212	FAHD2A	973.2265
FAHD2B	213.108	FAHD2B	515.2376
FAH	175.3252	FAH	1367.6058
FAIM2	10.6057	FAIM2	192.7859
FAIM3	94.4569	FAIM3	224.4439
FAIM	275.0849	FAIM	319.5158
FAM100A	291.3249	FAM100A	649.7963
FAM100B	635.3468	FAM100B	1468.4026
FAM101A	219.0737	FAM101A	312.6655
FAM101B	328.4448	FAM101B	564.6573
FAM102A	1291.242	FAM102A	2266.4581
FAM102B	433.8388	FAM102B	662.0289
FAM103A1	373.5189	FAM103A1	315.8558
FAM104A	445.5183	FAM104A	722.1742
FAM104B	72.9141	FAM104B	285.2645
FAM105A	355.9533	FAM105A	227.0372
FAM105B	2604.3583	FAM105B	322.4516
FAM106A	8.6171	removed	removed
FAM106C	20.8799	removed	removed
FAM107A	1162.9795	FAM107A	944.8468
FAM107B	678.4323	FAM107B	1378.3705
FAM108A1	157.4281	FAM108A1	430.5879
FAM108B1	199.5194	FAM108B1	295.0506
FAM108C1	965.7801	FAM108C1	644.9032
FAM109A	183.9423	FAM109A	460.4355
FAM109B	2355.1247	FAM109B	456.0317
FAM10A4	369.2104	FAM10A4	462.3927
FAM110A	145.4967	FAM110A	650.7749
FAM110B	240.9479	FAM110B	416.3981
FAM111A	929.3231	FAM111A	865.0902
FAM111B	521.6671	FAM111B	12.7219
FAM113A	195.8737	FAM113A	746.6785
FAM113B	95.1197	FAM113B	291.6254
FAM114A1	1650.841	FAM114A1	145.8127
FAM114A2	264.8107	FAM114A2	385.0826
FAM115A	136.5482	FAM115A	135.048
FAM115C	172.3225	FAM115C	712.7502
FAM116A	854.7518	FAM116A	688.9406
FAM116B	141.5196	FAM116B	399.2724
FAM117A	301.5991	FAM117A	688.9406
FAM117B	165.051	FAM117B	312.6655
FAM118A	499.7929	FAM118A	390.9542
FAM118B	220.7308	FAM118B	256.8848
FAM119A	407.656	FAM119A	161.4705
FAM119B	196.2052	FAM119B	513.2803
FAM120AOS	711.4392	FAM120AOS	1146.2984
FAM120A	6001.9587	FAM120A	2615.9633
FAM120B	482.89	FAM120B	640.9888
FAM120C	331.4276	FAM120C	225.08
FAM122A	236.6393	FAM122A	392.9114
FAM122B	1151.3796	FAM122B	552.914
FAM122C	41.7599	FAM122C	23.4866
FAM123B	875.6318	FAM123B	96.8823
FAM124A	39.4399	FAM124A	52.3556
FAM124B	20.8799	FAM124B	38.1657
FAM125A	384.456	FAM125A	902.2773
FAM125B	256.1936	FAM125B	409.0585
FAM126A	408.6503	FAM126A	442.3312
FAM126B	1275.9964	FAM126B	316.0907
FAM127A	1491.7557	FAM127A	2679.9203
FAM127B	1000.2486	FAM127B	1273.6594
FAM127C	347.3362	FAM127C	465.3285
FAM128A	327.4505	FAM128A	854.8148
FAM128B	591.5983	FAM128B	1988.5332
FAM129A	1512.9671	FAM129A	1955.2605
FAM129B	8123.6225	FAM129B	4078.8416
FAM131A	338.3876	FAM131A	476.5825
FAM131B	14.2514	FAM131B	67.0347
FAM131C	21.8742	FAM131C	17.615
FAM132A	10.6057	FAM132A	8.8075
removed	removed	FAM133A	6.361
FAM133B	107.3826	FAM133B	73.885
FAM134A	2344.519	FAM134A	3866.4835
FAM134B	111.6911	FAM134B	543.1279
FAM134C	1432.7616	FAM134C	3136.4413
FAM135A	234.6508	FAM135A	98.8395
FAM136A	1521.2528	FAM136A	1274.638
FAM13AOS	15.9118	FAM13AOS	84.816
FAM13A	610.8178	FAM13A	856.6057
FAM13B	319.4962	FAM13B	599.8872
FAM13C	40.8219	FAM13C	72.7351
FAM149A	28.8342	FAM149A	154.1309
FAM149B1	254.8678	FAM149B1	482.4542
FAM150B	105.0626	FAM150B	254.4383
FAM151B	11.2685	FAM151B	13.7005
FAM154B	11.2685	FAM154B	27.8904
FAM155A	26.5142	FAM155A	29.3583
FAM155B	70.2627	FAM155B	38.1657
FAM156A	465.6558	FAM156A	1038.7933
FAM157A	20.2171	removed	removed
FAM158A	72.5826	FAM158A	222.1442
FAM159A	5.6343	FAM159A	6.361
FAM160A1	1217.6651	FAM160A1	34.2513
FAM160A2	715.8837	FAM160A2	1069.1302
FAM160B1	490.1815	FAM160B1	388.5077
FAM160B2	649.9296	FAM160B2	1772.7499
removed	removed	FAM161A	39.1444
FAM161B	42.6846	FAM161B	28.869
FAM162A	496.1472	FAM162A	1121.4857
FAM162B	5.9657	FAM162B	44.0374
FAM164A	182.6166	FAM164A	125.7512
FAM164C	46.7313	FAM164C	119.3903
FAM165B	167.0395	FAM165B	535.299
removed	removed	FAM166B	42.0802
FAM167A	80.5369	FAM167A	112.54
FAM167B	52.3656	FAM167B	79.7566
FAM168A	309.222	FAM168A	22.9973
FAM168B	5822.5205	FAM168B	2387.3163
FAM169A	152.4567	FAM169A	72.9064
FAM171A1	1326.3734	FAM171A1	928.2105
FAM171A2	9.28	FAM171A2	20.5508
FAM171B	1344.9333	FAM171B	181.0426
FAM172A	376.8332	FAM172A	547.5316
FAM173A	45.4056	FAM173A	107.1577
FAM173B	439.1416	FAM173B	214.3153
FAM174A	71.9198	FAM174A	416.3981
FAM174B	765.2664	FAM174B	1153.7798
FAM175A	130.4797	FAM175A	163.7359
FAM175B	458.3644	FAM175B	397.3152
FAM176A	143.5082	FAM176A	248.5666
FAM176B	53.8537	FAM176B	586.0888
FAM177A1	681.0838	FAM177A1	694.8123
FAM178A	894.1917	FAM178A	575.9113
removed	removed	FAM178B	15.1684
FAM179B	244.2622	FAM179B	260.3099
FAM180A	13.92	FAM180A	98.8395
removed	removed	FAM180B	45.9946
FAM181B	6.96	FAM181B	35.7192
removed	removed	FAM182B	40.6123
removed	removed	FAM183A	7.3396
removed	removed	FAM183B	5.8717
FAM184A	140.8567	FAM184A	208.4437
FAM185A	101.7483	FAM185A	112.0507
removed	removed	FAM186A	13.7005
FAM186B	15.5771	FAM186B	15.1684
FAM188A	162.0681	FAM188A	547.0423
FAM188B	243.5993	FAM188B	198.1683
removed	removed	FAM189A1	8.8075
FAM189A2	8.6171	FAM189A2	1820.7017
FAM189B	2465.1587	FAM189B	628.7562
FAM18A	17.1912	FAM18A	37.104
FAM18B2	192.0789	FAM18B2	213.3367
FAM18B	693.3466	FAM18B	446.7349
FAM190A	164.7195	FAM190A	19.5722
FAM190B	2656.061	FAM190B	1079.8948
FAM192A	1748.9436	FAM192A	1322.1005
FAM193A	623.4154	FAM193A	769.1865
FAM193B	325.4619	FAM193B	1634.2768
FAM195A	205.1537	FAM195A	351.3206
FAM195B	549.8384	FAM195B	2591.8455
removed	removed	FAM196B	28.3797
FAM198A	78.8798	FAM198A	108.1363
FAM198B	1206.0651	FAM198B	1686.6323
FAM199X	1011.1857	FAM199X	141.409
removed	removed	FAM19A2	21.5294
removed	removed	FAM19A3	6.8503
FAM19A4	5.9657	removed	removed
FAM19A5	27.5085	FAM19A5	60.1844
FAM200A	191.8966	FAM200A	247.0987
FAM200B	209.4623	FAM200B	663.9861
FAM20A	198.5251	FAM20A	680.6224
FAM20B	1602.1211	FAM20B	1156.7156
FAM20C	933.963	FAM20C	2539.0006
FAM21A	1292.2363	FAM21A	163.4375
FAM21B	1436.0759	FAM21B	1423.8661
FAM21C	1506.3386	FAM21C	1625.9586
FAM22A	15.5771	FAM22A	98.3502
FAM22D	43.417	FAM22D	87.0962
removed	removed	FAM22F	7.8289
removed	removed	FAM23A	8.3182
FAM24B	30.3621	FAM24B	62.9148
FAM26E	127.9311	FAM26E	98.3502
FAM26F	291.9877	FAM26F	98.8395
FAM27A	18.5599	FAM27A	35.7192
FAM27C	22.5371	FAM27C	32.7834
FAM32A	1702.5437	FAM32A	2113.3058
FAM35A	768.9121	FAM35A	585.6974
FAM35B2	71.2569	FAM35B2	58.7165
FAM35B	245.9193	FAM35B	264.2244
FAM36A	823.9092	FAM36A	635.9587
FAM38A	6754.6541	FAM38A	2242.6045
FAM38B	33.8056	FAM38B	113.0293
FAM3A	575.0269	FAM3A	1103.3815
FAM3B	32.8113	FAM3B	1318.6754
FAM3C	1000.2486	FAM3C	949.7399
removed	removed	FAM3D	895.4271
FAM40A	368.2161	FAM40A	782.8871
FAM40B	39.7713	FAM40B	10.7647
FAM41C	13.92	FAM41C	18.5936
FAM43A	414.2845	FAM43A	253.949
removed	removed	FAM43B	42.0802
FAM45A	339.3819	FAM45A	357.6815
FAM45B	179.6338	FAM45B	68.9919
FAM46A	514.0442	FAM46A	897.8736
FAM46B	446.433	FAM46B	474.6253
FAM46C	216.4222	FAM46C	746.1892
removed	removed	FAM47E	221.4054
FAM48A	1226.1132	FAM48A	634.1972
FAM49A	150.1367	FAM49A	115.9651
FAM49B	3650.6753	FAM49B	594.9942
FAM50A	848.1233	FAM50A	1581.4319
FAM50B	67.6112	FAM50B	364.5318
removed	removed	FAM53A	31.3155
FAM53B	443.9539	FAM53B	716.7233
FAM53C	813.9829	FAM53C	1643.5735
FAM54A	214.7651	FAM54A	7.8289
FAM54B	420.0215	FAM54B	1038.304
FAM55C	189.2452	FAM55C	428.6307
FAM57A	497.8043	FAM57A	237.8019
FAM57B	7.9543	removed	removed
FAM58A	539.8956	FAM58A	422.2697
FAM59A	49.0513	FAM59A	125.2619
FAM5B	7.2914	FAM5B	30.3369
removed	removed	FAM5C	7.8289
FAM60A	3101.8311	FAM60A	985.4591
FAM63A	623.0839	FAM63A	645.3925
FAM63B	569.0612	FAM63B	48.9304
FAM64A	222.0565	FAM64A	7.8289
FAM65A	1592.1783	FAM65A	1467.4239
FAM65B	188.9137	FAM65B	71.9277
