gene_id	TCGA-E9-A1N5-01A-11R-A14D-07	gene_id	TCGA-E9-A1N5-11A-41R-A14D-07
CBWD2	504.2794	CBWD2	378.8701
CBWD3	284.2006	CBWD3	139.3071
removed	removed	CBWD5	6.0498
CBWD6	74.4342	CBWD6	51.1441
CBX1	3462.9154	CBX1	1880.2185
CBX2	618.1489	CBX2	120.4578
CBX3	3614.7414	CBX3	3096.2367
CBX4	1920.5008	CBX4	308.8834
CBX5	2869.9065	CBX5	3635.9415
CBX6	895.6751	CBX6	950.2035
CBX7	736.4549	CBX7	528.2647
CBX8	248.4426	CBX8	100.2693
CBY1	591.6927	CBY1	529.0049
CC2D1A	937.0822	CC2D1A	1233.5149
CC2D1B	749.7643	CC2D1B	645.3577
CC2D2A	354.918	CC2D2A	658.1438
CCAR1	1465.0227	CCAR1	1586.1399
CCBE1	14.2953	CCBE1	15.4778
CCBL1	106.9683	CCBL1	88.8292
CCBL2	349.3626	CCBL2	556.69
CCBP2	27.1118	CCBP2	39.031
CCDC101	385.4804	CCDC101	233.5132
CCDC102A	153.7978	CCDC102A	258.4123
CCDC102B	55.7024	CCDC102B	53.8359
CCDC103	172.5296	CCDC103	90.1751
CCDC104	697.0196	CCDC104	633.2447
CCDC106	607.7971	CCDC106	242.9345
CCDC107	253.6481	CCDC107	190.9963
CCDC109A	496.8852	CCDC109A	425.3035
CCDC109B	322.3839	CCDC109B	162.8536
CCDC110	61.1248	CCDC110	63.9301
CCDC111	202.7716	CCDC111	246.1713
CCDC112	225.2744	CCDC112	181.6961
CCDC113	294.2862	CCDC113	328.3989
CCDC114	142.4601	CCDC114	12.786
CCDC115	995.2493	CCDC115	701.2125
CCDC117	1311.2249	CCDC117	904.443
CCDC11	27.1118	CCDC11	30.2827
CCDC120	423.9299	CCDC120	467.0264
CCDC121	98.5883	CCDC121	121.1308
CCDC122	52.2518	CCDC122	89.5022
CCDC123	534.8417	CCDC123	487.2148
CCDC124	893.2103	CCDC124	613.0562
CCDC125	581.6712	CCDC125	417.9011
CCDC126	152.319	CCDC126	145.3569
CCDC127	333.7215	CCDC127	314.267
removed	removed	CCDC129	89.5022
CCDC12	449.0699	CCDC12	399.7315
CCDC130	421.9581	CCDC130	433.3789
CCDC132	640.8242	CCDC132	602.289
CCDC134	61.1248	CCDC134	97.5776
CCDC136	47.3224	CCDC136	103.6341
CCDC137	377.1004	CCDC137	347.2415
CCDC138	58.1671	CCDC138	88.8292
removed	removed	CCDC141	6.0565
CCDC142	136.0519	CCDC142	181.5548
CCDC144A	57.4178	CCDC144A	154.9599
CCDC144B	59.153	CCDC144B	186.4068
CCDC146	108.4472	CCDC146	54.5088
CCDC147	7.3941	CCDC147	6.0565
CCDC148	20.7036	CCDC148	37.0122
CCDC149	511.6735	CCDC149	469.7182
CCDC14	747.7925	CCDC14	1308.2122
CCDC150	23.1683	CCDC150	19.5155
CCDC151	75.913	removed	removed
CCDC152	36.9411	CCDC152	94.1522
CCDC153	15.2812	removed	removed
CCDC154	35.9847	CCDC154	8.0754
CCDC157	67.2323	CCDC157	34.4011
CCDC158	13.8024	CCDC158	26.9179
CCDC159	265.2026	CCDC159	141.3192
CCDC15	102.0389	CCDC15	78.062
CCDC160	27.6047	CCDC160	86.1374
CCDC163P	23.6612	CCDC163P	14.8049
CCDC17	8.38	CCDC17	5.3836
CCDC18	87.2507	CCDC18	123.937
CCDC19	48.8012	CCDC19	6.7295
CCDC21	628.5007	CCDC21	471.737
CCDC22	520.4528	CCDC22	440.3709
CCDC23	231.1897	CCDC23	177.6584
CCDC24	326.1302	CCDC24	162.1806
CCDC25	1302.3519	CCDC25	1163.5282
CCDC28A	276.5403	CCDC28A	337.8068
CCDC28B	183.3743	CCDC28B	130.552
CCDC30	158.7272	CCDC30	67.2949
CCDC34	133.0943	CCDC34	425.3035
CCDC36	23.6612	CCDC36	22.2073
CCDC39	30.7941	CCDC39	15.4778
CCDC3	244.0061	CCDC3	155.4511
CCDC40	358.8616	CCDC40	71.3326
CCDC41	279.4979	CCDC41	245.6263
CCDC42B	6.2554	removed	removed
CCDC43	590.0512	CCDC43	469.7182
CCDC45	471.7452	CCDC45	679.6781
CCDC46	98.0017	CCDC46	251.6828
CCDC47	1940.2185	CCDC47	2719.3855
CCDC48	110.4189	CCDC48	20.1885
CCDC50	1117.9918	CCDC50	1586.1399
CCDC51	332.2427	CCDC51	262.45
CCDC52	720.6808	CCDC52	422.6117
CCDC53	366.2557	CCDC53	329.7448
CCDC55	382.5228	CCDC55	727.4575
CCDC56	462.8476	CCDC56	612.2823
CCDC57	664.4854	CCDC57	629.8799
CCDC58	125.7001	CCDC58	126.5143
CCDC59	268.1603	CCDC59	331.7637
CCDC61	209.5002	CCDC61	107.6718
CCDC64B	1386.152	CCDC64B	550.472
CCDC64	648.2183	CCDC64	84.1186
CCDC65	33.52	CCDC65	11.4401
CCDC66	300.5465	CCDC66	347.9683
CCDC68	31.0553	CCDC68	12.1131
CCDC69	323.8627	CCDC69	435.3978
CCDC6	3288.907	CCDC6	2845.2269
CCDC71	421.4651	CCDC71	441.4543
CCDC72	1072.1482	CCDC72	727.4575
CCDC73	89.0351	CCDC73	31.0297
CCDC74A	366.7486	CCDC74A	257.0664
CCDC74B	294.7791	CCDC74B	73.3514
CCDC75	93.6589	CCDC75	75.3702
CCDC76	221.666	CCDC76	305.4379
CCDC77	140.9813	CCDC77	171.6019
CCDC78	321.8909	CCDC78	39.031
CCDC7	44.7	CCDC7	42.3958
CCDC80	5651.5765	CCDC80	3737.5568
CCDC81	5.4224	CCDC81	6.0565
CCDC82	177.952	CCDC82	450.2026
CCDC84	57.1812	CCDC84	78.735
CCDC85A	133.0943	CCDC85A	43.6676
CCDC85B	425.4087	CCDC85B	206.5952
CCDC85C	726.4482	CCDC85C	817.7201
CCDC86	672.8555	CCDC86	709.2542
CCDC87	28.5906	CCDC87	6.7295
CCDC88A	618.6418	CCDC88A	1141.3209
CCDC88B	272.1038	CCDC88B	314.94
CCDC88C	1760.2948	CCDC88C	971.0649
CCDC89	22.6753	CCDC89	32.3015
CCDC8	297.2438	CCDC8	1139.3021
CCDC90A	218.3732	CCDC90A	325.7071
CCDC90B	342.5797	CCDC90B	645.3308
CCDC91	273.0897	CCDC91	429.3412
CCDC92	928.7021	CCDC92	678.3322
CCDC93	782.7914	CCDC93	841.8588
CCDC94	411.6063	CCDC94	279.9466
CCDC96	142.4601	CCDC96	45.7605
CCDC97	1092.3588	CCDC97	978.4673
CCDC99	263.2309	CCDC99	364.0652
CCDC9	564.9112	CCDC9	343.8768
CCHCR1	578.7135	CCHCR1	681.697
CCIN	17.7459	CCIN	7.4024
CCL11	45.8436	removed	removed
CCL13	32.0412	CCL13	10.7672
CCL14	131.6105	CCL14	204.5697
CCL17	17.253	removed	removed
CCL18	81.8283	CCL18	516.8246
CCL19	202.599	CCL19	26.9179
CCL21	53.2377	CCL21	450.8756
CCL22	102.0389	CCL22	135.9356
CCL28	15.7741	CCL28	3382.9128
CCL2	421.9581	CCL2	242.2615
CCL3L1	76.4355	CCL3L1	25.4038
CCL3L3	11.3081	removed	removed
CCL3	263.7238	CCL3	82.0997
CCL4L2	169.079	CCL4L2	18.1696
CCL4	215.9085	CCL4	33.6474
CCL5	1047.5011	CCL5	203.2305
CCL8	56.1954	CCL8	29.6097
CCM2	801.0302	CCM2	679.6781
CCNA1	8.873	CCNA1	16.8237
CCNA2	460.1019	CCNA2	530.6469
CCNB1IP1	409.1416	CCNB1IP1	1067.9695
CCNB1	962.7151	CCNB1	826.3809
CCNB2	327.3133	CCNB2	412.5175
CCNB3	25.14	CCNB3	12.786
CCNC	628.5007	CCNC	1100.271
CCND1	19705.4526	CCND1	7796.0427
CCND2	545.1935	CCND2	2345.899
CCND3	1141.653	CCND3	1199.8674
CCNDBP1	866.0986	CCNDBP1	722.0739
CCNE1	103.5178	CCNE1	76.0432
CCNE2	203.6342	CCNE2	155.4511
CCNF	1074.6129	CCNF	421.2659
CCNG1	1142.1459	CCNG1	3294.7566
CCNG2	2631.8157	CCNG2	1932.0356
CCNH	450.5191	CCNH	470.3709
CCNI2	6.5709	CCNI2	6.5545
CCNI	6479.2256	CCNI	7355.3287
CCNJL	44.3648	CCNJL	130.552
CCNJ	182.8814	CCNJ	283.9843
CCNK	1046.6631	CCNK	852.5384
CCNL1	975.0387	CCNL1	1298.7909
CCNL2	2317.3189	CCNL2	1905.7906
CCNO	66.5471	CCNO	37.6851
CCNT1	220.8379	CCNT1	355.3169
CCNT2	895.1821	CCNT2	986.5427
CCNYL1	458.4358	CCNYL1	333.1096
CCNY	1753.3936	CCNY	1950.8781
CCPG1	1862.4471	CCPG1	1671.3622
CCR10	7.3941	CCR10	20.8614
CCR1	242.5273	CCR1	228.8025
CCR2	124.2213	CCR2	87.4833
CCR4	53.7306	removed	removed
CCR5	452.0275	CCR5	136.6086
CCR6	34.9693	CCR6	164.7782
CCR7	75.913	CCR7	22.8803
CCR8	23.6612	removed	removed
CCRL1	97.6025	CCRL1	60.5654
CCRL2	48.8012	CCRL2	45.0876
CCRN4L	461.8864	CCRN4L	164.8724
CCS	1153.9765	CCS	351.9521
CCT2	2374.9931	CCT2	3161.5127
CCT3	5010.7523	CCT3	5258.4207
CCT4	2809.7676	CCT4	3656.8029
CCT5	4072.1913	CCT5	3548.4582
CCT6A	3136.095	CCT6A	3368.108
CCT6B	14.7883	CCT6B	105.6529
CCT6P1	113.8695	CCT6P1	137.9545
CCT7	3776.9192	CCT7	3728.1355
CCT8	2832.443	CCT8	3026.25
CD101	74.9271	CD101	36.3392
CD109	891.209	CD109	900.4053
CD14	1265.3813	CD14	1596.9071
CD151	3959.3077	CD151	5176.321
CD160	17.253	CD160	8.7483
CD163L1	64.0824	CD163L1	157.47
CD163	666.9501	CD163	578.0629
CD164L2	9.8588	CD164L2	96.9046
CD164	6102.6181	CD164	8841.1993
CD177	320.4121	removed	removed
CD180	93.6589	CD180	495.2902
CD1A	40.4212	removed	removed
CD1C	46.8295	CD1C	28.9368
CD1D	23.1683	CD1D	26.9179
CD1E	63.5895	CD1E	10.7672
CD200R1	16.2671	CD200R1	26.245
CD200	320.4121	CD200	722.7468
CD207	62.6036	CD207	15.4778
CD209	73.9413	CD209	350.6062
CD226	33.52	CD226	22.2073
CD22	110.9119	CD22	77.3891
CD244	13.8024	CD244	16.8237
CD247	100.5601	CD247	20.8614
CD248	1241.7201	CD248	4997.3166
CD24	5752.6295	CD24	13841.2077
CD274	31.5483	CD274	20.8614
CD276	3425.9448	CD276	2970.3953
CD27	147.1628	CD27	62.7861
CD28	57.6742	CD28	59.8924
CD2AP	1559.1746	CD2AP	1953.5699
CD2BP2	3158.2774	CD2BP2	1503.3673
CD2	405.1981	CD2	69.9867
CD300A	141.4743	CD300A	143.3381
CD300C	33.0271	CD300C	18.8426
CD300LB	21.6894	CD300LB	20.8614
CD300LF	66.5471	CD300LF	46.4335
CD300LG	12.3235	CD300LG	312.2482
CD302	542.7288	CD302	999.0057
CD320	400.7616	CD320	600.9431
CD33	86.2648	CD33	74.0244
CD34	1906.6985	CD34	2066.6253
CD36	852.2962	CD36	3400.4095
CD37	462.3793	CD37	218.7083
CD38	11.3377	CD38	34.9933
CD3D	147.3896	CD3D	26.245
CD3EAP	680.2595	CD3EAP	646.2528
CD3E	380.058	CD3E	80.7538
CD3G	58.1671	CD3G	10.0942
CD40LG	17.7459	CD40LG	11.4401
CD40	259.7803	CD40	203.2305
CD44	13059.9972	CD44	9061.9264
CD46	3916.4217	CD46	3774.5689
CD47	3039.9714	CD47	3769.1853
CD48	269.1462	CD48	148.0487
CD4	1648.89	CD4	913.8643
CD52	372.171	CD52	152.7593
CD53	849.8315	CD53	423.2847
CD55	1308.2672	CD55	930.015
CD58	175.4872	CD58	151.4134
CD59	24063.9345	CD59	14008.7719
CD5	181.4025	CD5	29.6097
CD63	8605.2831	CD63	7118.4507
CD68	2797.937	CD68	1932.0356
CD69	174.9943	CD69	83.4456
CD6	192.7402	CD6	68.6408
CD70	19.7177	removed	removed
CD72	61.1248	CD72	28.9368
CD74	56812.0228	CD74	18399.0888
CD79A	22.1824	CD79A	91.521
CD79B	38.9424	CD79B	92.194
CD7	72.4624	CD7	22.8803
CD80	27.1118	CD80	11.4401
CD81	6812.9471	CD81	9604.996
CD82	699.4843	CD82	1833.1121
CD83	356.3968	CD83	263.1229
CD84	206.0496	CD84	106.3259
CD86	297.2438	CD86	133.9168
CD8A	488.9982	CD8A	109.0177
CD8B	124.7142	CD8B	37.6851
CD93	2364.6413	CD93	1720.7297
CD96	225.7673	CD96	50.4711
CD97	966.6587	CD97	949.5305
CD99L2	866.0986	CD99L2	999.3287
CD99	3575.799	CD99	2000.6763
CD9	9897.7762	CD9	4296.1041
CDADC1	151.826	CDADC1	208.6141
CDAN1	471.2523	CDAN1	436.7437
CDA	34.5059	CDA	7.4024
CDC123	941.4053	CDC123	914.2748
CDC14A	336.6792	CDC14A	539.0319
CDC14B	279.4979	CDC14B	569.9875
removed	removed	CDC14C	14.8049
CDC16	1234.326	CDC16	1266.4893
CDC20B	71.9695	removed	removed
CDC20	519.5605	CDC20	561.2392
CDC23	832.5785	CDC23	932.0339
CDC25A	148.3754	CDC25A	179.0043
CDC25B	577.2347	CDC25B	855.3177
CDC25C	83.3121	CDC25C	90.8481
CDC26	87.4922	CDC26	87.4833
CDC27	1417.2074	CDC27	1527.5934
CDC34	609.7689	CDC34	535.6671
CDC37L1	431.324	CDC37L1	336.4743
CDC37	3085.322	CDC37	2236.8813
CDC40	447.5911	CDC40	737.5517
CDC42BPA	862.155	CDC42BPA	1829.7474
CDC42BPB	4347.2528	CDC42BPB	3333.7876
CDC42BPG	231.6826	CDC42BPG	1245.6279
CDC42EP1	1108.1329	CDC42EP1	2109.694
CDC42EP2	197.1767	CDC42EP2	244.9533
CDC42EP3	409.1416	CDC42EP3	580.0817
CDC42EP4	1026.7975	CDC42EP4	3823.0212
CDC42EP5	84.293	CDC42EP5	166.8913
CDC42SE1	2712.8405	CDC42SE1	2975.1867
CDC42SE2	1113.5553	CDC42SE2	1333.1113
CDC42	6039.5216	CDC42	4154.7849
CDC45	197.6696	CDC45	157.47
CDC5L	992.2916	CDC5L	1336.476
CDC6	260.2732	CDC6	349.9333
CDC73	856.2397	CDC73	1076.0449
CDC7	219.3591	CDC7	229.4755
removed	removed	CDCA2	180.3502
CDCA3	197.8224	CDCA3	187.5777
CDCA4	461.8864	CDCA4	428.6683
CDCA5	322.3839	CDCA5	471.737
CDCA7L	166.5601	CDCA7L	769.7725
CDCA7	64.0824	CDCA7	269.8524
CDCA8	406.184	CDCA8	386.2725
CDCP1	804.4808	CDCP1	816.9597
CDH11	5256.7302	CDH11	3419.2521
removed	removed	CDH12	26.245
CDH13	280.4838	CDH13	331.0907
CDH15	10.8447	removed	removed
removed	removed	CDH17	6.0565
removed	removed	CDH19	17.4967
CDH1	9041.5365	CDH1	9318.3198
CDH23	92.1801	CDH23	611.0374
CDH24	250.9073	CDH24	127.8602
CDH26	5.4224	CDH26	7.4024
CDH2	90.7013	CDH2	36.3392
CDH3	465.8299	CDH3	3006.7345
removed	removed	CDH4	78.735
CDH5	1364.9555	CDH5	1131.8996
CDH6	95.6307	CDH6	88.1563
CDH8	10.8447	CDH8	64.6031
CDHR1	7.3941	CDHR1	9.4213
CDHR3	478.5774	CDHR3	16.4805
CDHR4	10.8447	removed	removed
CDIPT	2977.3678	CDIPT	1368.1046
CDK10	492.9417	CDK10	727.4575
CDK11A	439.9012	CDK11A	472.0937
CDK11B	953.1521	CDK11B	602.6053
CDK12	1240.7342	CDK12	1978.469
CDK13	1140.6671	CDK13	1216.0182
CDK14	732.0184	CDK14	677.6593
CDK15	9.8588	CDK15	16.1508
CDK16	2304.5024	CDK16	1901.7529
CDK17	942.9975	CDK17	687.0806
CDK18	331.2568	CDK18	510.768
CDK19	557.3199	CDK19	889.6179
CDK1	1009.0516	CDK1	647.3766
CDK20	219.852	CDK20	211.9788
CDK2AP1	2439.0755	CDK2AP1	3220.7322
CDK2AP2	2200.9847	CDK2AP2	479.8124
CDK2	1184.5389	CDK2	670.2568
CDK3	85.4268	CDK3	133.1967
CDK4	2039.2998	CDK4	2308.8868
CDK5R1	99.5742	CDK5R1	164.1995
CDK5RAP1	514.6311	CDK5RAP1	428.6683
CDK5RAP2	2397.6684	CDK5RAP2	1976.4502
CDK5RAP3	4160.9208	CDK5RAP3	1950.2052
CDK5	327.3133	CDK5	201.8846
CDK6	563.4324	CDK6	2925.9807
CDK7	439.704	CDK7	398.3856
CDK8	142.9531	CDK8	180.3502
CDK9	1132.2871	CDK9	874.8332
CDKAL1	272.5968	CDKAL1	284.6573
CDKL1	28.5906	CDKL1	17.4967
removed	removed	CDKL2	24.8991
CDKL3	36.5467	CDKL3	25.673
CDKL5	124.7142	CDKL5	105.6529
CDKN1A	798.5655	CDKN1A	739.5706
CDKN1B	3174.5445	CDKN1B	1687.7552
CDKN1C	213.4438	CDKN1C	309.5564
CDKN2AIPNL	335.6933	CDKN2AIPNL	299.4621
CDKN2AIP	419.4934	CDKN2AIP	526.9188
CDKN2A	84.786	CDKN2A	22.8803
CDKN2BAS	8.873	removed	removed
CDKN2B	550.1229	CDKN2B	144.011
CDKN2C	357.3827	CDKN2C	598.9243
CDKN2D	253.865	CDKN2D	83.4456
CDKN3	141.4743	CDKN3	117.0931
CDNF	7.8871	CDNF	63.9301
CDO1	86.7577	CDO1	185.7338
CDON	487.0264	CDON	1093.5415
removed	removed	CDR1	13.035
CDR2L	911.9421	CDR2L	635.2635
CDR2	1259.959	CDR2	454.9133
CDRT4	125.3206	CDRT4	252.6182
CDS1	1019.4034	CDS1	706.5961
CDS2	601.3889	CDS2	607.6726
CDSN	117.8131	CDSN	67.9678
CDT1	254.3579	CDT1	394.3479
CDV3	4569.0765	CDV3	3172.9528
CDX1	12.3235	CDX1	32.3015
CDYL2	160.699	CDYL2	61.2383
CDYL	664.4854	CDYL	701.8854
CEACAM19	35.4918	CEACAM19	78.062
CEACAM1	335.2003	CEACAM1	1705.2519
CEACAM21	20.7036	CEACAM21	5.3836
CEACAM5	240.5555	removed	removed
CEACAM6	2474.5673	CEACAM6	202.5575
CEBPA	682.7242	CEBPA	410.4987
CEBPB	511.1805	CEBPB	795.4253
CEBPD	396.3251	CEBPD	244.2804
CEBPG	1122.4282	CEBPG	676.9863
CEBPZ	1064.2611	CEBPZ	1306.1933
CECR1	1310.239	CECR1	1350.6079
CECR2	27.1118	CECR2	6.0565
CECR5	417.5216	CECR5	738.8976
CECR6	13.8024	CECR6	28.2638
CECR7	161.1919	CECR7	334.4555
CELF1	2294.1506	CELF1	2312.9245
CELF2	776.8761	CELF2	1554.5114
removed	removed	CELF4	13.459
CELF5	58.1671	CELF5	88.8292
CELF6	36.315	CELF6	33.9974
CELSR1	4862.3768	CELSR1	1380.8906
CELSR2	8377.0511	CELSR2	3257.7444
CELSR3	235.7346	CELSR3	79.3406
CEL	15.7741	CEL	30.2827
CEMP1	324.3458	CEMP1	178.6679
CEND1	52.7448	CEND1	14.1319
CENPA	115.8413	CENPA	82.0997
CENPBD1	167.6002	CENPBD1	349.2603
CENPB	1662.1994	CENPB	2037.0155
CENPC1	409.6345	CENPC1	444.8191
CENPE	400.7616	CENPE	455.5862
CENPF	2003.808	CENPF	2144.6873
CENPH	143.446	CENPH	202.5575
CENPI	82.3213	CENPI	78.062
CENPJ	196.6837	CENPJ	263.7959
CENPK	94.6448	CENPK	142.6651
CENPL	141.9672	CENPL	170.256
CENPM	139.0096	CENPM	152.7593
CENPN	263.5266	CENPN	373.7826
CENPO	154.2415	CENPO	181.151
CENPP	337.2559	CENPP	64.953
CENPQ	128.1648	CENPQ	134.5897
CENPT	338.158	CENPT	509.4221
CENPV	34.9989	CENPV	202.5575
CENPW	65.5612	CENPW	151.4134
CEP110	562.4465	CEP110	788.0229
CEP120	505.2652	CEP120	554.5097
CEP135	231.6826	CEP135	220.0542
CEP152	144.9249	CEP152	138.6274
CEP164	418.0146	CEP164	730.8222
CEP170	814.3397	CEP170	1377.5259
CEP192	930.181	CEP192	1181.0249
CEP250	1338.8296	CEP250	903.0971
CEP290	758.938	CEP290	667.9823
CEP350	1641.9888	CEP350	1835.8039
CEP55	413.0851	CEP55	328.3989
CEP57	428.3663	CEP57	1032.9762
CEP63	615.9356	CEP63	581.791
CEP68	1087.9223	CEP68	1117.7677
CEP70	461.8864	CEP70	304.1728
CEP72	105.4895	CEP72	106.9988
CEP76	155.7696	CEP76	139.9733
CEP78	347.031	CEP78	366.757
CEP97	243.0203	CEP97	218.7083
CEPT1	512.6594	CEPT1	616.421
CERCAM	2576.1133	CERCAM	3001.3509
CERKL	61.2727	CERKL	95.9961
CERK	622.5854	CERK	718.0362
CES1	88.2366	CES1	516.1516
CES2	822.2267	CES2	1225.4395
CES3	7.3941	CES3	238.8968
removed	removed	CES4	12.1131
CES8	23.6612	CES8	172.2749
CETN2	1152.9906	CETN2	698.5207
CETN3	244.992	CETN3	267.8336
CETP	8.873	CETP	16.8237
CFB	11114.9133	CFB	1099.4298
CFDP1	502.3076	CFDP1	855.3177
CFD	304.638	CFD	246.2992
CFHR1	47.3224	removed	removed
CFH	1714.4512	CFH	873.4873
CFI	231.1897	CFI	421.2659
CFL1	25407.6936	CFL1	9956.9481
CFL2	175.4872	CFL2	386.9455
CFLAR	744.8349	CFLAR	901.7512
removed	removed	CFLP1	7.4024
CFP	36.4777	CFP	34.3204
removed	removed	CFTR	18.8426
CG030	64.0824	CG030	24.8991
removed	removed	CGB7	12.786
CGGBP1	2250.8063	CGGBP1	2156.1274
CGNL1	743.849	CGNL1	3592.1999
CGN	2263.0953	CGN	1565.9515
CGREF1	212.6797	CGREF1	465.4046
CGRRF1	211.9649	CGRRF1	152.7593
CH25H	39.9283	CH25H	210.6329
CHAC1	18.2388	CHAC1	9.4213
CHAC2	36.9706	CHAC2	43.0687
CHADL	28.5906	CHADL	46.4335
CHAD	2093.0304	CHAD	92.194
CHAF1A	694.0619	CHAF1A	568.6416
CHAF1B	332.2427	CHAF1B	319.6506
CHCHD10	277.5262	CHCHD10	357.3357
CHCHD1	558.01	CHCHD1	374.1594
CHCHD2	2652.5192	CHCHD2	2390.9865
CHCHD3	817.7903	CHCHD3	697.8477
CHCHD4	193.2331	CHCHD4	201.2116
CHCHD5	357.8757	CHCHD5	181.0232
CHCHD6	128.6578	CHCHD6	174.9666
CHCHD7	522.5182	CHCHD7	271.8713
CHCHD8	406.184	CHCHD8	565.2769
CHD1L	539.7712	CHD1L	1002.6935
CHD1	1583.3287	CHD1	1302.1556
CHD2	2301.0518	CHD2	3401.7554
CHD3	3254.401	CHD3	5277.9362
CHD4	7352.1711	CHD4	7823.499
CHD6	2613.0839	CHD6	2365.4145
CHD7	716.2443	CHD7	955.5871
CHD8	2377.4578	CHD8	2800.1393
CHD9	890.7456	CHD9	2621.135
CHDH	1047.5011	CHDH	839.8399
CHEK1	143.446	CHEK1	266.4877
CHEK2	253.865	CHEK2	245.6263
CHERP	1302.7217	CHERP	1551.0255
CHFR	470.7593	CHFR	430.6871
removed	removed	CHGA	89.5022
removed	removed	CHGB	6.7295
CHI3L1	149.3613	CHI3L1	441.4543
CHI3L2	62.1107	CHI3L2	1264.4705
CHIC1	249.9214	CHIC1	275.9089
CHIC2	185.3461	CHIC2	213.3247
CHID1	691.1043	CHID1	1641.3217
CHIT1	97.6025	CHIT1	1590.8506
CHKA	1028.7693	CHKA	1307.5392
CHKB-CPT1B	511.9791	CHKB-CPT1B	384.2133
CHKB	200.2674	CHKB	264.1593
CHL1	160.206	CHL1	930.015
CHML	556.0382	CHML	511.441
CHMP1A	1464.0368	CHMP1A	1473.7575
CHMP1B	1273.2684	CHMP1B	1281.2942
CHMP2A	1676.9876	CHMP2A	1120.4595
CHMP2B	967.1516	CHMP2B	903.0971
CHMP4A	1101.355	CHMP4A	725.5328
CHMP4B	3790.7216	CHMP4B	2146.7062
CHMP4C	280.4838	CHMP4C	648.0495
CHMP5	1666.1873	CHMP5	990.7419
CHMP6	397.311	CHMP6	360.7005
CHMP7	1507.9086	CHMP7	1057.2023
CHM	684.2031	CHM	662.1815
CHN1	187.8108	CHN1	425.3035
CHN2	150.8402	CHN2	54.5088
removed	removed	CHODL	30.2827
CHORDC1	276.0473	CHORDC1	390.3102
CHPF2	1388.1238	CHPF2	1234.1878
CHPF	2726.4408	CHPF	2027.5943
CHPT1	2204.9282	CHPT1	1365.8637
CHP	3006.9443	CHP	2654.1094
CHRAC1	607.7971	CHRAC1	475.7747
CHRDL1	342.5945	CHRDL1	1658.8184
removed	removed	CHRDL2	21.5344
CHRD	625.543	CHRD	228.8025
CHRFAM7A	16.2671	CHRFAM7A	20.8614
CHRM1	18.2388	CHRM1	441.4543
CHRM3	8.38	CHRM3	49.7982
CHRM4	16.2671	removed	removed
CHRNA1	41.9	CHRNA1	91.521
CHRNA2	7.3941	removed	removed
removed	removed	CHRNA3	5.3836
CHRNA5	37.4636	CHRNA5	77.3891
CHRNA6	17.253	removed	removed
CHRNB1	163.6566	CHRNB1	193.8092
removed	removed	CHRNB2	118.439
CHRNE	9.9377	CHRNE	18.8089
CHST10	140.4884	CHST10	336.4743
CHST11	152.8119	CHST11	104.307
CHST12	209.9932	CHST12	218.7083
CHST13	7.8871	CHST13	13.459
CHST14	627.5148	CHST14	527.5917
CHST15	1790.8572	CHST15	1267.1623
CHST1	322.8768	CHST1	96.9046
CHST2	104.0107	CHST2	718.0362
CHST3	267.1744	CHST3	1303.5015
removed	removed	CHST4	8.7483
removed	removed	CHST5	8.8358
CHST6	87.2507	CHST6	43.0687
CHST7	40.9142	CHST7	80.7538
CHST8	109.926	CHST8	18.1696
removed	removed	CHST9	320.3236
CHSY1	1704.5924	CHSY1	3263.8009
CHSY3	140.9813	CHSY3	92.194
CHTF18	620.6136	CHTF18	327.726
CHTF8	1404.8838	CHTF8	2296.7737
CHUK	527.9406	CHUK	493.2714
CHURC1	1578.981	CHURC1	983.3933
CIAO1	1957.9644	CIAO1	1958.2805
CIAPIN1	640.3313	CIAPIN1	772.545
CIB1	1867.2631	CIB1	750.3377
CIB2	34.5059	CIB2	106.9988
CIC	2352.3178	CIC	1964.3371
CIDEA	51.2659	CIDEA	39.704
CIDEB	597.3665	CIDEB	314.1055
CIDECP	133.0943	CIDECP	82.7727
CIDEC	96.6166	CIDEC	306.1916
CIITA	510.1947	CIITA	236.8779
CILP2	299.2156	CILP2	37.0122
CILP	16817.6917	CILP	1965.683
CINP	318.4403	CINP	420.5929
CIR1	638.8524	CIR1	606.3267
CIRBP	5758.5448	CIRBP	5199.8742
CIRH1A	501.3217	CIRH1A	925.3044
CISD1	328.2992	CISD1	295.4245
CISD2	365.2698	CISD2	391.6561
CISD3	517.6824	CISD3	344.0854
CISH	1450.7274	CISH	1018.8442
CITED1	8.38	CITED1	92.8669
CITED2	1673.537	CITED2	1117.7677
CITED4	526.4617	CITED4	1241.5902
CIT	763.0737	CIT	483.8501
CIZ1	1897.8255	CIZ1	2493.9477
CKAP2L	217.3873	CKAP2L	212.6518
CKAP2	1074.1199	CKAP2	1160.8364
CKAP4	2483.4402	CKAP4	3603.64
CKAP5	3437.2824	CKAP5	3236.883
CKB	519.5605	CKB	273.8901
CKLF	324.8486	CKLF	236.205
CKMT1A	34.013	CKMT1A	382.2348
CKMT1B	151.3331	CKMT1B	718.7091
removed	removed	CKMT2	48.4523
CKS1B	508.7158	CKS1B	518.1705
CKS2	697.0196	CKS2	323.0153
CLASP1	1540.9357	CLASP1	1709.9625
CLASP2	1233.8331	CLASP2	1460.2986
removed	removed	CLCA2	79.4079
removed	removed	CLCA4	46.4335
