gene_id	TCGA-BH-A18L-01A-32R-A12D-07	gene_id	TCGA-BH-A18L-11A-42R-A12D-07
MRPL27	838.7283	MRPL27	583.6838
MRPL28	1334.9711	MRPL28	693.0193
MRPL2	223.4104	MRPL2	465.0967
MRPL30	807.4451	MRPL30	697.5273
MRPL32	823.6994	MRPL32	624.4743
MRPL33	564.1618	MRPL33	381.413
MRPL34	272.5434	MRPL34	409.5879
MRPL35	652.6012	MRPL35	732.5484
MRPL36	478.6127	MRPL36	209.4197
MRPL37	1382.659	MRPL37	995.3743
MRPL38	1130.3439	MRPL38	566.7746
MRPL39	286.7052	MRPL39	348.6123
MRPL3	1533.237	MRPL3	1084.1043
MRPL40	423.4104	MRPL40	538.688
MRPL41	373.4104	MRPL41	341.0429
removed	removed	MRPL42P5	7.6325
MRPL42	1085.8382	MRPL42	528.1749
MRPL43	1167.3584	MRPL43	902.9394
MRPL44	625.4335	MRPL44	456.2658
MRPL45	1596.8208	MRPL45	690.9167
MRPL46	300	MRPL46	399.9159
MRPL47	415.896	MRPL47	377.2077
MRPL48	245.9538	MRPL48	283.0109
MRPL49	2109.2486	MRPL49	1187.9731
MRPL4	387.8613	MRPL4	586.2069
MRPL50	356.3584	MRPL50	350.7149
MRPL51	1528.9017	MRPL51	985.7023
MRPL52	445.6647	MRPL52	281.7494
MRPL53	712.1936	MRPL53	327.6703
MRPL54	131.2139	MRPL54	397.8133
MRPL55	851.1561	MRPL55	341.0429
MRPL9	1375.5145	MRPL9	730.4584
MRPS10	774.2775	MRPS10	780.9083
MRPS11	561.2717	MRPS11	514.2977
MRPS12	669.0751	MRPS12	241.7998
MRPS14	527.1676	MRPS14	370.0589
MRPS15	1114.4509	MRPS15	886.4592
MRPS16	2335.1503	MRPS16	1211.4676
MRPS17	317.7948	MRPS17	169.8528
MRPS18A	375.4335	MRPS18A	575.2733
MRPS18B	3302.0231	MRPS18B	1244.323
MRPS18C	266.5925	MRPS18C	256.7662
MRPS21	1247.1098	MRPS21	723.2969
MRPS22	281.5029	MRPS22	477.2918
MRPS23	1399.1329	MRPS23	408.7468
MRPS24	898.5549	MRPS24	677.0395
MRPS25	457.3642	MRPS25	664.857
MRPS26	522.8324	MRPS26	486.9638
MRPS27	2329.7688	MRPS27	1235.0715
MRPS28	355.3613	MRPS28	216.5812
MRPS2	860.6647	MRPS2	592.0732
MRPS30	719.6532	MRPS30	655.1724
MRPS31	234.3931	MRPS31	407.0648
MRPS33	711.8497	MRPS33	430.614
MRPS34	1896.2428	MRPS34	545.4163
MRPS35	1843.0636	MRPS35	824.6426
MRPS36	491.9075	MRPS36	291.8419
MRPS5	756.0694	MRPS5	666.106
MRPS6	424.1012	MRPS6	589.4828
MRPS7	1737.1156	MRPS7	775.2187
MRPS9	466.185	MRPS9	453.7426
MRRF	636.9942	MRRF	406.2237
MRS2	1407.5145	MRS2	610.1766
MRTO4	1093.0636	MRTO4	677.0395
MRVI1	115.6069	MRVI1	600.0841
MS4A14	16.5636	MS4A14	60.2649
MS4A1	7.2254	MS4A1	9.672
MS4A2	23.4104	MS4A2	85.3659
MS4A4A	136.9942	MS4A4A	519.344
MS4A6A	409.5376	MS4A6A	983.5997
MS4A7	293.552	MS4A7	829.5585
MSC	32.5983	MSC	167.5021
MSH2	1091.0405	MSH2	604.2893
MSH3	527.6301	MSH3	449.386
MSH5	243.7197	MSH5	149.2851
MSH6	1768.4971	MSH6	1180.8242
MSI1	168.4971	MSI1	44.9958
MSI2	1022.8324	MSI2	246.005
MSL1	3689.0173	MSL1	1979.815
MSL2	961.2717	MSL2	885.6182
removed	removed	MSL3L2	85.7864
MSL3	270.2312	MSL3	545.4163
MSLN	8.3815	removed	removed
MSMB	35.5491	MSMB	150.1262
MSMP	21.6763	MSMP	26.0723
MSN	2097.3988	MSN	9779.6468
MSR1	630.9249	MSR1	608.4945
MSRA	32.0809	MSRA	253.5744
MSRB2	403.1792	MSRB2	567.2834
MSRB3	190.1734	MSRB3	2832.2119
MST1P2	57.8035	MST1P2	131.6232
removed	removed	MST1P9	24.3902
MST1R	425.1445	MST1R	197.6451
MST1	40.7514	MST1	58.873
MST4	352.0231	MST4	211.9428
removed	removed	MSTN	13.4567
MSTO1	1001.8092	MSTO1	808.9655
MSTO2P	114.5925	MSTO2P	84.5921
MSX1	13.2948	MSX1	191.3373
MSX2	63.8728	MSX2	159.7981
MT1A	62.7168	MT1A	42.4727
MT1DP	9.5376	removed	removed
MT1E	424.8555	MT1E	653.9108
MT1F	38.7283	MT1F	89.1505
MT1G	123.4104	MT1G	74.4323
MT1L	82.659	MT1L	96.2994
MT1M	5.2023	MT1M	116.4844
MT1X	121.6763	MT1X	1412.9521
MT2A	1705.4913	MT2A	1466.7788
MTA1	606.9364	MTA1	949.9579
MTA2	1473.6994	MTA2	1880.5719
MTA3	1010.9827	MTA3	855.7611
MTAP	442.4855	MTAP	613.9613
MTBP	619.0751	MTBP	57.6114
MTCH1	1991.9075	MTCH1	3461.7325
MTCH2	1789.0173	MTCH2	1314.9706
MTCP1NB	151.3064	MTCP1NB	229.058
MTCP1	17.7688	MTCP1	22.8343
MTDH	17872.2543	MTDH	2960.8915
MTERFD1	751.7341	MTERFD1	297.3087
MTERFD2	530.3468	MTERFD2	437.3423
MTERFD3	229.4798	MTERFD3	526.4929
MTERF	78.3237	MTERF	157.275
MTF1	672.2543	MTF1	723.2969
MTF2	335.8382	MTF2	452.9016
MTFMT	125.7225	MTFMT	216.9891
MTFR1	1952.9277	MTFR1	362.069
MTG1	416.763	MTG1	344.4071
MTHFD1L	95.0867	MTHFD1L	208.9992
MTHFD1	2424.9509	MTHFD1	2356.598
MTHFD2L	115.2919	MTHFD2L	224.5374
MTHFD2	3490.4624	MTHFD2	496.6358
MTHFR	553.5318	MTHFR	487.3255
MTHFSD	186.7052	MTHFSD	307.4012
MTHFS	248.5549	MTHFS	266.6106
MTIF2	918.7861	MTIF2	588.3095
MTIF3	533.237	MTIF3	866.2742
MTL5	2359.8266	MTL5	201.8503
MTM1	278.3237	MTM1	383.5156
MTMR10	818.7052	MTMR10	1561.2405
MTMR11	91.6185	MTMR11	305.2986
MTMR12	2069.9422	MTMR12	1857.4432
MTMR14	622.5434	MTMR14	675.778
MTMR15	785.9191	MTMR15	681.8209
MTMR1	926.3006	MTMR1	584.9453
MTMR2	611.8497	MTMR2	772.0774
MTMR3	1062.1387	MTMR3	1837.2582
MTMR4	2483.526	MTMR4	869.6384
MTMR6	732.659	MTMR6	828.8478
MTMR7	21.3786	MTMR7	37.5231
removed	removed	MTMR8	16.434
MTMR9L	48.2659	MTMR9L	156.434
MTMR9	319.0665	MTMR9	478.8814
MTO1	283.526	MTO1	409.5879
MTOR	2465.896	MTOR	1640.8747
MTP18	142.7514	MTP18	116.4676
MTPAP	606.0694	MTPAP	416.3162
MTRF1L	160.1156	MTRF1L	293.1034
MTRF1	101.4451	MTRF1	100.0841
MTRR	2050.578	MTRR	643.8183
MTR	1528.6127	MTR	1448.6964
MTSS1L	314.7399	MTSS1L	915.4752
MTSS1	25437.8439	MTSS1	963.4104
MTUS1	1370.2312	MTUS1	2780.4878
removed	removed	MTUS2	21.4466
MTX1	1148.2457	MTX1	446.5265
MTX2	639.3064	MTX2	459.6299
MTX3	906.9364	MTX3	643.8183
removed	removed	MUC12	5.0463
removed	removed	MUC13	15.5593
removed	removed	MUC15	539.1085
removed	removed	MUC16	399.0749
MUC1	5453.7572	MUC1	2253.1539
MUC20	845.3757	MUC20	260.3028
MUC4	7.8035	MUC4	8.831
MUC5B	7.5145	MUC5B	214.0454
removed	removed	MUC6	179.1421
MUC7	10.9827	MUC7	21.8671
MUCL1	26.0116	MUCL1	1147.603
MUDENG	875.7225	MUDENG	735.0715
MUL1	780.3468	MUL1	939.8654
MUM1L1	50.289	MUM1L1	80.3196
MUM1	439.8844	MUM1	1043.3137
MUS81	394.5087	MUS81	427.2498
MUSTN1	10.6936	MUSTN1	88.7553
MUTED	539.0173	MUTED	331.3709
MUTYH	141.4538	MUTYH	164.9495
MUT	790.4624	MUT	1037.8469
MVD	304.9133	MVD	267.4516
MVK	371.6763	MVK	253.995
MVP	2825.7225	MVP	3603.4483
MX1	7997.1098	MX1	4764.9285
MX2	597.3988	MX2	1095.8789
MXD1	465.6069	MXD1	501.6821
MXD3	240.2659	MXD3	61.8251
MXD4	1093.9306	MXD4	1942.3886
MXI1	1436.7052	MXI1	1503.7847
MXRA5	813.8728	MXRA5	5310.3448
MXRA7	1195.0867	MXRA7	3526.0723
MXRA8	285.8382	MXRA8	3132.8848
MYADM	3871.6763	MYADM	12025.6518
removed	removed	MYBBP1A	1091.4214
MYBL1	1045.9538	MYBL1	70.2271
MYBL2	1334.104	MYBL2	25.2313
removed	removed	MYBPC1	380.5719
MYB	508.0925	MYB	1473.0866
MYCBP2	1684.104	MYCBP2	4253.1539
MYCBPAP	27.4566	MYCBPAP	10.0925
MYCBP	949.422	MYCBP	601.9344
MYCL1	26.3006	MYCL1	68.1245
removed	removed	MYCN	5.8873
MYCT1	174.5665	MYCT1	775.4415
MYC	5580.6358	MYC	3700.1682
MYD88	930.3468	MYD88	1089.1505
MYEF2	1147.3757	MYEF2	263.3431
MYEOV2	688.4393	MYEOV2	536.5854
MYEOV	15.0289	MYEOV	444.4912
MYH10	2222.8324	MYH10	2951.64
MYH11	336.4075	MYH11	10967.8217
MYH14	1152.3121	MYH14	2172.4138
removed	removed	MYH1	28.1749
removed	removed	MYH3	55.5088
MYH7B	10.4046	MYH7B	21.0261
MYH9	16842.1965	MYH9	32520.6056
MYL12A	2561.2717	MYL12A	5764.9285
MYL12B	3321.3873	MYL12B	5953.7426
removed	removed	MYL3	14.2977
MYL5	88.5751	MYL5	133.73
MYL6B	247.9769	MYL6B	464.2557
MYL6	8713.8728	MYL6	18735.0715
removed	removed	MYL7	29.016
MYL9	841.0405	MYL9	15288.0572
MYLIP	1959.8266	MYLIP	1150.1262
MYLK3	20.2312	MYLK3	8.831
removed	removed	MYLK4	34.9033
MYLK	517.052	MYLK	8592.09
MYNN	345.6647	MYNN	464.2557
MYO10	265.0289	MYO10	1161.4802
MYO15A	5.2023	MYO15A	14.2977
MYO15B	309.8266	MYO15B	894.0286
removed	removed	MYO16	84.5248
MYO18A	2368.3468	MYO18A	1821.905
removed	removed	MYO18B	7.5694
MYO19	1629.2543	MYO19	358.4693
MYO1B	876.8786	MYO1B	1726.2405
MYO1C	3131.5029	MYO1C	11812.868
MYO1D	1588.7283	MYO1D	1677.8806
MYO1E	264.1618	MYO1E	985.7023
MYO1F	118.2081	MYO1F	247.2666
MYO1G	50.578	MYO1G	52.9857
removed	removed	MYO1H	6.3078
removed	removed	MYO3B	5.8873
MYO5A	773.6994	MYO5A	1203.5324
MYO5B	1690.1734	MYO5B	1178.7216
MYO5C	1028.3526	MYO5C	1516.4508
MYO6	1582.659	MYO6	2809.0833
MYO7A	28.0347	MYO7A	363.3305
removed	removed	MYO7B	20.6056
MYO9A	332.659	MYO9A	778.3852
MYO9B	803.4682	MYO9B	1637.09
MYOCD	5.4913	MYOCD	36.1648
removed	removed	MYOC	291.8419
MYOF	3007.8035	MYOF	5108.9151
MYOM1	10.1156	MYOM1	613.9613
removed	removed	MYOM2	25.2313
MYOM3	5.4913	MYOM3	42.4727
removed	removed	MYOZ1	25.2313
MYOZ3	14.4509	MYOZ3	26.9134
MYPOP	176.8786	MYPOP	117.3255
removed	removed	MYRIP	224.5585
MYSM1	175.7225	MYSM1	192.5988
MYST1	744.7977	MYST1	546.2574
MYST2	2661.8497	MYST2	1078.6375
MYST3	1505.2023	MYST3	1972.2456
MYST4	1204.9133	MYST4	1368.7973
MYT1	539.0173	removed	removed
MZF1	302.3757	MZF1	256.1354
N4BP1	614.7399	N4BP1	1594.1968
N4BP2L1	300.8671	N4BP2L1	538.2675
N4BP2L2	920.8092	N4BP2L2	1560.5551
N4BP2	451.1561	N4BP2	260.3028
N4BP3	1166.763	N4BP3	253.5744
N6AMT1	274.8555	N6AMT1	276.7031
N6AMT2	72.5434	N6AMT2	151.8082
NAA10	642.7746	NAA10	661.9008
NAA15	1814.7399	NAA15	923.8856
NAA16	232.659	NAA16	301.9344
NAA20	1863.8728	NAA20	753.1539
NAA25	757.2254	NAA25	536.1648
NAA30	891.6185	NAA30	618.1665
NAA35	455.4913	NAA35	394.4491
NAA38	319.0751	NAA38	323.8015
NAA40	602.3121	NAA40	459.6299
NAA50	2634.6821	NAA50	2469.3019
NAAA	363.8728	NAAA	547.0984
NAALAD2	9.5376	NAALAD2	108.4945
NAALADL1	26.8786	NAALADL1	79.8991
NAALADL2	8.9595	NAALADL2	350.7149
NAB1	642.1965	NAB1	1634.5669
NAB2	229.1908	NAB2	659.7981
NACA2	19.9422	NACA2	29.857
NACAD	20.5202	NACAD	186.7115
NACAP1	76.5896	NACAP1	87.0479
NACA	10080.3468	NACA	11596.2994
NACC1	1211.2717	NACC1	995.3743
NACC2	53.7572	NACC2	71.4886
NADK	1264.7399	NADK	1406.2237
NADSYN1	2760.4046	NADSYN1	730.0252
NAE1	546.5318	NAE1	742.2204
NAF1	263.8728	NAF1	232.5484
NAGA	887.2832	NAGA	968.4609
NAGK	573.9884	NAGK	1005.4668
NAGLU	1143.9306	NAGLU	1063.0782
NAGPA	316.7283	NAGPA	207.3171
NAGS	132.0809	NAGS	37.4264
NAIF1	388.1503	NAIF1	197.2246
NAIP	195.6647	NAIP	74.8528
removed	removed	NALCN	42.4727
NAMPT	1825.7225	NAMPT	2179.5627
NANOS1	184.3931	NANOS1	344.4071
NANP	186.4162	NANP	147.1825
NANS	1297.1098	NANS	748.6249
NAP1L1	6333.237	NAP1L1	5196.3835
NAP1L2	97.3988	NAP1L2	109.3356
NAP1L3	17.341	NAP1L3	91.6737
NAP1L4	2680.6358	NAP1L4	2354.9201
NAP1L5	45.3757	NAP1L5	216.5685
NAP1L6	6.0694	removed	removed
NAPA	3780.2052	NAPA	2988.4903
NAPB	934.6821	NAPB	262.8259
NAPEPLD	290.4017	NAPEPLD	430.6897
NAPG	651.1561	NAPG	666.5265
NAPRT1	2218.4971	NAPRT1	570.6476
removed	removed	NAPSA	7.9899
NAPSB	91.3295	NAPSB	75.6939
NARFL	998.5549	NARFL	417.9983
NARF	890.1734	NARF	612.6997
NARG2	784.104	NARG2	1057.6114
NARS2	278.6127	NARS2	332.6325
NARS	5335.2601	NARS	2654.3314
NASP	1274.8555	NASP	1392.3465
NAT10	1900.289	NAT10	970.143
NAT14	206.9364	NAT14	104.2893
NAT15	691.9075	NAT15	1048.36
NAT1	2483.526	NAT1	409.5879
NAT2	6.6474	removed	removed
NAT6	149.7543	NAT6	165.1388
NAT8L	182.0809	NAT8L	921.783
NAT9	560.4046	NAT9	364.1716
NAV1	3299.422	NAV1	2641.2952
NAV2	806.8671	NAV2	2100.8747
NAV3	39.5954	NAV3	396.9722
NBAS	1643.6416	NBAS	1405.8032
NBEAL1	210.6936	NBEAL1	382.6745
NBEAL2	1103.1792	NBEAL2	993.2717
NBEA	223.6994	NBEA	334.7351
NBL1	327.3584	NBL1	4292.2035
removed	removed	NBLA00301	44.5753
NBN	6068.7861	NBN	1772.0774
NBPF10	1354.4104	NBPF10	1431.4424
NBPF14	489.6156	NBPF14	458.6291
NBPF15	251.2052	NBPF15	233.196
NBPF16	38.7283	NBPF16	158.1161
NBPF1	1445.9538	NBPF1	990.7485
NBPF22P	5.7803	removed	removed
NBPF3	137.5723	NBPF3	203.1119
NBPF4	60.9827	NBPF4	22.7082
NBPF6	78.0347	removed	removed
NBPF9	572.2775	NBPF9	244.4575
NBR1	7156.0694	NBR1	4207.3171
NBR2	123.9884	NBR2	119.4281
NCALD	73.9884	NCALD	2534.4828
NCAM1	123.9884	NCAM1	452.0227
NCAM2	6.3584	NCAM2	91.6737
NCAPD2	2243.6416	NCAPD2	991.169
NCAPD3	210.9827	NCAPD3	287.2161
NCAPG2	793.6416	NCAPG2	248.1077
NCAPG	843.9884	NCAPG	32.746
NCAPH2	510.1156	NCAPH2	651.3877
NCAPH	490.4624	NCAPH	33.6417
NCBP1	1160.9538	NCBP1	708.1749
NCBP2	2302.0231	NCBP2	1531.5391
NCCRP1	8.0925	NCCRP1	88.3095
NCDN	954.0462	NCDN	572.7334
NCEH1	494.5087	NCEH1	466.7788
removed	removed	NCF1B	20.6056
NCF1C	11.5607	NCF1C	29.857
NCF1	41.3295	NCF1	75.6939
NCF2	104.6243	NCF2	243.9024
NCF4	60.1156	NCF4	198.0656
NCK1	460.6936	NCK1	692.1783
NCK2	406.0694	NCK2	1047.9394
NCKAP1L	204.0462	NCKAP1L	373.0025
NCKAP1	5075.4335	NCKAP1	4065.1808
NCKAP5L	264.4509	NCKAP5L	969.7225
NCKAP5	97.1098	NCKAP5	188.3936
NCKIPSD	1130.6358	NCKIPSD	474.3482
NCLN	1249.1329	NCLN	1071.0681
NCL	16426.8786	NCL	9931.0345
NCOA1	1362.4277	NCOA1	2312.4474
NCOA2	4825.7225	NCOA2	961.7325
NCOA3	2489.0173	NCOA3	1369.6384
NCOA4	5266.763	NCOA4	6613.9613
NCOA5	1517.341	NCOA5	1049.201
NCOA6	3226.3006	NCOA6	1606.3919
NCOA7	577.4566	NCOA7	2513.8772
NCOR1	2532.3699	NCOR1	2970.5635
NCOR2	2630.6358	NCOR2	3941.968
NCRNA00052	24.2775	removed	removed
NCRNA00081	418.1763	NCRNA00081	181.0892
NCRNA00085	17.9191	NCRNA00085	103.4483
removed	removed	NCRNA00086	144.2389
NCRNA00087	7.5145	NCRNA00087	75.6939
removed	removed	NCRNA00092	7.5694
removed	removed	NCRNA00093	9.0791
NCRNA00094	832.396	NCRNA00094	600.8789
NCRNA00095	116.474	NCRNA00095	41.6316
NCRNA00105	11.5607	NCRNA00105	57.1909
removed	removed	NCRNA00107	8.4104
removed	removed	NCRNA00110	18.9235
NCRNA00115	12.7168	NCRNA00115	14.7183
NCRNA00116	66.474	NCRNA00116	129.5206
NCRNA00120	11.8497	NCRNA00120	52.9857
NCRNA00152	94.2197	NCRNA00152	87.889
removed	removed	NCRNA00162	7.5694
NCRNA00171	34.3699	NCRNA00171	21.2069
NCRNA00173	18.7861	NCRNA00173	21.4466
NCRNA00174	61.8497	NCRNA00174	119.8486
NCRNA00176	24.8555	NCRNA00176	8.831
NCRNA00181	176.2081	NCRNA00181	147.6325
NCRNA00182	40.7514	NCRNA00182	57.6114
NCRNA00183	300.8671	NCRNA00183	271.2363
NCRNA00188	3090.1734	NCRNA00188	5589.5711
NCRNA00201	785.0896	NCRNA00201	975.9251
removed	removed	NCRNA00202	15.5593
removed	removed	NCRNA00204B	5.8873
NCRNA00219	421.6763	NCRNA00219	297.7292
NCS1	173.4104	NCS1	325.9041
NCSTN	7396.6676	NCSTN	3032.1447
NDC80	293.0636	NDC80	11.3541
NDE1	1290.1821	NDE1	499.3776
NDEL1	353.7572	NDEL1	1129.1001
NDFIP1	4999.422	NDFIP1	3181.6653
NDFIP2	889.8844	NDFIP2	601.7662
NDNL2	411.2717	NDNL2	397.8133
NDN	56.3584	NDN	1070.6476
NDOR1	426.0116	NDOR1	417.1573
removed	removed	NDP	21.0261
NDRG1	7967.6301	NDRG1	6544.5753
NDRG2	341.9075	NDRG2	5495.3743
NDRG3	2248.8439	NDRG3	908.7468
NDRG4	153.7572	NDRG4	177.4601
NDST1	1660.4046	NDST1	5581.5812
NDST2	621.9653	NDST2	577.3759
removed	removed	NDST3	5.0463
NDUFA10	1413.2948	NDUFA10	1225.82
NDUFA11	762.7168	NDUFA11	1068.545
NDUFA12	544.7977	NDUFA12	457.1068
NDUFA13	1135.9335	NDUFA13	1761.0934
NDUFA1	1076.0116	NDUFA1	1118.587
NDUFA2	1402.6012	NDUFA2	606.3919
NDUFA3	673.6994	NDUFA3	531.9596
NDUFA4L2	118.7861	NDUFA4L2	264.9285
NDUFA4	3066.763	NDUFA4	1954.5837
NDUFA5	957.5145	NDUFA5	1125.3154
NDUFA6	587.2832	NDUFA6	791.4214
NDUFA7	511.5607	NDUFA7	309.5038
NDUFA8	832.948	NDUFA8	675.3574
NDUFA9	1403.4682	NDUFA9	971.4045
NDUFAB1	1508.3815	NDUFAB1	650.9672
NDUFAF1	353.1792	NDUFAF1	319.1758
NDUFAF2	183.526	NDUFAF2	151.3877
NDUFAF3	1071.0983	NDUFAF3	812.868
NDUFAF4	126.8786	NDUFAF4	236.7536
NDUFB10	2351.7341	NDUFB10	936.9218
NDUFB11	1293.0636	NDUFB11	746.4256
NDUFB1	699.711	NDUFB1	469.7225
NDUFB2	691.9075	NDUFB2	892.3423
NDUFB3	662.1387	NDUFB3	522.7082
NDUFB4	1712.7168	NDUFB4	1242.6409
NDUFB5	814.7399	NDUFB5	1010.9336
NDUFB6	330.6358	NDUFB6	466.7788
NDUFB7	594.2197	NDUFB7	1042.0521
NDUFB8	1202.1647	NDUFB8	987.9941
NDUFB9	8227.474	NDUFB9	1595.8831
NDUFC1	693.9306	NDUFC1	507.5694
NDUFC2	1041.9075	NDUFC2	1584.5248
NDUFS1	1914.4509	NDUFS1	1443.6501
NDUFS2	3262.1387	NDUFS2	1762.8259
NDUFS3	974.6272	NDUFS3	914.0076
NDUFS4	808.9595	NDUFS4	554.6678
NDUFS5	935.5491	NDUFS5	1492.0101
NDUFS6	976.0116	NDUFS6	564.7603
NDUFS7	496.5231	NDUFS7	634.5206
NDUFS8	3589.3064	NDUFS8	970.5635
NDUFV1	3415.3179	NDUFV1	1880.9924
NDUFV2	1195.3757	NDUFV2	1231.7073
NDUFV3	736.1272	NDUFV3	678.3011
NEAT1	12574.5665	NEAT1	14450.3785
NEBL	4919.0751	NEBL	1690.0757
NEB	30.3468	NEB	26.9134
NECAB1	8.9595	NECAB1	201.0093
NECAB3	2803.4682	NECAB3	336.4172
NECAP1	1362.4277	NECAP1	684.6089
NECAP2	859.5376	NECAP2	1256.5181
NEDD1	836.7052	NEDD1	537.0059
NEDD4L	2315.6069	NEDD4L	1829.6888
NEDD4	320.8092	NEDD4	542.0521
NEDD8	2013.8728	NEDD8	1365.4331
NEDD9	273.1214	NEDD9	3761.9849
NEFH	10.9827	NEFH	31.1186
NEGR1	17.052	NEGR1	490.7485
NEIL1	82.0809	NEIL1	146.3415
NEIL2	354.3353	NEIL2	556.3499
NEIL3	215.6069	removed	removed
NEK10	41.6185	NEK10	446.5938
NEK11	244.5087	NEK11	288.0572
NEK1	355.2023	NEK1	477.7124
NEK2	1471.9653	NEK2	15.9798
NEK3	147.1098	NEK3	240.1177
NEK4	934.104	NEK4	503.7847
NEK5	33.237	NEK5	8.4104
removed	removed	NEK6	837.6787
NEK7	3027.7457	NEK7	2288.0572
NEK8	286.4162	NEK8	89.1505
removed	removed	NEK9	2752.3129
NELF	1780.9249	NELF	709.8402
NELL1	350.289	removed	removed
NELL2	1500.289	NELL2	77.3759
NENF	1163.0058	NENF	961.7325
NEO1	1456.6474	NEO1	1904.9622
NES	785.8382	NES	3724.979
NET1	4665.0289	NET1	1770.3953
NETO2	368.7861	NETO2	142.1362
NEU1	5779.4798	NEU1	1339.3608
NEU3	93.6416	NEU3	84.5248
NEURL1B	2361.8497	NEURL1B	1374.2641
NEURL2	21.026	NEURL2	18.6249
removed	removed	NEURL3	66.8629
NEURL4	432.2948	NEURL4	570.2691
NEURL	2274.8555	NEURL	14.7183
NEUROD4	43.6416	removed	removed
removed	removed	NEUROG2	40.3701
NEXN	39.3064	NEXN	504.2052
NF1	4717.9191	NF1	2324.222
NF2	583.815	NF2	797.7292
NFAM1	59.8266	NFAM1	160.2187
NFASC	3527.6503	NFASC	851.6064
NFAT5	615.3179	NFAT5	2540.7906
NFATC1	44.2197	NFATC1	551.3036
NFATC2IP	1398.5549	NFATC2IP	662.7418
NFATC2	41.6185	NFATC2	121.5307
NFATC3	521.9653	NFATC3	938.1833
NFATC4	478.6127	NFATC4	690.9167
NFE2L1	9448.2659	NFE2L1	8831.3709
NFE2L2	2456.104	NFE2L2	3530.5088
NFE2L3	91.9075	NFE2L3	244.7435
NFE2	7.2254	NFE2	5.0463
NFIA	365.0289	NFIA	2565.6013
NFIB	1125.1445	NFIB	5650.9672
NFIC	895.6647	NFIC	1300.2523
NFIL3	373.9884	NFIL3	1124.0538
NFIX	630.9249	NFIX	5808.2422
NFKB1	1155.2023	NFKB1	1485.2817
NFKB2	571.0983	NFKB2	706.0555
NFKBIA	1189.5954	NFKBIA	1824.222
NFKBIB	357.5145	NFKBIB	293.9445
NFKBID	12.7168	NFKBID	54.2473
NFKBIE	126.8786	NFKBIE	183.3474
NFKBIL1	516.763	NFKBIL1	368.7973
NFKBIL2	1022.2399	NFKBIL2	82.8427
NFKBIZ	231.7919	NFKBIZ	982.3381
NFRKB	478.6127	NFRKB	821.6989
NFS1	1032.659	NFS1	438.6039
NFU1	384.104	NFU1	693.4399
NFX1	773.1214	NFX1	1193.0193
NFXL1	316.6532	NFXL1	235.492
NFYA	652.3121	NFYA	874.2641
NFYB	989.8844	NFYB	757.7796
NFYC	898.8121	NFYC	1019.365
NGDN	719.9422	NGDN	500
NGEF	17.341	NGEF	43.7342
NGFRAP1	250.578	NGFRAP1	1238.0151
NGFR	55.7803	NGFR	1358.7048
NGF	10.6936	NGF	21.8671
NGLY1	489.0173	NGLY1	591.2532
NGRN	2224.1879	NGRN	2710.6308
NHEDC1	21.0983	NHEDC1	6.3078
NHEDC2	153.4682	NHEDC2	158.5366
NHEJ1	232.0809	NHEJ1	234.2304
NHLH2	7.2254	removed	removed
NHLRC1	145.0867	NHLRC1	65.1808
NHLRC2	295.0867	NHLRC2	217.8301
NHLRC3	448.2659	NHLRC3	848.1918
NHLRC4	15.896	NHLRC4	54.6678
NHP2L1	2135.5491	NHP2L1	1769.9748
NHP2	2642.7746	NHP2	835.1556
NHSL1	107.2254	NHSL1	441.5475
NHSL2	36.7052	NHSL2	130.3616
NHS	48.2659	NHS	320.4373
NICN1	334.104	NICN1	404.7393
NID1	1454.8728	NID1	4295.4878
NID2	380.6358	NID2	864.5921
NIF3L1	621.6763	NIF3L1	439.4449
NINJ1	1753.1792	NINJ1	1574.0118
NINJ2	36.7052	NINJ2	81.1606
NINL	127.4566	NINL	310.3448
NIN	1418.2081	NIN	1378.8898
NIP7	395.6647	NIP7	470.5635
NIPA1	1087.5723	NIPA1	336.4172
NIPA2	1002.0231	NIPA2	713.6249
removed	removed	NIPAL1	31.9596
NIPAL2	826.0116	NIPAL2	247.6871
NIPAL3	1836.4162	NIPAL3	1038.2675
NIPBL	4098.5549	NIPBL	2252.7334
NIPSNAP1	898.8439	NIPSNAP1	785.5341
NIPSNAP3A	223.1214	NIPSNAP3A	541.6316
NIPSNAP3B	10.4104	NIPSNAP3B	123.6838
NISCH	1658.9595	NISCH	2902.439
NIT1	691.9769	NIT1	600.8495
NIT2	719.3642	NIT2	649.7056
NKAIN1	1947.6879	NKAIN1	120.6897
removed	removed	NKAIN2	11.3541
removed	removed	NKAPL	65.1808
NKAP	480.9249	NKAP	331.7914
removed	removed	NKD1	10.0925
NKD2	47.9769	NKD2	45.4163
NKG7	24.8555	NKG7	105.5509
NKIRAS1	276.3006	NKIRAS1	297.7292
NKIRAS2	1415.896	NKIRAS2	813.709
NKPD1	41.3295	NKPD1	31.5391
NKRF	480.3468	NKRF	268.7132
NKTR	871.0983	NKTR	1866.6947
removed	removed	NKX2-8	5.0463
NKX3-1	43.6416	NKX3-1	150.5467
NKX6-1	239.5954	removed	removed
NLE1	601.4451	NLE1	303.196
removed	removed	NLGN1	61.3961
NLGN2	196.2428	NLGN2	759.8823
NLGN3	5.4913	NLGN3	50.0421
NLGN4X	206.3584	NLGN4X	283.852
NLK	1404.9133	NLK	393.6081
