gene_id	TCGA-BH-A1FH-01A-12R-A13Q-07	gene_id	TCGA-BH-A1FH-11B-42R-A13Q-07
LOC728875	27.0826	LOC728875	31.2321
removed	removed	LOC728989	6.6462
LOC729020	25.6986	LOC729020	14.3149
LOC729082	579.6145	LOC729082	355.3528
LOC729176	29.7237	LOC729176	67.9959
LOC729234	80.5016	LOC729234	111.4519
LOC729375	52.0164	LOC729375	51.6258
removed	removed	LOC729467	19.4274
LOC729603	18.8869	LOC729603	21.4724
LOC729678	726.6414	LOC729678	270.2249
LOC729799	18.8869	LOC729799	16.3599
LOC729991-MEF2B	48.1802	LOC729991-MEF2B	40.9969
LOC729991	155.5043	LOC729991	236.089
LOC730101	130.6603	LOC730101	139.5706
LOC80054	38.7027	LOC80054	44.4785
LOC80154	415.512	LOC80154	270.9611
LOC81691	59.4473	LOC81691	110.9407
LOC84740	9.3165	LOC84740	7.1626
LOC84856	33.4391	LOC84856	54.1922
LOC84989	6.4339	LOC84989	6.5133
LOC90110	196.6096	LOC90110	312.3722
LOC90246	37.1546	LOC90246	26.5849
removed	removed	LOC90586	11.7587
LOC90784	292.9019	LOC90784	215.7464
LOC90834	25.389	LOC90834	18.4049
LOC91316	278.5014	LOC91316	215.4141
LOC92249	597.5695	LOC92249	470.8589
LOC92659	72.761	LOC92659	68.5072
LOC92973	67.4975	LOC92973	93.5583
LOC93432	13.3137	LOC93432	17.8937
LOC93622	407.1523	LOC93622	338.9571
LOC96610	14204.1551	LOC96610	6506.0838
LOH12CR1	105.2713	LOH12CR1	92.0245
LOH12CR2	31.891	LOH12CR2	37.8323
LOH3CR2A	100.627	LOH3CR2A	213.1902
LONP1	1136.9301	LONP1	725.9714
LONP2	2368.6044	LONP2	1155.9305
LONRF1	660.113	LONRF1	827.1984
LONRF2	609.0255	LONRF2	320.0409
LONRF3	46.1336	LONRF3	50.6135
LOXHD1	8.0502	LOXHD1	5.6237
LOXL1	1264.1845	LOXL1	857.362
LOXL2	1776.5555	LOXL2	672.2444
LOXL3	85.8271	LOXL3	105.8078
LOXL4	76.4765	LOXL4	694.7853
LOX	3580.7725	LOX	1833.3333
LPAL2	6.8117	removed	removed
LPAR1	1138.4782	LPAR1	1124.2331
LPAR2	235.622	LPAR2	238.7526
LPAR3	56.3511	LPAR3	20.9611
LPAR4	39.3219	LPAR4	8.18
LPAR5	78.3342	LPAR5	69.0184
LPAR6	1166.6538	LPAR6	1120.6544
LPCAT1	1469.4636	LPCAT1	926.8916
LPCAT2	1543.7727	LPCAT2	1423.8241
LPCAT3	1219.599	LPCAT3	1379.3456
LPCAT4	386.4076	LPCAT4	670.7566
LPGAT1	2274.7891	LPGAT1	2299.591
LPHN1	1082.7247	LPHN1	894.683
LPHN2	2333.6172	LPHN2	1616.0532
LPHN3	669.092	LPHN3	187.1166
LPIN1	941.2493	LPIN1	788.3436
LPIN2	1580.6177	LPIN2	1171.7791
LPIN3	359.4767	LPIN3	423.8037
LPL	905.9525	LPL	7653.8855
LPPR1	70.5937	LPPR1	36.8098
LPPR2	958.2785	LPPR2	685.5828
LPPR3	26.9371	LPPR3	8.18
LPPR4	295.3789	LPPR4	100.2045
LPPR5	27.5563	removed	removed
LPP	1205.0468	LPP	364.0082
LPXN	255.4377	LPXN	298.0573
LQK1	50.7779	LQK1	35.7873
LRAT	27.5563	LRAT	77.7096
LRBA	3921.0465	LRBA	1492.3313
LRCH1	1134.4531	LRCH1	740.2863
LRCH2	175.2458	LRCH2	129.8569
LRCH3	445.8549	LRCH3	335.3783
LRCH4	704.3889	LRCH4	622.6994
LRDD	115.7984	LRDD	116.0532
LRFN1	52.326	LRFN1	48.5685
LRFN3	210.5426	LRFN3	214.7239
LRFN4	234.0738	LRFN4	214.2127
LRFN5	162.5513	LRFN5	94.5808
LRG1	102.1751	LRG1	330.7771
LRGUK	14.2426	LRGUK	10.2249
LRIG1	3698.3079	LRIG1	4175.3937
LRIG2	374.3324	LRIG2	223.4151
LRIG3	1036.9224	LRIG3	1209.1002
LRIT3	6.8117	removed	removed
LRMP	152.0242	LRMP	206.0327
LRP10	4519.8545	LRP10	5787.3211
LRP11	1415.5894	LRP11	978.9826
LRP12	605.9293	LRP12	379.3456
LRP1B	38.0834	LRP1B	41.9223
LRP1	24513.9717	LRP1	16036.2986
LRP2BP	70.5937	LRP2BP	84.3558
LRP2	3002.7092	LRP2	1028.6299
LRP3	935.0352	LRP3	1133.6605
LRP4	473.0892	LRP4	264.3149
LRP5L	61.6147	LRP5L	34.7648
LRP5	1404.1334	LRP5	2215.2352
LRP6	1973.5274	LRP6	1558.2822
LRP8	67.8071	LRP8	49.0798
LRPAP1	1705.7048	LRPAP1	1377.3006
LRPPRC	3695.9517	LRPPRC	2999.4888
LRRC10B	10.2175	LRRC10B	17.8937
LRRC14	421.8345	LRRC14	521.774
LRRC15	4339.6548	LRRC15	838.4458
LRRC16A	881.802	LRRC16A	557.771
LRRC16B	13.933	LRRC16B	10.2249
LRRC17	1455.221	LRRC17	626.7894
LRRC18	6.8117	removed	removed
LRRC1	753.6187	LRRC1	546.5235
LRRC20	162.8609	LRRC20	184.5603
LRRC23	112.3926	LRRC23	119.1207
LRRC24	8.5394	LRRC24	7.8783
LRRC25	118.8947	LRRC25	259.7137
LRRC26	18.5773	LRRC26	38.8548
LRRC27	164.409	LRRC27	196.1196
LRRC28	275.5631	LRRC28	235.1738
LRRC29	41.4893	LRRC29	62.3722
LRRC2	40.5604	LRRC2	201.9427
LRRC31	29.1044	LRRC31	5.1125
LRRC32	3839.3064	LRRC32	2205.0102
LRRC33	199.3962	LRRC33	226.9939
LRRC34	64.0916	LRRC34	100.7157
removed	removed	LRRC36	5.6237
LRRC37A2	170.942	LRRC37A2	140.2761
LRRC37A3	121.6812	LRRC37A3	117.0757
LRRC37A4	291.6634	LRRC37A4	285.2761
LRRC37A	284.8518	LRRC37A	283.2311
LRRC37B2	513.0428	LRRC37B2	523.5174
LRRC37B	180.1997	LRRC37B	152.3517
LRRC39	6.6507	removed	removed
LRRC3B	13.0041	LRRC3B	17.8937
LRRC3	47.6817	LRRC3	47.546
LRRC40	378.6671	LRRC40	411.0429
LRRC41	1958.9752	LRRC41	1884.4581
LRRC42	471.5535	LRRC42	556.7485
LRRC43	6.8117	LRRC43	5.1125
LRRC45	130.041	LRRC45	122.1881
LRRC46	19.5062	LRRC46	15.3374
LRRC47	1083.9848	LRRC47	1164.6217
LRRC48	70.2841	LRRC48	68.5072
LRRC49	131.8988	LRRC49	176.3804
LRRC4B	49.2298	LRRC4B	17.3824
LRRC4C	156.6685	LRRC4C	228.5276
LRRC4	60.3762	LRRC4	120.1431
LRRC50	14.2426	LRRC50	6.6462
LRRC55	26.0082	removed	removed
LRRC56	59.4473	LRRC56	36.2986
LRRC57	322.9352	LRRC57	353.272
LRRC58	2048.4558	LRRC58	1278.1186
LRRC59	6982.3082	LRRC59	2319.5859
LRRC61	136.5431	LRRC61	163.0879
LRRC66	14.5522	LRRC66	10.2249
LRRC6	90.7191	LRRC6	50.1022
LRRC70	103.3671	LRRC70	345.7004
LRRC8A	2513.1976	LRRC8A	2013.8037
LRRC8B	662.2804	LRRC8B	559.816
LRRC8C	746.1878	LRRC8C	1149.2843
LRRC8D	842.4801	LRRC8D	766.8712
LRRC8E	359.1609	LRRC8E	296.5235
LRRCC1	605.31	LRRCC1	451.9427
LRRFIP1	2965.5546	LRRFIP1	3425.8691
LRRFIP2	660.4226	LRRFIP2	984.6626
LRRIQ1	29.7237	LRRIQ1	25.5624
LRRIQ3	11.1464	LRRIQ3	17.3824
LRRK1	492.6078	LRRK1	429.9591
LRRK2	489.8212	LRRK2	601.7382
LRRN1	2241.6596	LRRN1	442.7403
LRRN2	473.1016	LRRN2	232.6176
LRRN3	430.3739	LRRN3	111.9632
LRRN4CL	185.4633	LRRN4CL	946.8303
removed	removed	LRRN4	9.2025
LRRTM2	31.2718	LRRTM2	26.5849
LRSAM1	439.9721	LRSAM1	369.1207
LRTOMT	241.867	LRTOMT	234.9489
LRWD1	204.9694	LRWD1	147.2393
LSAMP	118.2754	LSAMP	61.8609
LSG1	1221.7664	LSG1	792.9448
LSM10	352.9685	LSM10	376.7894
LSM11	362.5668	LSM11	153.3742
LSM12	675.5941	LSM12	891.1043
LSM14A	3068.6586	LSM14A	3273.0061
LSM14B	927.9356	LSM14B	560.8384
LSM1	980.2616	LSM1	535.2761
LSM2	462.5745	LSM2	684.5603
LSM3	467.2188	LSM3	729.5501
LSM4	792.9406	LSM4	752.045
LSM5	444.6165	LSM5	623.7219
LSM6	155.7396	LSM6	274.0286
LSM7	301.881	LSM7	325.1534
LSMD1	182.0574	LSMD1	356.3395
LSP1	1979.4102	LSP1	1812.8834
LSR	1204.118	LSR	1292.4335
LSS	985.8348	LSS	830.7771
LST1	66.8782	LST1	205.5215
LTA4H	1307.8412	LTA4H	1940.6953
removed	removed	LTA	5.1125
LTB4R2	49.7871	LTB4R2	28.5992
LTB4R	169.7593	LTB4R	142.8476
LTBP1	2301.1069	LTBP1	1685.5828
LTBP2	5688.6756	LTBP2	6892.1268
LTBP3	3928.1802	LTBP3	3204.6472
LTBP4	1346.2342	LTBP4	4075.1534
LTBR	1894.2643	LTBR	1712.1677
LTB	36.845	LTB	26.0736
LTC4S	20.692	LTC4S	99.5859
LTF	3479.8359	LTF	46803.681
LTV1	563.2015	LTV1	804.7035
LUC7L2	2155.783	LUC7L2	1840.4908
LUC7L3	2487.1894	LUC7L3	1352.2495
LUC7L	445.2357	LUC7L	402.863
LUM	30973.2951	LUM	20615.5419
LUZP1	2050.6231	LUZP1	1578.2209
LUZP2	71.2129	LUZP2	39.8773
LUZP6	4896.6638	LUZP6	3948.364
LXN	310.86	LXN	643.6605
LY6D	7.1213	LY6D	101.7382
LY6E	3183.2185	LY6E	5889.0593
LY6G5B	30.4544	LY6G5B	55.547
LY6G5C	29.414	LY6G5C	29.6524
LY6G6C	21.9831	LY6G6C	28.1186
LY6K	92.2672	LY6K	124.2331
LY75	1501.432	LY75	1370.4755
LY86	118.8947	LY86	139.0593
LY96	154.8107	LY96	228.0164
LY9	37.4642	LY9	38.8548
LYAR	203.1117	LYAR	306.2372
removed	removed	LYG1	6.6462
LYL1	59.7569	LYL1	91.5133
LYNX1	449.2608	LYNX1	641.6155
LYN	574.0382	LYN	1444.274
LYPD1	55.3417	LYPD1	24.1769
LYPD3	521.093	LYPD3	729.0389
LYPD5	48.9202	LYPD5	96.1145
LYPD6B	129.4218	LYPD6B	125.2556
LYPD6	454.834	LYPD6	246.4213
LYPLA1	1705.0855	LYPLA1	1108.3845
LYPLA2P1	68.1167	LYPLA2P1	38.3436
LYPLA2	1085.8426	LYPLA2	866.5644
LYPLAL1	318.6005	LYPLAL1	411.0429
LYRM1	544.9338	LYRM1	736.7076
LYRM2	1247.0563	LYRM2	1127.7505
LYRM4	278.0401	LYRM4	402.3517
LYRM5	366.2822	LYRM5	467.2802
LYRM7	419.2275	LYRM7	507.1575
LYSMD1	217.3543	LYSMD1	99.182
LYSMD2	112.7022	LYSMD2	250.5112
LYSMD3	777.4596	LYSMD3	644.683
LYSMD4	167.4959	LYSMD4	241.2219
LYST	1426.1166	LYST	1052.6585
LYVE1	662.8996	LYVE1	6978.5276
LYZ	1000.0774	LYZ	1911.0429
LZIC	459.1687	LZIC	330.2658
LZTFL1	709.0332	LZTFL1	851.227
LZTR1	889.5673	LZTR1	624.7444
LZTS1	1359.548	LZTS1	589.4683
LZTS2	1327.9666	LZTS2	1324.1309
M6PR	2668.0672	M6PR	2547.7352
MAB21L1	135.6142	MAB21L1	67.4847
MACC1	385.1691	MACC1	639.5706
MACF1	8642.4646	MACF1	5792.9448
MACROD1	68.736	MACROD1	110.9407
MACROD2	410.5581	MACROD2	119.6319
MAD1L1	380.5248	MAD1L1	360.9407
MAD2L1BP	347.3953	MAD2L1BP	445.2965
MAD2L1	139.3297	MAD2L1	119.1207
MAD2L2	417.0601	MAD2L2	413.5992
MADD	1374.1002	MADD	1301.1247
MAEA	1096.6793	MAEA	956.0327
MAF1	1210.62	MAF1	1941.7178
MAFB	2398.0184	MAFB	1525.0511
MAFF	618.3141	MAFF	1773.0061
MAFG	682.4058	MAFG	722.3926
MAFK	462.8563	MAFK	895.9509
MAF	1466.677	MAF	1908.998
MAGED1	5972.5985	MAGED1	2709.1002
MAGED2	7968.109	MAGED2	4539.3661
MAGED4B	417.0756	MAGED4B	279.3098
MAGED4	155.7241	MAGED4	62.2035
MAGEE1	149.2376	MAGEE1	165.1329
MAGEF1	1023.9183	MAGEF1	723.4151
MAGEH1	717.0834	MAGEH1	655.9305
MAGEL2	78.3342	MAGEL2	16.3599
MAGI1	1226.7203	MAGI1	837.4233
MAGI2	330.0565	MAGI2	306.2372
MAGI3	1006.5795	MAGI3	472.9039
MAGIX	35.9161	MAGIX	31.6973
MAGOHB	285.471	MAGOHB	274.0286
MAGOH	303.1194	MAGOH	509.2025
MAGT1	3094.9764	MAGT1	3056.2372
MAG	63.1628	removed	removed
MAK16	470.154	MAK16	584.8262
MAK	7.1213	MAK	57.2597
MAL2	1903.8625	MAL2	1829.2434
MALAT1	2220.2678	MALAT1	3477.4693
MALL	682.7154	MALL	1587.9346
MALT1	770.6479	MALT1	813.9059
MAL	6.5021	MAL	27.0961
MAMDC2	599.3529	MAMDC2	1725.4192
MAMDC4	22.2927	MAMDC4	20.9611
MAML1	1912.2749	MAML1	1285.3834
MAML2	880.8731	MAML2	870.6544
MAML3	588.5904	MAML3	430.9816
MAMLD1	126.3256	MAMLD1	230.5726
MAMSTR	12.3849	MAMSTR	26.0736
MAN1A1	2895.2705	MAN1A1	2703.9877
MAN1A2	1629.5379	MAN1A2	671.7791
MAN1B1	1904.1721	MAN1B1	1129.8569
MAN1C1	596.9502	MAN1C1	478.5276
MAN2A1	1174.7039	MAN2A1	640.0818
MAN2A2	1058.5959	MAN2A2	1036.8098
MAN2B1	1722.4243	MAN2B1	2067.9959
MAN2B2	1600.7431	MAN2B2	1515.3374
MAN2C1	466.29	MAN2C1	606.3395
MANBAL	798.8234	MANBAL	1054.1922
MANBA	652.3725	MANBA	685.0716
MANEAL	163.4801	MANEAL	150.3067
MANEA	594.4733	MANEA	437.6278
MANF	664.1381	MANF	700.409
MANSC1	1242.511	MANSC1	1067.9959
MAOA	531.9297	MAOA	1976.4826
MAOB	2306.0608	MAOB	3030.6748
MAP1A	1770.4157	MAP1A	1206.544
MAP1B	3594.7055	MAP1B	2055.2147
MAP1D	44.5855	MAP1D	43.9673
MAP1LC3A	175.2458	MAP1LC3A	271.9836
MAP1LC3B2	295.0693	MAP1LC3B2	240.7975
MAP1LC3B	2843.8734	MAP1LC3B	2562.8834
MAP1LC3C	36.5353	MAP1LC3C	115.0307
MAP1S	536.2644	MAP1S	695.2965
MAP2K1	1183.4322	MAP2K1	1123.41
MAP2K2	1414.9702	MAP2K2	1463.7014
MAP2K3	687.0501	MAP2K3	2073.1084
MAP2K4	925.7682	MAP2K4	883.9468
MAP2K5	427.5873	MAP2K5	388.0368
MAP2K6	201.5636	MAP2K6	213.1902
MAP2K7	617.3852	MAP2K7	696.319
MAP2	268.4418	MAP2	446.8303
MAP3K10	159.4551	MAP3K10	96.1145
MAP3K11	1229.8165	MAP3K11	1502.5562
MAP3K12	396.204	MAP3K12	297.229
MAP3K13	85.2419	MAP3K13	26.6513
MAP3K14	586.1135	MAP3K14	893.1493
MAP3K1	1594.8603	MAP3K1	1051.636
MAP3K2	1036.6127	MAP3K2	477.5051
MAP3K3	1821.0728	MAP3K3	1503.1595
MAP3K4	1011.843	MAP3K4	834.8671
MAP3K5	454.2147	MAP3K5	653.3742
MAP3K6	977.1654	MAP3K6	903.8855
MAP3K7	921.7432	MAP3K7	809.816
MAP3K8	173.388	MAP3K8	1273.0061
MAP3K9	89.7902	MAP3K9	69.5297
MAP4K1	73.0707	MAP4K1	67.9959
MAP4K2	239.0278	MAP4K2	343.5583
MAP4K3	1433.2379	MAP4K3	823.1084
MAP4K4	5899.8374	MAP4K4	3170.2454
MAP4K5	1447.1708	MAP4K5	1359.407
MAP4	6499.8839	MAP4	7584.8671
MAP6D1	39.0123	MAP6D1	61.3497
MAP6	244.2914	MAP6	160.5317
MAP7D1	1771.3445	MAP7D1	2018.4049
MAP7D2	5.8828	MAP7D2	14.8262
MAP7D3	276.1824	MAP7D3	464.2127
MAP7	2626.8287	MAP7	677.4029
MAP9	799.7523	MAP9	372.1881
MAPK10	62.8532	MAPK10	229.0389
MAPK11	266.5841	MAPK11	272.4949
MAPK12	142.4661	MAPK12	123.318
MAPK13	803.4678	MAPK13	420.2454
MAPK14	1510.6432	MAPK14	1508.18
MAPK15	11.1464	MAPK15	23.0061
MAPK1IP1L	1608.4836	MAPK1IP1L	3365.5419
MAPK1	3970.586	MAPK1	3475.9714
MAPK3	1238.7956	MAPK3	1986.1759
MAPK4	30.3429	MAPK4	123.2106
MAPK6	1615.2953	MAPK6	1303.681
MAPK7	300.5558	MAPK7	411.8507
MAPK8IP1	346.7761	MAPK8IP1	561.3497
MAPK8IP2	461.0264	MAPK8IP2	88.4458
MAPK8IP3	1118.9721	MAPK8IP3	432.0041
MAPK8	318.6005	MAPK8	269.4274
MAPK9	1216.1932	MAPK9	986.7076
MAPKAP1	1676.91	MAPKAP1	1714.7239
MAPKAPK2	3125.6289	MAPKAPK2	3294.4785
MAPKAPK3	602.2138	MAPKAPK3	767.3824
MAPKAPK5	534.2859	MAPKAPK5	558.9877
MAPKBP1	688.2886	MAPKBP1	776.0736
MAPKSP1	1142.5033	MAPKSP1	1188.6503
MAPRE1	2657.4812	MAPRE1	3192.7403
MAPRE2	1042.1859	MAPRE2	1144.683
MAPRE3	473.7209	MAPRE3	440.6953
MAPT	1449.0286	MAPT	380.8793
MARCH10	7.5548	removed	removed
MARCH1	111.7734	MARCH1	61.8609
MARCH2	519.8545	MARCH2	1006.6462
MARCH3	70.2841	MARCH3	168.7117
MARCH5	1023.9183	MARCH5	1228.0164
MARCH6	2620.3267	MARCH6	1531.6973
MARCH7	2093.6605	MARCH7	2279.6524
MARCH8	424.8007	MARCH8	339.9796
MARCH9	275.5631	MARCH9	258.6912
MARCKSL1	6028.0207	MARCKSL1	2489.7751
MARCKS	5368.8366	MARCKS	5063.9059
MARCO	10.8368	MARCO	741.82
MARK1	272.4669	MARK1	329.7546
MARK2	1580.9273	MARK2	1003.5787
MARK3	1142.5033	MARK3	1310.3272
MARK4	823.9028	MARK4	586.9121
MARS2	130.6603	MARS2	176.3804
MARS	1738.0912	MARS	1337.8016
MARVELD1	1840.6316	MARVELD1	1436.4213
MARVELD2	446.4742	MARVELD2	219.3252
MARVELD3	234.7426	MARVELD3	161.5286
MAS1L	5.5732	removed	removed
MASP1	30.3429	MASP1	130.3681
MASP2	31.2718	MASP2	26.0736
MAST1	5.2636	removed	removed
MAST2	2607.6322	MAST2	982.1063
MAST3	274.3246	MAST3	348.1595
MAST4	980.8809	MAST4	567.9959
MASTL	321.3871	MASTL	331.7996
MAT1A	158.5262	MAT1A	21.4724
MAT2A	3804.3192	MAT2A	4810.8384
MAT2B	1463.2712	MAT2B	1867.0757
MATK	17.958	MATK	29.1411
MATN2	2773.8989	MATN2	3970.3476
MATN3	551.1262	MATN3	65.4397
removed	removed	MATN4	75.1534
MATR3	7465.9029	MATR3	7639.0389
MAVS	3425.3425	MAVS	2432.0041
MAX	1144.0514	MAX	1523.5174
MAZ	2474.0243	MAZ	1861.9632
MBD1	1161.6998	MBD1	927.4029
MBD2	1326.1088	MBD2	2053.681
MBD3	1023.9183	MBD3	998.9775
MBD4	679.3095	MBD4	778.6299
MBD5	474.9594	MBD5	247.955
MBD6	1154.5785	MBD6	1202.454
MBIP	344.9183	MBIP	473.4151
MBLAC1	33.4391	MBLAC1	22.4949
MBLAC2	313.6466	MBLAC2	250
MBNL1	4010.6417	MBNL1	5188.1902
MBNL2	2862.7603	MBNL2	2915.6442
MBNL3	142.4259	MBNL3	52.6585
MBOAT1	362.5668	MBOAT1	563.9059
MBOAT2	565.0592	MBOAT2	251.5337
MBOAT7	1030.1107	MBOAT7	778.6299
MBP	737.5184	MBP	1418.2004
MBTD1	941.2493	MBTD1	573.1084
MBTPS1	5060.144	MBTPS1	3735.6851
MBTPS2	818.7754	MBTPS2	581.2883
MB	323.5545	MB	92.0245
MC1R	127.2606	MC1R	37.7812
MCAM	2128.3381	MCAM	6573.6196
MCART1	185.7729	MCART1	202.9652
MCART2	5.8828	MCART2	7.1575
MCART6	11.7656	MCART6	9.7137
MCAT	217.9735	MCAT	238.2413
MCCC1	367.5207	MCCC1	695.2965
MCCC2	1478.7522	MCCC2	1871.1656
MCC	1374.7194	MCC	1077.1984
MCEE	154.5011	MCEE	209.1002
MCF2L2	12.0752	MCF2L2	11.2474
MCF2L	578.3729	MCF2L	798.0573
MCFD2	3607.1244	MCFD2	3607.8732
removed	removed	MCHR1	11.7587
MCL1	9995.8201	MCL1	19375.7669
MCM10	51.0875	MCM10	25.0511
MCM2	517.3775	MCM2	418.7117
MCM3APAS	30.1076	MCM3APAS	22.7454
MCM3AP	1998.2228	MCM3AP	1839.2178
MCM3	1436.6437	MCM3	1600.2045
MCM4	984.906	MCM4	726.9939
MCM5	574.3479	MCM5	706.544
MCM6	760.74	MCM6	729.5501
MCM7	1063.4817	MCM7	1506.5644
MCM8	316.4332	MCM8	184.0491
MCM9	118.2754	MCM9	47.0348
MCOLN1	421.0852	MCOLN1	638.0368
MCOLN2	20.1254	MCOLN2	36.8098
MCOLN3	141.1874	MCOLN3	292.4335
MCPH1	533.3416	MCPH1	589.5808
MCRS1	810.8987	MCRS1	870.6544
MCTP1	507.16	MCTP1	308.2822
MCTP2	183.9152	MCTP2	208.0777
MCTS1	629.7701	MCTS1	687.6278
MDC1	1102.8717	MDC1	801.1247
MDFIC	1409.0874	MDFIC	1576.1759
MDFI	524.4988	MDFI	436.6053
MDGA1	262.559	MDGA1	131.9018
MDH1B	21.3639	MDH1B	33.7423
MDH1	1998.2971	MDH1	3176.3804
MDH2	2037.619	MDH2	2661.0429
MDK	3048.5332	MDK	1412.0654
MDM1	224.7852	MDM1	252.045
MDM2	2499.2646	MDM2	1773.0061
MDM4	791.3925	MDM4	857.362
MDN1	1742.8594	MDN1	845.092
MDP1	155.4826	MDP1	213.5787
ME1	286.7095	ME1	562.8834
ME2	657.0168	ME2	652.863
ME3	252.3415	ME3	314.4172
MEA1	751.1417	MEA1	761.7587
MEAF6	2421.8593	MEAF6	1472.9039
MECOM	740.9242	MECOM	605.317
MECP2	2364.5793	MECP2	1487.2188
MECR	297.8559	MECR	419.2229
MED10	388.2653	MED10	519.4274
MED11	135.9238	MED11	232.6176
MED12L	26.9371	MED12L	7.6687
MED12	1503.8316	MED12	1025.0511
MED13L	4754.2379	MED13L	3081.7996
MED13	6925.9231	MED13	1637.0143
MED14	1318.3683	MED14	915.6442
MED15	1491.1371	MED15	1554.7035
MED16	818.3296	MED16	921.2679
MED17	719.2507	MED17	514.3149
MED18	285.7806	MED18	269.4274
MED19	231.9065	MED19	316.9734
MED1	1776.9177	MED1	1219.3252
MED20	469.6958	MED20	411.0429
MED21	705.0081	MED21	563.9059
MED22	718.6315	MED22	565.9509
MED23	1119.2817	MED23	638.0368
MED24	1089.558	MED24	1617.0757
MED25	540.2895	MED25	681.4928
MED26	242.4336	MED26	207.0552
MED27	215.8062	MED27	287.3211
MED28	592.3059	MED28	604.2945
MED29	1724.5917	MED29	1468.3027
MED30	114.8696	MED30	247.4438
MED31	91.9266	MED31	183.3589
MED4	743.0916	MED4	1130.8793
MED6	272.7765	MED6	370.1431
MED7	200.0155	MED7	248.4663
MED8	695.4099	MED8	570.0409
MED9	345.8472	MED9	345.092
MEF2A	2532.7131	MEF2A	2179.5348
MEF2B	7.6631	MEF2B	32.0194
MEF2C	1471.9406	MEF2C	1314.9284
MEF2D	2533.0134	MEF2D	1956.544
MEFV	5.5732	MEFV	42.9448
MEG3	260.3917	MEG3	240.7975
MEGF10	130.3506	MEGF10	115.0307
MEGF6	1106.5872	MEGF6	958.0777
MEGF8	1218.6702	MEGF8	754.09
MEGF9	2667.3891	MEGF9	1242.8425
MEI1	47.9913	MEI1	52.1472
MEIS1	397.2444	MEIS1	262.7812
MEIS2	719.87	MEIS2	673.3129
MEIS3P1	763.8362	MEIS3P1	869.6319
MEIS3	480.5325	MEIS3	187.1166
MELK	51.0875	MELK	32.2086
MEMO1	262.2556	MEMO1	309.1053
MEN1	659.8034	MEN1	544.9898
MEOX1	502.5157	MEOX1	871.6769
MEOX2	301.5713	MEOX2	539.8773
MEPCE	1243.4399	MEPCE	1400.3067
MERTK	304.9772	MERTK	407.9755
MESDC1	687.6693	MESDC1	676.8916
MESDC2	1510.3336	MESDC2	1109.9182
MESP1	31.5814	MESP1	81.2883
MESP2	21.0543	MESP2	18.9162
MESTIT1	7.4309	MESTIT1	7.6687
MEST	831.9529	MEST	1876.2781
METAP1	1168.2019	METAP1	1168.2004
METAP2	1797.3527	METAP2	1935.0716
METRNL	365.0437	METRNL	616.0532
METRN	95.3634	METRN	36.2986
METT10D	903.7851	METT10D	1052.1472
METT11D1	326.0314	METT11D1	652.863
METT5D1	270.6092	METT5D1	283.2311
METTL10	317.0803	METTL10	365.0613
METTL11A	305.132	METTL11A	253.2822
METTL12	40.065	METTL12	29.6677
METTL13	852.0783	METTL13	684.5603
METTL14	468.4573	METTL14	460.1227
METTL1	268.7515	METTL1	262.2699
METTL2A	642.155	METTL2A	334.3558
METTL2B	313.9562	METTL2B	314.4172
METTL3	531.2176	METTL3	497.9959
METTL4	263.4879	METTL4	300.6135
METTL5	448.7654	METTL5	593.3589
METTL6	209.6137	METTL6	222.3926
METTL7A	2341.3577	METTL7A	4261.2474
METTL7B	35.9161	METTL7B	13.8037
METTL8	390.4327	METTL8	355.8282
METTL9	1810.0472	METTL9	2268.4049
MET	1374.7194	MET	1896.728
MEX3A	862.9151	MEX3A	197.8528
MEX3B	131.2795	MEX3B	90.4908
MEX3C	1290.5024	MEX3C	1670.7566
MEX3D	346.7761	MEX3D	330.7771
MFAP1	720.7988	MFAP1	629.3456
MFAP2	1819.3359	MFAP2	524.0286
MFAP3L	1218.6702	MFAP3L	259.7137
MFAP3	1696.1065	MFAP3	1027.0961
MFAP4	7609.5673	MFAP4	12461.6564
MFAP5	876.5384	MFAP5	7959.1002
MFF	900.3793	MFF	1378.3231
MFGE8	2278.5045	MFGE8	11474.9489
MFHAS1	334.3912	MFHAS1	267.8937
MFI2	212.4003	MFI2	420.7566
MFN1	1166.6538	MFN1	1058.2822
MFN2	2931.1866	MFN2	2399.2843
MFNG	279.099	MFNG	653.8855
MFRP	822.3547	MFRP	460.1227
MFSD10	834.1203	MFSD10	936.6053
MFSD11	441.1363	MFSD11	527.5358
MFSD1	1825.5283	MFSD1	2149.2843
MFSD2A	133.7565	MFSD2A	118.6094
MFSD2B	5.2636	MFSD2B	10.2249
MFSD3	95.3634	MFSD3	155.9305
MFSD4	98.15	MFSD4	306.7485
MFSD5	672.1882	MFSD5	578.7321
MFSD6L	25.6986	MFSD6L	22.4949
MFSD6	1420.5434	MFSD6	1824.1309
MFSD7	110.3615	MFSD7	147.9294
MFSD8	363.186	MFSD8	280.6748
MFSD9	286.0903	MFSD9	133.9468
MGAM	352.0396	MGAM	33.7423
MGAT1	3810.5116	MGAT1	3700.9202
MGAT2	799.7523	MGAT2	774.0286
MGAT3	236.5508	MGAT3	140.593
MGAT4A	1693.3199	MGAT4A	1025.0511
MGAT4B	1545.0112	MGAT4B	1344.5808
MGAT5B	34.6776	MGAT5B	16.3599
MGAT5	494.1559	MGAT5	173.8241
MGA	1837.9132	MGA	792.4335
