gene_id	TCGA-BH-A0BA-01A-11R-A056-07	gene_id	TCGA-BH-A0BA-11A-22R-A19E-07
removed	removed	LRRC16B	15.6899
LRRC17	229.9717	LRRC17	383.018
removed	removed	LRRC18	8.3064
LRRC1	1180.0189	LRRC1	440.7014
LRRC20	84.997	LRRC20	162.4365
LRRC23	112.0727	LRRC23	116.7513
LRRC24	10.6315	LRRC24	13.1287
LRRC25	61.3486	LRRC25	157.3604
LRRC26	764.2876	LRRC26	44.7623
LRRC27	109.3308	LRRC27	210.8906
LRRC28	155.9421	LRRC28	208.1218
LRRC29	23.3056	LRRC29	72.9119
LRRC2	30.8457	LRRC2	89.5247
LRRC31	998.7148	LRRC31	26.3036
LRRC32	1257.1331	LRRC32	1140.2861
LRRC33	138.8056	LRRC33	271.3429
LRRC34	33.5875	LRRC34	74.2963
LRRC36	26.3902	removed	removed
LRRC37A2	95.9644	LRRC37A2	63.6825
LRRC37A3	131.6083	LRRC37A3	75.6807
LRRC37A4	353.4025	LRRC37A4	322.635
LRRC37A	342.0444	LRRC37A	217.8126
LRRC37B2	234.4272	LRRC37B2	436.0868
LRRC37B	153.8857	LRRC37B	107.9834
LRRC3B	5.4837	LRRC3B	49.377
LRRC3	29.4748	LRRC3	91.3706
LRRC40	314.9687	LRRC40	310.1061
LRRC41	1035.7296	LRRC41	1942.778
LRRC42	307.4287	LRRC42	424.5501
removed	removed	LRRC43	9.2293
LRRC45	205.6379	LRRC45	182.7411
LRRC46	14.0519	LRRC46	23.5348
LRRC47	954.5026	LRRC47	1155.0531
LRRC48	30.503	LRRC48	85.3715
LRRC49	57.2359	LRRC49	116.7513
LRRC4B	19.8783	LRRC4B	36.9174
LRRC4C	63.0623	LRRC4C	83.5256
LRRC4	39.4139	LRRC4	66.9128
LRRC50	7.8828	LRRC50	22.6119
LRRC55	10.6246	LRRC55	27.688
LRRC56	107.6172	LRRC56	25.3807
LRRC57	302.9732	LRRC57	351.1767
LRRC58	1662.9252	LRRC58	1905.8606
LRRC59	2476.3499	LRRC59	1918.0065
LRRC61	235.7981	LRRC61	253.8071
LRRC6	173.0786	LRRC6	47.0697
LRRC70	128.9041	LRRC70	163.2903
LRRC8A	2082.4265	LRRC8A	1630.3646
LRRC8B	788.6214	LRRC8B	616.982
LRRC8C	552.8232	LRRC8C	838.0249
LRRC8D	689.9152	LRRC8D	656.2067
LRRC8E	557.6215	LRRC8E	209.5062
LRRCC1	995.9729	LRRCC1	280.5722
LRRFIP1	3207.2659	LRRFIP1	2463.7748
LRRFIP2	994.9447	LRRFIP2	688.9709
removed	removed	LRRIQ3	9.2293
LRRK1	239.2254	LRRK1	495.1546
LRRK2	2481.3641	LRRK2	538.0711
LRRN1	129.2092	LRRN1	553.761
LRRN2	360.2091	LRRN2	239.0401
LRRN3	30.8457	LRRN3	129.6724
LRRN4CL	57.2359	LRRN4CL	299.9539
removed	removed	LRRN4	77.988
LRRTM2	9.9392	LRRTM2	45.6853
removed	removed	LRRTM4	7.3835
LRSAM1	428.755	LRSAM1	392.2473
LRTM2	31.5311	removed	removed
LRTOMT	226.5376	LRTOMT	250.3507
LRWD1	273.8411	LRWD1	193.3549
LSAMP	16.1083	LSAMP	57.222
LSG1	1262.6167	LSG1	698.2003
LSM10	290.9776	LSM10	327.6419
LSM11	194.6706	LSM11	188.2787
LSM12	694.7134	LSM12	657.5911
LSM14A	3193.8994	LSM14A	2792.3396
LSM14B	1202.2963	LSM14B	769.7277
LSM1	669.0087	LSM1	278.7263
LSM2	392.7684	LSM2	383.9409
LSM3	1018.9358	LSM3	463.3133
LSM4	1076.1717	LSM4	752.192
LSM5	846.2	LSM5	400.5538
LSM6	191.586	LSM6	216.4282
LSM7	372.2046	LSM7	194.2778
LSMD1	272.1275	LSMD1	326.2575
LSP1	718.019	LSP1	1196.5851
LSR	1906.9488	LSR	1479.9262
LSS	1909.0052	LSS	1272.2658
LST-3TM12	2061.1773	removed	removed
LST1	50.3813	LST1	76.6036
LTA4H	1391.1404	LTA4H	2384.8639
LTA	9.2537	LTA	5.5376
LTB4R2	76.8812	LTB4R2	39.6262
LTB4R	334.59	LTB4R	123.3641
LTBP1	1283.1805	LTBP1	2140.2861
LTBP2	5868.9058	LTBP2	10154.1301
LTBP3	1519.1569	LTBP3	4263.2995
LTBP4	1617.6849	LTBP4	5270.8814
LTBR	1042.2415	LTBR	1528.8417
LTB	116.8709	LTB	105.2146
LTC4S	45.6722	LTC4S	52.4365
LTF	2231.8567	LTF	7275.0346
LTK	6.8546	LTK	30.4569
LTV1	373.2328	LTV1	350.7153
LUC7L2	2385.057	LUC7L2	1905.8606
LUC7L3	1435.3526	LUC7L3	1649.2847
LUC7L	733.4419	LUC7L	395.4776
LUM	9860.3376	LUM	14254.73
LUZP1	957.5872	LUZP1	1634.9792
LUZP2	53.8086	LUZP2	76.1421
LUZP6	4401.6794	LUZP6	4179.9723
LXN	99.7344	LXN	320.2584
removed	removed	LY6D	29.0725
LY6E	1675.2635	LY6E	3688.048
LY6G5B	33.495	LY6G5B	30.5353
LY6G5C	46.954	LY6G5C	33.2257
LY6G6C	84.6543	LY6G6C	11.5367
LY6H	9.9392	removed	removed
LY6K	308.4569	LY6K	156.8989
LY75	608.0919	LY75	2029.9954
LY86	95.6216	LY86	111.6751
LY96	72.316	LY96	106.1375
LY9	76.7715	LY9	86.2944
LYAR	188.5014	LYAR	201.6613
LYL1	69.9169	LYL1	105.676
LYNX1	170.3367	LYNX1	712.9672
LYN	438.6942	LYN	710.1984
LYPD1	25.5848	LYPD1	18.2926
LYPD3	2018.6788	LYPD3	540.8399
LYPD5	61.6914	LYPD5	73.3733
LYPD6B	299.8886	LYPD6B	149.5155
LYPD6	165.1958	LYPD6	374.7116
LYPLA1	2239.7395	LYPLA1	1351.1767
LYPLA2P1	47.2967	LYPLA2P1	50.7614
LYPLA2	808.157	LYPLA2	761.8828
LYPLAL1	644.3321	LYPLAL1	278.2649
LYRM1	549.3959	LYRM1	666.8205
LYRM2	716.1751	LYRM2	590.6322
LYRM4	208.037	LYRM4	327.6419
LYRM5	441.436	LYRM5	267.1897
LYRM7	453.0889	LYRM7	472.5427
LYSMD1	400.9939	LYSMD1	204.4301
LYSMD2	70.6023	LYSMD2	151.3613
LYSMD3	950.3899	LYSMD3	760.9599
LYSMD4	92.7667	LYSMD4	164.6101
LYST	2450.5184	LYST	1379.7877
LYVE1	181.6468	LYVE1	2088.1403
LYZ	1619.0558	LYZ	1791.8782
LZIC	281.0385	LZIC	332.718
LZTFL1	1202.2963	LZTFL1	722.6581
LZTR1	589.0018	LZTR1	915.09
LZTS1	246.08	LZTS1	622.9811
LZTS2	1108.0456	LZTS2	1554.6839
M6PR	3628.8373	M6PR	2929.5201
MAB21L1	56.8932	MAB21L1	202.5842
MACC1	802.6733	MACC1	550.0692
MACF1	4852.3691	MACF1	9003.2303
MACROD1	156.6275	MACROD1	155.0531
MACROD2	114.129	MACROD2	117.6742
MAD1L1	362.9509	MAD1L1	371.9428
MAD2L1BP	565.5042	MAD2L1BP	293.9548
MAD2L1	353.0117	MAD2L1	95.9852
MAD2L2	204.6097	MAD2L2	292.5704
MADD	1193.0426	MADD	1482.2335
MAEA	803.7015	MAEA	985.233
MAF1	2072.8301	MAF1	2071.066
MAFB	1310.9417	MAFB	1894.7854
MAFF	296.1186	MAFF	880.0185
MAFG	352.3263	MAFG	746.6544
MAFK	654.5455	MAFK	676.7282
MAF	760.5175	MAF	1591.1398
MAGEA1	8.2255	removed	removed
removed	removed	MAGEA4	126.4421
MAGEA8	6.5119	MAGEA8	27.688
removed	removed	MAGEA9B	29.5339
MAGEC2	27.0757	removed	removed
MAGED1	6901.2081	MAGED1	3311.0291
MAGED2	9892.2115	MAGED2	7295.3392
MAGED4B	62.6579	MAGED4B	391.2552
MAGED4	39.8184	MAGED4	68.8279
MAGEE1	138.1201	MAGEE1	177.2035
removed	removed	MAGEE2	5.5376
MAGEF1	577.1571	MAGEF1	756.3452
MAGEH1	427.0414	MAGEH1	455.9299
MAGEL2	13.7092	MAGEL2	12.4596
MAGI1	989.8038	MAGI1	1461.006
MAGI2	75.0578	MAGI2	266.7282
MAGI3	992.2029	MAGI3	812.1827
MAGIX	104.8753	MAGIX	37.8403
MAGOHB	584.3544	MAGOHB	161.0521
MAGOH	394.482	MAGOH	262.575
MAGT1	3556.1649	MAGT1	2265.8053
MAG	18.5074	removed	removed
MAK16	511.8053	MAK16	354.1717
MAK	117.2136	MAK	15.2284
MAL2	4618.6274	MAL2	3055.3761
removed	removed	MALAT1	3744.4209
MALL	360.2091	MALL	1359.4832
MALT1	577.8425	MALT1	617.4435
MAL	9.5964	MAL	23.0734
MAMDC2	190.1774	MAMDC2	857.365
MAMDC4	71.6305	MAMDC4	65.9898
MAML1	1820.1491	MAML1	1444.5639
MAML2	427.0414	MAML2	1397.785
MAML3	364.6646	MAML3	600.3692
MAMLD1	91.8516	MAMLD1	187.3558
MAMSTR	13.0237	MAMSTR	22.1504
MAN1A1	2665.41	MAN1A1	2928.4725
MAN1A2	1070.688	MAN1A2	1319.3355
MAN1B1	1668.0661	MAN1B1	1544.5316
MAN1C1	461.6571	MAN1C1	526.9958
MAN2A1	1867.8776	MAN2A1	1055.3761
MAN2A2	798.5605	MAN2A2	1320.7199
MAN2B1	1987.1476	MAN2B1	2110.7522
MAN2B2	1448.3763	MAN2B2	1893.8625
MAN2C1	600.8054	MAN2C1	961.6982
MANBAL	989.1183	MANBAL	970.9275
MANBA	1328.7636	MANBA	1101.9843
MANEAL	160.3976	MANEAL	205.353
MANEA	472.6245	MANEA	736.0406
MANF	749.5502	MANF	649.2847
MANSC1	2052.609	MANSC1	897.5542
MAOA	898.6376	MAOA	4201.6613
MAOB	4119.9554	MAOB	3615.5976
MAP1A	420.8722	MAP1A	1042.455
MAP1B	1281.8096	MAP1B	2375.6345
MAP1D	25.7047	MAP1D	61.8366
MAP1LC3A	116.1854	MAP1LC3A	287.0328
MAP1LC3B2	239.5682	MAP1LC3B2	229.8108
MAP1LC3B	1792.8198	MAP1LC3B	2135.21
MAP1LC3C	15.4228	MAP1LC3C	96.4467
MAP1S	735.4982	MAP1S	671.8966
MAP2K1	801.6759	MAP2K1	1240.3507
MAP2K2	1266.3868	MAP2K2	1345.6391
MAP2K3	535.0013	MAP2K3	863.4056
MAP2K4	735.841	MAP2K4	857.868
MAP2K5	232.0281	MAP2K5	389.0171
MAP2K6	87.7388	MAP2K6	265.8053
MAP2K7	715.6199	MAP2K7	672.8196
MAP2	159.0266	MAP2	463.7748
MAP3K10	214.2062	MAP3K10	171.6659
MAP3K11	1055.9506	MAP3K11	1460.0831
MAP3K12	179.2032	MAP3K12	229.6585
MAP3K13	94.0519	MAP3K13	76.2621
MAP3K14	394.8248	MAP3K14	440.24
removed	removed	MAP3K15	6.5482
MAP3K1	4883.9003	MAP3K1	1750.8076
MAP3K2	633.7075	MAP3K2	856.9451
MAP3K3	780.2485	MAP3K3	1374.1994
MAP3K4	641.933	MAP3K4	740.6553
MAP3K5	353.6972	MAP3K5	892.4781
MAP3K6	566.1897	MAP3K6	998.6156
MAP3K7	693.6852	MAP3K7	736.5021
MAP3K8	219.0044	MAP3K8	374.7116
MAP3K9	176.5059	MAP3K9	153.6687
MAP4K1	126.1246	MAP4K1	99.677
MAP4K2	189.8723	MAP4K2	299.4924
MAP4K3	982.9492	MAP4K3	915.09
MAP4K4	1485.0484	MAP4K4	2438.8556
MAP4K5	1195.4417	MAP4K5	1012.9211
MAP4	4115.1572	MAP4	6900.323
MAP6D1	24.3338	MAP6D1	45.6853
MAP6	46.6113	MAP6	118.5971
MAP7D1	1458.3155	MAP7D1	2040.6091
removed	removed	MAP7D2	22.1504
MAP7D3	129.2092	MAP7D3	323.0272
MAP7	1560.1062	MAP7	796.9543
MAP9	196.7269	MAP9	438.3941
MAPK10	145.3175	MAPK10	252.8842
MAPK11	153.2002	MAPK11	223.8117
MAPK12	49.5587	MAPK12	65.533
MAPK13	1447.0054	MAPK13	847.2543
MAPK14	1843.5438	MAPK14	1742.5012
MAPK15	55.865	MAPK15	22.6119
MAPK1IP1L	1813.0409	MAPK1IP1L	1917.3973
MAPK1	2478.6222	MAPK1	3769.2663
MAPK3	1891.8687	MAPK3	1689.5062
MAPK4	14.0519	MAPK4	62.2981
MAPK6	1178.3052	MAPK6	976.0037
MAPK7	250.7069	MAPK7	354.8685
MAPK8IP1	83.2834	MAPK8IP1	273.6502
MAPK8IP2	141.2047	MAPK8IP2	96.9082
MAPK8IP3	1003.8557	MAPK8IP3	649.2847
MAPK8	238.1972	MAPK8	317.9511
MAPK9	1274.6123	MAPK9	904.4762
MAPKAP1	1429.8689	MAPKAP1	1404.2455
MAPKAPK2	3812.8695	MAPKAPK2	2600.3692
MAPKAPK3	517.8648	MAPKAPK3	700.0461
MAPKAPK5	709.8141	MAPKAPK5	341.7813
MAPKBP1	499.7001	MAPKBP1	941.3936
MAPKSP1	925.3706	MAPKSP1	900.7845
MAPRE1	2936.852	MAPRE1	2504.3839
MAPRE2	1091.5946	MAPRE2	908.6294
MAPRE3	183.3605	MAPRE3	399.6308
MAPT	978.151	MAPT	1141.6705
MARCH10	9.4114	removed	removed
MARCH1	46.2685	MARCH1	97.8311
MARCH2	561.0488	MARCH2	733.2718
MARCH3	199.8115	MARCH3	178.5879
MARCH5	1034.3587	MARCH5	1142.132
MARCH6	3113.7006	MARCH6	2783.1103
MARCH7	1616.3139	MARCH7	1986.156
MARCH8	304.0014	MARCH8	674.204
MARCH9	212.1498	MARCH9	257.0374
MARCKSL1	4566.1897	MARCKSL1	2545.4545
MARCKS	3520.8637	MARCKS	4071.066
removed	removed	MARCO	97.8311
MARK1	78.4851	MARK1	322.5658
MARK2	1489.1612	MARK2	1310.5676
MARK3	1151.2295	MARK3	874.0194
MARK4	764.6303	MARK4	589.7554
MARS2	210.0934	MARS2	216.4282
MARS	1912.3571	MARS	1335.736
MARVELD1	515.3252	MARVELD1	1178.3156
MARVELD2	689.9152	MARVELD2	360.8676
MARVELD3	392.8678	MARVELD3	336.6497
MASP1	8.5682	MASP1	101.0614
MASP2	16.7938	MASP2	53.0688
MAST1	9.2537	MAST1	5.0761
MAST2	1064.1762	MAST2	824.6424
MAST3	297.4895	MAST3	438.3941
MAST4	1012.7667	MAST4	1157.8219
MASTL	315.6542	MASTL	253.8071
removed	removed	MAT1A	29.9954
MAT2A	4251.5637	MAT2A	3801.569
MAT2B	1954.2456	MAT2B	1766.9589
MATK	34.9584	MATK	69.6816
MATN2	896.5813	MATN2	4302.7227
MATN3	384.2002	MATN3	68.7587
MATR3	7783.3947	MATR3	6536.1052
MAVS	2532.0881	MAVS	3028.1495
MAX	2021.0779	MAX	1341.4859
MAZ	3390.3453	MAZ	1802.8473
MBD1	837.9745	MBD1	1026.7651
MBD2	1393.8823	MBD2	1285.1869
MBD3	983.9774	MBD3	1092.2935
MBD4	885.6139	MBD4	560.683
MBD5	211.4643	MBD5	365.9437
MBD6	1758.8896	MBD6	1094.6008
MBIP	168.2804	MBIP	364.0978
MBL1P	6.5119	removed	removed
MBLAC1	51.4095	MBLAC1	16.6128
MBLAC2	323.1942	MBLAC2	304.5685
MBNL1	2833.3065	MBNL1	4632.1089
MBNL2	1111.8156	MBNL2	3110.7522
MBNL3	191.2433	MBNL3	200.2769
MBOAT1	896.924	MBOAT1	633.1334
MBOAT2	1344.8719	MBOAT2	295.8006
MBOAT7	1317.4535	MBOAT7	773.8809
MBP	381.801	MBP	1253.8071
MBTD1	639.8766	MBTD1	694.97
MBTPS1	3838.917	MBTPS1	4550.5307
MBTPS2	1024.8102	MBTPS2	783.1472
MB	641.933	MB	125.0577
MC1R	70.5509	MC1R	53.0688
removed	removed	MC4R	5.9991
MCAM	2177.02	MCAM	7397.3235
MCART1	231.6854	MCART1	263.0365
MCART2	9.9392	MCART2	6.4605
MCART6	14.3947	MCART6	13.844
MCAT	279.3248	MCAT	232.5796
MCCC1	1994.0022	MCCC1	706.0452
MCCC2	6775.4263	MCCC2	2041.9935
MCC	753.3202	MCC	1202.1228
MCEE	227.5726	MCEE	130.1338
removed	removed	MCF2L2	10.1523
MCF2L	961.412	MCF2L	1072.132
MCFD2	2089.6239	MCFD2	3670.5122
removed	removed	MCHR1	5.5376
MCL1	9937.1091	MCL1	12561.6059
MCM10	90.8234	MCM10	49.377
MCM2	926.7415	MCM2	537.1481
MCM3APAS	42.0255	MCM3APAS	31.0752
MCM3AP	2276.5419	MCM3AP	2181.6613
MCM3	2710.6503	MCM3	1510.383
MCM4	3615.4571	MCM4	764.1901
MCM5	925.0278	MCM5	848.6387
MCM6	939.0798	MCM6	647.9003
MCM7	2438.2281	MCM7	1621.0106
MCM8	471.939	MCM8	165.6668
MCM9	87.0534	MCM9	65.5284
MCOLN1	484.62	MCOLN1	442.0858
MCOLN2	32.2166	MCOLN2	36.9174
MCOLN3	21.9347	MCOLN3	57.6834
MCPH1	605.8675	MCPH1	462.2658
MCRS1	1037.786	MCRS1	716.659
MCTP1	180.9614	MCTP1	163.3595
MCTP2	75.4006	MCTP2	299.4924
MCTS1	1007.9685	MCTS1	635.9022
MDC1	1163.2251	MDC1	1091.832
MDFIC	849.6273	MDFIC	1916.0129
MDFI	125.7819	MDFI	423.1657
MDGA1	111.0445	MDGA1	248.731
MDH1B	7.8828	MDH1B	23.9963
MDH1	1687.9445	MDH1	2245.5007
MDH2	2778.1681	MDH2	2602.6765
MDK	732.0709	MDK	1558.8371
MDM1	357.4672	MDM1	217.8126
MDM2	1688.2872	MDM2	1812.1827
MDM4	1352.0692	MDM4	885.0946
MDN1	1137.5203	MDN1	2040.6091
MDP1	123.1874	MDP1	124.3055
ME1	3452.6604	ME1	1562.9903
ME2	387.9702	ME2	591.6013
ME3	101.7908	ME3	274.1117
MEA1	1019.6213	MEA1	766.036
MEAF6	1098.4491	MEAF6	1151.3613
MECOM	488.7328	MECOM	452.6996
MECP2	1493.6167	MECP2	2447.6234
MECR	325.9361	MECR	429.1647
MED10	312.2269	MED10	295.8006
MED11	184.7314	MED11	168.8971
MED12L	8.2255	MED12L	25.8422
MED12	1761.9741	MED12	1874.9423
MED13L	4614.1719	MED13L	4677.8957
MED13	1926.8272	MED13	2695.4315
MED14	1409.2606	MED14	1100.5999
MED15	1093.9937	MED15	1475.3115
MED16	1006.9403	MED16	1042.9165
MED17	508.2684	MED17	588.371
MED18	217.9762	MED18	209.0448
MED19	169.3085	MED19	169.3586
MED1	1450.09	MED1	1924.7808
MED20	910.9759	MED20	498.3849
MED21	1040.8705	MED21	597.1389
MED22	618.6274	MED22	738.3479
MED23	1325.3363	MED23	1156.8989
MED24	1006.2548	MED24	1414.3978
MED25	1172.1361	MED25	720.8122
MED26	336.9034	MED26	206.276
MED27	255.6765	MED27	194.2778
MED28	485.6482	MED28	752.6534
MED29	1566.2754	MED29	1262.575
MED30	173.4213	MED30	136.1329
MED31	107.5212	MED31	108.5695
MED4	973.3528	MED4	709.2755
MED6	521.2921	MED6	287.4942
MED7	254.3055	MED7	172.1274
MED8	549.7387	MED8	468.3895
MED9	343.0726	MED9	358.0988
MEF2A	1174.991	MEF2A	1875.0761
MEF2B	28.731	MEF2B	30.9183
MEF2C	868.1347	MEF2C	1290.7245
MEF2D	3222.346	MEF2D	1975.5422
MEG3	57.9213	MEG3	172.5888
MEGF10	42.4985	MEGF10	137.0558
MEGF6	751.6065	MEGF6	598.9848
MEGF8	1129.9803	MEGF8	1770.1892
MEGF9	4118.5845	MEGF9	2164.7439
MEI1	65.4614	MEI1	139.3632
MEIS1	208.037	MEIS1	316.5667
MEIS2	141.2047	MEIS2	354.407
MEIS3P1	376.6601	MEIS3P1	631.2875
MEIS3	375.6319	MEIS3	147.6696
MELK	378.3737	MELK	52.6073
MEMO1	217.4895	MEMO1	204.144
MEN1	565.1615	MEN1	596.216
MEOX1	160.3976	MEOX1	331.3336
MEOX2	256.0192	MEOX2	444.8546
MEPCE	1359.6093	MEPCE	1179.0494
MERTK	344.4435	MERTK	398.2464
MESDC1	474.6808	MESDC1	438.3941
MESDC2	1205.0381	MESDC2	1197.5081
MESP1	107.9599	MESP1	91.832
MESP2	21.9347	MESP2	5.9991
removed	removed	MESTIT1	18.9202
MEST	1026.8186	MEST	2104.7531
METAP1	683.0606	METAP1	1151.3613
METAP2	1764.3732	METAP2	1462.3904
METRNL	300.5741	METRNL	433.7794
METRN	895.5531	METRN	119.0586
METT10D	700.8825	METT10D	1021.689
METT11D1	606.9746	METT11D1	309.6447
METT5D1	452.0607	METT5D1	309.6447
METTL10	226.3388	METTL10	226.8851
METTL11A	480.5655	METTL11A	238.2095
METTL12	37.1108	METTL12	52.2704
METTL13	1998.8004	METTL13	955.2377
METTL14	360.2091	METTL14	429.6262
METTL1	323.8797	METTL1	205.353
METTL2A	406.4776	METTL2A	303.6456
METTL2B	358.1527	METTL2B	218.7356
METTL3	948.7825	METTL3	603.6779
METTL4	254.991	METTL4	244.1163
METTL5	332.9655	METTL5	361.4675
METTL6	270.7566	METTL6	204.4301
METTL7A	2567.0465	METTL7A	4660.8214
removed	removed	METTL7B	69.6816
METTL8	293.7195	METTL8	328.1034
METTL9	2423.4427	METTL9	2120.443
MET	642.2757	MET	1708.3526
MEX3A	98.0207	MEX3A	235.3484
MEX3B	93.5652	MEX3B	124.5962
MEX3C	700.5398	MEX3C	1250.1154
MEX3D	679.2905	MEX3D	293.0318
MFAP1	668.3232	MFAP1	651.1306
MFAP2	232.0281	MFAP2	194.7393
MFAP3L	296.804	MFAP3L	228.8879
MFAP3	1672.8644	MFAP3	1320.7199
MFAP4	1700.9682	MFAP4	7295.8006
MFAP5	708.0799	MFAP5	1618.3664
MFF	934.6243	MFF	955.2377
MFGE8	1533.3733	MFGE8	7309.6447
MFHAS1	223.1171	MFHAS1	286.1098
MFI2	85.3397	MFI2	227.9649
MFN1	850.3127	MFN1	667.282
MFN2	2646.2171	MFN2	2825.1038
MFNG	233.8137	MFNG	529.3032
MFRP	469.1972	MFRP	308.7217
MFSD10	649.8158	MFSD10	991.2321
MFSD11	446.0766	MFSD11	506.0452
MFSD1	2310.3419	MFSD1	1481.3106
MFSD2A	40.0994	MFSD2A	54.9146
MFSD2B	9.5964	MFSD2B	20.766
MFSD3	222.0889	MFSD3	199.3539
MFSD4	29.8175	MFSD4	207.1989
MFSD5	793.0769	MFSD5	620.6737
MFSD6L	7.1973	MFSD6L	48.9156
MFSD6	1512.4668	MFSD6	1455.4684
MFSD7	685.2026	MFSD7	184.7946
MFSD8	407.1631	MFSD8	302.7227
MFSD9	190.2151	MFSD9	185.9714
MGAM	1260.5604	MGAM	16.6128
MGAT1	2264.7588	MGAT1	3485.4638
MGAT2	794.7905	MGAT2	766.4975
MGAT3	91.1661	MGAT3	298.5695
MGAT4A	1192.3571	MGAT4A	1431.0106
MGAT4B	1247.8794	MGAT4B	1252.8842
MGAT5B	5.1409	MGAT5B	20.766
MGAT5	202.2106	MGAT5	438.8556
MGA	1164.9387	MGA	1465.6207
MGC12916	7.5401	MGC12916	5.9991
MGC12982	53.8086	MGC12982	22.1504
MGC14436	7.1973	removed	removed
MGC16121	12.681	removed	removed
MGC16142	9.9392	MGC16142	18.9202
MGC16275	15.4228	MGC16275	25.8422
MGC16384	8.911	MGC16384	7.3835
removed	removed	MGC16703	11.3613
MGC21881	156.9703	MGC21881	144.9008
MGC23270	61.6914	MGC23270	57.222
MGC23284	18.8501	MGC23284	45.6853
MGC2752	529.1749	MGC2752	495.6161
MGC29506	591.5517	MGC29506	1239.9631
MGC3771	12.9963	MGC3771	6.5436
removed	removed	MGC42105	8.3064
MGC45800	8.2255	MGC45800	36.4559
MGC57346	139.9434	MGC57346	236.7328
MGC70857	208.037	MGC70857	288.4172
MGC72080	62.5859	MGC72080	46.7144
MGC87042	6.5119	MGC87042	26.3036
MGEA5	5034.0159	MGEA5	4116.7513
MGLL	2325.0793	MGLL	7424.5501
MGMT	291.6631	MGMT	417.1666
MGP	17084.0545	MGP	70594.8316
MGRN1	2471.0822	MGRN1	1306.8759
MGST1	3778.5965	MGST1	5869.4047
MGST2	771.4849	MGST2	462.3904
MGST3	1668.4089	MGST3	1342.4089
removed	removed	MIA2	20.3046
MIA3	7204.1813	MIA3	2361.329
MIAT	139.1483	MIAT	135.6714
MIA	28.1038	MIA	272.335
MIB1	2047.1254	MIB1	2414.8593
MIB2	280.0103	MIB2	302.2612
MICAL1	288.1638	MICAL1	337.1574
MICAL2	1194.7562	MICAL2	991.6936
MICAL3	737.2119	MICAL3	1517.305
MICALCL	59.635	MICALCL	28.1495
MICALL1	452.7461	MICALL1	965.8514
MICALL2	261.5029	MICALL2	202.1228
MICA	221.4035	MICA	162.4365
MICB	207.0088	MICB	101.5228
MID1IP1	536.0295	MID1IP1	508.9986
MID1	180.9614	MID1	817.7204
MID2	938.3943	MID2	946.4698
MIDN	2823.4084	MIDN	1243.1934
MIER1	976.0946	MIER1	1189.6631
MIER2	445.2061	MIER2	378.8648
MIER3	1092.28	MIER3	781.2644
MIF4GD	273.9028	MIF4GD	374.9008
MIF	2005.2472	MIF	1920.4753
MIIP	162.4539	MIIP	214.5824
MINA	386.3559	MINA	781.3706
MINK1	1318.4543	MINK1	2129.4601
MINPP1	153.2002	MINPP1	418.0895
MIOS	952.789	MIOS	635.4407
MIPEP	493.1882	MIPEP	390.4015
MIPOL1	218.3189	MIPOL1	89.5247
MIR155HG	14.3947	MIR155HG	15.2284
MIR17HG	12.3383	MIR17HG	29.0725
MIS12	414.3604	MIS12	397.785
MITD1	162.7967	MITD1	143.5164
MITF	472.2817	MITF	863.8671
removed	removed	MIXL1	5.5376
MKI67IP	475.7056	MKI67IP	562.4689
MKI67	1278.3823	MKI67	403.784
MKKS	773.5413	MKKS	742.0397
MKL1	783.8232	MKL1	1272.7273
MKL2	3910.8902	MKL2	2868.4818
MKLN1	2247.965	MKLN1	2662.6673
MKNK1	289.264	MKNK1	483.1887
MKNK2	5635.5068	MKNK2	3616.5205
MKRN1	4447.2624	MKRN1	2351.1767
MKRN2	643.6466	MKRN2	727.7342
MKRN3	28.1038	MKRN3	9.2293
MKS1	229.629	MKS1	299.9539
MKX	19.1929	MKX	33.6871
MLEC	8689.9152	MLEC	6239.9631
MLF1IP	558.6188	MLF1IP	98.8371
MLF1	501.4138	MLF1	335.9483
MLF2	3482.8207	MLF2	2381.1721
MLH1	731.3855	MLH1	602.6765
MLH3	520.9494	MLH3	506.6913
MLKL	166.5667	MLKL	200.7383
MLL2	3865.6807	MLL2	4135.0946
MLL3	3636.3636	MLL3	3527.9188
MLL4	1657.4415	MLL4	1050.7614
MLL5	1721.3161	MLL5	2762.3443
MLLT10	408.1912	MLLT10	626.6728
MLLT11	88.0816	MLLT11	82.6027
MLLT1	1892.2115	MLLT1	1381.1721
MLLT3	476.3945	MLLT3	451.7766
MLLT4	3061.263	MLLT4	3120.443
MLLT6	2462.8567	MLLT6	4045.2238
MLL	2211.2929	MLL	4119.0586
MLPH	9757.5186	MLPH	2455.0069
MLST8	783.9774	MLST8	578.1772
MLXIPL	67.175	MLXIPL	317.0281
MLXIP	1292.4342	MLXIP	1463.7748
MLX	690.4978	MLX	1145.0346
MLYCD	274.8693	MLYCD	348.8694
MMAA	266.6438	MMAA	303.6456
MMAB	1218.4046	MMAB	550.9922
MMACHC	127.8382	MMACHC	156.8989
MMADHC	1345.9001	MMADHC	1683.4333
MMD	257.0474	MMD	2249.1924
MMEL1	51.3067	MMEL1	7.2727
MME	1142.3186	MME	7830.18
MMGT1	762.2312	MMGT1	1292.5704
MMP11	1829.1492	MMP11	117.6742
removed	removed	MMP12	231.6567
MMP13	9.9392	removed	removed
MMP14	3393.0254	MMP14	3604.0609
