gene_id	TCGA-BH-A0BA-01A-11R-A056-07	gene_id	TCGA-BH-A0BA-11A-22R-A19E-07
CDC73	1753.7486	CDC73	1269.9585
CDC7	86.3679	CDC7	42.9165
CDCA2	255.6765	CDCA2	31.3798
CDCA3	140.6083	CDCA3	43.3133
CDCA4	361.9227	CDCA4	206.7374
CDCA5	305.715	CDCA5	102.9072
CDCA7L	157.2787	CDCA7L	791.3521
CDCA7	99.0489	CDCA7	85.8329
CDCA8	273.8411	CDCA8	62.7596
CDCP1	1257.4758	CDCP1	720.3507
CDH11	1653.6715	CDH11	1265.3438
CDH12	11.6528	CDH12	40.6091
CDH13	361.2373	CDH13	520.5353
removed	removed	CDH15	23.0734
removed	removed	CDH17	96.9082
removed	removed	CDH19	8.3064
removed	removed	CDH1	9362.7134
removed	removed	CDH20	6.922
CDH22	8.5682	CDH22	14.3055
CDH23	60.3205	CDH23	364.0194
CDH24	125.0964	CDH24	71.5275
removed	removed	CDH26	7.3835
CDH2	16.451	CDH2	39.6862
CDH3	619.6556	CDH3	2939.5478
removed	removed	CDH4	18.9202
CDH5	1686.2308	CDH5	2302.2612
CDH6	104.8753	CDH6	77.5265
CDH7	13.0237	removed	removed
CDH8	5.1409	CDH8	6.922
CDHR1	14.3947	CDHR1	11.0752
removed	removed	CDHR2	37.3789
CDHR3	10.8611	CDHR3	77.0651
removed	removed	CDHR5	5.5376
CDIPT	1974.1239	CDIPT	2189.2017
CDK10	528.1467	CDK10	488.2326
CDK11A	403.5335	CDK11A	308.2557
CDK11B	607.5195	CDK11B	597.605
CDK12	1607.0602	CDK12	1454.5455
CDK13	1470.6538	CDK13	1039.2247
CDK14	933.2534	CDK14	774.8039
CDK15	13.3665	CDK15	17.0743
CDK16	1603.2902	CDK16	1415.3207
CDK17	1144.7177	CDK17	856.0222
CDK18	99.3917	CDK18	399.6308
CDK19	880.1645	CDK19	820.4661
CDK1	522.663	CDK1	107.9834
CDK20	156.9703	CDK20	119.9815
CDK2AP1	1792.8198	CDK2AP1	2066.4513
CDK2AP2	434.5814	CDK2AP2	738.3479
CDK2	896.2385	CDK2	516.8436
CDK3	61.4309	CDK3	74.1947
CDK4	1731.4712	CDK4	1735.5791
CDK5R1	44.8976	CDK5R1	77.988
CDK5RAP1	1388.0559	CDK5RAP1	368.251
CDK5RAP2	1930.5972	CDK5RAP2	1470.6968
CDK5RAP3	1490.1894	CDK5RAP3	1318.4126
CDK5	330.0488	CDK5	157.3604
CDK6	542.8841	CDK6	1102.9072
CDK7	630.2802	CDK7	276.8805
CDK8	115.8427	CDK8	144.9008
CDK9	1237.9402	CDK9	870.3276
CDKAL1	442.4642	CDKAL1	280.1108
CDKL1	17.4792	CDKL1	31.8413
CDKL2	11.3101	CDKL2	56.7605
CDKL3	22.394	CDKL3	24.7439
CDKL5	79.1706	CDKL5	133.3641
CDKN1A	787.5932	CDKN1A	2202.1228
CDKN1B	792.0487	CDKN1B	1827.8726
CDKN1C	232.3708	CDKN1C	889.7093
CDKN2AIPNL	292.3486	CDKN2AIPNL	260.2677
CDKN2AIP	590.8662	CDKN2AIP	441.6244
CDKN2A	38.3857	CDKN2A	47.9926
CDKN2B	479.1363	CDKN2B	847.7157
CDKN2C	222.0889	CDKN2C	832.9488
CDKN2D	163.1394	CDKN2D	87.6788
CDKN3	119.6127	CDKN3	21.689
CDNF	20.5638	CDNF	47.9926
CDO1	141.8902	CDO1	778.4956
CDON	685.8024	CDON	952.9303
CDR1	5.9018	CDR1	83.5072
CDR2L	427.7268	CDR2L	437.9326
CDR2	2423.7855	CDR2	476.2344
CDRT4	208.6916	CDRT4	278.4356
CDS1	1109.0738	CDS1	703.2764
CDS2	723.16	CDS2	1022.6119
CDSN	951.418	CDSN	41.9935
CDT1	217.6335	CDT1	90.4476
CDV3	2456.3448	CDV3	3569.9123
removed	removed	CDX2	14.3055
CDYL2	238.54	CDYL2	138.9017
CDYL	1408.2769	CDYL	635.9022
CEACAM19	19.5356	CEACAM19	39.6862
CEACAM1	928.4551	CEACAM1	911.8597
CEACAM21	16.1083	CEACAM21	36.9174
CEACAM5	2452.232	CEACAM5	3117.6742
CEACAM6	12337.2462	CEACAM6	10035.9945
CEACAM7	18.5074	CEACAM7	40.1477
removed	removed	CEACAM8	5.0761
CEBPA	854.4255	CEBPA	2184.587
CEBPB	502.7847	CEBPB	1482.2335
CEBPD	939.0798	CEBPD	1760.4984
CEBPG	1079.9417	CEBPG	970.9275
CEBPZ	1163.5678	CEBPZ	1069.2201
CECR1	1348.2992	CECR1	1782.6488
CECR2	70.2596	CECR2	37.8403
CECR5	354.0399	CECR5	431.4721
CECR6	44.8976	CECR6	22.1504
CECR7	39.4139	CECR7	182.7411
CELF1	1558.3926	CELF1	1798.3387
CELF2	648.4449	CELF2	2251.0383
removed	removed	CELF4	10.1523
CELF5	13.7092	CELF5	39.2247
CELF6	35.2943	CELF6	18.1172
CELP	6.5119	removed	removed
CELSR1	1853.8257	CELSR1	1887.4019
CELSR2	1943.2782	CELSR2	2109.3678
CELSR3	37.7003	CELSR3	54.4532
CEL	112.7581	CEL	11.5367
CEMP1	219.6898	CEMP1	79.8339
CENPA	33.9303	CENPA	12.4596
CENPBD1	220.718	CENPBD1	307.3373
CENPB	2088.5957	CENPB	1811.2598
CENPC1	341.0162	CENPC1	379.3263
CENPE	218.6616	CENPE	29.5339
CENPF	1980.9785	CENPF	383.4795
CENPH	210.0934	CENPH	63.6825
CENPI	92.8798	CENPI	8.7679
CENPJ	166.9094	CENPJ	144.9008
CENPK	164.8531	CENPK	21.2275
CENPL	381.4583	CENPL	91.832
CENPM	150.8011	CENPM	27.2266
CENPN	304.4572	CENPN	163.6225
CENPO	103.4496	CENPO	67.4066
CENPP	257.0028	CENPP	28.8509
CENPQ	252.5919	CENPQ	108.4449
CENPT	283.4376	CENPT	357.6373
CENPV	15.7656	CENPV	90.9091
CENPW	132.2937	CENPW	51.6844
CEP110	649.4731	CEP110	477.1574
CEP120	815.3543	CEP120	676.9728
CEP135	265.9584	CEP135	142.5934
CEP152	141.8902	CEP152	74.2963
CEP164	359.1809	CEP164	561.6059
CEP170	911.6614	CEP170	907.245
CEP192	610.0591	CEP192	630.3646
CEP250	845.5145	CEP250	657.5911
CEP290	438.7216	CEP290	331.6428
CEP350	2827.1785	CEP350	1628.5187
CEP55	171.7077	CEP55	49.377
CEP57	618.6274	CEP57	865.713
CEP63	524.8291	CEP63	524.227
CEP68	853.5721	CEP68	1628.0572
CEP70	394.482	CEP70	261.1906
CEP72	91.5089	CEP72	49.8385
CEP76	196.0415	CEP76	148.5925
CEP78	378.7165	CEP78	222.8888
CEP97	234.0845	CEP97	200.7383
CEPT1	756.7475	CEPT1	827.8726
CERCAM	810.2133	CERCAM	1005.9991
CERKL	58.9393	CERKL	55.473
CERK	714.9345	CERK	1014.3055
CES1	230.3145	CES1	5628.5187
CES2	793.0769	CES2	1371.4813
CES3	54.1513	CES3	32.3027
removed	removed	CES4	55.8376
CES8	60.3205	CES8	35.533
CETN2	1088.8527	CETN2	876.7882
CETN3	331.4198	CETN3	215.0438
CETP	31.5311	CETP	40.6091
CFB	11640.8191	CFB	2479.557
CFDP1	559.3351	CFDP1	541.7628
CFD	676.5487	CFD	6454.5455
CFHR5	101.1053	removed	removed
CFH	1031.2741	CFH	3622.5196
CFI	306.0577	CFI	611.4444
CFL1	7969.1543	CFL1	8143.9778
CFL2	229.629	CFL2	929.3955
CFLAR	871.8842	CFLAR	1308.2603
CFP	21.9347	CFP	54.9146
CFTR	17.1365	CFTR	51.2229
CG030	38.3857	CG030	50.7614
removed	removed	CGB7	7.4342
CGGBP1	2208.8938	CGGBP1	2648.8233
CGNL1	766.0012	CGNL1	1454.084
CGN	1110.102	CGN	1864.79
CGREF1	153.9714	CGREF1	151.3106
CGRRF1	196.7269	CGRRF1	242.2704
CH25H	32.2166	CH25H	149.054
CHAC1	12.681	CHAC1	59.0678
CHAC2	42.8412	CHAC2	20.766
CHADL	18.1784	CHADL	91.832
CHAD	467.1408	CHAD	433.318
CHAF1A	656.3276	CHAF1A	253.8071
CHAF1B	312.9123	CHAF1B	131.9797
CHCHD10	313.5978	CHCHD10	390.4015
CHCHD1	447.9479	CHCHD1	290.7245
CHCHD2	4487.7046	CHCHD2	2316.1052
CHCHD3	613.1437	CHCHD3	555.6068
CHCHD4	209.0652	CHCHD4	177.665
CHCHD5	242.6527	CHCHD5	205.8145
CHCHD6	95.6216	CHCHD6	112.1366
CHCHD7	273.4984	CHCHD7	296.2621
CHCHD8	394.482	CHCHD8	399.6308
CHD1L	492.8455	CHD1L	808.491
CHD1	2897.0954	CHD1	1017.0743
CHD2	2428.9264	CHD2	2542.2243
CHD3	3770.0283	CHD3	3999.0771
CHD4	4509.4611	CHD4	5441.4213
CHD6	2368.6059	CHD6	2318.4126
CHD7	388.6556	CHD7	671.8966
CHD8	2587.953	CHD8	2371.0198
CHD9	1201.2681	CHD9	2081.6797
CHDH	1409.9906	CHDH	733.7333
CHEK1	229.9717	CHEK1	70.6045
CHEK2	161.083	CHEK2	118.5971
CHERP	1510.5715	CHERP	1157.0651
CHFR	457.8871	CHFR	239.5016
removed	removed	CHGA	11.5367
removed	removed	CHGB	18.4587
CHI3L1	318.7388	CHI3L1	711.1214
CHI3L2	87.0534	CHI3L2	237.1943
removed	removed	CHIA	34.1486
CHIC1	411.2758	CHIC1	410.2446
CHIC2	154.5712	CHIC2	194.7393
CHID1	908.5768	CHID1	1478.5418
CHIT1	10.9674	CHIT1	29.0725
CHKA	518.2075	CHKA	576.8343
CHKB-CPT1B	255.6319	CHKB-CPT1B	170.4569
CHKB	129.2366	CHKB	208.6294
CHL1	300.2313	CHL1	1793.2626
CHML	1096.7355	CHML	552.838
CHMP1A	1256.1049	CHMP1A	1494.2317
CHMP1B	1868.9058	CHMP1B	1743.8856
CHMP2A	2376.146	CHMP2A	1326.719
CHMP2B	1321.5663	CHMP2B	995.8468
CHMP4A	620.1936	CHMP4A	639.8846
CHMP4B	3607.9171	CHMP4B	2255.1915
CHMP4C	369.12	CHMP4C	414.8593
CHMP5	2049.8432	CHMP5	1052.3166
CHMP6	327.307	CHMP6	371.4813
CHMP7	1480.5929	CHMP7	1052.1458
CHM	725.5591	CHM	736.0406
CHN1	134.6928	CHN1	132.4412
CHN2	162.1112	CHN2	88.6018
removed	removed	CHODL	26.7651
CHORDC1	434.5814	CHORDC1	362.252
CHP2	12.681	removed	removed
CHPF2	1377.4312	CHPF2	1038.7633
CHPF	1365.4357	CHPF	1303.6456
CHPT1	1185.5025	CHPT1	1999.5385
CHP	3114.3861	CHP	3286.5713
CHRAC1	536.0295	CHRAC1	526.5344
CHRDL1	836.6035	CHRDL1	4348.8694
CHRD	559.3351	CHRD	209.9677
CHRFAM7A	9.5964	CHRFAM7A	25.3807
CHRM1	275.5548	CHRM1	173.9732
CHRM3	19.5356	CHRM3	29.0725
CHRNA10	15.0801	CHRNA10	8.3064
CHRNA2	124.0682	CHRNA2	8.3064
CHRNA5	14.0519	CHRNA5	29.5339
CHRNA6	5.1409	removed	removed
removed	removed	CHRNA7	6.4605
CHRNB1	106.589	CHRNB1	196.9036
CHRNB2	13.0237	CHRNB2	53.9917
CHRNE	10.6246	CHRNE	17.6327
CHST10	85.3397	CHST10	264.8823
CHST11	136.0637	CHST11	173.9732
CHST12	312.5696	CHST12	307.3373
removed	removed	CHST13	5.0761
CHST14	312.2269	CHST14	588.8325
CHST15	2050.5527	CHST15	1447.162
CHST1	730.7	CHST1	69.2201
CHST2	127.4955	CHST2	343.7933
CHST3	518.2075	CHST3	1491.0014
removed	removed	CHST4	11.5367
removed	removed	CHST5	12.0166
CHST6	9.2537	CHST6	36.4559
CHST7	90.1379	CHST7	116.2898
CHST8	10.2819	CHST8	26.3036
CHST9	73.6869	CHST9	375.1731
CHSY1	883.2148	CHSY1	1705.1223
CHSY3	76.086	CHSY3	68.7587
CHTF18	893.8394	CHTF18	112.5981
CHTF8	1717.2684	CHTF8	2600.1477
CHUK	562.0769	CHUK	552.838
CHURC1	2067.2847	CHURC1	1579.4878
CIAO1	1405.8778	CIAO1	1693.1241
CIAPIN1	551.795	CIAPIN1	617.9049
CIB1	1636.535	CIB1	1040.6091
CIB2	93.908	CIB2	201.1998
CIB3	12.3383	removed	removed
CIC	1476.1374	CIC	1892.9395
CIDEA	116.8709	CIDEA	398.2464
CIDEB	259.5939	CIDEB	364.467
CIDECP	112.7581	CIDECP	69.8293
CIDEC	382.4865	CIDEC	4336.2621
CIITA	219.6898	CIITA	302.7227
CILP2	126.1246	CILP2	39.6862
CILP	3498.929	CILP	3429.6262
CINP	484.9627	CINP	301.3383
CIR1	675.5205	CIR1	556.0683
CIRBP	4402.0221	CIRBP	5471.6198
CIRH1A	502.0992	CIRH1A	835.2561
CISD1	289.6067	CISD1	216.4282
CISD2	430.4687	CISD2	422.7042
CISD3	710.664	CISD3	513.9363
CISH	2196.8983	CISH	277.8034
CITED1	5.4837	CITED1	116.2898
CITED2	3996.5727	CITED2	4446.239
CITED4	517.5221	CITED4	611.4444
CIT	659.4122	CIT	316.1052
CIZ1	1718.1047	CIZ1	1743.4241
CKAP2L	130.2373	CKAP2L	22.6119
CKAP2	490.7891	CKAP2	278.2649
CKAP4	2870.7052	CKAP4	1645.593
CKAP5	2144.4606	CKAP5	2079.8339
CKB	140.5192	CKB	677.8957
CKLF	212.1498	CKLF	249.6539
CKMT1A	116.8709	CKMT1A	53.9917
CKMT1B	1033.3305	CKMT1B	228.8879
CKMT2	27.0757	CKMT2	169.82
CKS1B	1091.2518	CKS1B	487.7711
CKS2	478.1081	CKS2	153.6687
CLASP1	1020.9922	CLASP1	1737.8865
CLASP2	1168.0233	CLASP2	1575.4499
CLCA2	2547.1682	CLCA2	400.0923
removed	removed	CLCA4	23.9963
CLCC1	738.8536	CLCC1	898.4495
CLCF1	85.3397	CLCF1	89.5247
removed	removed	CLCN1	10.6138
CLCN2	73.6869	CLCN2	39.2247
CLCN3	1570.0454	CLCN3	1856.9451
CLCN4	70.9451	CLCN4	356.2529
CLCN5	359.5236	CLCN5	185.0485
CLCN6	321.1379	CLCN6	574.527
CLCN7	2632.5079	CLCN7	1325.3346
removed	removed	CLCNKA	26.7651
removed	removed	CLCNKB	11.0752
removed	removed	CLDN10	151.3198
CLDN11	282.0667	CLDN11	946.4698
CLDN12	1704.7382	CLDN12	1014.767
CLDN14	6.1691	CLDN14	5.9991
CLDN15	128.181	CLDN15	183.6641
removed	removed	CLDN18	18.4587
CLDN19	34.273	CLDN19	140.7476
CLDN1	605.9464	CLDN1	699.1232
removed	removed	CLDN20	7.3835
CLDN23	118.2418	CLDN23	122.7503
removed	removed	CLDN2	19.8431
CLDN3	1046.0115	CLDN3	840.3323
CLDN4	3816.9823	CLDN4	4031.8413
CLDN5	338.9598	CLDN5	1021.2275
removed	removed	CLDN6	68.7587
CLDN7	2461.4857	CLDN7	1084.4485
CLDN8	1171.7933	CLDN8	762.8057
removed	removed	CLDN9	22.1504
CLDND1	1268.1004	CLDND1	1298.108
removed	removed	CLDND2	5.9991
CLEC10A	130.9228	CLEC10A	201.1998
CLEC11A	217.6335	CLEC11A	146.2852
CLEC12A	8.911	removed	removed
CLEC14A	673.1214	CLEC14A	639.1324
CLEC16A	1163.9105	CLEC16A	795.1084
CLEC17A	7.8828	removed	removed
CLEC1A	63.405	CLEC1A	77.0651
CLEC2B	170.6795	CLEC2B	249.6539
CLEC2D	419.5013	CLEC2D	318.874
CLEC3A	6.5119	removed	removed
CLEC3B	349.9272	CLEC3B	1773.8809
CLEC4A	30.1602	CLEC4A	42.9165
CLEC4C	6.8546	removed	removed
CLEC4E	24.3338	CLEC4E	22.6119
CLEC4F	13.0237	CLEC4F	19.3816
removed	removed	CLEC4G	18.9202
CLEC5A	25.0193	CLEC5A	15.6899
CLEC7A	101.7908	CLEC7A	77.5265
CLEC9A	8.911	CLEC9A	14.3055
CLECL1	10.6246	CLECL1	12.9211
CLGN	865.3929	CLGN	106.1375
CLIC1	5977.2085	CLIC1	4106.1375
CLIC2	330.0488	CLIC2	572.6811
CLIC3	75.4006	CLIC3	24.4578
CLIC4	4285.1512	CLIC4	6034.1486
CLIC5	298.5177	CLIC5	418.551
CLIC6	47.6394	CLIC6	193.3549
CLINT1	2849.4559	CLINT1	1832.4873
CLIP1	3618.199	CLIP1	1881.8643
CLIP2	262.8738	CLIP2	617.4435
CLIP3	301.6023	CLIP3	787.725
CLIP4	233.0563	CLIP4	895.2469
CLK1	1791.4489	CLK1	1358.0988
CLK2P	18.8501	CLK2P	13.3826
CLK2	951.418	CLK2	492.3858
CLK3	580.2416	CLK3	612.3673
CLK4	596.3499	CLK4	441.1629
CLMN	3782.7093	CLMN	2269.0355
CLN3	3785.7184	CLN3	1054.4532
CLN5	691.6288	CLN5	825.1038
CLN6	482.2209	CLN6	610.06
CLN8	328.3352	CLN8	430.5491
CLNS1A	1101.191	CLNS1A	1189.2017
CLOCK	453.0889	CLOCK	648.8233
CLP1	242.6527	CLP1	221.5044
CLPB	232.7136	CLPB	270.8814
CLPP	659.4122	CLPP	483.1564
CLPTM1L	2281.5526	CLPTM1L	2316.5667
CLPTM1	2849.4559	CLPTM1	2879.0955
CLPX	600.8054	CLPX	616.0591
CLSPN	86.0252	removed	removed
CLSTN1	3889.2983	CLSTN1	6011.0752
CLSTN2	436.2951	CLSTN2	1425.0115
CLSTN3	1564.5617	CLSTN3	1403.3226
CLTA	2331.2484	CLTA	1475.3115
CLTB	1026.4759	CLTB	884.1717
CLTCL1	71.6305	CLTCL1	88.1403
CLTC	10125.2678	CLTC	10697.2773
CLUAP1	615.8855	CLUAP1	411.2783
CLUL1	15.7656	CLUL1	69.2201
CLU	57203.3245	CLU	15692.2012
CLVS1	10.8611	CLVS1	6.0452
CLYBL	66.1469	CLYBL	104.2916
CMA1	58.9495	CMA1	154.1301
CMAH	1016.194	CMAH	251.0383
CMAS	728.6436	CMAS	481.772
CMBL	1694.1136	CMBL	1194.7393
CMC1	159.0266	CMC1	55.3761
CMIP	1070.3453	CMIP	1227.5035
CMKLR1	420.1868	CMKLR1	550.9922
CMPK1	2785.3654	CMPK1	3493.7702
CMPK2	65.1187	CMPK2	125.5192
CMTM1	74.3724	CMTM1	89.0632
CMTM3	608.0027	CMTM3	974.1578
CMTM4	1698.9118	CMTM4	1844.024
removed	removed	CMTM5	16.1514
CMTM6	3077.714	CMTM6	3116.7513
CMTM7	168.9658	CMTM7	676.5113
CMTM8	119.9554	CMTM8	153.2072
CMYA5	846.5427	CMYA5	1093.6779
CN5H6.4	6.8546	CN5H6.4	5.5376
CNBP	6325.7647	CNBP	6125.9806
CNDP1	6.5119	removed	removed
CNDP2	4699.5116	CNDP2	2962.1597
CNFN	62.3768	CNFN	28.1495
CNGA1	20.5638	CNGA1	11.0752
CNIH2	21.592	removed	removed
CNIH3	22.9629	CNIH3	39.2247
CNIH4	1164.2533	CNIH4	754.0378
CNIH	1043.2696	CNIH	1213.6594
CNKSR1	715.9626	CNKSR1	300.4153
CNKSR2	8.2255	CNKSR2	76.6036
CNKSR3	277.9539	CNKSR3	234.4255
CNN1	733.0991	CNN1	3448.0849
CNN2	2253.7914	CNN2	3163.821
CNN3	3680.9185	CNN3	4094.6008
CNNM1	19.8783	CNNM1	71.9889
CNNM2	94.5934	CNNM2	170.743
CNNM3	593.2654	CNNM3	1067.8357
CNNM4	1524.8051	CNNM4	778.0341
CNOT10	613.1437	CNOT10	446.7005
CNOT1	3898.6856	CNOT1	5252.252
CNOT2	1696.5127	CNOT2	1255.653
CNOT3	1024.7622	CNOT3	810.7983
CNOT4	711.8499	CNOT4	548.2234
CNOT6L	1492.5885	CNOT6L	1841.2552
CNOT6	1586.4964	CNOT6	1047.5311
CNOT7	2163.9962	CNOT7	1739.7323
CNOT8	2008.3969	CNOT8	1549.6078
CNO	191.586	CNO	221.0429
CNPY2	1926.1417	CNPY2	970.4661
CNPY3	1230.7429	CNPY3	1068.7587
CNPY4	440.0651	CNPY4	220.5814
CNP	2104.3441	CNP	1888.1311
CNR1	68.546	CNR1	138.9017
CNR2	5.8264	CNR2	9.2293
CNRIP1	181.6468	CNRIP1	423.1657
CNST	1015.5085	CNST	844.9469
CNTD1	105.9892	CNTD1	40.0185
CNTD2	341.3589	CNTD2	24.9192
CNTFR	90.1379	CNTFR	625.2884
CNTF	5.446	CNTF	11.9982
CNTLN	144.9747	CNTLN	175.3576
CNTN1	198.7833	CNTN1	678.8186
CNTN2	11.9955	CNTN2	11.5367
CNTN3	28.1038	CNTN3	83.0641
CNTN4	95.2789	CNTN4	240.4246
removed	removed	CNTN6	13.844
CNTNAP1	104.8753	CNTNAP1	206.276
CNTNAP2	448.9761	CNTNAP2	22.6119
CNTNAP3	62.7196	CNTNAP3	270.8814
CNTROB	514.7802	CNTROB	646.9774
COASY	2041.6417	COASY	1112.5981
COBLL1	652.5576	COBLL1	1528.3802
COBL	1873.0186	COBL	1493.7702
COBRA1	1575.5291	COBRA1	1299.0309
COCH	16.1083	COCH	90.443
COG1	612.7941	COG1	775.5884
COG2	1331.1627	COG2	720.8122
COG3	836.6035	COG3	754.4993
COG4	925.3706	COG4	1191.9705
COG5	1262.2432	COG5	947.0281
COG6	800.9596	COG6	635.4407
COG7	1360.6375	COG7	575.9114
COG8	392.9089	COG8	510.7153
COIL	420.5295	COIL	438.3941
COL10A1	1294.1479	COL10A1	53.9917
COL11A1	403.393	COL11A1	43.3779
COL11A2	7.1973	COL11A2	19.3816
COL12A1	6109.1595	COL12A1	5514.0748
COL13A1	42.8412	COL13A1	12.4596
COL14A1	3950.9896	COL14A1	8617.9049
COL15A1	2896.4099	COL15A1	4016.6128
COL16A1	1643.7323	COL16A1	1739.2709
COL17A1	1572.7873	COL17A1	7437.0097
COL18A1	3797.1039	COL18A1	3279.1878
COL1A1	60651.5294	COL1A1	20580.5261
COL1A2	48936.3379	COL1A2	34152.7457
COL21A1	102.1335	COL21A1	57.222
removed	removed	COL22A1	5.9991
COL23A1	11.9955	COL23A1	53.0688
COL24A1	53.1231	COL24A1	20.766
COL25A1	14.0519	COL25A1	65.5284
COL27A1	297.8322	COL27A1	233.0411
COL28A1	10.9674	COL28A1	66.9128
COL2A1	11.3101	COL2A1	81.2183
COL3A1	53761.2887	COL3A1	25125.0577
COL4A1	11034.53	COL4A1	9268.5741
COL4A2	9903.8643	COL4A2	10412.5519
COL4A3BP	1780.4815	COL4A3BP	1674.6654
COL4A3	39.7567	COL4A3	34.1486
COL4A4	142.5756	COL4A4	165.2054
COL4A5	1450.09	COL4A5	854.1763
COL4A6	51.4095	COL4A6	298.5695
COL5A1	5299.2888	COL5A1	2600.3692
COL5A2	7114.7288	COL5A2	2561.6059
COL5A3	496.9583	COL5A3	691.7397
COL6A1	5535.4297	COL6A1	8033.2257
COL6A2	8610.0591	COL6A2	13960.7753
COL6A3	18687.3447	COL6A3	15520.0738
COL6A6	61.6914	COL6A6	725.4269
COL7A1	94.2507	COL7A1	364.0978
COL8A1	674.4923	COL8A1	380.7107
COL8A2	651.1867	COL8A2	931.2413
COL9A2	209.7507	COL9A2	342.4089
COL9A3	50.0386	COL9A3	33.2257
COLEC11	7.8828	COLEC11	17.5358
COLEC12	796.8469	COLEC12	1400.5538
COLQ	21.7428	COLQ	20.3046
COMMD10	787.5932	COMMD10	319.3355
COMMD1	278.2966	COMMD1	213.198
COMMD2	664.5532	COMMD2	808.0295
COMMD3	1606.9369	COMMD3	563.5948
COMMD4	625.1392	COMMD4	539.9169
COMMD5	468.1313	COMMD5	384.324
COMMD6	690.6006	COMMD6	1249.6539
COMMD7	1554.2798	COMMD7	787.2635
COMMD8	178.2195	COMMD8	177.2035
COMMD9	523.0057	COMMD9	674.6654
COMP	888.6985	COMP	92.755
COMTD1	93.2225	COMTD1	57.6834
COMT	1767.8005	COMT	1880.4799
COPA	12970.6966	COPA	6273.1887
COPB1	4169.0549	COPB1	3217.5081
COPB2	6985.1769	COPB2	3502.9995
COPE	2628.0524	COPE	1359.0217
COPG2	533.9731	COPG2	352.0997
COPG	5824.0082	COPG	3212.7365
COPS2	1321.5663	COPS2	1894.324
COPS3	748.8647	COPS3	756.3452
COPS4	654.2713	COPS4	817.2589
COPS5	1459.0009	COPS5	778.4956
COPS6	1358.9238	COPS6	1368.251
COPS7A	1346.9283	COPS7A	1252.4227
COPS7B	422.2432	COPS7B	554.2224
COPS8	1046.6455	COPS8	1017.0558
COPZ1	5028.5323	COPZ1	3103.8302
COPZ2	139.8338	COPZ2	335.9483
COQ10A	64.0905	COQ10A	155.5145
COQ10B	778.6822	COQ10B	497.4619
COQ2	183.0177	COQ2	110.2907
COQ3	132.6364	COQ3	83.9871
COQ4	830.0917	COQ4	587.4481
COQ5	722.8172	COQ5	467.928
COQ6	662.4762	COQ6	314.0794
COQ7	819.4671	COQ7	418.0895
COQ9	662.4968	COQ9	646.9774
CORIN	88.767	CORIN	32.7642
CORO1A	722.4745	CORO1A	819.1048
CORO1B	1764.3732	CORO1B	1548.2234
CORO1C	1474.0811	CORO1C	2939.0863
CORO2A	1822.6373	CORO2A	450.8537
CORO2B	78.8279	CORO2B	360.8676
CORO6	31.5311	CORO6	31.3798
CORO7	594.7768	CORO7	460.9275
COTL1	1188.9298	COTL1	1373.3272
COX10	265.9584	COX10	284.264
COX11	615.4537	COX11	680.1754
COX15	961.9673	COX15	1312.3581
COX16	1368.5203	COX16	622.5196
COX17	524.3767	COX17	210.8906
COX18	359.8663	COX18	321.6428
COX19	319.6401	COX19	173.9732
COX4I1	2694.1993	COX4I1	4308.7217
COX4I2	25.362	COX4I2	24.4578
COX4NB	367.4064	COX4NB	335.9483
COX5A	856.4819	COX5A	772.958
COX5B	1504.2413	COX5B	928.934
COX6A1	2469.3685	COX6A1	1285.1869
COX6B1	2715.4485	COX6B1	1750.3461
removed	removed	COX6B2	9.2293
COX6C	5042.2415	COX6C	901.246
COX7A1	99.7344	COX7A1	458.6987
COX7A2L	1026.8186	COX7A2L	1749.8846
COX7A2	1141.9758	COX7A2	924.3193
COX7B	1607.7457	COX7B	760.0369
COX7C	3811.4986	COX7C	1914.6285
COX8A	1523.0914	COX8A	1359.9446
CP110	1471.6819	CP110	651.1306
removed	removed	CPA1	6.4605
CPA3	923.3142	CPA3	716.659
CPA4	26.3902	CPA4	18.9202
CPA6	101.448	CPA6	64.144
CPAMD8	161.7685	CPAMD8	523.3041
CPB1	372.2046	CPB1	12597.1389
CPB2	13.7092	CPB2	9.6908
CPD	5168.0233	CPD	4162.4365
CPEB1	11.6528	CPEB1	70.1431
CPEB2	795.8187	CPEB2	753.1149
CPEB3	330.7343	CPEB3	256.5759
CPEB4	1409.6478	CPEB4	1266.7282
CPE	2357.6386	CPE	5160.1292
CPLX1	50.724	CPLX1	60.9137
removed	removed	CPLX2	10.6138
CPM	464.7417	CPM	1563.4518
CPNE1	809.4148	CPNE1	1062.8103
CPNE2	352.669	CPNE2	750.3461
CPNE3	4874.9893	CPNE3	4099.2155
CPNE4	16.451	CPNE4	21.689
CPNE5	121.3264	CPNE5	145.8237
CPNE7	76.7715	CPNE7	16.1514
CPNE8	165.5385	CPNE8	268.1126
CPOX	329.7061	CPOX	296.7236
CPPED1	1255.7621	CPPED1	526.9958
CPS1	63.405	CPS1	159.2063
CPSF1	1973.7812	CPSF1	1296.7236
CPSF2	1766.0869	CPSF2	1278.2649
CPSF3L	1032.9877	CPSF3L	1134.7485
CPSF3	570.9879	CPSF3	602.215
CPSF4	354.3827	CPSF4	415.7822
CPSF6	2045.069	CPSF6	1463.3133
CPSF7	1467.5692	CPSF7	1955.6991
CPT1A	2597.8922	CPT1A	1616.5205
CPT1B	265.1769	CPT1B	117.9419
