gene_id	TCGA-E2-A1IG-01A-11R-A144-07	gene_id	TCGA-E2-A1IG-11A-22R-A144-07
PHF3	1705.6435	PHF3	2456.9011
PHF5A	485.5867	PHF5A	358.0116
PHF6	625.6598	PHF6	514.0137
PHF7	114.4945	PHF7	89.8995
PHF8	990.6618	PHF8	889.4765
PHGDH	626.4718	PHGDH	3534.1089
PHIP	1659.9269	PHIP	1804.6536
PHKA1	445.7978	PHKA1	358.0116
PHKA2	565.7044	PHKA2	1205.8382
PHKB	1550.9541	PHKB	2430.4601
removed	removed	PHKG1	66.1026
PHKG2	706.0495	PHKG2	316.2348
PHLDA1	1407.633	PHLDA1	2082.496
PHLDA2	124.2387	PHLDA2	66.1026
PHLDA3	1702.8015	PHLDA3	1466.4199
PHLDB1	2941.1287	PHLDB1	7019.5664
PHLDB2	557.0443	PHLDB2	1653.0936
PHLDB3	336.1754	PHLDB3	99.4183
PHLPP1	639.0581	PHLPP1	714.9656
PHLPP2	341.3967	PHLPP2	421.0471
PHOSPHO1	5.6841	PHOSPHO1	6.8747
PHOSPHO2	53.1872	PHOSPHO2	96.7742
PHPT1	1189.2002	PHPT1	608.1438
PHRF1	1488.4287	PHRF1	1150.1851
PHTF1	213.1547	PHTF1	113.6965
PHTF2	977.2635	PHTF2	416.1819
PHYHD1	313.0329	PHYHD1	510.312
PHYHIPL	11.0028	PHYHIPL	14.3839
PHYHIP	50.7511	PHYHIP	186.1449
PHYH	395.0467	PHYH	1209.413
PI15	105.9683	PI15	618.7203
removed	removed	PI16	1396.6155
removed	removed	PI3	81.4384
PI4K2A	1158.782	PI4K2A	916.7319
PI4K2B	404.7909	PI4K2B	428.3448
PI4KAP1	239.5453	PI4KAP1	263.3527
PI4KAP2	32.0747	PI4KAP2	29.614
PI4KA	2436.0536	PI4KA	2091.486
PI4KB	2019.4884	PI4KB	1937.5992
PIAS1	263.0938	PIAS1	424.643
PIAS2	220.4629	PIAS2	272.3427
PIAS3	2166.0577	PIAS3	948.1756
PIAS4	423.8733	PIAS4	247.4881
PIBF1	575.3147	PIBF1	326.2824
PICALM	3293.9505	PICALM	6374.9339
PICK1	509.1352	PICK1	356.4252
PID1	36.9468	PID1	709.6774
PIF1	55.6232	PIF1	9.5188
PIGA	184.7341	PIGA	217.8741
PIGB	291.7296	PIGB	234.6589
PIGC	746.6504	PIGC	492.3321
PIGF	232.907	PIGF	220.8726
PIGG	610.7389	PIGG	623.7546
PIGH	312.5051	PIGH	223.1148
PIGK	924.4823	PIGK	1002.6441
PIGL	49.1271	PIGL	50.7668
PIGM	712.1397	PIGM	407.192
PIGN	868.4531	PIGN	558.4347
PIGO	1059.2773	PIGO	663.1412
PIGP	257.8157	PIGP	293.4955
PIGQ	1266.6058	PIGQ	589.4765
PIGR	15.8343	PIGR	8665.7853
PIGS	3323.1831	PIGS	1773.1359
PIGT	3479.4965	PIGT	2692.7552
PIGU	575.3147	PIGU	288.7361
PIGV	647.5842	PIGV	465.8911
PIGW	237.5152	PIGW	160.2327
PIGX	514.4133	PIGX	509.2544
PIGY	1054.8112	PIGY	1459.0164
PIGZ	114.4945	PIGZ	336.8588
PIH1D1	1183.922	PIH1D1	726.0709
PIH1D2	22.3305	PIH1D2	21.6816
PIK3AP1	310.1908	PIK3AP1	343.7335
PIK3C2A	1565.5704	PIK3C2A	2402.9614
PIK3C2B	651.2383	PIK3C2B	1263.3527
PIK3C2G	23.5485	PIK3C2G	334.2147
PIK3C3	568.8185	PIK3C3	649.3919
PIK3CA	497.3609	PIK3CA	995.2406
PIK3CB	1024.3605	PIK3CB	1056.5838
PIK3CD	153.8774	PIK3CD	332.6282
PIK3CG	49.9391	PIK3CG	68.7467
PIK3IP1	741.7783	PIK3IP1	1252.7763
PIK3R1	1804.3037	PIK3R1	7422.5278
PIK3R2	1671.3642	PIK3R2	888.8472
PIK3R3	889.1596	PIK3R3	1993.1253
PIK3R4	961.0231	PIK3R4	1074.5637
PIK3R5	92.57	PIK3R5	199.8942
PIK3R6	43.443	PIK3R6	33.3157
PIKFYVE	885.9115	PIKFYVE	1413.5378
PILRA	128.7048	PILRA	83.0249
PILRB	1159.1514	PILRB	779.0005
PIM1	479.9026	PIM1	987.8371
PIM2	362.16	PIM2	169.2226
PIM3	1016.6464	PIM3	996.8271
PIN1	693.0572	PIN1	608.1438
PIN4	336.9874	PIN4	280.8038
PINK1	1649.2083	PINK1	2478.0539
PINX1	161.9976	PINX1	92.0148
PION	321.9651	PION	280.275
PIP4K2A	656.9225	PIP4K2A	635.1137
PIP4K2B	4473.0004	PIP4K2B	2415.6531
PIP4K2C	2275.2741	PIP4K2C	828.6621
PIP5K1A	1944.7828	PIP5K1A	1154.9445
removed	removed	PIP5K1B	174.5108
PIP5K1C	1849.7767	PIP5K1C	1395.5579
PIP5KL1	24.3605	PIP5KL1	13.7493
PIPOX	30.4507	PIPOX	10.5764
PIPSL	246.8534	PIPSL	126.3882
removed	removed	PIP	2848.2285
PIR	130.3289	PIR	406.6631
PISD	741.7783	PISD	1867.266
PITPNA	1437.6776	PITPNA	1955.0502
PITPNB	1485.1807	PITPNB	1387.6256
PITPNC1	708.8916	PITPNC1	402.4326
PITPNM1	347.1376	PITPNM1	409.3072
PITPNM2	141.2911	PITPNM2	332.6282
PITPNM3	22.3305	PITPNM3	157.5886
PITRM1	1354.3565	PITRM1	1849.1486
PITX1	345.1076	PITX1	8.99
PITX2	92.976	PITX2	16.9223
removed	removed	PITX3	11.6341
PIWIL2	7.3082	PIWIL2	44.4209
PIWIL4	19.1352	PIWIL4	66.7583
PJA1	736.0942	PJA1	1144.3681
PJA2	3002.8421	PJA2	4615.0185
PKD1L1	8.1202	PKD1L1	80.3808
PKD1L2	53.5932	PKD1L2	737.7049
PKD1	1116.1186	PKD1	3535.6954
PKD2	984.1657	PKD2	1488.1015
PKDCC	67.3975	PKDCC	983.6066
PKDREJ	7.3082	PKDREJ	19.0375
removed	removed	PKHD1L1	112.6388
PKHD1	11.3683	PKHD1	21.6816
PKIA	27.2026	PKIA	62.4008
PKIB	354.4458	PKIB	154.4157
PKIG	618.7576	PKIG	709.6774
PKM2	22023.5485	PKM2	8850.8726
PKMYT1	249.3626	PKMYT1	26.8377
PKN1	2188.3881	PKN1	1991.5389
PKN2	1245.2294	PKN2	1666.3141
PKN3	155.9074	PKN3	413.009
PKNOX1	443.3618	PKNOX1	374.9339
PKNOX2	17.4584	PKNOX2	88.3131
PKP1	156.3134	PKP1	1443.1518
PKP2	49.9391	PKP2	789.5293
PKP3	1256.5976	PKP3	510.8408
PKP4	1915.9562	PKP4	2454.257
PL-5283	1373.9342	PL-5283	865.6795
PLA1A	127.8928	PLA1A	23.7969
PLA2G10	49.1271	removed	removed
PLA2G12A	782.7852	PLA2G12A	971.4437
PLA2G15	798.6196	PLA2G15	482.2845
PLA2G16	555.8262	PLA2G16	5583.8181
removed	removed	PLA2G2A	531.4648
removed	removed	PLA2G2D	22.2105
removed	removed	PLA2G3	5.2882
PLA2G4A	26.3906	PLA2G4A	386.568
PLA2G4C	334.9574	PLA2G4C	173.4532
PLA2G4D	10.5562	removed	removed
PLA2G4F	61.7134	PLA2G4F	17.4511
PLA2G5	39.3829	PLA2G5	50.7668
PLA2G6	354.8518	PLA2G6	331.0418
PLA2G7	67.3975	PLA2G7	134.8493
PLA2R1	304.5067	PLA2R1	919.6192
PLAA	930.1665	PLAA	848.7573
PLAC2	870.8892	PLAC2	30.1428
PLAC8	10.9622	PLAC8	19.0375
PLAC9	46.285	PLAC9	717.0809
PLAG1	13.3983	PLAG1	23.7969
PLAGL1	148.5993	PLAGL1	674.6801
PLAGL2	375.5583	PLAGL2	636.7002
PLAT	4502.233	PLAT	2046.0074
PLAUR	1150.6293	PLAUR	194.606
PLAU	5339.8417	PLAU	392.9138
PLB1	55.2172	PLB1	65.0449
PLBD1	220.8689	PLBD1	784.77
PLBD2	963.4592	PLBD2	1112.6388
PLCB1	635.81	PLCB1	556.3194
PLCB2	127.0808	PLCB2	229.5082
PLCB3	942.3467	PLCB3	609.2015
PLCB4	74.7056	PLCB4	426.2295
PLCD1	393.4227	PLCD1	520.8884
PLCD3	440.5197	PLCD3	1290.8514
PLCD4	97.4421	PLCD4	97.8318
PLCE1	53.9992	PLCE1	499.7356
PLCG1	2174.5838	PLCG1	1939.1803
PLCG2	192.4482	PLCG2	812.2686
removed	removed	PLCH1	111.5812
PLCH2	382.8664	PLCH2	414.5955
PLCL1	161.9976	PLCL1	332.0994
PLCL2	92.976	PLCL2	428.8736
PLCXD1	142.5091	PLCXD1	302.4855
PLCXD2	8.5262	PLCXD2	14.2782
removed	removed	PLCXD3	135.9069
PLD1	168.4937	PLD1	701.7451
PLD2	508.7292	PLD2	865.1507
PLD3	4062.5254	PLD3	4222.6335
PLD4	144.9452	PLD4	148.0698
removed	removed	PLD5	12.1629
PLD6	83.6378	PLD6	197.779
PLDN	1545.676	PLDN	1324.6959
PLEC	7077.1417	PLEC	7336.33
PLEK2	234.6732	PLEK2	49.1803
PLEKHA1	623.2237	PLEKHA1	761.5019
PLEKHA2	301.2586	PLEKHA2	1118.9847
PLEKHA3	388.1445	PLEKHA3	337.9164
PLEKHA4	529.4356	PLEKHA4	1125.8593
PLEKHA5	559.0743	PLEKHA5	628.7678
PLEKHA6	2539.1799	PLEKHA6	1392.9138
PLEKHA7	293.9505	PLEKHA7	649.9207
PLEKHA8	103.5323	PLEKHA8	68.2179
PLEKHA9	29.6387	PLEKHA9	110.5235
PLEKHB1	65.7734	PLEKHB1	433.633
PLEKHB2	3063.7434	PLEKHB2	1735.0608
PLEKHF1	92.57	PLEKHF1	509.7832
PLEKHF2	1017.8644	PLEKHF2	545.2142
PLEKHG1	424.2793	PLEKHG1	808.5669
PLEKHG2	634.592	PLEKHG2	630.8831
PLEKHG3	630.5319	PLEKHG3	730.3014
PLEKHG4B	355.2578	PLEKHG4B	309.8889
PLEKHG4	200.9744	PLEKHG4	384.9815
PLEKHG5	434.0235	PLEKHG5	1337.9164
PLEKHG6	262.6878	PLEKHG6	760.973
PLEKHH1	468.2501	PLEKHH1	390.3173
PLEKHH2	87.6979	PLEKHH2	561.0788
PLEKHH3	1776.6951	PLEKHH3	487.0439
PLEKHJ1	597.2391	PLEKHJ1	473.2946
PLEKHM1P	356.0455	PLEKHM1P	224.4474
PLEKHM1	1031.2627	PLEKHM1	1263.8815
PLEKHM2	1393.8287	PLEKHM2	1601.798
PLEKHM3	246.4474	PLEKHM3	1273.4003
PLEKHN1	210.3126	PLEKHN1	24.3258
PLEKHO1	973.6094	PLEKHO1	475.9387
PLEKHO2	965.8952	PLEKHO2	1297.1973
PLEK	213.9667	PLEK	328.3977
PLGLB2	42.3792	PLGLB2	28.0962
PLIN1	34.1048	PLIN1	43885.7747
PLIN2	743.4024	PLIN2	3514.0137
PLIN3	2451.0759	PLIN3	1132.2052
PLIN4	246.0414	PLIN4	103531.9937
PLIN5	618.7576	PLIN5	464.3046
PLK1S1	288.6724	PLK1S1	351.137
PLK1	261.4698	PLK1	35.9598
PLK2	1286.2363	PLK2	859.8625
PLK3	507.9172	PLK3	888.4188
PLK4	171.7418	PLK4	49.1803
PLLP	64.9614	PLLP	225.2776
PLN	125.0508	PLN	226.3353
PLOD1	4428.3394	PLOD1	3685.8805
PLOD2	1942.3467	PLOD2	2936.5415
PLOD3	1399.1068	PLOD3	1096.7742
removed	removed	PLP1	131.1475
PLP2	2665.8546	PLP2	1023.7969
PLRG1	756.8006	PLRG1	820.201
PLS1	67.3975	PLS1	124.8017
PLS3	4145.7572	PLS3	4598.0962
PLSCR1	706.8616	PLSCR1	721.8403
PLSCR3	607.7467	PLSCR3	704.8387
PLSCR4	399.1068	PLSCR4	1613.432
PLTP	831.9123	PLTP	2529.8784
PLVAP	2236.2972	PLVAP	4958.2232
PLXDC1	818.916	PLXDC1	373.0936
PLXDC2	1099.4722	PLXDC2	898.9952
PLXNA1	1369.8741	PLXNA1	1934.9551
PLXNA2	600.0812	PLXNA2	688.5246
PLXNA3	1154.2834	PLXNA3	923.8498
PLXNA4	145.7572	PLXNA4	5311.4754
PLXNB1	2701.5834	PLXNB1	2486.5151
PLXNB2	8135.607	PLXNB2	6058.1703
PLXNB3	938.8957	PLXNB3	372.6124
PLXNC1	291.5144	PLXNC1	210.9995
PLXND1	3239.9513	PLXND1	5119.5135
removed	removed	PM20D1	26.441
PM20D2	73.4876	PM20D2	438.3924
PMAIP1	453.918	PMAIP1	57.1126
PMEPA1	3800.2436	PMEPA1	6603.1888
PMF1	985.3796	PMF1	510.2803
PMFBP1	7.3082	removed	removed
PML	1764.9208	PML	2107.3506
PMM1	519.2854	PMM1	608.1438
PMM2	983.9342	PMM2	545.3094
PMP22	2937.8806	PMP22	4260.7086
PMPCA	1141.2911	PMPCA	851.9302
PMPCB	1168.5221	PMPCB	1401.3961
PMS1	237.5152	PMS1	251.7187
PMS2CL	103.9383	PMS2CL	72.4484
PMS2L11	16.5652	PMS2L11	33.7335
PMS2L1	299.0175	PMS2L1	220.7509
PMS2L2	53.9992	PMS2L2	45.4786
PMS2L3	36.1348	PMS2L3	35.431
PMS2L4	37.3528	PMS2L4	40.7192
PMS2L5	68.2095	PMS2L5	37.5463
PMS2	770.1989	PMS2	548.3871
PMVK	1693.0572	PMVK	772.6071
PNKD	827.4462	PNKD	694.8704
PNKP	611.8555	PNKP	312.0042
removed	removed	PNLIPRP3	7.9323
PNMA1	1796.9955	PNMA1	1139.0799
PNMA2	100.2842	PNMA2	102.0624
removed	removed	PNMA3	21.1528
PNMA6A	12.5863	PNMA6A	35.431
PNMAL1	192.4482	PNMAL1	261.2374
PNMAL2	52.4401	PNMAL2	282.0095
PNMT	10.9622	PNMT	43.3633
PNN	2352.8218	PNN	1955.5791
PNO1	509.9472	PNO1	413.5378
PNOC	6.4961	removed	removed
PNPLA2	2164.8396	PNPLA2	14144.3681
PNPLA3	10.1502	PNPLA3	89.3707
PNPLA4	387.3325	PNPLA4	483.3421
PNPLA6	1334.1454	PNPLA6	997.3559
PNPLA7	129.5168	PNPLA7	515.6002
PNPLA8	795.7775	PNPLA8	1146.4833
PNPO	2310.1908	PNPO	1092.5436
PNPT1	608.2014	PNPT1	608.1438
PNP	746.6504	PNP	405.0767
PNRC1	1243.1994	PNRC1	2607.0862
PNRC2	2726.35	PNRC2	1815.4416
POC1A	153.8774	POC1A	39.1327
POC1B	327.5152	POC1B	325.9122
POC5	224.5229	POC5	106.8218
PODNL1	486.8047	PODNL1	89.3707
PODN	1726.35	PODN	2464.8334
PODXL2	762.8908	PODXL2	264.4104
PODXL	5639.4641	PODXL	5125.8593
POF1B	179.862	POF1B	80.9096
POFUT1	1813.2359	POFUT1	1916.9751
POFUT2	705.6435	POFUT2	505.0238
POGK	2722.2899	POGK	1201.4807
POGZ	2949.2489	POGZ	2037.5463
POLA1	362.566	POLA1	425.7007
POLA2	319.123	POLA2	221.0471
POLB	695.8993	POLB	230.5658
POLD1	524.9695	POLD1	323.1095
POLD2	1608.6074	POLD2	1361.7134
POLD3	303.2887	POLD3	402.9614
POLD4	4627.2838	POLD4	731.3591
POLDIP2	3906.0374	POLDIP2	2088.2126
POLDIP3	2150.6293	POLDIP3	1990.4812
POLE2	30.0447	POLE2	19.5664
POLE3	1751.9285	POLE3	1000
POLE4	749.8985	POLE4	506.6103
POLE	863.581	POLE	676.8905
POLG2	197.3203	POLG2	62.9297
POLG	1159.6062	POLG	1280.312
POLH	796.9955	POLH	509.7832
POLI	715.3877	POLI	783.1835
POLK	427.1214	POLK	657.853
POLL	570.9825	POLL	503.1412
POLM	455.948	POLM	276.5732
POLN	60.5075	POLN	78.3977
POLQ	111.6525	POLQ	20.624
POLR1A	740.9663	POLR1A	822.3162
POLR1B	663.8246	POLR1B	493.9186
POLR1C	457.1661	POLR1C	355.8964
POLR1D	2066.1795	POLR1D	1189.3178
POLR1E	384.0844	POLR1E	690.1111
POLR2A	5416.1592	POLR2A	6076.679
POLR2B	2331.3033	POLR2B	2116.8694
POLR2C	960.2111	POLR2C	1133.7916
POLR2D	507.5112	POLR2D	437.8636
POLR2E	2569.6305	POLR2E	3411.4225
POLR2F	540.3979	POLR2F	459.2438
POLR2G	808.3638	POLR2G	537.2819
POLR2H	716.6058	POLR2H	389.7409
POLR2I	396.0658	POLR2I	301.5124
POLR2J2	128.8957	POLR2J2	41.1687
POLR2J3	489.1393	POLR2J3	331.4225
POLR2J4	161.8433	POLR2J4	169.9894
POLR2J	929.7605	POLR2J	556.3194
POLR2K	898.9038	POLR2K	631.412
POLR2L	1179.4559	POLR2L	1973.559
POLR3A	731.6281	POLR3A	566.367
POLR3B	232.2371	POLR3B	309.3601
POLR3C	526.1876	POLR3C	560.0212
POLR3D	328.8672	POLR3D	370.7033
POLR3E	858.3029	POLR3E	802.221
POLR3F	281.7702	POLR3F	209.9418
POLR3GL	516.4434	POLR3GL	766.2612
POLR3G	63.3374	POLR3G	57.1126
POLR3H	1022.0828	POLR3H	1330.5711
POLR3K	378.4003	POLR3K	141.724
POLRMT	1002.4361	POLRMT	566.367
POM121C	861.1449	POM121C	1178.2126
removed	removed	POM121L10P	5.3146
POM121L9P	17.8644	POM121L9P	24.3258
POM121	1846.9793	POM121	2613.7652
removed	removed	POMC	22.2105
POMGNT1	2184.2347	POMGNT1	1461.3961
POMP	1550.5481	POMP	1077.2078
POMT1	846.5286	POMT1	576.9434
POMT2	523.3455	POMT2	475.4098
POMZP3	193.6987	POMZP3	251.8614
removed	removed	PON1	6.3458
PON2	1375.9643	PON2	1134.8493
PON3	150.1989	PON3	61.872
POP1	153.8774	POP1	139.6087
POP4	519.6914	POP4	458.4876
POP5	306.5367	POP5	349.0217
POP7	490.0528	POP7	267.0545
POPDC2	108.4044	POPDC2	90.9572
removed	removed	POPDC3	16.9223
PORCN	198.5384	PORCN	174.5108
POR	1559.0743	POR	1792.1735
POSTN	43682.907	POSTN	2280.275
POT1	514.8193	POT1	407.192
POTEF	17.4584	POTEF	7.9323
POU2AF1	11.3683	POU2AF1	63.4585
POU2F1	111.6525	POU2F1	83.0249
POU2F2	69.4275	POU2F2	49.1803
POU2F3	54.4052	POU2F3	78.7943
POU3F1	5.6841	POU3F1	8.4611
removed	removed	POU5F1B	24.3258
POU6F1	164.8396	POU6F1	281.8614
PP14571	85.2619	PP14571	6.3458
PPA1	1321.9651	PPA1	3770.4918
PPA2	840.4385	PPA2	895.2935
removed	removed	PPAN-P2RY11	79.339
PPAN	437.6776	PPAN	313.0936
PPAP2A	816.7194	PPAP2A	4078.3395
PPAP2B	1273.244	PPAP2B	6991.5389
PPAP2C	2848.5587	PPAP2C	841.8826
PPAPDC1A	293.1384	removed	removed
PPAPDC1B	2077.5477	PPAPDC1B	423.5854
PPAPDC2	375.5583	PPAPDC2	278.6885
PPAPDC3	60.0893	PPAPDC3	202.0095
PPARA	128.7048	PPARA	967.2131
PPARD	875.7613	PPARD	941.8297
PPARGC1A	23.5485	PPARGC1A	120.0423
removed	removed	PPARGC1B	61.872
PPARG	67.8035	PPARG	3684.294
PPAT	441.7377	PPAT	234.2676
PPCDC	188.3881	PPCDC	127.9746
PPCS	1101.5022	PPCS	852.9878
PPDPF	3388.5505	PPDPF	2078.2655
PPEF1	103.9383	PPEF1	7.9323
PPFIA1	6521.9854	PPFIA1	1546.753
PPFIA2	13.3983	PPFIA2	11.6341
PPFIA3	253.3496	PPFIA3	82.496
PPFIA4	174.1778	PPFIA4	8.4611
PPFIBP1	1561.5104	PPFIBP1	1895.8223
PPFIBP2	443.3618	PPFIBP2	494.4474
PPHLN1	831.1003	PPHLN1	718.1386
PPIAL4C	26.7966	PPIAL4C	27.4987
PPIAL4G	28.4206	PPIAL4G	14.2782
PPIA	3795.3715	PPIA	2634.0561
PPIB	7736.5083	PPIB	5242.0201
PPIC	1200.5684	PPIC	735.5896
PPID	768.9809	PPID	518.7731
PPIEL	64.5554	PPIEL	56.055
PPIE	738.5302	PPIE	624.5373
PPIF	1453.106	PPIF	1217.3453
PPIG	1253.3496	PPIG	1101.0048
PPIH	289.8904	PPIH	208.3554
PPIL1	563.5404	PPIL1	367.0016
PPIL2	1732.9679	PPIL2	889.339
PPIL3	304.9127	PPIL3	232.1523
PPIL4	600.4872	PPIL4	621.3644
PPIL5	129.9229	PPIL5	138.0222
PPIL6	110.8404	PPIL6	66.1026
PPIP5K1	1209.9066	PPIP5K1	647.2766
PPIP5K2	934.2266	PPIP5K2	865.1507
PPL	973.2034	PPL	4366.4728
PPM1A	1862.769	PPM1A	1959.2808
PPM1B	870.0771	PPM1B	1423.5854
PPM1D	533.0897	PPM1D	393.4426
PPM1E	47.0402	PPM1E	8.7308
PPM1F	411.3276	PPM1F	1654.7753
PPM1G	2959.3991	PPM1G	1952.4061
PPM1H	816.484	PPM1H	511.3696
PPM1J	744.2144	PPM1J	55.5262
PPM1K	138.8551	PPM1K	280.8038
PPM1L	35.7288	PPM1L	236.9117
PPM1M	345.1076	PPM1M	545.743
PPM1N	7.3082	PPM1N	8.4611
PPME1	726.756	PPME1	836.5944
PPOX	415.3471	PPOX	205.1824
PPP1CA	8289.2814	PPP1CA	1460.4971
PPP1CB	5980.138	PPP1CB	7884.918
PPP1CC	2494.5189	PPP1CC	2614.4897
PPP1R10	2975.6395	PPP1R10	1428.8736
PPP1R11	2453.106	PPP1R11	1142.2528
PPP1R12A	1620.7877	PPP1R12A	1682.1787
PPP1R12B	1077.5477	PPP1R12B	4447.9112
PPP1R12C	842.8745	PPP1R12C	1419.8837
PPP1R13B	898.4978	PPP1R13B	661.5547
PPP1R13L	1529.8417	PPP1R13L	749.8678
PPP1R14A	31.2627	PPP1R14A	289.2649
PPP1R14B	1043.0369	PPP1R14B	456.3723
PPP1R14C	127.0808	PPP1R14C	234.7964
PPP1R15A	1365.002	PPP1R15A	3023.7969
PPP1R15B	1810.7998	PPP1R15B	2974.6166
PPP1R16A	529.594	PPP1R16A	503.4215
PPP1R16B	46.691	PPP1R16B	1259.1222
PPP1R1A	7.7142	PPP1R1A	4315.706
PPP1R1B	65.3674	PPP1R1B	2593.3369
PPP1R1C	46.285	removed	removed
PPP1R2P1	6.9022	removed	removed
PPP1R2P3	71.8636	PPP1R2P3	53.4109
PPP1R2	1257.8157	PPP1R2	1134.3205
PPP1R3B	3277.7101	PPP1R3B	1234.7964
PPP1R3C	310.5968	PPP1R3C	166.0497
PPP1R3D	253.3496	PPP1R3D	230.037
PPP1R3E	36.9468	PPP1R3E	74.0349
PPP1R3F	90.134	PPP1R3F	68.2179
PPP1R3G	12.1803	PPP1R3G	36.4886
PPP1R7	1289.0784	PPP1R7	897.9376
PPP1R8	1282.9882	PPP1R8	914.8599
PPP1R9A	251.3195	PPP1R9A	671.6023
PPP1R9B	2520.9095	PPP1R9B	1078.2655
PPP2CA	2632.1194	PPP2CA	2425.1296
PPP2CB	1043.849	PPP2CB	2391.8562
PPP2R1A	7089.322	PPP2R1A	4368.588
PPP2R1B	325.6192	PPP2R1B	2358.5405
PPP2R2A	652.4564	PPP2R2A	1117.927
PPP2R2B	18.6764	PPP2R2B	35.431
PPP2R2C	1377.1823	PPP2R2C	37.5463
PPP2R2D	708.8916	PPP2R2D	601.798
PPP2R3A	615.5095	PPP2R3A	704.3892
PPP2R3B	211.5307	PPP2R3B	109.9947
PPP2R3C	280.1462	PPP2R3C	422.5278
PPP2R4	4097.0361	PPP2R4	2281.8614
PPP2R5A	1632.5619	PPP2R5A	2644.1036
PPP2R5B	415.3471	PPP2R5B	494.4474
PPP2R5C	1718.2298	PPP2R5C	2184.5584
PPP2R5D	1602.9233	PPP2R5D	1218.9318
PPP2R5E	726.756	PPP2R5E	693.8128
PPP3CA	1177.8319	PPP3CA	1660.4971
PPP3CB	1680.065	PPP3CB	1924.9075
PPP3CC	242.294	PPP3CC	363.1518
PPP3R1	1702.3955	PPP3R1	2053.9397
PPP4C	1720.2598	PPP4C	911.6869
PPP4R1L	38.9769	PPP4R1L	85.1401
PPP4R1	1597.2391	PPP4R1	1320.4654
PPP4R2	552.9842	PPP4R2	597.5674
PPP4R4	167.2757	PPP4R4	26.9699
PPP5C	1421.8433	PPP5C	775.78
PPP6C	2060.9013	PPP6C	2352.1946
PPPDE1	1328.4612	PPPDE1	1159.7039
PPPDE2	271.62	PPPDE2	228.9794
PPRC1	1448.2339	PPRC1	1309.8889
PPT1	6632.5619	PPT1	2958.2232
PPT2	268.8023	PPT2	386.4992
PPTC7	256.1916	PPTC7	883.1306
PPWD1	451.4819	PPWD1	415.6531
removed	removed	PPYR1	8.4611
PQBP1	1135.607	PQBP1	797.9905
PQLC1	698.7414	PQLC1	1408.2496
PQLC2	554.6082	PQLC2	194.606
PQLC3	503.4511	PQLC3	738.2337
PRAF2	1067.8035	PRAF2	320.0159
PRAM1	34.9168	PRAM1	26.9699
PRAME	34.1048	removed	removed
PRB3	6.4961	removed	removed
PRC1	887.5355	PRC1	162.348
PRCC	2145.7572	PRCC	1015.3358
PRCD	6.9225	PRCD	27.4987
PRCP	1310.1908	PRCP	2712.3215
PRDM10	214.7787	PRDM10	265.468
PRDM11	12.1803	PRDM11	43.8921
PRDM15	190.4182	PRDM15	197.779
PRDM16	5.2781	PRDM16	145.9545
PRDM1	451.0759	PRDM1	533.0513
PRDM2	1432.8055	PRDM2	1767.8477
PRDM4	815.6719	PRDM4	783.7123
PRDM5	21.9245	PRDM5	70.862
PRDM6	27.6086	PRDM6	12.6917
PRDM8	17.4584	PRDM8	55.5262
PRDX1	6233.0491	PRDX1	3390.2697
PRDX2	3291.1084	PRDX2	3532.5225
PRDX3	3045.067	PRDX3	3723.4268
PRDX4	1127.4868	PRDX4	963.5114
PRDX5	2578.1567	PRDX5	1869.3813
PRDX6	2888.7536	PRDX6	8437.3347
PRDXDD1P	20.3004	PRDXDD1P	21.1528
PREB	1477.4665	PREB	1450.5553
PRELID1	1453.378	PRELID1	1066.1872
PRELID2	43.849	PRELID2	59.7567
PRELP	2230.2071	PRELP	7879.9577
PREPL	1893.7475	PREPL	1943.4162
PREP	645.5542	PREP	842.4114
PREX1	14404.7909	PREX1	1586.991
removed	removed	PREX2	551.0312
PRF1	29.2326	PRF1	108.9371
removed	removed	PRG2	8.4611
PRG4	7.1742	PRG4	241.5653
PRH1	15.948	PRH1	23.9503
PRH2	5.2781	removed	removed
removed	removed	PRHOXNB	7.4035
PRIC285	1459.1961	PRIC285	889.4765
PRICKLE1	580.5928	PRICKLE1	320.9942
PRICKLE2	557.8563	PRICKLE2	2032.7869
PRICKLE3	120.9907	PRICKLE3	109.4659
PRICKLE4	42.6594	PRICKLE4	77.0968
PRIM1	129.1108	PRIM1	96.7742
PRIM2	142.5091	PRIM2	120.0423
PRIMA1	30.0447	PRIMA1	382.3374
removed	removed	PRINS	6.8747
PRKAA1	985.7897	PRKAA1	1817.5568
PRKAA2	458.3841	PRKAA2	195.1348
PRKAB1	742.1843	PRKAB1	629.2967
PRKAB2	561.9164	PRKAB2	445.7959
PRKACA	2360.9419	PRKACA	2776.3088
PRKACB	874.1372	PRKACB	988.3659
PRKAG1	1292.3264	PRKAG1	1074.0349
PRKAG2	455.136	PRKAG2	803.2787
PRKAR1A	10861.1449	PRKAR1A	7741.9355
PRKAR1B	163.2156	PRKAR1B	307.2448
PRKAR2A	275.2741	PRKAR2A	639.8731
PRKAR2B	43.0369	PRKAR2B	9923.8498
PRKCA	63.3374	PRKCA	431.5177
PRKCB	24.3605	PRKCB	83.5537
PRKCDBP	295.1685	PRKCDBP	427.2871
PRKCD	2475.8425	PRKCD	1843.4691
PRKCE	203.4105	PRKCE	298.7837
PRKCH	433.6175	PRKCH	906.3987
PRKCI	1151.4413	PRKCI	851.9302
