gene_id	TCGA-E2-A1IG-01A-11R-A144-07	gene_id	TCGA-E2-A1IG-11A-22R-A144-07
NUP107	732.4401	NUP107	705.9757
NUP133	1321.1531	NUP133	1326.8112
NUP153	2190.4182	NUP153	2000.5288
NUP155	580.9988	NUP155	539.3971
NUP160	728.786	NUP160	1203.596
NUP188	1622.0057	NUP188	1273.4003
NUP205	1106.3743	NUP205	1221.0471
NUP210	2149.8173	NUP210	646.7478
NUP214	1781.5672	NUP214	1634.0561
NUP35	178.2379	NUP35	208.3554
NUP37	241.9813	NUP37	208.3554
NUP43	961.4292	NUP43	611.3168
NUP50	1303.2887	NUP50	1049.7091
NUP54	614.2915	NUP54	732.4167
NUP62CL	60.9013	NUP62CL	14.2782
NUP62	2106.2119	NUP62	1000.2433
NUP85	1424.2793	NUP85	481.7557
NUP88	640.4669	NUP88	847.4722
NUP93	619.9756	NUP93	551.56
NUP98	2416.9712	NUP98	2700.1586
NUPL1	1261.4698	NUPL1	797.4617
NUPL2	344.7016	NUPL2	291.3802
NUPR1	3437.6776	NUPR1	1909.0428
NUS1	1462.4442	NUS1	1133.2628
NUSAP1	753.5526	NUSAP1	101.0048
NUTF2	1783.5972	NUTF2	1047.065
NVL	736.0942	NVL	329.9841
removed	removed	NWD1	29.0851
NXF1	1502.6391	NXF1	1477.5251
removed	removed	NXNL1	8.99
NXNL2	13.3983	removed	removed
NXN	676.8169	NXN	644.1036
NXPH1	6.0901	removed	removed
NXPH2	5.2781	removed	removed
NXPH3	430.3695	NXPH3	131.1475
NXPH4	15.8343	NXPH4	26.9699
NXT1	265.1238	NXT1	213.6436
NXT2	228.177	NXT2	324.1671
NYNRIN	260.2517	NYNRIN	1106.293
OAF	403.5729	OAF	1330.513
OAS1	1248.0715	OAS1	395.0291
OAS2	2132.3589	OAS2	704.3892
OAS3	2967.5193	OAS3	1101.5336
OASL	319.529	OASL	81.9672
OAT	1848.9647	OAT	3507.6679
OAZ1	6308.9728	OAZ1	6168.6938
OAZ2	1696.7113	OAZ2	1698.0434
OAZ3	41.7255	OAZ3	18.9741
OBFC1	559.8863	OBFC1	585.9334
OBFC2A	138.449	OBFC2A	288.7361
OBFC2B	603.3293	OBFC2B	349.0217
OBP2A	7.3082	OBP2A	5.817
removed	removed	OBP2B	23.7969
removed	removed	OBSCN	913.2311
OBSL1	1745.4324	OBSL1	1743.5219
removed	removed	OCA2	6.3458
OCEL1	506.6991	OCEL1	338.9741
OCIAD1	3016.6464	OCIAD1	2166.0497
OCIAD2	803.0857	OCIAD2	322.0518
OCLN	785.2213	OCLN	254.3628
OCRL	834.3484	OCRL	1140.6663
ODC1	305.3187	ODC1	1157.5886
ODF2L	509.5412	ODF2L	402.9614
ODF2	1840.4385	ODF2	643.046
ODF3B	170.5238	ODF3B	127.4458
removed	removed	ODF3L1	53.4109
removed	removed	ODZ1	57.1126
ODZ2	820.9501	ODZ2	529.3496
ODZ3	335.7694	ODZ3	801.1634
ODZ4	497.767	ODZ4	625.0661
OFD1	886.7235	OFD1	890.5341
OGDHL	6.4961	removed	removed
OGDH	2524.9695	OGDH	4054.9974
OGFOD1	606.5773	OGFOD1	784.77
OGFOD2	277.8806	OGFOD2	190.5394
OGFRL1	228.989	OGFRL1	961.9249
OGFR	1059.2773	OGFR	704.918
OGG1	347.5436	OGG1	296.1396
OGN	157.5315	OGN	2312.5331
OGT	2181.08	OGT	3092.5436
OIP5	45.9359	OIP5	6.1185
OLA1	1597.2391	OLA1	1411.9513
OLFM1	1023.5485	OLFM1	566.8958
OLFM2	276.0861	OLFM2	994.183
OLFM4	18.2704	OLFM4	1225.2776
OLFML1	449.8579	OLFML1	576.9434
OLFML2A	2254.5676	OLFML2A	2294.0243
OLFML2B	2312.6269	OLFML2B	613.9609
OLFML3	1158.3435	OLFML3	1920.6769
OLIG1	10.1502	removed	removed
OLR1	378.8063	OLR1	46.0074
OMA1	386.9265	OMA1	300.3702
OMD	196.9143	OMD	463.247
ONECUT2	122.2087	removed	removed
OPA1	1496.5489	OPA1	2099.4183
OPA3	440.5197	OPA3	565.3094
OPCML	27.6086	removed	removed
OPHN1	252.9436	OPHN1	421.4701
OPLAH	468.1283	OPLAH	551.0312
OPN3	371.5834	OPN3	228.7837
OPRL1	190.0122	OPRL1	70.862
OPTN	2379.6184	OPTN	4336.33
removed	removed	OR2A1	11.1052
OR2A4	28.8266	OR2A4	61.872
OR2A7	169.3057	OR2A7	161.8191
OR2A9P	163.2156	OR2A9P	224.22
removed	removed	OR2L13	10.0476
removed	removed	OR2W3	17.1391
OR51E1	38.5708	OR51E1	112.6388
OR51E2	7.3082	OR51E2	5.2882
OR7E91P	6.0901	removed	removed
ORAI1	211.9367	ORAI1	228.9794
ORAI2	894.2631	ORAI2	574.6219
ORAI3	588.713	ORAI3	370.1745
ORAOV1	1023.5485	ORAOV1	189.8466
ORC1L	64.1494	ORC1L	20.0952
ORC2L	429.5575	ORC2L	353.7811
ORC3L	569.6305	ORC3L	535.6954
ORC4L	490.0528	ORC4L	463.7758
ORC5L	365.814	ORC5L	214.1724
ORC6L	109.2164	ORC6L	18.5087
ORMDL1	559.8863	ORMDL1	481.7557
ORMDL2	865.6557	ORMDL2	381.5019
ORMDL3	3942.7527	ORMDL3	4094.6589
OS9	8539.5859	OS9	6915.3887
OSBP2	332.5213	OSBP2	97.8318
OSBPL10	259.0337	OSBPL10	405.0767
OSBPL11	483.1506	OSBPL11	665.7853
OSBPL1A	1101.5022	OSBPL1A	3030.6716
OSBPL2	1184.3281	OSBPL2	1057.1126
OSBPL3	214.7787	OSBPL3	233.7388
OSBPL5	1131.9529	OSBPL5	849.8149
OSBPL6	182.298	OSBPL6	76.1502
OSBPL7	430.7755	OSBPL7	170.2803
OSBPL8	1851.4007	OSBPL8	2133.7916
OSBPL9	1958.9931	OSBPL9	2099.4183
OSBP	1542.8339	OSBP	2279.2173
OSCAR	87.2919	OSCAR	36.4886
OSCP1	351.6037	OSCP1	192.4907
OSGEPL1	159.5615	OSGEPL1	149.1274
OSGEP	297.1985	OSGEP	296.6684
OSGIN1	630.5319	OSGIN1	182.4432
OSGIN2	511.5713	OSGIN2	1088.8419
OSMR	890.3776	OSMR	1194.0772
OSM	125.8628	OSM	12.6917
OSR1	23.5485	OSR1	784.2411
OSR2	311.4089	OSR2	333.1571
OST4	2071.4535	OST4	1446.8482
OSTC	1514.0073	OSTC	878.3712
OSTF1	978.8875	OSTF1	698.5722
OSTM1	1066.9915	OSTM1	1117.927
OSTalpha	19.0824	OSTalpha	16.3934
OTOA	11.7743	OTOA	15.3358
OTUB1	1965.0832	OTUB1	1026.9699
OTUB2	187.1701	OTUB2	26.9699
OTUD1	323.1831	OTUD1	333.6859
OTUD3	226.147	OTUD3	370.7033
OTUD4	1198.5384	OTUD4	1347.964
OTUD5	1758.4247	OTUD5	1230.037
OTUD6B	148.5993	OTUD6B	258.5933
OTUD7A	10.5562	OTUD7A	36.4886
OTUD7B	1533.9017	OTUD7B	1314.1195
OTX1	17.0524	removed	removed
OVCA2	339.6914	OVCA2	376.166
removed	removed	OVCH2	20.0952
OVGP1	23.9545	OVGP1	24.3258
OVOL1	272.026	OVOL1	133.7916
OVOL2	294.3565	OVOL2	62.9297
OXA1L	2113.6825	OXA1L	2149.1274
OXCT1	282.1762	OXCT1	2005.817
removed	removed	OXCT2	5.817
OXER1	10.1502	OXER1	33.3157
removed	removed	OXGR1	22.2105
OXNAD1	148.5993	OXNAD1	225.8065
OXR1	814.0479	OXR1	1535.6954
OXSM	196.5083	OXSM	139.0799
OXSR1	1172.5538	OXSR1	1247.4881
OXTR	106.3743	OXTR	6818.6145
removed	removed	OXT	8.4611
P2RX1	6.0901	P2RX1	15.8646
P2RX4	864.393	P2RX4	325.2247
P2RX5	12.7893	P2RX5	17.1338
P2RX6	6.4961	P2RX6	41.7768
P2RX7	75.1117	P2RX7	96.7742
removed	removed	P2RY10	6.3458
P2RY11	221.3601	P2RY11	15.8752
P2RY12	7.3082	P2RY12	203.0672
P2RY13	45.879	P2RY13	167.6362
P2RY14	21.9245	P2RY14	133.7916
P2RY1	21.1125	P2RY1	19.5664
P2RY2	31.6687	P2RY2	73.5061
P2RY6	51.5631	P2RY6	24.8546
P2RY8	46.691	P2RY8	113.1676
P4HA1	1166.0577	P4HA1	674.7753
P4HA2	1124.6447	P4HA2	702.8027
P4HA3	483.1506	P4HA3	21.1528
P4HB	30829.0702	P4HB	12918.5616
P4HTM	1578.1567	P4HTM	353.2522
P704P	17.8644	P704P	17.9799
PA2G4P4	43.0369	PA2G4P4	22.2105
PA2G4	3258.2217	PA2G4	2476.4675
PAAF1	278.1161	PAAF1	316.2348
PABPC1L	379.2123	PABPC1L	127.9746
PABPC1	18189.2002	PABPC1	20263.3527
PABPC3	174.5838	PABPC3	193.0196
PABPC4L	38.1648	PABPC4L	72.9773
PABPC4	1894.4377	PABPC4	2637.229
PABPC5	18.2704	PABPC5	45.4786
PABPN1	2707.0402	PABPN1	1860.7403
PACRGL	185.9521	PACRGL	217.3453
removed	removed	PACRG	16.9223
PACS1	3488.8348	PACS1	2895.8223
PACS2	796.9955	PACS2	1891.8456
PACSIN1	21.5185	PACSIN1	19.0375
PACSIN2	903.3699	PACSIN2	1419.8837
PACSIN3	384.0844	PACSIN3	429.9313
PADI2	322.7771	PADI2	2822.8451
PADI3	72.2696	removed	removed
PADI4	261.8758	removed	removed
PAF1	1623.2237	PAF1	1378.6356
PAFAH1B1	2343.0775	PAFAH1B1	4235.3252
PAFAH1B2	485.9927	PAFAH1B2	655.7377
PAFAH1B3	1169.5371	PAFAH1B3	164.1565
PAFAH2	655.7044	PAFAH2	341.6182
PAG1	163.2156	PAG1	263.3527
PAH	51.9691	PAH	5.2882
PAICS	3716.6058	PAICS	1590.6928
PAIP1	1300.0406	PAIP1	1033.8445
PAIP2B	237.1092	PAIP2B	280.275
PAIP2	1388.1445	PAIP2	2035.9598
PAK1IP1	640.2761	PAK1IP1	309.8889
PAK1	812.4239	PAK1	805.394
PAK2	2746.6504	PAK2	2638.2866
PAK3	6.0901	PAK3	60.8144
PAK4	1848.5587	PAK4	726.5997
PAK6	56.5124	PAK6	131.1951
PAK7	8.9322	PAK7	63.9873
PALB2	369.8741	PALB2	248.0169
PALLD	6499.391	PALLD	6072.9773
PALM2-AKAP2	1030.6577	PALM2-AKAP2	5781.3802
PALM2	50.6943	PALM2	64.1354
PALM3	31.2627	PALM3	14.807
PALMD	321.5591	PALMD	4236.3829
PALM	1473.0004	PALM	2966.6843
PAMR1	267.1539	PAMR1	1053.9397
PAM	2916.7682	PAM	4950.2909
PAN2	818.514	PAN2	797.4617
PAN3	1388.1445	PAN3	1211.5283
PANK1	71.8636	PANK1	65.5738
PANK2	382.0544	PANK2	479.6404
PANK3	567.6005	PANK3	681.1211
PANK4	423.4673	PANK4	333.6859
PANX1	412.5051	PANX1	306.716
PANX2	38.5708	PANX2	35.9598
PAOX	115.3065	PAOX	123.2152
PAPD4	895.2497	PAPD4	1091.486
PAPD5	499.391	PAPD5	410.8937
PAPD7	413.7231	PAPD7	763.6171
PAPLN	129.9229	PAPLN	438.6409
PAPOLA	4354.8518	PAPOLA	3345.8488
PAPOLG	369.0621	PAPOLG	354.8387
removed	removed	PAPPA2	42.8345
PAPPA	200.1624	PAPPA	66.6314
PAPSS1	1768.9809	PAPSS1	1783.7123
PAPSS2	541.6159	PAPSS2	1391.3273
PAQR3	195.2984	PAQR3	346.4199
PAQR4	542.7609	PAQR4	175.7007
PAQR5	63.3374	PAQR5	53.4109
PAQR6	76.7357	PAQR6	19.5664
PAQR7	529.0296	PAQR7	245.9016
PAQR8	125.8628	PAQR8	203.0672
PAR-SN	42.3224	PAR-SN	122.073
PAR5	7.3082	PAR5	65.5738
PARD3B	56.0292	PARD3B	333.1571
PARD3	1001.218	PARD3	1145.4257
PARD6A	135.201	PARD6A	52.8821
PARD6B	335.7694	PARD6B	105.7641
PARD6G	240.3573	PARD6G	263.8815
PARG	507.1052	PARG	400.8461
PARK2	50.7511	PARK2	176.6261
PARK7	3751.1165	PARK7	3257.5357
PARL	838.4084	PARL	775.78
PARM1	2382.4604	PARM1	2130.0899
PARN	1524.5635	PARN	957.6943
PARP10	1851.4007	PARP10	1078.7943
PARP11	310.5968	PARP11	317.2924
PARP12	1053.1872	PARP12	421.9989
PARP14	2655.7044	PARP14	1458.4876
PARP15	8.1202	PARP15	9.5188
PARP16	277.7101	PARP16	277.6309
PARP1	6153.8774	PARP1	2718.6674
PARP2	464.8802	PARP2	359.5981
PARP3	358.0999	PARP3	733.4744
PARP4	1323.1831	PARP4	1932.3109
PARP6	958.1811	PARP6	772.0783
PARP8	316.687	PARP8	268.1121
PARP9	1599.0499	PARP9	926.6896
PARS2	155.0954	PARS2	94.1301
removed	removed	PART1	42.3057
PARVA	2036.9468	PARVA	4667.3718
PARVB	390.5806	PARVB	672.1311
PARVG	158.7495	PARVG	150.1851
PASK	378.4003	PASK	133.7916
PATL1	857.4909	PATL1	1049.1803
PATZ1	2500.609	PATZ1	822.8451
PAWR	346.3256	PAWR	293.4955
PAX1	7.7142	removed	removed
PAX2	179.0499	removed	removed
PAX3	5.2781	PAX3	27.4987
PAX6	79.5778	PAX6	70.862
PAX8	19.8944	PAX8	43.3633
PAX9	166.0577	PAX9	32.2581
PAXIP1	541.5022	PAXIP1	303.8022
PBK	90.946	PBK	16.9223
PBLD	169.7117	PBLD	241.6711
PBRM1	1474.6244	PBRM1	2139.0799
PBX1	7652.8624	PBX1	4235.854
PBX2	1003.2481	PBX2	1138.0222
PBX3	430.7755	PBX3	360.1269
PBX4	40.1949	PBX4	10.5764
PBXIP1	4158.3435	PBXIP1	4235.854
PCBD1	483.5566	PCBD1	836.5944
PCBD2	306.1307	PCBD2	265.468
PCBP1	7778.7251	PCBP1	6415.6531
PCBP2	9909.4803	PCBP2	9694.881
PCBP3	13.8043	PCBP3	123.7441
PCBP4	537.1498	PCBP4	499.7356
PCCA	232.3305	PCCA	863.5643
PCCB	1486.6626	PCCB	1269.5822
PCDH10	42.6309	PCDH10	11.1052
removed	removed	PCDH11X	53.4109
PCDH12	618.7576	PCDH12	728.1861
PCDH17	284.2063	PCDH17	79.8519
PCDH18	432.3995	PCDH18	981.4913
PCDH19	40.1949	PCDH19	566.367
PCDH1	1961.8352	PCDH1	2037.0175
PCDH20	5.6841	PCDH20	31.2004
PCDH7	908.648	PCDH7	750.9254
removed	removed	PCDH8	8.4611
PCDH9	9.3382	PCDH9	433.633
PCDHA10	57.7467	PCDHA10	97.779
PCDHA11	19.7645	PCDHA11	70.4178
PCDHA12	21.8879	PCDHA12	7.9323
PCDHA13	41.754	PCDHA13	25.4469
PCDHA1	63.9342	PCDHA1	22.5806
PCDHA2	16.756	PCDHA2	8.4611
PCDHA3	34.5432	PCDHA3	66.6473
PCDHA4	167.5883	PCDHA4	49.4976
PCDHA5	9.6468	PCDHA5	7.1232
PCDHA6	308.9038	PCDHA6	57.0492
PCDHA7	24.9574	PCDHA7	17.1708
removed	removed	PCDHA8	7.2713
PCDHA9	6.8778	PCDHA9	6.1978
PCDHAC1	8.1689	PCDHAC1	11.6446
PCDHAC2	25.4283	PCDHAC2	22.8345
PCDHB10	61.3073	PCDHB10	80.9096
PCDHB11	23.1425	PCDHB11	66.6314
PCDHB12	42.6309	PCDHB12	89.3707
PCDHB13	55.6232	PCDHB13	78.7943
PCDHB14	129.1108	PCDHB14	228.9794
PCDHB15	52.7812	PCDHB15	103.6489
PCDHB16	86.0739	PCDHB16	256.4781
PCDHB18	8.1202	PCDHB18	22.2105
removed	removed	PCDHB19P	21.1528
PCDHB1	5.2781	removed	removed
PCDHB2	64.1494	PCDHB2	111.5812
PCDHB3	69.0215	PCDHB3	114.2253
PCDHB4	96.2241	PCDHB4	254.3628
PCDHB5	42.6309	PCDHB5	75.0925
PCDHB6	43.849	PCDHB6	113.6965
PCDHB7	50.3451	PCDHB7	129.5611
PCDHB8	32.8867	PCDHB8	75.0925
PCDHB9	33.2927	PCDHB9	86.1978
PCDHGA10	77.7954	PCDHGA10	103.3263
PCDHGA11	18.9769	PCDHGA11	35.9863
PCDHGA12	113.1141	PCDHGA12	123.1623
removed	removed	PCDHGA1	19.5664
PCDHGA2	72.1437	PCDHGA2	213.6118
PCDHGA3	12.1803	PCDHGA3	49.1803
PCDHGA4	20.7065	PCDHGA4	154.3522
PCDHGA5	24.7665	PCDHGA5	86.404
PCDHGA6	25.5786	PCDHGA6	62.4008
PCDHGA7	18.7333	PCDHGA7	38.2708
removed	removed	PCDHGA8	14.5743
PCDHGA9	68.6845	PCDHGA9	66.1026
PCDHGB1	10.1502	PCDHGB1	33.8445
PCDHGB2	16.6464	PCDHGB2	57.6415
PCDHGB3	5.2781	PCDHGB3	30.1428
PCDHGB4	36.5408	PCDHGB4	67.6891
PCDHGB5	266.6951	PCDHGB5	306.9276
PCDHGB6	83.1181	PCDHGB6	218.4611
PCDHGB7	223.4145	PCDHGB7	462.5648
PCDHGC3	1730.0853	PCDHGC3	2690.1904
PCDHGC5	9.3382	PCDHGC5	14.9603
PCF11	645.1482	PCF11	1487.0439
PCGF1	262.6878	PCGF1	157.5886
PCGF2	2506.0008	PCGF2	602.6388
PCGF3	1539.1799	PCGF3	1125.8593
PCGF5	940.3167	PCGF5	1454.257
PCGF6	155.5014	PCGF6	219.4606
PCID2	634.998	PCID2	608.6727
PCIF1	1023.1425	PCIF1	995.7694
removed	removed	PCK1	394.5003
PCK2	922.0463	PCK2	784.2411
PCLO	302.4767	PCLO	1104.7065
PCM1	1933.4145	PCM1	3829.7197
PCMT1	1466.5043	PCMT1	1205.1824
PCMTD1	1205.8465	PCMTD1	2068.2179
PCMTD2	1795.3715	PCMTD2	1545.743
PCNA	2036.1348	PCNA	802.7499
PCNP	1825.0102	PCNP	2136.9646
PCNT	719.8538	PCNT	1067.6891
PCNXL2	285.8303	PCNXL2	346.9064
PCNXL3	1498.173	PCNXL3	1109.4659
PCNX	1091.758	PCNX	2773.1359
removed	removed	PCOLCE2	2712.3215
PCOLCE	3438.7739	PCOLCE	2324.6695
PCOTH	8.6845	PCOTH	19.9524
PCP2	67.3975	removed	removed
PCP4L1	6.0901	PCP4L1	32.2581
PCSK1N	9.3382	removed	removed
removed	removed	PCSK1	10.5764
PCSK4	132.7649	PCSK4	16.9223
PCSK5	69.8335	PCSK5	450.0264
PCSK6	3774.665	PCSK6	388.1544
PCSK7	469.6102	PCSK7	852.385
PCSK9	19.4884	removed	removed
PCTP	339.0175	PCTP	416.1819
PCYOX1L	525.3756	PCYOX1L	196.7213
PCYOX1	3093.3821	PCYOX1	8916.4463
PCYT1A	410.475	PCYT1A	529.8784
PCYT1B	31.6687	PCYT1B	31.2004
PCYT2	798.6196	PCYT2	773.6647
PC	386.9265	PC	4885.7747
PDAP1	2547.3	PDAP1	1574.2993
PDCD10	754.3646	PDCD10	507.1391
PDCD11	1048.7211	PDCD11	1050.238
PDCD1LG2	60.9013	PDCD1LG2	134.8493
PDCD1	6.0901	PDCD1	8.99
PDCD2L	160.7795	PDCD2L	88.8419
PDCD2	598.8632	PDCD2	589.6351
PDCD4	964.0276	PDCD4	5369.0693
PDCD5	467.3163	PDCD5	528.2919
PDCD6IP	3950.4669	PDCD6IP	3971.4437
PDCD6	1975.2335	PDCD6	1164.4632
PDCD7	415.3471	PDCD7	552.0888
PDCL3	473.0004	PDCL3	278.6885
PDCL	583.4348	PDCL	497.0915
PDDC1	961.8352	PDDC1	843.9979
PDE10A	104.7503	PDE10A	134.3205
PDE11A	54.8112	PDE11A	335.2723
PDE12	477.0605	PDE12	787.9429
PDE1A	33.6987	PDE1A	139.6087
PDE1B	105.5623	PDE1B	410.3649
PDE1C	15.8343	PDE1C	271.8139
PDE2A	100.6902	PDE2A	1837.1232
PDE3A	112.4645	PDE3A	182.4432
PDE3B	27.6086	PDE3B	3212.0571
PDE4A	371.9042	PDE4A	619.2491
PDE4B	133.5769	PDE4B	1389.7409
PDE4C	18.6764	removed	removed
PDE4DIP	1974.0154	PDE4DIP	3099.4183
PDE4D	167.2594	PDE4D	163.2734
PDE5A	859.2651	PDE5A	918.9265
PDE6B	79.1717	PDE6B	55.5262
PDE6D	401.5428	PDE6D	230.037
PDE6G	6.0901	PDE6G	6.8747
PDE7A	504.6691	PDE7A	689.0534
PDE7B	21.5185	PDE7B	158.6462
PDE8A	386.1145	PDE8A	839.7673
PDE8B	21.1125	PDE8B	792.7023
PDE9A	53.5932	PDE9A	310.4178
PDF	302.8867	PDF	80.3808
PDGFA	504.2631	PDGFA	381.2797
PDGFB	2846.9346	PDGFB	815.4416
PDGFC	750.3045	PDGFC	772.6071
PDGFD	495.7369	PDGFD	1425.7007
PDGFRA	1663.1506	PDGFRA	3989.0111
PDGFRB	7443.3618	PDGFRB	5807.5093
PDGFRL	429.5575	PDGFRL	1312.0042
PDHA1	1128.5627	PDHA1	2601.8191
PDHB	1285.0183	PDHB	1201.4807
PDHX	656.3094	PDHX	758.1174
removed	removed	PDIA2	12.6494
PDIA3P	3406.0089	PDIA3P	1619.2491
PDIA3	12464.6975	PDIA3	6262.0254
PDIA4	7499.797	PDIA4	2343.7335
PDIA5	381.6484	PDIA5	328.3977
PDIA6	6076.9387	PDIA6	4309.9207
PDIK1L	528.2176	PDIK1L	224.22
PDK1	127.8928	PDK1	342.147
PDK2	1051.9691	PDK2	1753.5695
PDK3	134.795	PDK3	230.5658
PDK4	278.5221	PDK4	20872.0254
PDLIM1	1140.8851	PDLIM1	4265.9968
PDLIM2	453.918	PDLIM2	366.4728
PDLIM3	637.434	PDLIM3	2150.1851
PDLIM4	483.5566	PDLIM4	1136.9646
PDLIM5	3989.0378	PDLIM5	2975.6742
PDLIM7	1981.3236	PDLIM7	906.3987
PDP1	312.6269	PDP1	1251.7187
PDP2	146.5692	PDP2	367.0016
PDPK1	990.5035	PDPK1	1526.7425
PDPN	1013.8043	PDPN	656.7953
PDPR	899.0702	PDPR	1327.9217
PDRG1	439.3017	PDRG1	213.6436
PDS5A	3380.4304	PDS5A	2872.0254
PDS5B	897.2797	PDS5B	892.6494
PDSS1	59.2773	PDSS1	45.5262
PDSS2	290.7024	PDSS2	404.019
PDXDC1	3897.6857	PDXDC1	2848.7573
PDXDC2	317.905	PDXDC2	219.9894
PDXK	1178.6439	PDXK	5370.1745
PDXP	296.4961	PDXP	107.3083
PDZD11	791.7174	PDZD11	466.9487
PDZD2	226.553	PDZD2	6609.2015
PDZD4	53.9992	PDZD4	132.734
PDZD7	22.3305	PDZD7	8.4611
PDZD8	391.3926	PDZD8	735.5896
PDZK1IP1	12.5863	PDZK1IP1	287.6785
PDZK1P1	48.7211	PDZK1P1	6.8747
PDZK1	963.4592	PDZK1	144.3681
PDZRN3	339.0175	PDZRN3	2290.8514
PDZRN4	17.4584	PDZRN4	48.6515
PEA15	5669.5087	PEA15	7951.3485
PEAR1	112.4645	PEAR1	715.4944
PEBP1	6952.497	PEBP1	6987.3083
removed	removed	PEBP4	9.5188
PECAM1	911.084	PECAM1	3037.5463
PECI	303.2887	PECI	1084.0666
PECR	79.2611	PECR	682.3374
PEF1	1820.5441	PEF1	1402.4326
PEG10	255.3796	PEG10	2656.2665
PEG3	89.2083	PEG3	1212.3109
PELI1	546.894	PELI1	1793.7599
PELI2	162.8096	PELI2	507.6679
PELI3	212.7487	PELI3	282.3903
PELO	489.3747	PELO	549.7039
PELP1	1373.9342	PELP1	1282.3903
PEMT	275.2741	PEMT	982.5489
removed	removed	PENK	46.5362
PEPD	1559.4803	PEPD	1427.816
PER1	643.1181	PER1	7539.926
PER2	609.4194	PER2	3689.0534
PER3	1347.9497	PER3	1507.1391
PERP	7614.2915	PERP	4229.5082
PES1	1702.3955	PES1	1139.0799
PET112L	464.8802	PET112L	481.2269
PEX10	482.6309	PEX10	491.7451
PEX11A	182.704	PEX11A	388.1544
PEX11B	866.8291	PEX11B	544.1565
PEX11G	129.9229	PEX11G	67.1602
PEX12	540.8039	PEX12	207.2977
PEX13	823.7921	PEX13	772.0783
PEX14	491.6768	PEX14	467.4775
PEX16	288.2663	PEX16	309.8889
PEX19	2039.7889	PEX19	4381.1211
PEX1	555.8262	PEX1	509.2544
PEX26	449.0459	PEX26	577.6996
PEX2	906.2119	PEX2	876.2559
PEX3	258.6277	PEX3	322.0518
PEX5L	18.2704	PEX5L	6.3458
PEX5	1025.9846	PEX5	1268.6409
PEX6	1138.043	PEX6	741.4067
PEX7	428.7454	PEX7	169.7515
PFAS	378.8063	PFAS	497.6203
PFDN1	1164.0276	PFDN1	1115.8117
PFDN2	859.1149	PFDN2	502.9085
PFDN4	269.5899	PFDN4	208.3554
PFDN5	4408.039	PFDN5	3826.018
PFDN6	503.4511	PFDN6	282.9191
PFKFB1	5.6841	PFKFB1	433.1042
PFKFB2	717.836	PFKFB2	326.8112
PFKFB3	1956.9631	PFKFB3	21591.7504
PFKFB4	203.8165	PFKFB4	53.9397
PFKL	3027.6086	PFKL	3150.1851
PFKM	1244.8234	PFKM	901.1105
PFKP	474.6244	PFKP	672.66
PFN1	7341.4535	PFN1	6116.8694
PFN2	1911.084	PFN2	1132.2052
PFN4	12.9923	removed	removed
removed	removed	PGA3	42.3057
removed	removed	PGA4	34.3733
removed	removed	PGA5	7.9323
PGAM1	3129.1108	PGAM1	2497.0915
PGAM2	21.1125	PGAM2	38.0751
PGAM4	66.9915	PGAM4	59.2279
PGAM5	573.2643	PGAM5	300.3067
removed	removed	PGAP1	442.623
PGAP2	557.0443	PGAP2	372.2898
PGAP3	1707.2676	PGAP3	600.7403
PGBD1	131.9529	PGBD1	112.11
PGBD2	233.8611	PGBD2	124.8017
PGBD3	64.8762	PGBD3	92.3057
PGBD4	58.4653	PGBD4	44.4209
PGBD5	104.3443	PGBD5	47.5939
PGCP	714.5757	PGCP	1119.5135
PGD	3726.35	PGD	4061.872
PGF	265.1238	PGF	161.2903
PGGT1B	462.4442	PGGT1B	423.0566
PGK1	5725.944	PGK1	5350.0793
PGLS	1082.8258	PGLS	663.67
PGLYRP2	107.9984	PGLYRP2	11.6341
PGM1	1239.5453	PGM1	5578.5299
PGM2L1	353.6338	PGM2L1	300.3702
PGM2	602.5173	PGM2	653.0936
PGM3	518.9241	PGM3	526.9963
removed	removed	PGM5P2	12.1629
PGM5	30.8567	PGM5	925.9651
PGPEP1	449.0459	PGPEP1	772.6071
PGP	360.1299	PGP	208.3554
PGRMC1	1256.1916	PGRMC1	3043.3633
PGRMC2	2239.1393	PGRMC2	2507.1391
PGR	592.5741	PGR	1344.0085
PGS1	1143.3212	PGS1	454.7858
PHACTR1	19.4722	PHACTR1	39.1327
PHACTR2	490.0528	PHACTR2	1250.1322
PHACTR4	1692.6512	PHACTR4	1011.6341
PHAX	498.173	PHAX	551.0312
PHB2	2011.7743	PHB2	2815.4416
PHB	4382.8664	PHB	2287.1497
PHC1	607.1661	PHC1	540.0899
PHC2	2779.9432	PHC2	3066.6314
PHC3	1295.9805	PHC3	1572.184
removed	removed	PHEX	6.3458
PHF10	1196.5814	PHF10	1889.7356
PHF11	422.6553	PHF11	515.0714
PHF12	2016.6464	PHF12	983.0777
PHF13	734.8762	PHF13	895.8223
PHF14	1002.8421	PHF14	838.1809
PHF15	784.8153	PHF15	1232.1523
PHF16	946.4068	PHF16	319.4077
PHF17	867.2351	PHF17	2145.9545
PHF19	414.5351	PHF19	481.7557
PHF1	1209.0946	PHF1	1019.0375
PHF20L1	1041.4129	PHF20L1	1003.1729
PHF20	1395.0467	PHF20	1235.854
PHF21A	518.8794	PHF21A	905.8699
PHF21B	344.2956	PHF21B	6.8747
PHF23	771.417	PHF23	648.3342
PHF2	1438.8957	PHF2	1639.8731
